Site_ID,Subcatchment_ID
31_35,53
31_35,54
31_35,68
31_35,70
31_35,71
31_35,74
31_35,75
31_35,76
31_35,78
31_35,79
31_35,82
31_35,84
31_35,85
31_35,86
31_35,89
31_35,91
31_35,92
31_35,93
31_35,94
31_35,95
31_35,96
31_35,97
31_35,98
31_35,99
31_35,101
31_35,102
31_35,103
31_35,108
