"dates","pur_app_kg","pur_app_kgha","rpt_runf_cms","conv_runf_cmha","rpt_bif_ugl","conv_bif_gha","runf_cmd","bif_ugcm","totl_bif_n_runf_kg","sub_area_ha","sub_perc_develop"
2009-01-01,0,0,0,0,0,0,0,0,0,147.995,0.75364963504
2009-01-02,0,0,0.00395460151291142,0.0230871023153179,0,0,341.677570715547,0,0,147.995,0.75364963504
2009-01-03,0,0,0,0,0,0,0,0,0,147.995,0.75364963504
2009-01-04,0,0,0,0,0,0,0,0,0,147.995,0.75364963504
2009-01-05,0,0,0,0,0,0,0,0,0,147.995,0.75364963504
2009-01-06,0,0,0,0,0,0,0,0,0,147.995,0.75364963504
2009-01-07,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,147.995,0.75364963504
2009-01-08,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,147.995,0.75364963504
2009-01-09,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,147.995,0.75364963504
2009-01-10,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,147.995,0.75364963504
2009-01-11,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,147.995,0.75364963504
2009-01-12,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,147.995,0.75364963504
2009-01-13,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,147.995,0.75364963504
2009-01-14,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,147.995,0.75364963504
2009-01-15,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,147.995,0.75364963504
2009-01-16,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,147.995,0.75364963504
2009-01-17,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,147.995,0.75364963504
2009-01-18,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,147.995,0.75364963504
2009-01-19,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,147.995,0.75364963504
2009-01-20,0,0,0,0,0,0,0,0,0,147.995,0.75364963504
2009-01-21,0,0,0,0,0,0,0,0,0,147.995,0.75364963504
2009-01-22,0,0,0.125931339377227,0.735191575539201,12.7785015386691,9.39464667924423,10880.4677221924,12778.5015386691,0.139036073529475,147.995,0.75364963504
2009-01-23,0,0,0.0387337969150394,0.226129264735931,1.62706774996754e-07,3.67927633975706e-08,3346.60005345941,0.000162706774996754,5.44514501902346e-10,147.995,0.75364963504
2009-01-24,0,0,0.017865217057988,0.104297763695406,6.240725082968e-15,6.50893669991392e-16,1543.55475381017,6.240725082968e-12,9.63290086903761e-18,147.995,0.75364963504
2009-01-25,0,0,0.00172381638549268,0.0100637005105962,9.12659389102726e-20,9.18473076011348e-22,148.937735706568,9.12659389102726e-17,1.35929422884299e-23,147.995,0.75364963504
2009-01-26,0,0,0,0,0,0,0,0,0,147.995,0.75364963504
2009-01-27,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,147.995,0.75364963504
2009-01-28,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,147.995,0.75364963504
2009-01-29,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,147.995,0.75364963504
2009-01-30,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,147.995,0.75364963504
2009-01-31,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,147.995,0.75364963504
2009-02-01,3.96405841306821,0.000611202607142857,0,0,0,0,0,0,0,147.995,0.75364963504
2009-02-02,3.96806248689706,0.000611819979569892,0,0,0,0,0,0,0,147.995,0.75364963504
2009-02-03,3.97206656072592,0.000612437351996928,0,0,0,0,0,0,0,147.995,0.75364963504
2009-02-04,0,0,0,0,0,0,0,0,0,147.995,0.75364963504
2009-02-05,0,0,0,0,0,0,0,0,0,147.995,0.75364963504
2009-02-06,0,0,0,0,0,0,0,0,0,147.995,0.75364963504
2009-02-07,0,0,0,0,0,0,0,0,0,147.995,0.75364963504
2009-02-08,0,0,0.00265688115420441,0.0155109653517525,115.147214253743,1.78604445064063,229.554531723261,115147.214253743,0.0264325648472561,147.995,0.75364963504
2009-02-09,0,0,0.0144366550957784,0.0842816987246363,9.69400651659817,0.817027336666587,1247.32700027525,9694.00651659817,0.0120915960689972,147.995,0.75364963504
2009-02-10,0,0,0,0,0,0,0,0,0,147.995,0.75364963504
2009-02-11,0,0,0.0474668874715765,0.277113353663584,0.000673923943370495,0.000186753324061585,4101.13907754421,0.673923943370495,2.76385581944943e-06,147.995,0.75364963504
2009-02-12,0,0,0.00569657764087121,0.0332568200392765,4.61804041278358e-11,1.53581338942049e-12,492.184308171272,4.61804041278358e-08,2.27292702567286e-14,147.995,0.75364963504
2009-02-13,0,0,0.104747680171082,0.611520630209231,4.0975577041495e-15,2.50574106956019e-15,9050.19956678152,4.09755770414949e-12,3.7083714958956e-17,147.995,0.75364963504
2009-02-14,0,0,0.0123282589484006,0.0719728080774224,2.07640457673979e-22,1.49444668092774e-23,1065.16157314181,2.07640457673979e-19,2.21170636543901e-25,147.995,0.75364963504
2009-02-15,0,0,0.0270052122650668,0.15765737624256,4.06201037806843e-26,6.40405898476319e-27,2333.25033970177,4.06201037806843e-23,9.47768709450029e-29,147.995,0.75364963504
2009-02-16,0,0,0.0629636312369257,0.367583887217162,1.54429141201433e-33,5.67656640224307e-34,5440.05773887038,1.54429141201433e-30,8.40103444699964e-36,147.995,0.75364963504
2009-02-17,0,0,0.142936917332311,0.834470736005386,3.46412657868298e-43,2.8907122557294e-43,12349.7496575117,3.46412657868298e-40,4.27810960286673e-45,147.995,0.75364963504
2009-02-18,0,0,0.012087790062651,0.0705689422894726,0,0,1044.38506141305,0,0,147.995,0.75364963504
2009-02-19,0,0,0,0,0,0,0,0,0,147.995,0.75364963504
2009-02-20,0,0,0,0,0,0,0,0,0,147.995,0.75364963504
2009-02-21,0,0,0,0,0,0,0,0,0,147.995,0.75364963504
2009-02-22,0,0,0.109909773649027,0.641657112961649,0,0,9496.20444327593,0,0,147.995,0.75364963504
2009-02-23,0,0,0.12897782982327,0.752977093599822,0,0,11143.6844967306,0,0,147.995,0.75364963504
2009-02-24,0,0,0.00109880696982145,0.00641487362360712,0,0,94.9369221925735,0,0,147.995,0.75364963504
2009-02-25,0,0,0,0,0,0,0,0,0,147.995,0.75364963504
2009-02-26,0,0,0.0119020950126772,0.0694848480756317,0,0,1028.34100909531,0,0,147.995,0.75364963504
2009-02-27,0,0,0,0,0,0,0,0,0,147.995,0.75364963504
2009-02-28,0,0,0,0,0,0,0,0,0,147.995,0.75364963504
2009-03-01,0,0,0.0742928349257757,0.433724175653706,0,0,6418.90093758702,0,0,147.995,0.75364963504
2009-03-02,0,0,0.0974515237224599,0.56892541299507,0,0,8419.81164962053,0,0,147.995,0.75364963504
2009-03-03,0,0,0.112346623364526,0.655883527058009,0,0,9706.74825869501,0,0,147.995,0.75364963504
2009-03-04,0,0,0.018080926927117,0.105557085476057,0,0,1562.19208650291,0,0,147.995,0.75364963504
2009-03-05,0,0,0,0,0,0,0,0,0,147.995,0.75364963504
2009-03-06,0,0,0,0,0,0,0,0,0,147.995,0.75364963504
2009-03-07,0.942356952237983,0.000145298319562664,0,0,0,0,0,0,0,147.995,0.75364963504
2009-03-08,0.945486759743359,0.000145780892296919,0,0,0,0,0,0,0,147.995,0.75364963504
2009-03-09,0.948616567248734,0.000146263465031174,0,0,0,0,0,0,0,147.995,0.75364963504
2009-03-10,0.95174637475411,0.000146746037765429,0,0,0,0,0,0,0,147.995,0.75364963504
2009-03-11,0.954876182259485,0.000147228610499684,0,0,0,0,0,0,0,147.995,0.75364963504
2009-03-12,0.958005989764861,0.000147711183233939,0,0,0,0,0,0,0,147.995,0.75364963504
2009-03-13,0.961135797270237,0.000148193755968194,0,0,0,0,0,0,0,147.995,0.75364963504
2009-03-14,0,0,0,0,0,0,0,0,0,147.995,0.75364963504
2009-03-15,0,0,0,0,0,0,0,0,0,147.995,0.75364963504
2009-03-16,0,0,0,0,0,0,0,0,0,147.995,0.75364963504
2009-03-17,0,0,0,0,0,0,0,0,0,147.995,0.75364963504
2009-03-18,0.976784834797115,0.000150606619639469,0,0,0,0,0,0,0,147.995,0.75364963504
2009-03-19,0.97991464230249,0.000151089192373724,0,0,0,0,0,0,0,147.995,0.75364963504
2009-03-20,0,0,0,0,0,0,0,0,0,147.995,0.75364963504
2009-03-21,0,0,0,0,0,0,0,0,0,147.995,0.75364963504
2009-03-22,0,0,0.00841076058956484,0.0491023152767595,39.4128213350972,1.93526077914253,726.689714938402,39412.8213350972,0.0286408919009199,147.995,0.75364963504
2009-03-23,0,0,0,0,0,0,0,0,0,147.995,0.75364963504
2009-03-24,0.995563679829369,0.000153502056044999,0,0,0,0,0,0,0,147.995,0.75364963504
2009-03-25,0.998693487334744,0.000153984628779254,0,0,0,0,0,0,0,147.995,0.75364963504
2009-03-26,1.00182329484012,0.000154467201513509,0,0,0,0,0,0,0,147.995,0.75364963504
2009-03-27,1.0049531023455,0.000154949774247764,0,0,0,0,0,0,0,147.995,0.75364963504
2009-03-28,1.00808290985087,0.000155432346982019,0,0,0,0,0,0,0,147.995,0.75364963504
2009-03-29,1.01121271735625,0.000155914919716274,0,0,0,0,0,0,0,147.995,0.75364963504
2009-03-30,1.01434252486162,0.000156397492450529,0,0,0,0,0,0,0,147.995,0.75364963504
2009-03-31,1.017472332367,0.000156880065184784,0,0,0,0,0,0,0,147.995,0.75364963504
2009-04-01,0,0,0,0,0,0,0,0,0,147.995,0.75364963504
2009-04-02,0,0,0,0,0,0,0,0,0,147.995,0.75364963504
2009-04-03,0,0,0,0,0,0,0,0,0,147.995,0.75364963504
2009-04-04,1.20172583978476,0.000185289390268817,0,0,0,0,0,0,0,147.995,0.75364963504
2009-04-05,1.209267657674,0.000186452233566309,0,0,0,0,0,0,0,147.995,0.75364963504
2009-04-06,0,0,0,0,0,0,0,0,0,147.995,0.75364963504
2009-04-07,0,0,0.0254257780422146,0.148436583860762,133.459057023128,19.8102065097917,2196.78722284734,133459.057023128,0.293181151241662,147.995,0.75364963504
2009-04-08,0,0,0.0307981981119762,0.179800960632099,0.0139628294179298,0.00251053014248591,2660.96431687474,13.9628294179298,3.71545908437203e-05,147.995,0.75364963504
2009-04-09,0,0,0.0286469506875922,0.167241902726982,1.90819048332946e-07,3.19129407197538e-08,2475.09653940797,0.000190819048332946,4.72295566181996e-10,147.995,0.75364963504
2009-04-10,0,0,0.026657012446473,0.155624573490677,1.90070174990594e-12,2.95795899162095e-13,2303.16587537527,1.90070174990594e-09,4.37763140964943e-15,147.995,0.75364963504
2009-04-11,0,0,0,0,0,0,0,0,0,147.995,0.75364963504
2009-04-12,1.26206038289867,0.000194592136648746,0,0,0,0,0,0,0,147.995,0.75364963504
2009-04-13,1.26960220078791,0.000195754979946237,0,0,0,0,0,0,0,147.995,0.75364963504
2009-04-14,1.27714401867715,0.000196917823243728,0,0,0,0,0,0,0,147.995,0.75364963504
2009-04-15,1.28468583656639,0.000198080666541219,0,0,0,0,0,0,0,147.995,0.75364963504
2009-04-16,1.29222765445563,0.00019924350983871,0,0,0,0,0,0,0,147.995,0.75364963504
2009-04-17,1.29976947234486,0.000200406353136201,0,0,0,0,0,0,0,147.995,0.75364963504
2009-04-18,1.3073112902341,0.000201569196433692,0,0,0,0,0,0,0,147.995,0.75364963504
2009-04-19,1.31485310812334,0.000202732039731183,0,0,0,0,0,0,0,147.995,0.75364963504
2009-04-20,1.32239492601258,0.000203894883028674,0,0,0,0,0,0,0,147.995,0.75364963504
2009-04-21,1.32993674390182,0.000205057726326165,0,0,0,0,0,0,0,147.995,0.75364963504
2009-04-22,1.33747856179106,0.000206220569623656,0,0,0,0,0,0,0,147.995,0.75364963504
2009-04-23,0,0,0,0,0,0,0,0,0,147.995,0.75364963504
2009-04-24,0,0,0,0,0,0,0,0,0,147.995,0.75364963504
2009-04-25,0,0,0,0,0,0,0,0,0,147.995,0.75364963504
2009-04-26,1.36764583334802,0.000210871942813621,0,0,0,0,0,0,0,147.995,0.75364963504
2009-04-27,1.37518765123726,0.000212034786111112,0,0,0,0,0,0,0,147.995,0.75364963504
2009-04-28,1.38272946912649,0.000213197629408603,0,0,0,0,0,0,0,147.995,0.75364963504
2009-04-29,0,0,0,0,0,0,0,0,0,147.995,0.75364963504
2009-04-30,0,0,0,0,0,0,0,0,0,147.995,0.75364963504
2009-05-01,0,0,0.096288148779422,0.562133589279507,41.4080355965222,23.2768476748866,8319.29605454206,41408.0355965222,0.344485707164484,147.995,0.75364963504
2009-05-02,0,0,0.0244985312456265,0.143023284544892,0.00242580703943792,0.000346946890452532,2116.67309962213,2.42580703943792,5.13464050525224e-06,147.995,0.75364963504
2009-05-03,0,0,0.0290577252550672,0.169640019057252,3.17206371658445e-09,5.38108949332204e-10,2510.5874620378,3.17206371658445e-06,7.96374339564196e-12,147.995,0.75364963504
2009-05-04,0,0,0.00128639842538784,0.00751003911980198,9.10885335619431e-13,6.84078450415587e-15,111.144823953509,9.10885335619431e-10,1.01240190269255e-16,147.995,0.75364963504
2009-05-05,0,0,0.0370257232959072,0.216157471047426,4.40175543792227e-14,9.51472323630533e-15,3199.02249276638,4.40175543792227e-11,1.40813146535701e-16,147.995,0.75364963504
2009-05-06,0,0,0,0,0,0,0,0,0,147.995,0.75364963504
2009-05-07,0.961383674762753,0.000148231975225806,0,0,0,0,0,0,0,147.995,0.75364963504
2009-05-08,0.954609495195644,0.0001471874910681,0,0,0,0,0,0,0,147.995,0.75364963504
2009-05-09,0.947835315628535,0.000146143006910394,0,0,0,0,0,0,0,147.995,0.75364963504
2009-05-10,0.941061136061426,0.000145098522752688,0,0,0,0,0,0,0,147.995,0.75364963504
2009-05-11,0.934286956494317,0.000144054038594982,0,0,0,0,0,0,0,147.995,0.75364963504
2009-05-12,0.927512776927208,0.000143009554437276,0,0,0,0,0,0,0,147.995,0.75364963504
2009-05-13,0.920738597360099,0.00014196507027957,0,0,0,0,0,0,0,147.995,0.75364963504
2009-05-14,0.91396441779299,0.000140920586121864,0,0,0,0,0,0,0,147.995,0.75364963504
2009-05-15,0.907190238225881,0.000139876101964158,0,0,0,0,0,0,0,147.995,0.75364963504
2009-05-16,0.900416058658765,0.000138831617806451,0,0,0,0,0,0,0,147.995,0.75364963504
2009-05-17,0.893641879091656,0.000137787133648745,0,0,0,0,0,0,0,147.995,0.75364963504
2009-05-18,0.886867699524547,0.000136742649491039,0,0,0,0,0,0,0,147.995,0.75364963504
2009-05-19,0.880093519957438,0.000135698165333333,0,0,0,0,0,0,0,147.995,0.75364963504
2009-05-20,0.873319340390329,0.000134653681175627,0,0,0,0,0,0,0,147.995,0.75364963504
2009-05-21,0.86654516082322,0.000133609197017921,0,0,0,0,0,0,0,147.995,0.75364963504
2009-05-22,0.859770981256111,0.000132564712860215,0,0,0,0,0,0,0,147.995,0.75364963504
2009-05-23,0.852996801689002,0.000131520228702509,0,0,0,0,0,0,0,147.995,0.75364963504
2009-05-24,0.846222622121892,0.000130475744544803,0,0,0,0,0,0,0,147.995,0.75364963504
2009-05-25,0.839448442554783,0.000129431260387097,0,0,0,0,0,0,0,147.995,0.75364963504
