"dates","pur_app_kg","pur_app_kgha","rpt_runf_cms","conv_runf_cmha","rpt_bif_ugl","conv_bif_gha","runf_cmd","bif_ugcm","totl_bif_n_runf_kg","sub_area_ha","sub_perc_develop"
2009-01-01,0,0,0,0,0,0,0,0,0,65.3477,1
2009-01-02,0,0,0.00373263670674836,0.0493513637760867,0,0,322.499811463058,0,0,65.3477,1
2009-01-03,0,0,0,0,0,0,0,0,0,65.3477,1
2009-01-04,0,0,0,0,0,0,0,0,0,65.3477,1
2009-01-05,0,0,0,0,0,0,0,0,0,65.3477,1
2009-01-06,0,0,0,0,0,0,0,0,0,65.3477,1
2009-01-07,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,65.3477,1
2009-01-08,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,65.3477,1
2009-01-09,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,65.3477,1
2009-01-10,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,65.3477,1
2009-01-11,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,65.3477,1
2009-01-12,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,65.3477,1
2009-01-13,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,65.3477,1
2009-01-14,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,65.3477,1
2009-01-15,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,65.3477,1
2009-01-16,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,65.3477,1
2009-01-17,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,65.3477,1
2009-01-18,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,65.3477,1
2009-01-19,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,65.3477,1
2009-01-20,0,0,0,0,0,0,0,0,0,65.3477,1
2009-01-21,0,0,0.00107244233367965,0.0141793846807036,237.055792490641,3.36130527251385,92.6590176299214,237055.792490641,0.0219653568556653,65.3477,1
2009-01-22,0,0,0.0950933604617603,1.25728470074633,5.22766285388508,6.5726605268496,8216.06634389609,5227.66285388508,0.042950824831041,65.3477,1
2009-01-23,0,0,0.0300407901134652,0.397186781754124,1.92076736239432e-09,7.62903407167758e-10,2595.5242658034,1.92076736239432e-06,4.98539829805765e-12,65.3477,1
2009-01-24,0,0,0.0134816826127159,0.17824917751331,6.50257376584467e-18,1.15907842548144e-18,1164.81737773865,6.50257376584467e-15,7.57431092248336e-21,65.3477,1
2009-01-25,0,0,0.00257854625427475,0.0340924617651942,8.97782785757119e-24,3.06076252968741e-25,222.786396369338,8.97782785757119e-21,2.00013791561254e-27,65.3477,1
2009-01-26,0,0,0,0,0,0,0,0,0,65.3477,1
2009-01-27,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,65.3477,1
2009-01-28,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,65.3477,1
2009-01-29,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,65.3477,1
2009-01-30,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,65.3477,1
2009-01-31,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,65.3477,1
2009-02-01,3.96405841306821,0.000611202607142857,0,0,0,0,0,0,0,65.3477,1
2009-02-02,3.96806248689706,0.000611819979569892,0,0,0,0,0,0,0,65.3477,1
2009-02-03,3.97206656072592,0.000612437351996928,0,0,0,0,0,0,0,65.3477,1
2009-02-04,0,0,0,0,0,0,0,0,0,65.3477,1
2009-02-05,0,0,0,0,0,0,0,0,0,65.3477,1
2009-02-06,0,0,0.00108429937002559,0.014336153463735,255.620025634766,3.66460791590387,93.6834655702114,255620.025634766,0.0239473698706111,65.3477,1
2009-02-07,0,0,0,0,0,0,0,0,0,65.3477,1
2009-02-08,0,0,0.00225624057929963,0.0298310707265119,1.94824556509654,0.0581182512450079,194.939186051488,1948.24556509654,0.00037978940468834,65.3477,1
2009-02-09,0,0,0.0116638596518897,0.154214681453711,0.157305266779683,0.0242587816074197,1007.75747392327,157.305266779683,0.000158525558284718,65.3477,1
2009-02-10,0,0,0,0,0,0,0,0,0,65.3477,1
2009-02-11,0,0,0.037266790769839,0.492725944832656,6.02228324465023e-06,2.96733520177015e-06,3219.85072251409,0.00602228324465023,1.93908530564715e-08,65.3477,1
2009-02-12,0,0,0.00442233287806933,0.0584702385340556,1.87301933357814e-15,1.09515887213212e-16,382.08956066519,1.87301933357814e-12,7.15661134284279e-19,65.3477,1
2009-02-13,0,0,0.0792061753260593,1.04723097341934,2.81763127966571e-20,2.95071074774111e-20,6843.41354817152,2.81763127966571e-17,1.92822160730162e-22,65.3477,1
2009-02-14,0,0,0.00937088287901133,0.123897900116849,8.94617099941384e-28,1.10841180091362e-28,809.644280746579,8.94617099941384e-25,7.24321618425633e-31,65.3477,1
2009-02-15,0,0,0.0212072612484917,0.280393552010198,1.90762637788129e-32,5.34886136002484e-33,1832.30737186968,1.90762637788129e-29,3.49535787496495e-35,65.3477,1
2009-02-16,0,0,0.0474178051032747,0.626938417254614,3.91659417532626e-41,2.45546335330768e-41,4096.89836092293,3.91659417532626e-38,1.60458882572944e-43,65.3477,1
2009-02-17,0,0,0.10745397338178,1.42071156294495,0,0,9284.0233001858,0,0,65.3477,1
2009-02-18,0,0,0.00824546080548316,0.10901803944037,0,0,712.407813593745,0,0,65.3477,1
2009-02-19,0,0,0,0,0,0,0,0,0,65.3477,1
2009-02-20,0,0,0,0,0,0,0,0,0,65.3477,1
2009-02-21,0,0,0,0,0,0,0,0,0,65.3477,1
2009-02-22,0,0,0.0835474759029845,1.10462983670701,0,0,7218.50191801786,0,0,65.3477,1
2009-02-23,0,0,0.0957701163521657,1.26623248451393,0,0,8274.53805282712,0,0,65.3477,1
2009-02-24,0,0,0.000838363678970685,0.011084494460106,0,0,72.4346218630672,0,0,65.3477,1
2009-02-25,0,0,0,0,0,0,0,0,0,65.3477,1
