"dates","pur_app_kg","pur_app_kgha","rpt_runf_cms","conv_runf_cmha","rpt_bif_ugl","conv_bif_gha","runf_cmd","bif_ugcm","totl_bif_n_runf_kg","sub_area_ha","sub_perc_develop"
2009-01-01,0,0,0,0,0,0,0,0,0,21.0993,0.77729257642
2009-01-02,0,0,0.000938731682254001,0.0384403356257059,0,0,81.1064173467457,0,0,21.0993,0.77729257642
2009-01-03,0,0,0,0,0,0,0,0,0,21.0993,0.77729257642
2009-01-04,0,0,0,0,0,0,0,0,0,21.0993,0.77729257642
2009-01-05,0,0,0,0,0,0,0,0,0,21.0993,0.77729257642
2009-01-06,0,0,0,0,0,0,0,0,0,21.0993,0.77729257642
2009-01-07,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,21.0993,0.77729257642
2009-01-08,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,21.0993,0.77729257642
2009-01-09,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,21.0993,0.77729257642
2009-01-10,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,21.0993,0.77729257642
2009-01-11,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,21.0993,0.77729257642
2009-01-12,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,21.0993,0.77729257642
2009-01-13,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,21.0993,0.77729257642
2009-01-14,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,21.0993,0.77729257642
2009-01-15,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,21.0993,0.77729257642
2009-01-16,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,21.0993,0.77729257642
2009-01-17,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,21.0993,0.77729257642
2009-01-18,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,21.0993,0.77729257642
2009-01-19,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,21.0993,0.77729257642
2009-01-20,0,0,0,0,0,0,0,0,0,21.0993,0.77729257642
2009-01-21,0,0,0.00028283050050959,0.0115816900295406,98.4016036987305,1.13965687244839,24.4365552440286,98401.6036987305,0.00240459622488503,21.0993,0.77729257642
2009-01-22,0,0,0.0189907595971211,0.777656902926289,6.90871549981561,5.37261029878545,1640.80162919126,6908.71549981561,0.0113358316477164,21.0993,0.77729257642
2009-01-23,0,0,0.00672964776943748,0.275573866090059,1.73364375703538e-07,4.77746912549136e-08,581.441567279398,0.000173364375703538,1.0080125431948e-10,21.0993,0.77729257642
2009-01-24,0,0,0.00178699499520008,0.0731760615685291,1.7079207061617e-14,1.24978910748254e-15,154.396367585286,1.7079207061617e-11,2.63696753155064e-18,21.0993,0.77729257642
2009-01-25,0,0,0.000421283184550703,0.0172512202514684,1.1389690770596e-18,1.96486064079669e-20,36.3988671451807,1.1389690770596e-15,4.14571841183616e-23,21.0993,0.77729257642
2009-01-26,0,0,0,0,0,0,0,0,0,21.0993,0.77729257642
2009-01-27,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,21.0993,0.77729257642
