"dates","pur_app_kg","pur_app_kgha","rpt_runf_cms","conv_runf_cmha","rpt_bif_ugl","conv_bif_gha","runf_cmd","bif_ugcm","totl_bif_n_runf_kg","sub_area_ha","sub_perc_develop"
2009-01-01,0,0,0,0,0,0,0,0,0,8.4997,0.46464646465
2009-01-02,0,0,0.000275747724420701,0.0280299344564498,0,0,23.8246033899486,0,0,8.4997,0.46464646465
2009-01-03,0,0,0,0,0,0,0,0,0,8.4997,0.46464646465
2009-01-04,0,0,0,0,0,0,0,0,0,8.4997,0.46464646465
2009-01-05,0,0,0,0,0,0,0,0,0,8.4997,0.46464646465
2009-01-06,0,0,0,0,0,0,0,0,0,8.4997,0.46464646465
2009-01-07,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,8.4997,0.46464646465
2009-01-08,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,8.4997,0.46464646465
2009-01-09,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,8.4997,0.46464646465
2009-01-10,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,8.4997,0.46464646465
2009-01-11,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,8.4997,0.46464646465
2009-01-12,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,8.4997,0.46464646465
2009-01-13,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,8.4997,0.46464646465
2009-01-14,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,8.4997,0.46464646465
2009-01-15,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,8.4997,0.46464646465
2009-01-16,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,8.4997,0.46464646465
2009-01-17,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,8.4997,0.46464646465
2009-01-18,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,8.4997,0.46464646465
2009-01-19,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,8.4997,0.46464646465
2009-01-20,0,0,0,0,0,0,0,0,0,8.4997,0.46464646465
2009-01-21,0,0,7.24803564177516e-05,0.00736767508793691,47.4614995320638,0.349680907738516,6.26230279449373,47461.4995320638,0.000297218281150506,8.4997,0.46464646465
2009-01-22,0,0,0.00545531838482323,0.554536640644643,5.90592667153851,3.27505273632856,471.339508448727,5905.92667153851,0.00278369657429719,8.4997,0.46464646465
2009-01-23,0,0,0.00198589789458007,0.201867804853957,7.87430485154644e-07,1.58956863513255e-07,171.581578091718,0.000787430485154644,1.35108565280361e-10,8.4997,0.46464646465
2009-01-24,0,0,0.000464269947163605,0.0471933402766398,1.67334921915352e-13,7.89709391011614e-15,40.1129234349355,1.67334921915352e-10,6.71229291078142e-18,8.4997,0.46464646465
2009-01-25,0,0,0.000123145461354094,0.0125178157593724,2.15378270341683e-16,2.69606550670948e-18,10.6397678609937,2.15378270341683e-13,2.29157479873786e-21,8.4997,0.46464646465
2009-01-26,0,0,0,0,0,0,0,0,0,8.4997,0.46464646465
2009-01-27,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,8.4997,0.46464646465
2009-01-28,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,8.4997,0.46464646465
2009-01-29,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,8.4997,0.46464646465
2009-01-30,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,8.4997,0.46464646465
2009-01-31,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,8.4997,0.46464646465
2009-02-01,3.96405841306821,0.000611202607142857,0,0,0,0,0,0,0,8.4997,0.46464646465
2009-02-02,3.96806248689706,0.000611819979569892,0,0,0,0,0,0,0,8.4997,0.46464646465
2009-02-03,3.97206656072592,0.000612437351996928,0,0,0,0,0,0,0,8.4997,0.46464646465
2009-02-04,0,0,0,0,0,0,0,0,0,8.4997,0.46464646465
2009-02-05,0,0,0,0,0,0,0,0,0,8.4997,0.46464646465
2009-02-06,0,0,7.83170447296773e-05,0.00796097822822467,76.8664423624675,0.61193207412869,6.76659266464412,76866.4423624675,0.000520123905047162,8.4997,0.46464646465
2009-02-07,0,0,0,0,0,0,0,0,0,8.4997,0.46464646465
2009-02-08,0,0,0.000354128203374178,0.0359973608145335,13.2358076175054,0.476454142479092,30.596676771529,13235.8076175054,0.000404971727482954,8.4997,0.46464646465
2009-02-09,0,0,0.000490481016944007,0.0498577124651014,0.355995068947474,0.0177490997865771,42.3775598639622,355.995068947474,1.5086202345597e-05,8.4997,0.46464646465
2009-02-10,0,0,0,0,0,0,0,0,0,8.4997,0.46464646465
2009-02-11,0,0,0.00218159298189372,0.221760336994974,0.0151578146139097,0.00336140207688795,188.489633635618,15.1578146139097,2.85709092329245e-06,8.4997,0.46464646465
2009-02-12,0,0,0.00011623040578949,0.0118148958906925,6.15849283273443e-07,7.27619516623332e-09,10.0423070602119,0.000615849283273443,6.18454760544334e-12,8.4997,0.46464646465
2009-02-13,0,0,0.00474985443725018,0.482825774296052,1.30621937273185e-07,6.30676380039758e-08,410.387423378415,0.000130621937273185,5.36056002742393e-11,8.4997,0.46464646465
2009-02-14,0,0,0.000237500498769805,0.024142079242457,1.5952612129238e-14,3.85129226148244e-16,20.5200430937111,1.5952612129238e-11,3.27348288349223e-19,8.4997,0.46464646465
2009-02-15,0,0,0.00138027231878368,0.140305573541313,2.8372311594617e-16,3.98079345097559e-17,119.25552834291,2.8372311594617e-13,3.38355500952572e-20,8.4997,0.46464646465
2009-02-16,0,0,0.00272669591504382,0.277170402555133,1.51695521917065e-24,4.20455088755638e-25,235.586527059786,1.51695521917065e-21,3.57374211789629e-28,8.4997,0.46464646465
2009-02-17,0,0,0.00620840828923974,0.631088716296238,9.19919217737225e-31,5.80550638218025e-31,536.406476190314,9.19919217737225e-28,4.93450625966175e-34,8.4997,0.46464646465
2009-02-18,0,0,0.000141896292916499,0.0144238499099798,3.10891680260539e-39,4.48425493433944e-41,12.2598397079855,3.10891680260539e-36,3.81148216654049e-44,8.4997,0.46464646465
2009-02-19,0,0,0,0,0,0,0,0,0,8.4997,0.46464646465
2009-02-20,0,0,0,0,0,0,0,0,0,8.4997,0.46464646465
2009-02-21,0,0,0,0,0,0,0,0,0,8.4997,0.46464646465
2009-02-22,0,0,0.00525494004735568,0.534168053097792,1.6292593046163e-39,8.70298270738353e-40,454.026820091531,1.6292593046163e-36,7.39727421179478e-43,8.4997,0.46464646465
2009-02-23,0,0,0.00511216629577878,0.519655008947712,0,0,441.691167955287,0,0,8.4997,0.46464646465
2009-02-24,0,0,0,0,0,0,0,0,0,8.4997,0.46464646465
2009-02-25,0,0,0,0,0,0,0,0,0,8.4997,0.46464646465
2009-02-26,0,0,0.00065176698990399,0.0662525358868016,0,0,56.3126679277048,0,0,8.4997,0.46464646465
2009-02-27,0,0,0,0,0,0,0,0,0,8.4997,0.46464646465
2009-02-28,0,0,0,0,0,0,0,0,0,8.4997,0.46464646465
2009-03-01,0,0,0.00332090204998773,0.337571840322529,0,0,286.92593711894,0,0,8.4997,0.46464646465
2009-03-02,0,0,0.00438993838906754,0.446240075314935,0,0,379.290676815435,0,0,8.4997,0.46464646465
2009-03-03,0,0,0.00490806113278571,0.498907587176824,0,0,424.056481872685,0,0,8.4997,0.46464646465
2009-03-04,0,0,0.00055900939090255,0.0568236659811291,0,0,48.2984113739803,0,0,8.4997,0.46464646465
2009-03-05,0,0,0,0,0,0,0,0,0,8.4997,0.46464646465
2009-03-06,0,0,0,0,0,0,0,0,0,8.4997,0.46464646465
2009-03-07,0.942356952237983,0.000145298319562664,0,0,0,0,0,0,0,8.4997,0.46464646465
2009-03-08,0.945486759743359,0.000145780892296919,0,0,0,0,0,0,0,8.4997,0.46464646465
2009-03-09,0.948616567248734,0.000146263465031174,0,0,0,0,0,0,0,8.4997,0.46464646465
2009-03-10,0.95174637475411,0.000146746037765429,0,0,0,0,0,0,0,8.4997,0.46464646465
2009-03-11,0.954876182259485,0.000147228610499684,0,0,0,0,0,0,0,8.4997,0.46464646465
2009-03-12,0.958005989764861,0.000147711183233939,0,0,0,0,0,0,0,8.4997,0.46464646465
2009-03-13,0.961135797270237,0.000148193755968194,0,0,0,0,0,0,0,8.4997,0.46464646465
2009-03-14,0,0,0,0,0,0,0,0,0,8.4997,0.46464646465
2009-03-15,0,0,0,0,0,0,0,0,0,8.4997,0.46464646465
2009-03-16,0,0,0,0,0,0,0,0,0,8.4997,0.46464646465
2009-03-17,0,0,0,0,0,0,0,0,0,8.4997,0.46464646465
2009-03-18,0.976784834797115,0.000150606619639469,0,0,0,0,0,0,0,8.4997,0.46464646465
2009-03-19,0.97991464230249,0.000151089192373724,0,0,0,0,0,0,0,8.4997,0.46464646465
2009-03-20,0,0,0,0,0,0,0,0,0,8.4997,0.46464646465
2009-03-21,0,0,0,0,0,0,0,0,0,8.4997,0.46464646465
2009-03-22,0,0,0.000508136208130357,0.0516523740631585,43.0205532709757,2.22211370995648,43.9029683824629,43020.5532709757,0.00188872999005171,8.4997,0.46464646465
2009-03-23,0,0,0,0,0,0,0,0,0,8.4997,0.46464646465
2009-03-24,0.995563679829369,0.000153502056044999,0,0,0,0,0,0,0,8.4997,0.46464646465
2009-03-25,0.998693487334744,0.000153984628779254,0,0,0,0,0,0,0,8.4997,0.46464646465
2009-03-26,1.00182329484012,0.000154467201513509,0,0,0,0,0,0,0,8.4997,0.46464646465
2009-03-27,1.0049531023455,0.000154949774247764,0,0,0,0,0,0,0,8.4997,0.46464646465
2009-03-28,1.00808290985087,0.000155432346982019,0,0,0,0,0,0,0,8.4997,0.46464646465
2009-03-29,1.01121271735625,0.000155914919716274,0,0,0,0,0,0,0,8.4997,0.46464646465
2009-03-30,1.01434252486162,0.000156397492450529,0,0,0,0,0,0,0,8.4997,0.46464646465
2009-03-31,1.017472332367,0.000156880065184784,0,0,0,0,0,0,0,8.4997,0.46464646465
2009-04-01,0,0,0,0,0,0,0,0,0,8.4997,0.46464646465
2009-04-02,0,0,0,0,0,0,0,0,0,8.4997,0.46464646465
2009-04-03,0,0,0,0,0,0,0,0,0,8.4997,0.46464646465
2009-04-04,1.20172583978476,0.000185289390268817,0,0,0,0,0,0,0,8.4997,0.46464646465
2009-04-05,1.209267657674,0.000186452233566309,0,0,0,0,0,0,0,8.4997,0.46464646465
2009-04-06,0,0,0,0,0,0,0,0,0,8.4997,0.46464646465
2009-04-07,0,0,0.00157905161419573,0.160511617429452,41.6935542300344,6.69229982584537,136.430059466511,41693.5542300344,0.00568825408297379,8.4997,0.46464646465
2009-04-08,0,0,0.00102157434109055,0.103843692212929,0.003954352105211,0.000410634522915081,88.2640230702236,3.954352105211,3.49027025442131e-07,8.4997,0.46464646465
2009-04-09,0,0,0.0015686696327369,0.159456282302279,2.04806560442454e-05,3.26576927192707e-06,135.533056268468,0.0204806560442454,2.77580590805985e-09,8.4997,0.46464646465
2009-04-10,0,0,0.00086007025189853,0.0874266971352318,3.99161744112925e-10,3.48973929105316e-11,74.310069764033,3.99161744112925e-07,2.96617370521645e-14,8.4997,0.46464646465
2009-04-11,0,0,0,0,0,0,0,0,0,8.4997,0.46464646465
