"dates","pur_app_kg","pur_app_kgha","rpt_runf_cms","conv_runf_cmha","rpt_bif_ugl","conv_bif_gha","runf_cmd","bif_ugcm","totl_bif_n_runf_kg","sub_area_ha","sub_perc_develop"
2009-01-01,0,0,0,0,0,0,0,0,0,2.6503,0.9
2009-01-02,0,0,0.000111612138425699,0.036385649775423,0,0,9.64328875998035,0,0,2.6503,0.9
2009-01-03,0,0,0,0,0,0,0,0,0,2.6503,0.9
2009-01-04,0,0,0,0,0,0,0,0,0,2.6503,0.9
2009-01-05,0,0,0,0,0,0,0,0,0,2.6503,0.9
2009-01-06,0,0,0,0,0,0,0,0,0,2.6503,0.9
2009-01-07,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,2.6503,0.9
2009-01-08,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,2.6503,0.9
2009-01-09,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,2.6503,0.9
2009-01-10,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,2.6503,0.9
2009-01-11,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,2.6503,0.9
2009-01-12,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,2.6503,0.9
2009-01-13,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,2.6503,0.9
2009-01-14,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,2.6503,0.9
2009-01-15,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,2.6503,0.9
2009-01-16,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,2.6503,0.9
2009-01-17,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,2.6503,0.9
2009-01-18,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,2.6503,0.9
2009-01-19,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,2.6503,0.9
2009-01-20,0,0,0,0,0,0,0,0,0,2.6503,0.9
2009-01-21,0,0,2.73368059424683e-05,0.00891182142938258,66.1114387512207,0.589173336590443,2.36190003342927,66111.4387512207,0.000156148609396565,2.6503,0.9
2009-01-22,0,0,0.00197628645400982,0.644271024512126,5.69998166535288,3.67233302723723,170.751149626449,5699.98166535288,0.000973278422208684,2.6503,0.9
2009-01-23,0,0,0.000731623621201531,0.238509907828594,2.03949307135437e-06,4.86439304465787e-07,63.2122808718123,0.00203949307135437,1.28921008862567e-10,2.6503,0.9
2009-01-24,0,0,0.000174419751904982,0.056860983905937,1.26716850228384e-13,7.20524478144717e-15,15.0698665645905,1.26716850228384e-10,1.90960602442694e-18,2.6503,0.9
2009-01-25,0,0,5.57876246602973e-05,0.0181868119482688,4.54565383927783e-16,8.26709515568721e-18,4.82005077064969,4.54565383927783e-13,2.19102822911178e-21,2.6503,0.9
2009-01-26,0,0,0,0,0,0,0,0,0,2.6503,0.9
2009-01-27,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,2.6503,0.9
2009-01-28,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,2.6503,0.9
2009-01-29,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,2.6503,0.9
2009-01-30,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,2.6503,0.9
2009-01-31,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,2.6503,0.9
2009-02-01,3.96405841306821,0.000611202607142857,0,0,0,0,0,0,0,2.6503,0.9
2009-02-02,3.96806248689706,0.000611819979569892,0,0,0,0,0,0,0,2.6503,0.9
2009-02-03,3.97206656072592,0.000612437351996928,0,0,0,0,0,0,0,2.6503,0.9
2009-02-04,0,0,0,0,0,0,0,0,0,2.6503,0.9
2009-02-05,0,0,0,0,0,0,0,0,0,2.6503,0.9
2009-02-06,0,0,4.75356227980228e-05,0.0154966524912243,334.132657368978,5.17793767721636,4.10707780974917,334132.657368978,0.00137230882259265,2.6503,0.9
2009-02-07,0,0,0,0,0,0,0,0,0,2.6503,0.9
2009-02-08,0,0,0.000139384503806165,0.0454394639431486,9.24670271078745,0.420165214419841,12.0428211288527,9246.70271078745,0.00011135638677769,2.6503,0.9
2009-02-09,0,0,0.000174623717612121,0.0569274768957751,0.275721859186888,0.0156961497685217,15.0874892016873,275.721859186888,4.15995057315131e-06,2.6503,0.9
2009-02-10,0,0,0,0,0,0,0,0,0,2.6503,0.9
2009-02-11,0,0,0.000800524162817358,0.260971541589329,0.00698850558637787,0.00182380107628267,69.1652876674198,6.98850558637787,4.83361999247195e-07,2.6503,0.9
2009-02-12,0,0,4.95100939588156e-05,0.0161403317286408,1.98907914731687e-07,3.21043972722162e-09,4.27767211804166,0.000198907914731687,8.50862840905545e-13,2.6503,0.9
2009-02-13,0,0,0.00172705004176047,0.563019747229011,3.96772266383339e-08,2.2339062112663e-08,149.217123608105,3.96772266383339e-05,5.92052163171906e-12,2.6503,0.9
2009-02-14,0,0,8.4890918515157e-05,0.0276745099034432,7.75564109107659e-15,2.1463356618255e-16,7.33457535970956,7.75564109107659e-12,5.68843340453613e-20,2.6503,0.9
2009-02-15,0,0,0.000506593017538156,0.165149744237621,8.41920162336327e-17,1.39042899478341e-17,43.7696367152967,8.41920162336327e-14,3.68505396487446e-21,2.6503,0.9
2009-02-16,0,0,0.000993957534471216,0.324030981316504,4.33460985296534e-25,1.40454788428055e-25,85.8779309783131,4.33460985296534e-22,3.72247325770873e-29,2.6503,0.9
2009-02-17,0,0,0.00226848945021629,0.739529443831595,2.95956068620703e-31,2.18868226825654e-31,195.997488498688,2.95956068620703e-28,5.80066461556031e-35,2.6503,0.9
2009-02-18,0,0,4.93760599056259e-05,0.01609663651604,8.95027487656861e-40,1.4406932140677e-41,4.26609157584608,8.95027487656861e-37,3.81826922524361e-45,2.6503,0.9
2009-02-19,0,0,0,0,0,0,0,0,0,2.6503,0.9
2009-02-20,0,0,0,0,0,0,0,0,0,2.6503,0.9
2009-02-21,0,0,0,0,0,0,0,0,0,2.6503,0.9
2009-02-22,0,0,0.00192192391659773,0.62654879218973,3.08088604554914e-40,1.93032543071301e-40,166.054226394044,3.08088604554914e-37,5.11594148901869e-44,2.6503,0.9
2009-02-23,0,0,0.00184006617928389,0.599863101875744,0,0,158.981717890128,0,0,2.6503,0.9
2009-02-24,0,0,0,0,0,0,0,0,0,2.6503,0.9
2009-02-25,0,0,0,0,0,0,0,0,0,2.6503,0.9
2009-02-26,0,0,0.000249171468264346,0.0812301054900934,0,0,21.5284148580395,0,0,2.6503,0.9
2009-02-27,0,0,0,0,0,0,0,0,0,2.6503,0.9
2009-02-28,0,0,0,0,0,0,0,0,0,2.6503,0.9
2009-03-01,0,0,0.00120679505622926,0.393416190084928,0,0,104.267092858208,0,0,2.6503,0.9
2009-03-02,0,0,0.00162699938906978,0.530403151400327,0,0,140.572747215629,0,0,2.6503,0.9
2009-03-03,0,0,0.00177586432497871,0.578933244078634,0,0,153.43467767816,0,0,2.6503,0.9
2009-03-04,0,0,0.000202962527206788,0.0661659523475324,0,0,17.5359623506665,0,0,2.6503,0.9
2009-03-05,0,0,0,0,0,0,0,0,0,2.6503,0.9
2009-03-06,0,0,0,0,0,0,0,0,0,2.6503,0.9
2009-03-07,0.942356952237983,0.000145298319562664,0,0,0,0,0,0,0,2.6503,0.9
2009-03-08,0.945486759743359,0.000145780892296919,0,0,0,0,0,0,0,2.6503,0.9
2009-03-09,0.948616567248734,0.000146263465031174,0,0,0,0,0,0,0,2.6503,0.9
