"dates","pur_app_kg","pur_app_kgha","rpt_runf_cms","conv_runf_cmha","rpt_bif_ugl","conv_bif_gha","runf_cmd","bif_ugcm","totl_bif_n_runf_kg","sub_area_ha","sub_perc_develop"
2009-01-01,0,0,0,0,0,0,0,0,0,134.0832,1
2009-01-02,0,0,0.00638129065434138,0.0411195073309031,0,0,551.343512535095,0,0,134.0832,1
2009-01-03,0,0,0,0,0,0,0,0,0,134.0832,1
2009-01-04,0,0,0,0,0,0,0,0,0,134.0832,1
2009-01-05,0,0,0,0,0,0,0,0,0,134.0832,1
2009-01-06,0,0,0,0,0,0,0,0,0,134.0832,1
2009-01-07,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,134.0832,1
2009-01-08,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,134.0832,1
2009-01-09,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,134.0832,1
2009-01-10,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,134.0832,1
2009-01-11,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,134.0832,1
2009-01-12,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,134.0832,1
2009-01-13,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,134.0832,1
2009-01-14,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,134.0832,1
2009-01-15,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,134.0832,1
2009-01-16,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,134.0832,1
2009-01-17,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,134.0832,1
2009-01-18,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,134.0832,1
2009-01-19,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,134.0832,1
2009-01-20,0,0,0,0,0,0,0,0,0,134.0832,1
2009-01-21,0,0,0.00121436132273326,0.00782505327171144,78.1177164713542,0.611275292852797,104.920818284154,78117.7164713542,0.00819617473466401,134.0832,1
2009-01-22,0,0,0.167566726760318,1.07975982017818,10.9526911727642,11.826275851171,14477.7651920915,10952.6911727642,0.158570491020773,134.0832,1
