"dates","pur_app_kg","pur_app_kgha","rpt_runf_cms","conv_runf_cmha","rpt_bif_ugl","conv_bif_gha","runf_cmd","bif_ugcm","totl_bif_n_runf_kg","sub_area_ha","sub_perc_develop"
2009-01-01,0,0,0,0,0,0,0,0,0,29.6333,1
2009-01-02,0,0,0.000478666411557545,0.0037025730194769,0,0,41.3567779585719,0,0,29.6333,1
2009-01-03,0,0,0,0,0,0,0,0,0,29.6333,1
2009-01-04,0,0,0,0,0,0,0,0,0,29.6333,1
2009-01-05,0,0,0,0,0,0,0,0,0,29.6333,1
2009-01-06,0,0,0,0,0,0,0,0,0,29.6333,1
2009-01-07,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,29.6333,1
2009-01-08,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,29.6333,1
2009-01-09,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,29.6333,1
2009-01-10,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,29.6333,1
2009-01-11,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,29.6333,1
2009-01-12,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,29.6333,1
2009-01-13,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,29.6333,1
2009-01-14,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,29.6333,1
2009-01-15,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,29.6333,1
2009-01-16,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,29.6333,1
2009-01-17,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,29.6333,1
2009-01-18,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,29.6333,1
2009-01-19,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,29.6333,1
2009-01-20,0,0,0,0,0,0,0,0,0,29.6333,1
2009-01-21,0,0,0,0,0,0,0,0,0,29.6333,1
2009-01-22,0,0,0.0128516529221088,0.0994099068080544,13.8346250748145,5.18394168048894,1110.3828124702,13834.6250748145,0.0153617299000433,29.6333,1
2009-01-23,0,0,0.00448875517273943,0.0347213495501853,2.95279090714411e-05,3.86449133782277e-06,387.828446924686,0.0295279090714411,1.14517631161103e-08,29.6333,1
2009-01-24,0,0,0.000903776342359682,0.00699087677778324,1.96538480657972e-11,5.17895679567381e-13,78.0862759798765,1.96538480657972e-08,1.53469580413241e-15,29.6333,1
2009-01-25,0,0,0.000241839268710464,0.00187067136894718,3.35752792394427e-13,2.36744652975073e-15,20.8949128165841,3.35752792394427e-10,7.01552532500622e-18,29.6333,1
2009-01-26,0,0,0,0,0,0,0,0,0,29.6333,1
2009-01-27,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,29.6333,1
2009-01-28,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,29.6333,1
2009-01-29,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,29.6333,1
2009-01-30,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,29.6333,1
2009-01-31,0.63910728999,9.85414444444444e-05,0,0,0,0,0,0,0,29.6333,1
2009-02-01,3.96405841306821,0.000611202607142857,0,0,0,0,0,0,0,29.6333,1
2009-02-02,3.96806248689706,0.000611819979569892,0,0,0,0,0,0,0,29.6333,1
2009-02-03,3.97206656072592,0.000612437351996928,0,0,0,0,0,0,0,29.6333,1
2009-02-04,0,0,0,0,0,0,0,0,0,29.6333,1
2009-02-05,0,0,0,0,0,0,0,0,0,29.6333,1
2009-02-06,0,0,0,0,0,0,0,0,0,29.6333,1
2009-02-07,0,0,0,0,0,0,0,0,0,29.6333,1
2009-02-08,0,0,0.000639673050803443,0.00494798908384774,96.0680745442708,1.79172298717537,55.2677515894175,96068.0745442708,0.0053094664795864,29.6333,1
2009-02-09,0,0,0.00113793189908999,0.00880211321672437,14.6015397707621,0.484449656608203,98.3173160813749,14601.5397707621,0.00143558420091679,29.6333,1
2009-02-10,0,0,0,0,0,0,0,0,0,29.6333,1
2009-02-11,0,0,0.00500817475646424,0.0387391558763687,0.328460515728996,0.0479618989836088,432.70629895851,328.460515728996,0.000142126934115098,29.6333,1
2009-02-12,0,0,0.000156328547745943,0.0012092301633923,3.42076091328636e-05,1.55917455732829e-07,13.5067865252495,0.0342076091328636,4.62034874096763e-10,29.6333,1
2009-02-13,0,0,0.0110848799328475,0.0857435917217432,2.02438666113576e-06,6.54271774590227e-07,957.733626198024,0.00202438666113576,1.93882317779646e-09,29.6333,1
2009-02-14,0,0,0.000514930055942386,0.00398307900035472,6.76805714337064e-12,1.01612230212192e-13,44.4899568334222,6.76805714337064e-09,3.01110570154695e-16,29.6333,1
2009-02-15,0,0,0.00305163506224441,0.0236049603104385,2.35673085175867e-13,2.09689318421098e-14,263.661269377917,2.35673085175867e-10,6.21378647956791e-17,29.6333,1
2009-02-16,0,0,0.00633431200791771,0.04899707222228,3.70771247931273e-20,6.84761327128233e-21,547.28455748409,3.70771247931273e-17,2.02917378351891e-23,29.6333,1
2009-02-17,0,0,0.0144213694923868,0.111551954131629,2.47338879694659e-26,1.03999827324596e-26,1246.00632414222,2.47338879694659e-23,3.08185808305796e-29,29.6333,1
2009-02-18,0,0,0.000363392435247079,0.0028109075417465,3.7222547489341e-34,3.94380742003403e-36,31.3971064053476,3.7222547489341e-31,1.16868028420094e-38,29.6333,1
2009-02-19,0,0,0,0,0,0,0,0,0,29.6333,1
2009-02-20,0,0,0,0,0,0,0,0,0,29.6333,1
2009-02-21,0,0,0,0,0,0,0,0,0,29.6333,1
2009-02-22,0,0,0.0122147000317151,0.094482958666915,2.02401619695254e-35,7.20826118225557e-36,1055.35008274019,2.02401619695254e-32,2.13604566092134e-38,29.6333,1
2009-02-23,0,0,0.012169318079638,0.0941319208934784,2.97308824180915e-43,1.05489143667104e-43,1051.42908208072,2.97308824180915e-40,3.12599144103039e-46,29.6333,1
2009-02-24,0,0,0,0,0,0,0,0,0,29.6333,1
2009-02-25,0,0,0,0,0,0,0,0,0,29.6333,1
2009-02-26,0,0,0.00131928982834021,0.0102049502646073,0,0,113.986641168594,0,0,29.6333,1
2009-02-27,0,0,0,0,0,0,0,0,0,29.6333,1
2009-02-28,0,0,0,0,0,0,0,0,0,29.6333,1
2009-03-01,0,0,0.00777457925141789,0.0601378051165475,0,0,671.723647322506,0,0,29.6333,1
