datetime,subcatchment_S1_Runoff_rate,subcatchment_S2_Runoff_rate,subcatchment_S3_Runoff_rate,subcatchment_S4_Runoff_rate,subcatchment_S5_Runoff_rate,subcatchment_S6_Runoff_rate,subcatchment_S7_Runoff_rate,subcatchment_S8_Runoff_rate,subcatchment_S9_Runoff_rate,subcatchment_S10_Runoff_rate,subcatchment_S11_Runoff_rate,subcatchment_S12_Runoff_rate,subcatchment_S13_Runoff_rate,subcatchment_S14_Runoff_rate,subcatchment_S15_Runoff_rate,subcatchment_S16_Runoff_rate,subcatchment_S17_Runoff_rate,subcatchment_S18_Runoff_rate,subcatchment_S19_Runoff_rate,subcatchment_S20_Runoff_rate,subcatchment_S21_Runoff_rate,subcatchment_S22_Runoff_rate,subcatchment_S23_Runoff_rate,subcatchment_S24_Runoff_rate,subcatchment_S25_Runoff_rate,subcatchment_S26_Runoff_rate,subcatchment_S27_Runoff_rate,subcatchment_S28_Runoff_rate,subcatchment_S29_Runoff_rate,subcatchment_S30_Runoff_rate,subcatchment_S31_Runoff_rate,subcatchment_S32_Runoff_rate,subcatchment_S33_Runoff_rate,subcatchment_S34_Runoff_rate,subcatchment_S35_Runoff_rate,subcatchment_S36_Runoff_rate,subcatchment_S37_Runoff_rate,subcatchment_S38_Runoff_rate,subcatchment_S39_Runoff_rate,subcatchment_S40_Runoff_rate,subcatchment_S41_Runoff_rate,subcatchment_S42_Runoff_rate,subcatchment_S43_Runoff_rate,subcatchment_S44_Runoff_rate,subcatchment_S45_Runoff_rate,subcatchment_S46_Runoff_rate,subcatchment_S47_Runoff_rate,subcatchment_S48_Runoff_rate,subcatchment_S49_Runoff_rate,subcatchment_S50_Runoff_rate,subcatchment_S51_Runoff_rate,subcatchment_S55_Runoff_rate,subcatchment_S57_Runoff_rate,subcatchment_S60_Runoff_rate,subcatchment_S61_Runoff_rate,subcatchment_S63_Runoff_rate,subcatchment_S66_Runoff_rate,subcatchment_S67_Runoff_rate,subcatchment_S77_Runoff_rate,runf_sum,date,year,month,day
2009-01-21,0.0,0.005153050746371665,0.0,0.002689079580860019,0.006516388639714385,0.0,0.0140048853929711,0.011793721112204903,0.011419524056668575,0.0025421172382671066,0.006869603138845438,0.007201004589016064,0.0,0.0,0.013567166552679304,0.0,0.0,0.012828005884932558,0.018659668631810036,0.01277799184205982,0.006260128528567183,0.010679962387044738,0.0,0.005952459239008452,0.01235740728857735,0.006265760635749604,0.012267270048078429,0.006462840659393243,0.007062179488586962,0.009914190548282922,0.006150496433374941,0.010605860463199288,0.011040418626642538,0.012096148289447993,0.0,0.0,0.002986552438343822,0.0027000623732263006,0.007367675087936908,0.011884382162255215,0.011581690029540586,0.01028893159720955,0.011634507893894289,0.014338501391964594,0.008911821429382578,0.007540594622166796,0.0,0.014770647992661982,0.011636691296158776,0.005976228826322882,0.014842311406388569,0.011133704751775003,0.0,0.006034714692244241,0.021260859047041936,0.015565654770031266,0.005845450348878907,0.0065406085058631715,0.0,0.44597892070564205,2009-01-21,2009,1,21
2009-01-22,0.17829038692593163,0.38396138514343786,0.3357007121632287,0.360740171852828,0.5625763149472688,0.37762591629680137,0.9810658223409322,0.7248301774459028,0.8113990747779377,0.40671716689460446,0.5996459803947722,0.6302531403439454,0.1765466336978593,0.6253601556577136,0.9171339813628124,0.0,0.0,0.8431928735234494,1.2574180058201083,0.8468882643146096,0.658847363533648,0.8929279556214055,0.03547059956084759,0.5291453193512862,0.8412750263630691,0.6796440848204762,0.9195341846447073,0.8187197676861174,0.9152183483871834,0.8062770500272416,0.5012673284747267,1.045295979732614,0.8069853935218109,0.9376211101271221,0.3741545625997024,0.07834217845741234,0.5482401301849699,0.4663596187607792,0.5545366406446433,0.9149678681675933,0.7776569029262889,0.8105293018063071,0.9295374030277799,1.275088317436842,0.6442710245121259,0.6416809853771965,0.15884467315681294,1.1700742015849237,0.9234365964675343,0.7730852627762448,1.1215706035108057,1.2647699508261967,0.7351915755392011,0.8983468370426528,1.5486192625942696,1.3337785863757547,1.002017175540677,1.0199096258609581,0.9510671189232239,42.323652079857304,2009-01-22,2009,1,22
2009-01-23,0.057430894736033,0.1364498283688465,0.1162440831682935,0.12971963910608839,0.20208264978384363,0.1325993599755537,0.3434814029844061,0.2634893927362925,0.28373058310996585,0.14405392345604748,0.2150038448423801,0.22587839159364248,0.05473032581861106,0.19812573118146445,0.324470514670321,0.0,0.0,0.30038669953497016,0.43029987722870094,0.30107601083002283,0.2277022459776801,0.29971722856615873,0.0027544605977084077,0.18915780837339852,0.29712916521239136,0.23255177789801312,0.3169080355373373,0.26670932488600835,0.2957323625936267,0.2728822575206555,0.18185433883845206,0.3377483583198762,0.2803877439446324,0.3207131419927592,0.12968051636881478,0.018894861499736598,0.18996884353562035,0.16450684350534037,0.20186780485395747,0.31344000893405727,0.2755738660900591,0.2762479816183233,0.31582538240460944,0.40251034972660604,0.23850990782859394,0.2310570889195772,0.047155816995143256,0.38137436654621876,0.3142209113920852,0.2510789297306539,0.36833163823482723,0.39321743312302204,0.22612926473593065,0.28036283860724465,0.5192944635078637,0.4251212472312688,0.30332706010733196,0.3160413432731693,0.28358931569019863,14.248529487844436,2009-01-23,2009,1,23
2009-01-24,0.00803231690272328,0.030935901174941355,0.021474586369616376,0.027659276328364093,0.048484602673552736,0.02715844445085141,0.099665558947082,0.06268112045186966,0.08086282916723436,0.028631560287360122,0.051684272122304434,0.054324715006055915,0.006884529972217452,0.08004235475127981,0.09206609474773121,0.0,0.0,0.07885598235809364,0.14410459261358233,0.07938460407551949,0.06728053073191535,0.10120225695699224,0.0,0.045628261393172435,0.08226309310211251,0.0709574229275187,0.09633269722728807,0.1023136821667481,0.11548962271915826,0.09045541122359625,0.041217468871497104,0.13749644427216504,0.08148135060387902,0.10256169556101356,0.026356011419167037,0.0037255734950068643,0.051655189196340705,0.036228654333919565,0.047193340276639774,0.09972657258162775,0.07317606156852906,0.08692873706570281,0.10331173294773748,0.18110624089808428,0.056860983905937,0.05530748572464027,0.007378757596148413,0.15205182523678767,0.1022676734817425,0.09843879998600744,0.14152422021816602,0.18774192209880838,0.10429776369540641,0.12885241750097318,0.1924654349765853,0.18498460973620875,0.15635950217639388,0.1516298964986116,0.17459457594466057,4.7617772627172705,2009-01-24,2009,1,24
2009-01-25,0.0032515157091473216,0.008780366902076876,0.006556969155194868,0.006538285558816837,0.01315851974035105,0.008169434760832116,0.026468520785835926,0.01803308532617703,0.01688078654448089,0.007411503093260916,0.013894496619600837,0.014570756315196672,0.0,0.009123297303612173,0.02546214900698695,0.0,0.0,0.019195676253438498,0.03381659229553008,0.019084369340670426,0.012983956318098802,0.018829313570297268,0.0,0.012074446653803783,0.018361664233960594,0.012814063336559258,0.023580838602752504,0.01584286488238563,0.017418890380017083,0.017342565688612425,0.010035195992393926,0.025271950536653754,0.016294623262002803,0.0234815698418571,0.006720227373661912,0.0,0.010767169520968534,0.007411874356361458,0.01251781575937238,0.02302277810369942,0.017251220251468392,0.017830165287125926,0.02280539465425755,0.0345462958080153,0.018186811948268822,0.015196165459647875,0.0031556906812221933,0.02843963908939279,0.022758694643452405,0.014761797803021672,0.028007969073507395,0.033727869146210114,0.010063700510596152,0.015754867345592907,0.04521286709229907,0.036545165367769694,0.021755560855581373,0.022794902849539344,0.019956723287588313,0.9639196342792254,2009-01-25,2009,1,25
2009-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-01-26,2009,1,26
2009-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-01-27,2009,1,27
2009-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-01-28,2009,1,28
2009-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-01-29,2009,1,29
2009-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-01-30,2009,1,30
2009-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-01-31,2009,1,31
2009-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-02-01,2009,2,1
2009-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-02-02,2009,2,2
2009-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-02-03,2009,2,3
2009-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-02-04,2009,2,4
2009-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-02-05,2009,2,5
2009-02-06,0.0,0.005593702606271928,0.0,0.00592549687689534,0.009046973512879714,0.002782284398171609,0.014003993757764135,0.012549689039639897,0.01136294304086691,0.002574475705395493,0.009534930770267094,0.009994507452704702,0.0,0.0,0.013724573672461979,0.0,0.0,0.013136594680302146,0.018817158773778864,0.013034945162076688,0.00617286361544711,0.010411171229264332,0.0,0.0032962445104049716,0.012466784734639259,0.006073245976140707,0.012072099962380754,0.006057381377886695,0.0066136417808911364,0.009672318712275071,0.006248613866256928,0.013045456287632375,0.010910735201820834,0.011846878653871091,0.0,0.0,0.0027918368076525414,0.0025815621000173095,0.007960978228224669,0.011649053606766576,0.01174807910823864,0.01006005885026888,0.01136265247481682,0.01450316265170185,0.01549665249122428,0.010474686691594947,0.0,0.014770920779456225,0.011370655742191831,0.005596074318357753,0.014827266441903667,0.01374667926500718,0.0,0.005694914415371159,0.029658468483236528,0.015667014729969696,0.005641392100392233,0.006207397670032563,0.0,0.47877921231481313,2009-02-06,2009,2,6
2009-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-02-07,2009,2,7
