conc_benth,date
0.0,2009-01-01
0.0,2009-01-02
0.0,2009-01-03
0.0,2009-01-04
0.0,2009-01-05
0.0,2009-01-06
0.0,2009-01-07
0.0,2009-01-08
0.0,2009-01-09
0.0,2009-01-10
0.0,2009-01-11
0.0,2009-01-12
0.0,2009-01-13
0.0,2009-01-14
0.0,2009-01-15
0.0,2009-01-16
0.0,2009-01-17
0.0,2009-01-18
0.0,2009-01-19
0.0,2009-01-20
94053000.0,2009-01-21
243720000.0,2009-01-22
245850000.0,2009-01-23
242820000.0,2009-01-24
240800000.0,2009-01-25
239810000.0,2009-01-26
239430000.0,2009-01-27
239200000.0,2009-01-28
238980000.0,2009-01-29
238770000.0,2009-01-30
238590000.0,2009-01-31
238400000.0,2009-02-01
238200000.0,2009-02-02
238010000.0,2009-02-03
237810000.0,2009-02-04
237610000.0,2009-02-05
394930000.0,2009-02-06
500800000.0,2009-02-07
522950000.00000006,2009-02-08
527260000.0,2009-02-09
524390000.0,2009-02-10
520450000.00000006,2009-02-11
514370000.0,2009-02-12
508860000.0,2009-02-13
501960000.0,2009-02-14
496870000.0,2009-02-15
490240000.0,2009-02-16
482690000.0,2009-02-17
476070000.0,2009-02-18
473000000.0,2009-02-19
471960000.0,2009-02-20
471460000.0,2009-02-21
467870000.0,2009-02-22
460420000.0,2009-02-23
454420000.0,2009-02-24
452470000.0,2009-02-25
450690000.0,2009-02-26
447540000.0,2009-02-27
446360000.0,2009-02-28
443150000.0,2009-03-01
436370000.0,2009-03-02
429470000.0,2009-03-03
423440000.0,2009-03-04
419960000.0,2009-03-05
418810000.0,2009-03-06
418340000.0,2009-03-07
417960000.0,2009-03-08
417570000.0,2009-03-09
417170000.0,2009-03-10
416790000.0,2009-03-11
416440000.0,2009-03-12
416090000.0,2009-03-13
415730000.0,2009-03-14
415290000.0,2009-03-15
414830000.0,2009-03-16
414390000.0,2009-03-17
413990000.0,2009-03-18
413570000.0,2009-03-19
413180000.0,2009-03-20
412770000.0,2009-03-21
838620000.0,2009-03-22
1022300000.0,2009-03-23
1038599999.9999999,2009-03-24
1040300000.0,2009-03-25
1039700000.0,2009-03-26
1038500000.0,2009-03-27
1037300000.0,2009-03-28
1036200000.0,2009-03-29
1034800000.0,2009-03-30
1033500000.0,2009-03-31
1032300000.0,2009-04-01
1031099999.9999999,2009-04-02
1029900000.0000001,2009-04-03
1028700000.0,2009-04-04
1027599999.9999999,2009-04-05
1026599999.9999999,2009-04-06
1623100000.0,2009-04-07
1724300000.0,2009-04-08
1703300000.0,2009-04-09
1681900000.0,2009-04-10
1665600000.0,2009-04-11
1660000000.0,2009-04-12
1657600000.0,2009-04-13
1655600000.0,2009-04-14
1653400000.0,2009-04-15
1651400000.0,2009-04-16
1649500000.0,2009-04-17
1647900000.0,2009-04-18
1646300000.0,2009-04-19
1644800000.0,2009-04-20
1643100000.0,2009-04-21
1641400000.0,2009-04-22
1639500000.0,2009-04-23
1637500000.0,2009-04-24
1635500000.0,2009-04-25
1633700000.0,2009-04-26
1631900000.0,2009-04-27
1629900000.0,2009-04-28
1627900000.0,2009-04-29
1626100000.0,2009-04-30
3096600000.0,2009-05-01
3153700000.0,2009-05-02
3116500000.0,2009-05-03
3083100000.0,2009-05-04
3055800000.0,2009-05-05
3022300000.0,2009-05-06
3010400000.0,2009-05-07
3005100000.0,2009-05-08
3000700000.0,2009-05-09
2996700000.0,2009-05-10
2992900000.0,2009-05-11
2989100000.0,2009-05-12
2985300000.0,2009-05-13
2981200000.0,2009-05-14
2977200000.0,2009-05-15
2972900000.0,2009-05-16
2968900000.0,2009-05-17
2965100000.0,2009-05-18
2961000000.0,2009-05-19
2956900000.0,2009-05-20
2953200000.0,2009-05-21
2949600000.0,2009-05-22
2945600000.0,2009-05-23
2941500000.0,2009-05-24
2937300000.0,2009-05-25
2933000000.0,2009-05-26
2928700000.0,2009-05-27
2924300000.0,2009-05-28
2919700000.0,2009-05-29
2914900000.0,2009-05-30
2910000000.0,2009-05-31
2905000000.0,2009-06-01
2900000000.0,2009-06-02
2928500000.0,2009-06-03
3384500000.0,2009-06-04
3529800000.0,2009-06-05
3531400000.0,2009-06-06
3526800000.0,2009-06-07
3521100000.0,2009-06-08
3514900000.0,2009-06-09
3508500000.0,2009-06-10
3502200000.0,2009-06-11
3496000000.0,2009-06-12
3489700000.0,2009-06-13
3483500000.0,2009-06-14
3477500000.0,2009-06-15
3471700000.0,2009-06-16
3466000000.0,2009-06-17
3460200000.0,2009-06-18
3454200000.0,2009-06-19
3447900000.0,2009-06-20
3441600000.0,2009-06-21
3435500000.0,2009-06-22
3429200000.0,2009-06-23
3423200000.0,2009-06-24
3417100000.0,2009-06-25
3411000000.0,2009-06-26
3405200000.0,2009-06-27
3398900000.0,2009-06-28
3392600000.0,2009-06-29
3386400000.0,2009-06-30
3380000000.0,2009-07-01
3373500000.0,2009-07-02
3366800000.0,2009-07-03
3360100000.0,2009-07-04
3353200000.0,2009-07-05
3346200000.0,2009-07-06
3339200000.0,2009-07-07
3332200000.0,2009-07-08
3325200000.0,2009-07-09
3318300000.0,2009-07-10
3311300000.0,2009-07-11
3304300000.0,2009-07-12
3297000000.0,2009-07-13
3289200000.0,2009-07-14
3281700000.0,2009-07-15
3274600000.0,2009-07-16
3267600000.0,2009-07-17
3260700000.0,2009-07-18
3253500000.0,2009-07-19
3245900000.0,2009-07-20
3237900000.0,2009-07-21
3230100000.0,2009-07-22
3222500000.0,2009-07-23
3214900000.0,2009-07-24
3207300000.0,2009-07-25
3199900000.0,2009-07-26
3192500000.0,2009-07-27
3184900000.0,2009-07-28
3177100000.0,2009-07-29
3169200000.0,2009-07-30
3161400000.0,2009-07-31
3153600000.0,2009-08-01
3145900000.0,2009-08-02
3138100000.0,2009-08-03
3130400000.0,2009-08-04
3122800000.0,2009-08-05
3114900000.0,2009-08-06
3107400000.0,2009-08-07
3100200000.0,2009-08-08
3092900000.0,2009-08-09
3085800000.0,2009-08-10
3078500000.0,2009-08-11
3070800000.0,2009-08-12
3063100000.0,2009-08-13
3055300000.0,2009-08-14
3047800000.0,2009-08-15
3040600000.0,2009-08-16
3033600000.0,2009-08-17
3026800000.0,2009-08-18
3020100000.0,2009-08-19
3013200000.0,2009-08-20
3006200000.0,2009-08-21
2999400000.0,2009-08-22
2992400000.0,2009-08-23
2985200000.0,2009-08-24
2978400000.0,2009-08-25
2971900000.0,2009-08-26
2965600000.0,2009-08-27
2959400000.0,2009-08-28
2952900000.0,2009-08-29
2946100000.0,2009-08-30
2939100000.0,2009-08-31
2932300000.0,2009-09-01
2925900000.0,2009-09-02
2919500000.0,2009-09-03
2912800000.0,2009-09-04
2905700000.0,2009-09-05
2898700000.0,2009-09-06
2891900000.0,2009-09-07
2885400000.0,2009-09-08
2879200000.0,2009-09-09
2873100000.0,2009-09-10
2867100000.0,2009-09-11
2860900000.0,2009-09-12
2854200000.0,2009-09-13
3875600000.0,2009-09-14
4530400000.0,2009-09-15
4606600000.0,2009-09-16
4607900000.0,2009-09-17
4599900000.0,2009-09-18
4590600000.0,2009-09-19
4580600000.0,2009-09-20
4571000000.0,2009-09-21
4561500000.0,2009-09-22
4552000000.0,2009-09-23
4542500000.0,2009-09-24
4533000000.0,2009-09-25
4523700000.0,2009-09-26
4514200000.0,2009-09-27
4504300000.0,2009-09-28
4493800000.0,2009-09-29
4483200000.0,2009-09-30
4472800000.0,2009-10-01
4463400000.0,2009-10-02
4454300000.0,2009-10-03
4445000000.0,2009-10-04
4436000000.0,2009-10-05
4427200000.0,2009-10-06
4418800000.0,2009-10-07
4411000000.0,2009-10-08
4403200000.0,2009-10-09
4395400000.0,2009-10-10
4387600000.0,2009-10-11
4379600000.0,2009-10-12
5040200000.0,2009-10-13
4975100000.0,2009-10-14
4921800000.0,2009-10-15
4902000000.0,2009-10-16
4892200000.0,2009-10-17
4884000000.0,2009-10-18
4872200000.0,2009-10-19
4854900000.0,2009-10-20
4844400000.0,2009-10-21
4836700000.0,2009-10-22
4829200000.0,2009-10-23
4821700000.0,2009-10-24
4814000000.0,2009-10-25
4806200000.0,2009-10-26
4798000000.0,2009-10-27
4787000000.0,2009-10-28
4777400000.0,2009-10-29
4769900000.0,2009-10-30
4763700000.0,2009-10-31
4757900000.0,2009-11-01
4752100000.0,2009-11-02
4746400000.0,2009-11-03
4740600000.0,2009-11-04
4734400000.0,2009-11-05
4728000000.0,2009-11-06
4722300000.0,2009-11-07
4716000000.0,2009-11-08
4709900000.0,2009-11-09
4704800000.0,2009-11-10
4699500000.0,2009-11-11
4693800000.0,2009-11-12
4687500000.0,2009-11-13
4681200000.0,2009-11-14
4675200000.0,2009-11-15
4670100000.0,2009-11-16
4756000000.0,2009-11-17
4824000000.0,2009-11-18
4798500000.0,2009-11-19
4766900000.0,2009-11-20
4720300000.0,2009-11-21
4703600000.0,2009-11-22
4696700000.0,2009-11-23
4691000000.0,2009-11-24
4686500000.0,2009-11-25
4682400000.0,2009-11-26
4677800000.0,2009-11-27
4671800000.0,2009-11-28
4663400000.0,2009-11-29
4657200000.0,2009-11-30
4653000000.0,2009-12-01
4649200000.0,2009-12-02
4645200000.0,2009-12-03
4641300000.0,2009-12-04
4637500000.0,2009-12-05
4633300000.0,2009-12-06
5648700000.0,2009-12-07
5701000000.0,2009-12-08
5679200000.0,2009-12-09
5671800000.0,2009-12-10
5629100000.0,2009-12-11
5540300000.0,2009-12-12
5454900000.0,2009-12-13
5388400000.0,2009-12-14
5364600000.0,2009-12-15
5356100000.0,2009-12-16
5350800000.0,2009-12-17
5346400000.0,2009-12-18
5342100000.0,2009-12-19
5337800000.0,2009-12-20
5333100000.0,2009-12-21
5332500000.0,2009-12-22
5313700000.0,2009-12-23
5303500000.0,2009-12-24
5298500000.0,2009-12-25
5294200000.0,2009-12-26
5290700000.0,2009-12-27
5250500000.0,2009-12-28
5230900000.0,2009-12-29
5209400000.0,2009-12-30
5188200000.0,2009-12-31
5176700000.0,2010-01-01
5164800000.0,2010-01-02
5158200000.0,2010-01-03
5154000000.0,2010-01-04
5150200000.0,2010-01-05
5146200000.0,2010-01-06
5142100000.0,2010-01-07
5137900000.0,2010-01-08
5133800000.0,2010-01-09
5129800000.0,2010-01-10
5125700000.0,2010-01-11
5159000000.0,2010-01-12
5102100000.0,2010-01-13
5037900000.0,2010-01-14
5017000000.0,2010-01-15
5009600000.0,2010-01-16
4975400000.0,2010-01-17
4900200000.0,2010-01-18
4822600000.0,2010-01-19
4744700000.0,2010-01-20
4670000000.0,2010-01-21
4603900000.0,2010-01-22
4550000000.0,2010-01-23
4513000000.0,2010-01-24
4468300000.0,2010-01-25
4409300000.0,2010-01-26
4370600000.0,2010-01-27
4357200000.0,2010-01-28
4349800000.0,2010-01-29
4333400000.0,2010-01-30
4311200000.0,2010-01-31
4302300000.0,2010-02-01
4297900000.0,2010-02-02
4294399999.9999995,2010-02-03
4272000000.0,2010-02-04
4216700000.0,2010-02-05
4160600000.0000005,2010-02-06
4116899999.9999995,2010-02-07
4098000000.0,2010-02-08
4073000000.0,2010-02-09
4037800000.0,2010-02-10
4025500000.0,2010-02-11
4020300000.0,2010-02-12
4016500000.0,2010-02-13
4013000000.0,2010-02-14
4009500000.0,2010-02-15
4005800000.0,2010-02-16
4002300000.0,2010-02-17
3999100000.0,2010-02-18
3995800000.0,2010-02-19
3992200000.0,2010-02-20
3988200000.0,2010-02-21
3984200000.0,2010-02-22
4977200000.0,2010-02-23
5055800000.0,2010-02-24
5006500000.0,2010-02-25
4961900000.0,2010-02-26
4889500000.0,2010-02-27
4833800000.0,2010-02-28
4815200000.0,2010-03-01
4787200000.0,2010-03-02
4722100000.0,2010-03-03
4662800000.0,2010-03-04
4640200000.0,2010-03-05
4632300000.0,2010-03-06
4627500000.0,2010-03-07
4622900000.0,2010-03-08
4617900000.0,2010-03-09
4614900000.0,2010-03-10
4586400000.0,2010-03-11
4550700000.0,2010-03-12
4497900000.0,2010-03-13
4480000000.0,2010-03-14
4473500000.0,2010-03-15
4469100000.0,2010-03-16
4465100000.0,2010-03-17
4460600000.0,2010-03-18
4455600000.0,2010-03-19
4451200000.0,2010-03-20
4447100000.0,2010-03-21
4442900000.0,2010-03-22
4438400000.0,2010-03-23
4433700000.0,2010-03-24
4446000000.0,2010-03-25
4453000000.0,2010-03-26
4450600000.0,2010-03-27
4447000000.0,2010-03-28
4442300000.0,2010-03-29
4448500000.0,2010-03-30
4452600000.0,2010-03-31
4425600000.0,2010-04-01
4413500000.0,2010-04-02
4407500000.0,2010-04-03
4376600000.0,2010-04-04
4318100000.0,2010-04-05
4285000000.0,2010-04-06
4273399999.9999995,2010-04-07
4268300000.0,2010-04-08
4263899999.9999995,2010-04-09
4259200000.0,2010-04-10
4560000000.0,2010-04-11
4527100000.0,2010-04-12
4464800000.0,2010-04-13
4416000000.0,2010-04-14
4399900000.0,2010-04-15
4393900000.0,2010-04-16
4389200000.0,2010-04-17
4385200000.0,2010-04-18
4381300000.0,2010-04-19
4587900000.0,2010-04-20
4542500000.0,2010-04-21
4502800000.0,2010-04-22
4489200000.0,2010-04-23
4483200000.0,2010-04-24
4478500000.0,2010-04-25
4473500000.0,2010-04-26
4450800000.0,2010-04-27
4405500000.0,2010-04-28
4381800000.0,2010-04-29
4371300000.0,2010-04-30
4364600000.0,2010-05-01
4358600000.0,2010-05-02
4352400000.0,2010-05-03
4347200000.0,2010-05-04
4341800000.0,2010-05-05
4336100000.0,2010-05-06
4330600000.0,2010-05-07
4325700000.0,2010-05-08
4320500000.0,2010-05-09
4726500000.0,2010-05-10
4780900000.0,2010-05-11
4766600000.0,2010-05-12
4759400000.0,2010-05-13
4753800000.0,2010-05-14
4748900000.0,2010-05-15
4744000000.0,2010-05-16
4738400000.0,2010-05-17
4732500000.0,2010-05-18
4727100000.0,2010-05-19
4721600000.0,2010-05-20
4715500000.0,2010-05-21
4708900000.0,2010-05-22
4702600000.0,2010-05-23
4696300000.0,2010-05-24
4829400000.0,2010-05-25
4839200000.0,2010-05-26
4807300000.0,2010-05-27
4761400000.0,2010-05-28
4744300000.0,2010-05-29
4736300000.0,2010-05-30
4730400000.0,2010-05-31
4724300000.0,2010-06-01
4718200000.0,2010-06-02
4712400000.0,2010-06-03
4706500000.0,2010-06-04
4700600000.0,2010-06-05
4694800000.0,2010-06-06
4688500000.0,2010-06-07
4682200000.0,2010-06-08
4675400000.0,2010-06-09
4668400000.0,2010-06-10
4660300000.0,2010-06-11
4650500000.0,2010-06-12
4642000000.0,2010-06-13
4634800000.0,2010-06-14
4627900000.0,2010-06-15
4620700000.0,2010-06-16
4613300000.0,2010-06-17
4606300000.0,2010-06-18
