conc_h20,date
0.0,2009-01-01
0.0,2009-01-02
0.0,2009-01-03
0.0,2009-01-04
0.0,2009-01-05
0.0,2009-01-06
0.0,2009-01-07
0.0,2009-01-08
0.0,2009-01-09
0.0,2009-01-10
0.0,2009-01-11
0.0,2009-01-12
0.0,2009-01-13
0.0,2009-01-14
0.0,2009-01-15
0.0,2009-01-16
0.0,2009-01-17
0.0,2009-01-18
0.0,2009-01-19
0.0,2009-01-20
8430600000.0,2009-01-21
6242500000.0,2009-01-22
52478000.0,2009-01-23
100910000.0,2009-01-24
161920000.0,2009-01-25
210710000.0,2009-01-26
230210000.0,2009-01-27
232250000.0,2009-01-28
232110000.0,2009-01-29
234180000.0,2009-01-30
234360000.0,2009-01-31
233190000.0,2009-02-01
233420000.0,2009-02-02
233440000.0,2009-02-03
233220000.0,2009-02-04
231540000.0,2009-02-05
14327000000.0,2009-02-06
2561300000.0,2009-02-07
1309100000.0,2009-02-08
492650000.0,2009-02-09
402980000.0,2009-02-10
152980000.0,2009-02-11
283520000.0,2009-02-12
74201000.00000001,2009-02-13
218890000.0,2009-02-14
170550000.0,2009-02-15
88773000.0,2009-02-16
42006000.0,2009-02-17
219000000.0,2009-02-18
385180000.0,2009-02-19
450050000.0,2009-02-20
459910000.0,2009-02-21
71348999.99999999,2009-02-22
44075000.0,2009-02-23
255450000.0,2009-02-24
410040000.0,2009-02-25
278190000.0,2009-02-26
339860000.0,2009-02-27
421730000.0,2009-02-28
95995000.0,2009-03-01
51852000.0,2009-03-02
43992000.0,2009-03-03
161220000.0,2009-03-04
312870000.0,2009-03-05
396020000.0,2009-03-06
408950000.0,2009-03-07
409260000.0,2009-03-08
407820000.0,2009-03-09
407320000.0,2009-03-10
409040000.0,2009-03-11
408900000.0,2009-03-12
409610000.0,2009-03-13
406000000.0,2009-03-14
402100000.0,2009-03-15
401380000.0,2009-03-16
404370000.0,2009-03-17
403960000.0,2009-03-18
404190000.0,2009-03-19
404950000.0,2009-03-20
400560000.0,2009-03-21
34794000000.0,2009-03-22
3163300000.0,2009-03-23
1364000000.0,2009-03-24
1069500000.0,2009-03-25
1014000000.0,2009-03-26
1003600000.0,2009-03-27
1009300000.0,2009-03-28
994080000.0,2009-03-29
987660000.0,2009-03-30
1001600000.0,2009-03-31
998340000.0,2009-04-01
997030000.0,2009-04-02
991380000.0,2009-04-03
995290000.0,2009-04-04
1002800000.0,2009-04-05
1006200000.0,2009-04-06
42603000000.0,2009-04-07
681840000.0,2009-04-08
494480000.0,2009-04-09
567590000.0,2009-04-10
1136200000.0,2009-04-11
1541200000.0,2009-04-12
1606200000.0,2009-04-13
1591900000.0,2009-04-14
1589100000.0,2009-04-15
1599900000.0,2009-04-16
1609700000.0,2009-04-17
1616700000.0,2009-04-18
1618900000.0,2009-04-19
1614200000.0,2009-04-20
1609700000.0,2009-04-21
1607400000.0,2009-04-22
1593900000.0,2009-04-23
1587300000.0,2009-04-24
1592900000.0,2009-04-25
1599100000.0,2009-04-26
1588400000.0,2009-04-27
1578900000.0,2009-04-28
1584000000.0,2009-04-29
1597800000.0,2009-04-30
92842000000.0,2009-05-01
1073300000.0,2009-05-02
982490000.0,2009-05-03
1873100000.0,2009-05-04
987350000.0,2009-05-05
1917900000.0,2009-05-06
2751700000.0,2009-05-07
2872000000.0,2009-05-08
2895200000.0,2009-05-09
2911500000.0,2009-05-10
2914300000.0,2009-05-11
2912100000.0,2009-05-12
2896500000.0,2009-05-13
2893900000.0,2009-05-14
2885100000.0,2009-05-15
2882500000.0,2009-05-16
2908000000.0,2009-05-17
2903400000.0,2009-05-18
2878000000.0,2009-05-19
2895200000.0,2009-05-20
2906400000.0,2009-05-21
2891500000.0,2009-05-22
2872200000.0,2009-05-23
2864300000.0,2009-05-24
2861400000.0,2009-05-25
2852700000.0,2009-05-26
2855500000.0,2009-05-27
2852100000.0,2009-05-28
2834400000.0,2009-05-29
2826600000.0,2009-05-30
2819100000.0,2009-05-31
2809000000.0,2009-06-01
2823900000.0,2009-06-02
5861100000.0,2009-06-03
37034000000.0,2009-06-04
4389900000.0,2009-06-05
3595400000.0,2009-06-06
3465400000.0,2009-06-07
3425900000.0,2009-06-08
3397500000.0,2009-06-09
3387700000.0,2009-06-10
3390700000.0,2009-06-11
3387900000.0,2009-06-12
3375800000.0,2009-06-13
3376800000.0,2009-06-14
3384200000.0,2009-06-15
3383200000.0,2009-06-16
3377400000.0,2009-06-17
3365300000.0,2009-06-18
3346800000.0,2009-06-19
3326400000.0,2009-06-20
3337500000.0,2009-06-21
3323400000.0,2009-06-22
3327700000.0,2009-06-23
3332500000.0,2009-06-24
3318400000.0,2009-06-25
3328800000.0,2009-06-26
3312900000.0,2009-06-27
3295800000.0,2009-06-28
3305400000.0,2009-06-29
3300100000.0,2009-06-30
3285400000.0,2009-07-01
3274000000.0,2009-07-02
3265500000.0,2009-07-03
3259000000.0,2009-07-04
3241100000.0,2009-07-05
3240000000.0,2009-07-06
3232300000.0,2009-07-07
3227600000.0,2009-07-08
3228500000.0,2009-07-09
3222000000.0,2009-07-10
3213700000.0,2009-07-11
3205400000.0,2009-07-12
3171400000.0,2009-07-13
3163000000.0,2009-07-14
3188500000.0,2009-07-15
3200200000.0,2009-07-16
3201600000.0,2009-07-17
3192100000.0,2009-07-18
3172100000.0,2009-07-19
3138900000.0,2009-07-20
3128500000.0,2009-07-21
3136700000.0,2009-07-22
3141300000.0,2009-07-23
3122800000.0,2009-07-24
3123600000.0,2009-07-25
3128600000.0,2009-07-26
3112300000.0,2009-07-27
3081900000.0,2009-07-28
3064600000.0,2009-07-29
3055600000.0,2009-07-30
3051500000.0,2009-07-31
3045300000.0,2009-08-01
3030200000.0,2009-08-02
3025900000.0,2009-08-03
3025100000.0,2009-08-04
3003400000.0,2009-08-05
2996900000.0,2009-08-06
3018300000.0,2009-08-07
3005700000.0,2009-08-08
3008700000.0,2009-08-09
3010400000.0,2009-08-10
2973000000.0,2009-08-11
2961900000.0,2009-08-12
2948100000.0,2009-08-13
2940400000.0,2009-08-14
2948300000.0,2009-08-15
2953400000.0,2009-08-16
2946600000.0,2009-08-17
2954500000.0,2009-08-18
2937200000.0,2009-08-19
2910000000.0,2009-08-20
2919500000.0,2009-08-21
2906500000.0,2009-08-22
2879600000.0,2009-08-23
2882400000.0,2009-08-24
2889900000.0,2009-08-25
2893800000.0,2009-08-26
2897700000.0,2009-08-27
2878400000.0,2009-08-28
2863200000.0,2009-08-29
2829900000.0,2009-08-30
2822600000.0,2009-08-31
2844000000.0,2009-09-01
2850700000.0,2009-09-02
2833900000.0,2009-09-03
2803600000.0,2009-09-04
2788800000.0,2009-09-05
2787500000.0,2009-09-06
2798000000.0,2009-09-07
2805400000.0,2009-09-08
2800900000.0,2009-09-09
2808900000.0,2009-09-10
2801200000.0,2009-09-11
2768500000.0,2009-09-12
2737500000.0,2009-09-13
94012000000.0,2009-09-14
16098000000.0,2009-09-15
5988500000.0,2009-09-16
4684900000.0,2009-09-17
4527700000.0,2009-09-18
4453400000.0,2009-09-19
4446600000.0,2009-09-20
4451700000.0,2009-09-21
4445300000.0,2009-09-22
4443200000.0,2009-09-23
4428000000.0,2009-09-24
4439600000.0,2009-09-25
4420500000.0,2009-09-26
4402900000.0,2009-09-27
4345300000.0,2009-09-28
4304500000.0,2009-09-29
4286800000.0,2009-09-30
4306000000.0,2009-10-01
4339800000.0,2009-10-02
4306700000.0,2009-10-03
4289600000.0000005,2009-10-04
4287300000.0,2009-10-05
4289600000.0000005,2009-10-06
4311200000.0,2009-10-07
4315500000.0,2009-10-08
4299100000.0,2009-10-09
4282800000.0,2009-10-10
4259200000.0,2009-10-11
4219399999.9999995,2009-10-12
42187000000.0,2009-10-13
1349600000.0,2009-10-14
3315100000.0,2009-10-15
4541600000.0,2009-10-16
4740600000.0,2009-10-17
4733800000.0,2009-10-18
4210600000.0000005,2009-10-19
4358000000.0,2009-10-20
4662200000.0,2009-10-21
4698600000.0,2009-10-22
4688800000.0,2009-10-23
4671700000.0,2009-10-24
4631700000.0,2009-10-25
4655400000.0,2009-10-26
4472600000.0,2009-10-27
4418800000.0,2009-10-28
4535300000.0,2009-10-29
4626000000.0,2009-10-30
4667500000.0,2009-10-31
4660800000.0,2009-11-01
4660000000.0,2009-11-02
4664700000.0,2009-11-03
4642100000.0,2009-11-04
4601300000.0,2009-11-05
4635300000.0,2009-11-06
4612200000.0,2009-11-07
4581500000.0,2009-11-08
4628300000.0,2009-11-09
4641300000.0,2009-11-10
4613900000.0,2009-11-11
4566900000.0,2009-11-12
4550500000.0,2009-11-13
4534900000.0,2009-11-14
4573200000.0,2009-11-15
4581700000.0,2009-11-16
12646000000.0,2009-11-17
5779400000.0,2009-11-18
3611000000.0,2009-11-19
2045600000.0,2009-11-20
3161300000.0,2009-11-21
4366500000.0,2009-11-22
4523700000.0,2009-11-23
4572200000.0,2009-11-24
4625700000.0,2009-11-25
4599400000.0,2009-11-26
4572700000.0,2009-11-27
4379400000.0,2009-11-28
4392700000.0,2009-11-29
4538300000.0,2009-11-30
4591400000.0,2009-12-01
4580900000.0,2009-12-02
4563300000.0,2009-12-03
4573000000.0,2009-12-04
4556500000.0,2009-12-05
4506100000.0,2009-12-06
69255000000.0,2009-12-07
3458200000.0,2009-12-08
5218500000.0,2009-12-09
5509900000.0,2009-12-10
885170000.0,2009-12-11
570610000.0,2009-12-12
848810000.0,2009-12-13
3090000000.0,2009-12-14
4776700000.0,2009-12-15
5143000000.0,2009-12-16
5223100000.0,2009-12-17
5235700000.0,2009-12-18
5246500000.0,2009-12-19
5223500000.0,2009-12-20
5195300000.0,2009-12-21
5063200000.0,2009-12-22
4509800000.0,2009-12-23
5075700000.0,2009-12-24
5188300000.0,2009-12-25
5184400000.0,2009-12-26
4066000000.0,2009-12-27
3701900000.0,2009-12-28
4308600000.0,2009-12-29
3936800000.0,2009-12-30
4481700000.0,2009-12-31
4600000000.0,2010-01-01
4768700000.0,2010-01-02
5010000000.0,2010-01-03
5070500000.0,2010-01-04
5064000000.0,2010-01-05
5051200000.0,2010-01-06
5044900000.0,2010-01-07
5042100000.0,2010-01-08
5047100000.0,2010-01-09
5053300000.0,2010-01-10
5012300000.0,2010-01-11
6325500000.0,2010-01-12
721400000.0,2010-01-13
2906800000.0,2010-01-14
4559000000.0,2010-01-15
4827800000.0,2010-01-16
1192200000.0,2010-01-17
565970000.0,2010-01-18
480990000.0,2010-01-19
346360000.0,2010-01-20
740140000.0,2010-01-21
1175200000.0,2010-01-22
2135699999.9999998,2010-01-23
2813600000.0,2010-01-24
1018000000.0,2010-01-25
1614200000.0,2010-01-26
3120000000.0,2010-01-27
4078200000.0,2010-01-28
3895000000.0,2010-01-29
3098200000.0,2010-01-30
3569300000.0,2010-01-31
4115100000.0000005,2010-02-01
4216500000.0,2010-02-02
4235899999.9999995,2010-02-03
1666300000.0,2010-02-04
1009500000.0,2010-02-05
1180700000.0,2010-02-06
2600300000.0,2010-02-07
3342200000.0,2010-02-08
1972100000.0,2010-02-09
2852000000.0,2010-02-10
3756900000.0,2010-02-11
3900600000.0,2010-02-12
3932600000.0,2010-02-13
3935400000.0,2010-02-14
3920600000.0,2010-02-15
3916900000.0,2010-02-16
3940600000.0,2010-02-17
3937600000.0,2010-02-18
3924700000.0,2010-02-19
3898900000.0,2010-02-20
3882700000.0,2010-02-21
3883100000.0,2010-02-22
69088000000.0,2010-02-23
1638200000.0,2010-02-24
3406200000.0,2010-02-25
1057599999.9999999,2010-02-26
1029800000.0,2010-02-27
3005700000.0,2010-02-28
4404600000.0,2010-03-01
1859500000.0,2010-03-02
744900000.0,2010-03-03
2576900000.0,2010-03-04
4090200000.0,2010-03-05
4468900000.0,2010-03-06
4523200000.0,2010-03-07
4488600000.0,2010-03-08
4486000000.0,2010-03-09
3850700000.0,2010-03-10
3484300000.0,2010-03-11
1251100000.0,2010-03-12
2726600000.0,2010-03-13
4086200000.0,2010-03-14
4330900000.0,2010-03-15
4381900000.0,2010-03-16
4369100000.0,2010-03-17
4315400000.0,2010-03-18
4330600000.0,2010-03-19
4355900000.0,2010-03-20
4355500000.0,2010-03-21
4336000000.0,2010-03-22
4318000000.0,2010-03-23
4308700000.0,2010-03-24
5839900000.0,2010-03-25
4571200000.0,2010-03-26
4413700000.0,2010-03-27
4355300000.0,2010-03-28
4302800000.0,2010-03-29
5251300000.0,2010-03-30
3884900000.0,2010-03-31
3363600000.0,2010-04-01
4132600000.0000005,2010-04-02
4262000000.0,2010-04-03
944210000.0,2010-04-04
1804600000.0,2010-04-05
3266700000.0,2010-04-06
4035100000.0,2010-04-07
4164700000.0,2010-04-08
4153600000.0000005,2010-04-09
4126200000.0,2010-04-10
22254000000.0,2010-04-11
968900000.0,2010-04-12
1126900000.0,2010-04-13
2833600000.0,2010-04-14
4083600000.0,2010-04-15
4266300000.0,2010-04-16
4297600000.0,2010-04-17
4329700000.0,2010-04-18
4299200000.0,2010-04-19
15839000000.0,2010-04-20
1644000000.0,2010-04-21
3262300000.0,2010-04-22
4205700000.0,2010-04-23
4364300000.0,2010-04-24
4363500000.0,2010-04-25
4349700000.0,2010-04-26
1963300000.0,2010-04-27
2580300000.0,2010-04-28
3664300000.0,2010-04-29
4089600000.0,2010-04-30
4185500000.0,2010-05-01
4159200000.0,2010-05-02
4200899999.9999995,2010-05-03
4222200000.0,2010-05-04
4199700000.0,2010-05-05
4176800000.0,2010-05-06
4216000000.0,2010-05-07
4218000000.0,2010-05-08
4187600000.0000005,2010-05-09
32565000000.0,2010-05-10
3589800000.0,2010-05-11
4448500000.0,2010-05-12
4609800000.0,2010-05-13
4660900000.0,2010-05-14
4687500000.0,2010-05-15
4654200000.0,2010-05-16
4605400000.0,2010-05-17
4622000000.0,2010-05-18
4625100000.0,2010-05-19
4604000000.0,2010-05-20
4556400000.0,2010-05-21
4555400000.0,2010-05-22
4550400000.0,2010-05-23
4553900000.0,2010-05-24
14235000000.0,2010-05-25
3745100000.0,2010-05-26
2147100000.0,2010-05-27
3242700000.0,2010-05-28
4374400000.0,2010-05-29
4588000000.0,2010-05-30
4608600000.0,2010-05-31
4596400000.0,2010-06-01
4603400000.0,2010-06-02
4603800000.0,2010-06-03
4598900000.0,2010-06-04
4608100000.0,2010-06-05
4585400000.0,2010-06-06
4572800000.0,2010-06-07
4557600000.0,2010-06-08
4529200000.0,2010-06-09
4514800000.0,2010-06-10
4369200000.0,2010-06-11
4368700000.0,2010-06-12
4460900000.0,2010-06-13
4498300000.0,2010-06-14
4491200000.0,2010-06-15
4457800000.0,2010-06-16
4473700000.0,2010-06-17
4472300000.0,2010-06-18
4451900000.0,2010-06-19
