conc_h20,date
0.0,2009-01-01
0.0,2009-01-02
0.0,2009-01-03
0.0,2009-01-04
0.0,2009-01-05
0.0,2009-01-06
0.0,2009-01-07
0.0,2009-01-08
0.0,2009-01-09
0.0,2009-01-10
0.0,2009-01-11
0.0,2009-01-12
0.0,2009-01-13
0.0,2009-01-14
0.0,2009-01-15
0.0,2009-01-16
0.0,2009-01-17
0.0,2009-01-18
0.0,2009-01-19
0.0,2009-01-20
72101000000.0,2009-01-21
8300799999.999999,2009-01-22
4043599.9999999995,2009-01-23
11570000.0,2009-01-24
54417000.0,2009-01-25
681210000.0,2009-01-26
1142000000.0,2009-01-27
1213400000.0,2009-01-28
1223000000.0,2009-01-29
1235700000.0,2009-01-30
1236900000.0,2009-01-31
1230800000.0,2009-02-01
1231900000.0,2009-02-02
1232100000.0,2009-02-03
1230900000.0,2009-02-04
5309400000.0,2009-02-05
138310000000.0,2009-02-06
2010000000.0,2009-02-07
10390000000.0,2009-02-08
978360000.0,2009-02-09
1776600000.0,2009-02-10
72747000.0,2009-02-11
107280000.0,2009-02-12
4951000.0,2009-02-13
47433000.0,2009-02-14
14869000.000000002,2009-02-15
6751300.0,2009-02-16
10909000.0,2009-02-17
54407000.0,2009-02-18
1656900000.0,2009-02-19
2837200000.0,2009-02-20
3030600000.0,2009-02-21
5441100.0,2009-02-22
3518200.0,2009-02-23
653100000.0,2009-02-24
1892400000.0,2009-02-25
41761000.0,2009-02-26
1516600000.0,2009-02-27
2603600000.0,2009-02-28
7564300.0,2009-03-01
5325500.0,2009-03-02
3116100.0,2009-03-03
22987000.0,2009-03-04
1393700000.0,2009-03-05
2406200000.0,2009-03-06
2572000000.0,2009-03-07
2588500000.0,2009-03-08
2581800000.0,2009-03-09
2579100000.0,2009-03-10
2590000000.0,2009-03-11
2589200000.0,2009-03-12
2593700000.0,2009-03-13
2570800000.0,2009-03-14
4312900000.0,2009-03-15
2838800000.0,2009-03-16
2639400000.0,2009-03-17
2600100000.0,2009-03-18
2595300000.0,2009-03-19
2599100000.0,2009-03-20
55587000000.0,2009-03-21
47176000000.0,2009-03-22
2218200000.0,2009-03-23
3784000000.0,2009-03-24
4059800000.0,2009-03-25
4079600000.0,2009-03-26
4078400000.0,2009-03-27
4108100000.0000005,2009-03-28
4047300000.0,2009-03-29
4021300000.0,2009-03-30
4078000000.0,2009-03-31
4064900000.0,2009-04-01
4059500000.0,2009-04-02
4036500000.0,2009-04-03
4052500000.0,2009-04-04
4083000000.0,2009-04-05
4097000000.0,2009-04-06
76738000000.0,2009-04-07
35827000.0,2009-04-08
22389000.0,2009-04-09
27342000.0,2009-04-10
2645200000.0,2009-04-11
4568600000.0,2009-04-12
4883500000.0,2009-04-13
4859500000.0,2009-04-14
4854000000.0,2009-04-15
4887700000.0,2009-04-16
4917800000.0,2009-04-17
4939200000.0,2009-04-18
4945800000.0,2009-04-19
4931400000.0,2009-04-20
4917800000.0,2009-04-21
4910700000.0,2009-04-22
4869500000.0,2009-04-23
4849300000.0,2009-04-24
4866400000.0,2009-04-25
4885300000.0,2009-04-26
4852500000.0,2009-04-27
4823500000.0,2009-04-28
4839200000.0,2009-04-29
4881300000.0,2009-04-30
101440000000.0,2009-05-01
44253000.0,2009-05-02
27105999.999999996,2009-05-03
333240000.0,2009-05-04
21155000.0,2009-05-05
3170800000.0,2009-05-06
5440700000.0,2009-05-07
5782700000.0,2009-05-08
5845900000.0,2009-05-09
5881400000.0,2009-05-10
5887500000.0,2009-05-11
5883300000.0,2009-05-12
5851800000.0,2009-05-13
5846500000.0,2009-05-14
5828700000.0,2009-05-15
5823500000.0,2009-05-16
5874900000.0,2009-05-17
5865600000.0,2009-05-18
5814400000.0,2009-05-19
5849200000.0,2009-05-20
5871800000.0,2009-05-21
5841600000.0,2009-05-22
5802600000.0,2009-05-23
5786600000.0,2009-05-24
5780800000.0,2009-05-25
5763200000.0,2009-05-26
5768800000.0,2009-05-27
5762000000.0,2009-05-28
5726200000.0,2009-05-29
5710600000.0,2009-05-30
5695400000.0,2009-05-31
5674900000.0,2009-06-01
5705100000.0,2009-06-02
82707000000.0,2009-06-03
46420000000.0,2009-06-04
4027700000.0,2009-06-05
6923300000.0,2009-06-06
7411400000.0,2009-06-07
7455700000.0,2009-06-08
7415400000.0,2009-06-09
7397700000.0,2009-06-10
7404800000.0,2009-06-11
7398700000.0,2009-06-12
7372400000.0,2009-06-13
7374500000.0,2009-06-14
7390700000.0,2009-06-15
7388500000.0,2009-06-16
7375700000.0,2009-06-17
7349300000.0,2009-06-18
7309000000.0,2009-06-19
7264500000.0,2009-06-20
7288700000.0,2009-06-21
7257900000.0,2009-06-22
7267300000.0,2009-06-23
7277800000.0,2009-06-24
7246900000.0,2009-06-25
7269800000.0,2009-06-26
7234900000.0,2009-06-27
7197600000.0,2009-06-28
7218600000.0,2009-06-29
7207100000.0,2009-06-30
7174900000.0,2009-07-01
7150000000.0,2009-07-02
7131500000.0,2009-07-03
7117100000.0,2009-07-04
7078000000.0,2009-07-05
7075700000.0,2009-07-06
7058900000.0,2009-07-07
7048700000.0,2009-07-08
7050600000.0,2009-07-09
7036500000.0,2009-07-10
7018400000.0,2009-07-11
7000200000.0,2009-07-12
6925900000.0,2009-07-13
6907600000.0,2009-07-14
6963400000.0,2009-07-15
6988700000.0,2009-07-16
6991800000.0,2009-07-17
6971200000.0,2009-07-18
6927500000.0,2009-07-19
6855000000.0,2009-07-20
6832200000.0,2009-07-21
6850100000.0,2009-07-22
6860300000.0,2009-07-23
6819900000.0,2009-07-24
6821600000.0,2009-07-25
6832400000.0,2009-07-26
6797000000.0,2009-07-27
6730500000.0,2009-07-28
6692600000.0,2009-07-29
6673000000.0,2009-07-30
6664100000.0,2009-07-31
6650500000.0,2009-08-01
6617500000.0,2009-08-02
6608200000.0,2009-08-03
6606300000.0,2009-08-04
6559000000.0,2009-08-05
6544800000.0,2009-08-06
6591700000.0,2009-08-07
6564000000.0,2009-08-08
6570700000.0,2009-08-09
6574200000.0,2009-08-10
6492600000.0,2009-08-11
6468400000.0,2009-08-12
6438300000.0,2009-08-13
6421400000.0,2009-08-14
6438800000.0,2009-08-15
6449800000.0,2009-08-16
6434900000.0,2009-08-17
6452300000.0,2009-08-18
6414500000.0,2009-08-19
6355000000.0,2009-08-20
6375800000.0,2009-08-21
6347500000.0,2009-08-22
6288700000.0,2009-08-23
6294700000.0,2009-08-24
6311300000.0,2009-08-25
6319700000.0,2009-08-26
6328200000.0,2009-08-27
6286100000.0,2009-08-28
6252900000.0,2009-08-29
6180100000.0,2009-08-30
6164100000.0,2009-08-31
6211000000.0,2009-09-01
6225500000.0,2009-09-02
6188900000.0,2009-09-03
6122700000.0,2009-09-04
6090400000.0,2009-09-05
6087500000.0,2009-09-06
6110600000.0,2009-09-07
6126500000.0,2009-09-08
6116700000.0,2009-09-09
6134300000.0,2009-09-10
6117500000.0,2009-09-11
6046100000.0,2009-09-12
5978400000.0,2009-09-13
691590000000.0,2009-09-14
9629200000.0,2009-09-15
15871000000.0,2009-09-16
16926000000.0,2009-09-17
17139000000.0,2009-09-18
16985000000.0,2009-09-19
16960000000.0,2009-09-20
16981000000.0,2009-09-21
16959000000.0,2009-09-22
16949000000.0,2009-09-23
16895000000.0,2009-09-24
16931000000.0,2009-09-25
16868000000.0,2009-09-26
16799000000.0,2009-09-27
16591000000.0,2009-09-28
16430000000.0,2009-09-29
16358000000.0,2009-09-30
16420000000.0,2009-10-01
16546000000.0,2009-10-02
16437000000.0,2009-10-03
16366000000.0,2009-10-04
16356000000.0,2009-10-05
16362000000.0,2009-10-06
16440000000.0,2009-10-07
16461000000.0,2009-10-08
16403000000.0,2009-10-09
16341000000.0,2009-10-10
16254000000.0,2009-10-11
16106000000.0,2009-10-12
91473000000.0,2009-10-13
81634000.0,2009-10-14
9128500000.0,2009-10-15
15681000000.0,2009-10-16
16765000000.0,2009-10-17
16804000000.0,2009-10-18
1224300000.0,2009-10-19
9090900000.0,2009-10-20
15197000000.0,2009-10-21
16170000000.0,2009-10-22
16279000000.0,2009-10-23
16244000000.0,2009-10-24
16108000000.0,2009-10-25
16191000000.0,2009-10-26
15556000000.0,2009-10-27
15369000000.0,2009-10-28
15774000000.0,2009-10-29
16089000000.0,2009-10-30
16234000000.0,2009-10-31
16210000000.0,2009-11-01
16207000000.0,2009-11-02
16224000000.0,2009-11-03
16145000000.0,2009-11-04
16003000000.0,2009-11-05
16122000000.0,2009-11-06
16041000000.0,2009-11-07
15935000000.0,2009-11-08
16097000000.0,2009-11-09
16142000000.0,2009-11-10
16047000000.0,2009-11-11
86205000000.0,2009-11-12
18858000000.0,2009-11-13
17275000000.0,2009-11-14
17159000000.0,2009-11-15
17151000000.0,2009-11-16
118610000000.0,2009-11-17
7588600000.0,2009-11-18
9869800000.0,2009-11-19
161970000.0,2009-11-20
8719700000.0,2009-11-21
15630000000.0,2009-11-22
17311000000.0,2009-11-23
17681000000.0,2009-11-24
17919000000.0,2009-11-25
17823000000.0,2009-11-26
29388000000.0,2009-11-27
11947000000.0,2009-11-28
16322000000.0,2009-11-29
17542000000.0,2009-11-30
17859000000.0,2009-12-01
17838000000.0,2009-12-02
17772000000.0,2009-12-03
17810000000.0,2009-12-04
17747000000.0,2009-12-05
17551000000.0,2009-12-06
73012000000.0,2009-12-07
9683700000.0,2009-12-08
16822000000.0,2009-12-09
18129000000.0,2009-12-10
35144000.0,2009-12-11
24211000.0,2009-12-12
34113000.0,2009-12-13
1266800000.0,2009-12-14
9577100000.0,2009-12-15
15620000000.0,2009-12-16
16697000000.0,2009-12-17
16877000000.0,2009-12-18
16935000000.0,2009-12-19
16865000000.0,2009-12-20
17669000000.0,2009-12-21
4122200000.0,2009-12-22
8859700000.0,2009-12-23
15174000000.0,2009-12-24
16293000000.0,2009-12-25
16412000000.0,2009-12-26
6254200000.0,2009-12-27
8592600000.0,2009-12-28
969730000.0,2009-12-29
438690000.0,2009-12-30
8371200000.000001,2009-12-31
1507600000.0,2010-01-01
8455400000.0,2010-01-02
13938000000.0,2010-01-03
14926000000.0,2010-01-04
15046000000.0,2010-01-05
15032000000.0,2010-01-06
15017000000.0,2010-01-07
57987000000.0,2010-01-08
12321000000.0,2010-01-09
15116000000.0,2010-01-10
15468000000.0,2010-01-11
10336000000.0,2010-01-12
29628000.0,2010-01-13
7993200000.0,2010-01-14
13811000000.0,2010-01-15
14763000000.0,2010-01-16
46815000.0,2010-01-17
22785999.999999996,2010-01-18
16076000.0,2010-01-19
15234000.000000002,2010-01-20
28674000.0,2010-01-21
49501999.99999999,2010-01-22
171140000.0,2010-01-23
273670000.0,2010-01-24
28854000.0,2010-01-25
91051000.0,2010-01-26
6625000000.0,2010-01-27
11481000000.0,2010-01-28
1040800000.0,2010-01-29
232200000.0,2010-01-30
6438800000.0,2010-01-31
11003000000.0,2010-02-01
11807000000.0,2010-02-02
11951000000.0,2010-02-03
74311000.0,2010-02-04
34784000.0,2010-02-05
48111000.00000001,2010-02-06
995090000.0,2010-02-07
512570000.00000006,2010-02-08
72653000.0,2010-02-09
5676600000.0,2010-02-10
9753800000.0,2010-02-11
10423000000.0,2010-02-12
10557000000.0,2010-02-13
10573000000.0,2010-02-14
10535000000.0,2010-02-15
10525000000.0,2010-02-16
10589000000.0,2010-02-17
10580000000.0,2010-02-18
10546000000.0,2010-02-19
12943000000.0,2010-02-20
10814000000.0,2010-02-21
10538000000.0,2010-02-22
41216000000.0,2010-02-23
61756000.0,2010-02-24
5728100000.0,2010-02-25
28540000.0,2010-02-26
28708000.000000004,2010-02-27
5460600000.0,2010-02-28
9395200000.0,2010-03-01
64242000.00000001,2010-03-02
17205000.0,2010-03-03
495470000.0,2010-03-04
5356700000.0,2010-03-05
8909200000.0,2010-03-06
9495900000.0,2010-03-07
9503000000.0,2010-03-08
9511100000.0,2010-03-09
3974000000.0,2010-03-10
5040800000.0,2010-03-11
76304000.0,2010-03-12
1985800000.0,2010-03-13
5868000000.0,2010-03-14
8491100000.0,2010-03-15
8955900000.0,2010-03-16
8991200000.0,2010-03-17
8891000000.0,2010-03-18
8923900000.0,2010-03-19
8976400000.0,2010-03-20
8975500000.0,2010-03-21
8935400000.0,2010-03-22
8898300000.0,2010-03-23
8879100000.0,2010-03-24
52787000000.0,2010-03-25
6141800000.0,2010-03-26
9032500000.0,2010-03-27
9458200000.0,2010-03-28
9437800000.0,2010-03-29
32479000000.0,2010-03-30
4455200000.0,2010-03-31
5220500000.0,2010-04-01
4405000000.0,2010-04-02
6692500000.0,2010-04-03
362050000.0,2010-04-04
100500000.0,2010-04-05
4895500000.0,2010-04-06
8446299999.999999,2010-04-07
9046500000.0,2010-04-08
9076500000.0,2010-04-09
9025800000.0,2010-04-10
40810000000.0,2010-04-11
34955999.99999999,2010-04-12
32128000.0,2010-04-13
4916200000.0,2010-04-14
8525400000.0,2010-04-15
9078000000.0,2010-04-16
9172900000.0,2010-04-17
9246000000.0,2010-04-18
9181800000.0,2010-04-19
21699000000.0,2010-04-20
72230000.0,2010-04-21
4867800000.0,2010-04-22
8380299999.999999,2010-04-23
8974900000.0,2010-04-24
9018600000.0,2010-04-25
8997900000.0,2010-04-26
68230000.0,2010-04-27
320470000.0,2010-04-28
1700600000.0,2010-04-29
5377000000.0,2010-04-30
7902700000.0,2010-05-01
8236000000.0,2010-05-02
8382200000.000001,2010-05-03
8434900000.0,2010-05-04
8391600000.0,2010-05-05
8346100000.0,2010-05-06
8424400000.0,2010-05-07
8428500000.0,2010-05-08
8367799999.999999,2010-05-09
50044000000.0,2010-05-10
4736400000.0,2010-05-11
8173700000.0,2010-05-12
8844300000.0,2010-05-13
9003200000.0,2010-05-14
9064700000.0,2010-05-15
9002300000.0,2010-05-16
8908100000.0,2010-05-17
8940200000.0,2010-05-18
8946200000.0,2010-05-19
8905400000.0,2010-05-20
8813400000.0,2010-05-21
8811400000.0,2010-05-22
8801700000.0,2010-05-23
8808400000.0,2010-05-24
24956000000.0,2010-05-25
832770000.0,2010-05-26
108390000.0,2010-05-27
3494200000.0,2010-05-28
6825900000.0,2010-05-29
8361900000.0,2010-05-30
8590800000.0,2010-05-31
8600200000.0,2010-06-01
8618600000.0,2010-06-02
8620200000.0,2010-06-03
8611200000.0,2010-06-04
8628300000.0,2010-06-05
8586000000.0,2010-06-06
8562400000.0,2010-06-07
8533799999.999999,2010-06-08
8480700000.000001,2010-06-09
8453700000.000001,2010-06-10
8181400000.0,2010-06-11
8180200000.0,2010-06-12
8352500000.0,2010-06-13
8422799999.999999,2010-06-14
8409600000.0,2010-06-15
8347000000.0,2010-06-16
8376700000.000001,2010-06-17
8374100000.0,2010-06-18
