conc_benth,date
0.0,2009-01-01
0.0,2009-01-02
0.0,2009-01-03
0.0,2009-01-04
0.0,2009-01-05
0.0,2009-01-06
0.0,2009-01-07
0.0,2009-01-08
0.0,2009-01-09
0.0,2009-01-10
0.0,2009-01-11
0.0,2009-01-12
0.0,2009-01-13
0.0,2009-01-14
0.0,2009-01-15
0.0,2009-01-16
0.0,2009-01-17
0.0,2009-01-18
0.0,2009-01-19
0.0,2009-01-20
1036700000.0,2009-01-21
1240900000.0,2009-01-22
1219400000.0,2009-01-23
1198300000.0,2009-01-24
1178200000.0,2009-01-25
1162800000.0,2009-01-26
1157800000.0,2009-01-27
1156200000.0,2009-01-28
1155100000.0,2009-01-29
1154100000.0,2009-01-30
1153200000.0,2009-01-31
1152300000.0,2009-02-01
1151300000.0,2009-02-02
1150400000.0,2009-02-03
1149400000.0,2009-02-04
1148400000.0,2009-02-05
2936100000.0,2009-02-06
3070000000.0,2009-02-07
3193200000.0,2009-02-08
3158500000.0,2009-02-09
3113700000.0,2009-02-10
3075700000.0,2009-02-11
3023100000.0,2009-02-12
2971400000.0,2009-02-13
2919800000.0,2009-02-14
2869200000.0,2009-02-15
2818900000.0,2009-02-16
2769600000.0,2009-02-17
2721600000.0,2009-02-18
2683800000.0,2009-02-19
2671800000.0,2009-02-20
2667900000.0,2009-02-21
2643100000.0,2009-02-22
2596600000.0,2009-02-23
2556500000.0,2009-02-24
2532900000.0,2009-02-25
2505900000.0,2009-02-26
2470500000.0,2009-02-27
2459400000.0,2009-02-28
2435500000.0,2009-03-01
2392600000.0,2009-03-02
2350400000.0,2009-03-03
2309200000.0,2009-03-04
2276500000.0,2009-03-05
2266200000.0,2009-03-06
2263000000.0,2009-03-07
2260800000.0,2009-03-08
2258700000.0,2009-03-09
2256500000.0,2009-03-10
2254400000.0,2009-03-11
2252500000.0,2009-03-12
2250600000.0,2009-03-13
2248700000.0,2009-03-14
2246300000.0,2009-03-15
2243800000.0,2009-03-16
2241400000.0,2009-03-17
2239300000.0,2009-03-18
2237000000.0,2009-03-19
2234900000.0,2009-03-20
2687000000.0,2009-03-21
3723900000.0,2009-03-22
3683500000.0,2009-03-23
3666200000.0,2009-03-24
3659800000.0,2009-03-25
3655500000.0,2009-03-26
3651000000.0,2009-03-27
3646900000.0,2009-03-28
3642800000.0,2009-03-29
3637800000.0,2009-03-30
3633200000.0,2009-03-31
3629300000.0,2009-04-01
3625000000.0,2009-04-02
3620800000.0,2009-04-03
3616400000.0,2009-04-04
3612500000.0,2009-04-05
3609000000.0,2009-04-06
4751200000.0,2009-04-07
4673300000.0,2009-04-08
4591100000.0,2009-04-09
4510300000.0,2009-04-10
4445800000.0,2009-04-11
4424900000.0,2009-04-12
4417600000.0,2009-04-13
4412200000.0,2009-04-14
4406200000.0,2009-04-15
4400800000.0,2009-04-16
4395900000.0,2009-04-17
4391500000.0,2009-04-18
4387400000.0,2009-04-19
4383200000.0,2009-04-20
4378800000.0,2009-04-21
4374200000.0,2009-04-22
4369300000.0,2009-04-23
4363900000.0,2009-04-24
4358600000.0,2009-04-25
4353700000.0,2009-04-26
4348900000.0,2009-04-27
4343600000.0,2009-04-28
4338300000.0,2009-04-29
4333500000.0,2009-04-30
5850600000.0,2009-05-01
5749200000.0,2009-05-02
5647700000.0,2009-05-03
5551500000.0,2009-05-04
5457400000.0,2009-05-05
5378400000.0,2009-05-06
5352300000.0,2009-05-07
5342000000.0,2009-05-08
5334100000.0,2009-05-09
5326900000.0,2009-05-10
5320200000.0,2009-05-11
5313500000.0,2009-05-12
5306600000.0,2009-05-13
5299400000.0,2009-05-14
5292200000.0,2009-05-15
5284700000.0,2009-05-16
5277500000.0,2009-05-17
5270800000.0,2009-05-18
5263600000.0,2009-05-19
5256200000.0,2009-05-20
5249700000.0,2009-05-21
5243200000.0,2009-05-22
5236200000.0,2009-05-23
5228800000.0,2009-05-24
5221300000.0,2009-05-25
5213800000.0,2009-05-26
5206000000.0,2009-05-27
5198200000.0,2009-05-28
5190100000.0,2009-05-29
5181600000.0,2009-05-30
5172900000.0,2009-05-31
5163900000.0,2009-06-01
5155000000.0,2009-06-02
6077700000.0,2009-06-03
6901700000.0,2009-06-04
6808100000.0,2009-06-05
6771900000.0,2009-06-06
6756500000.0,2009-06-07
6744500000.0,2009-06-08
6732500000.0,2009-06-09
6720200000.0,2009-06-10
6708100000.0,2009-06-11
6696200000.0,2009-06-12
6684200000.0,2009-06-13
6672200000.0,2009-06-14
6660700000.0,2009-06-15
6649700000.0,2009-06-16
6638700000.0,2009-06-17
6627600000.0,2009-06-18
6616100000.0,2009-06-19
6604100000.0,2009-06-20
6592000000.0,2009-06-21
6580400000.0,2009-06-22
6568300000.0,2009-06-23
6556800000.0,2009-06-24
6545100000.0,2009-06-25
6533500000.0,2009-06-26
6522200000.0,2009-06-27
6510200000.0,2009-06-28
6498100000.0,2009-06-29
6486300000.0,2009-06-30
6474100000.0,2009-07-01
6461600000.0,2009-07-02
6448800000.0,2009-07-03
6435900000.0,2009-07-04
6422700000.0,2009-07-05
6409200000.0,2009-07-06
6395900000.0,2009-07-07
6382500000.0,2009-07-08
6369100000.0,2009-07-09
6355900000.0,2009-07-10
6342500000.0,2009-07-11
6329000000.0,2009-07-12
6315000000.0,2009-07-13
6300200000.0,2009-07-14
6285700000.0,2009-07-15
6272100000.0,2009-07-16
6258800000.0,2009-07-17
6245400000.0,2009-07-18
6231700000.0,2009-07-19
6217200000.0,2009-07-20
6201900000.0,2009-07-21
6186900000.0,2009-07-22
6172300000.0,2009-07-23
6157900000.0,2009-07-24
6143200000.0,2009-07-25
6129100000.0,2009-07-26
6115000000.0,2009-07-27
6100400000.0,2009-07-28
6085300000.0,2009-07-29
6070300000.0,2009-07-30
6055300000.0,2009-07-31
6040400000.0,2009-08-01
6025600000.0,2009-08-02
6010700000.0,2009-08-03
5996000000.0,2009-08-04
5981300000.0,2009-08-05
5966300000.0,2009-08-06
5951900000.0,2009-08-07
5938100000.0,2009-08-08
5924100000.0,2009-08-09
5910500000.0,2009-08-10
5896500000.0,2009-08-11
5881700000.0,2009-08-12
5867000000.0,2009-08-13
5852100000.0,2009-08-14
5837700000.0,2009-08-15
5823900000.0,2009-08-16
5810600000.0,2009-08-17
5797500000.0,2009-08-18
5784700000.0,2009-08-19
5771400000.0,2009-08-20
5758100000.0,2009-08-21
5745100000.0,2009-08-22
5731500000.0,2009-08-23
5717800000.0,2009-08-24
5704800000.0,2009-08-25
5692300000.0,2009-08-26
5680300000.0,2009-08-27
5668400000.0,2009-08-28
5655900000.0,2009-08-29
5643000000.0,2009-08-30
5629400000.0,2009-08-31
5616500000.0,2009-09-01
5604300000.0,2009-09-02
5592000000.0,2009-09-03
5579100000.0,2009-09-04
5565600000.0,2009-09-05
5552100000.0,2009-09-06
5539100000.0,2009-09-07
5526700000.0,2009-09-08
5514800000.0,2009-09-09
5503000000.0,2009-09-10
5491700000.0,2009-09-11
5479800000.0,2009-09-12
5467000000.0,2009-09-13
15527000000.0,2009-09-14
15963000000.0,2009-09-15
15876000000.0,2009-09-16
15834000000.0,2009-09-17
15800000000.0,2009-09-18
15767000000.0,2009-09-19
15733000000.0,2009-09-20
15700000000.0,2009-09-21
15667000000.0,2009-09-22
15634000000.0,2009-09-23
15601000000.0,2009-09-24
15569000000.0,2009-09-25
15537000000.0,2009-09-26
15504000000.0,2009-09-27
15470000000.0,2009-09-28
15434000000.0,2009-09-29
15398000000.0,2009-09-30
15362000000.0,2009-10-01
15329000000.0,2009-10-02
15298000000.0,2009-10-03
15266000000.0,2009-10-04
15235000000.0,2009-10-05
15205000000.0,2009-10-06
15176000000.0,2009-10-07
15149000000.0,2009-10-08
15122000000.0,2009-10-09
15096000000.0,2009-10-10
15069000000.0,2009-10-11
15041000000.0,2009-10-12
16355000000.0,2009-10-13
16057000000.0,2009-10-14
15818000000.0,2009-10-15
15735000000.0,2009-10-16
15700000000.0,2009-10-17
15674000000.0,2009-10-18
15539000000.0,2009-10-19
15325000000.0,2009-10-20
15250000000.0,2009-10-21
15218000000.0,2009-10-22
15194000000.0,2009-10-23
15170000000.0,2009-10-24
15146000000.0,2009-10-25
15121000000.0,2009-10-26
15095000000.0,2009-10-27
15061000000.0,2009-10-28
15030000000.0,2009-10-29
15007000000.0,2009-10-30
14987000000.0,2009-10-31
14969000000.0,2009-11-01
14951000000.0,2009-11-02
14933000000.0,2009-11-03
14915000000.0,2009-11-04
14895000000.0,2009-11-05
14875000000.0,2009-11-06
14857000000.0,2009-11-07
14837000000.0,2009-11-08
14818000000.0,2009-11-09
14802000000.0,2009-11-10
14786000000.0,2009-11-11
15373000000.0,2009-11-12
15655000000.0,2009-11-13
15666000000.0,2009-11-14
15651000000.0,2009-11-15
15635000000.0,2009-11-16
17324000000.0,2009-11-17
17294000000.0,2009-11-18
17047000000.0,2009-11-19
16841000000.0,2009-11-20
16595000000.0,2009-11-21
16502000000.0,2009-11-22
16469000000.0,2009-11-23
16448000000.0,2009-11-24
16432000000.0,2009-11-25
16417000000.0,2009-11-26
16584000000.0,2009-11-27
16546000000.0,2009-11-28
16495000000.0,2009-11-29
16470000000.0,2009-11-30
16455000000.0,2009-12-01
16441000000.0,2009-12-02
16427000000.0,2009-12-03
16413000000.0,2009-12-04
16400000000.0,2009-12-05
16385000000.0,2009-12-06
17396000000.0,2009-12-07
17150000000.0,2009-12-08
17070000000.0,2009-12-09
17044000000.0,2009-12-10
16887000000.0,2009-12-11
16590000000.0,2009-12-12
16300000000.0,2009-12-13
16030000000.0,2009-12-14
15832000000.0,2009-12-15
15768000000.0,2009-12-16
15746000000.0,2009-12-17
15731000000.0,2009-12-18
15719000000.0,2009-12-19
15706000000.0,2009-12-20
15696000000.0,2009-12-21
15619000000.0,2009-12-22
15405000000.0,2009-12-23
15336000000.0,2009-12-24
15315000000.0,2009-12-25
15302000000.0,2009-12-26
15279000000.0,2009-12-27
15064000000.0,2009-12-28
14900000000.0,2009-12-29
14655000000.0,2009-12-30
14456000000.0,2009-12-31
14310000000.0,2010-01-01
14130000000.0,2010-01-02
14073000000.0,2010-01-03
14054000000.0,2010-01-04
14043000000.0,2010-01-05
14032000000.0,2010-01-06
14020000000.0,2010-01-07
14476000000.0,2010-01-08
14579000000.0,2010-01-09
14560000000.0,2010-01-10
14547000000.0,2010-01-11
14579000000.0,2010-01-12
14324000000.0,2010-01-13
14119000000.0,2010-01-14
14054000000.0,2010-01-15
14032000000.0,2010-01-16
13901000000.0,2010-01-17
13657000000.0,2010-01-18
13416000000.0,2010-01-19
13180000000.0,2010-01-20
12948000000.0,2010-01-21
12721000000.0,2010-01-22
12500000000.0,2010-01-23
12286000000.0,2010-01-24
12074000000.0,2010-01-25
11863000000.0,2010-01-26
11695000000.0,2010-01-27
11641000000.0,2010-01-28
11546000000.0,2010-01-29
11356000000.0,2010-01-30
11199000000.0,2010-01-31
11149000000.0,2010-02-01
11133000000.0,2010-02-02
11123000000.0,2010-02-03
11022000000.0,2010-02-04
10829000000.0,2010-02-05
10639000000.0,2010-02-06
10464000000.0,2010-02-07
10302000000.0,2010-02-08
10129000000.0,2010-02-09
9985100000.0,2010-02-10
9939700000.0,2010-02-11
9924600000.0,2010-02-12
9914700000.0,2010-02-13
9906000000.0,2010-02-14
9897200000.0,2010-02-15
9888100000.0,2010-02-16
9879500000.0,2010-02-17
9871700000.0,2010-02-18
9863400000.0,2010-02-19
9854600000.0,2010-02-20
9844700000.0,2010-02-21
9834800000.0,2010-02-22
10633000000.0,2010-02-23
10449000000.0,2010-02-24
10300000000.0,2010-02-25
10176000000.0,2010-02-26
9996700000.0,2010-02-27
9853600000.0,2010-02-28
9807600000.0,2010-03-01
9712200000.0,2010-03-02
9541300000.0,2010-03-03
9379700000.0,2010-03-04
9257100000.0,2010-03-05
9217600000.0,2010-03-06
9203900000.0,2010-03-07
9194100000.0,2010-03-08
9183900000.0,2010-03-09
9154200000.0,2010-03-10
9025200000.0,2010-03-11
8917300000.0,2010-03-12
8779600000.0,2010-03-13
8698500000.0,2010-03-14
8671200000.0,2010-03-15
8660300000.0,2010-03-16
8652100000.0,2010-03-17
8643200000.0,2010-03-18
8633400000.0,2010-03-19
8625000000.0,2010-03-20
8617000000.0,2010-03-21
8608900000.0,2010-03-22
8600100000.0,2010-03-23
8591000000.0,2010-03-24
9194900000.0,2010-03-25
9257500000.0,2010-03-26
9230500000.0,2010-03-27
9219100000.0,2010-03-28
9208800000.0,2010-03-29
9491500000.0,2010-03-30
9469900000.0,2010-03-31
9336400000.0,2010-04-01
9275200000.0,2010-04-02
9212400000.0,2010-04-03
9119900000.0,2010-04-04
8960200000.0,2010-04-05
8833700000.0,2010-04-06
8792900000.0,2010-04-07
8779500000.0,2010-04-08
8770100000.0,2010-04-09
8760300000.0,2010-04-10
9427900000.0,2010-04-11
9263000000.0,2010-04-12
9099600000.0,2010-04-13
8968900000.0,2010-04-14
8927400000.0,2010-04-15
8913700000.0,2010-04-16
8903900000.0,2010-04-17
8895700000.0,2010-04-18
8887900000.0,2010-04-19
9162200000.0,2010-04-20
9001500000.0,2010-04-21
8873300000.0,2010-04-22
8832100000.0,2010-04-23
8818000000.0,2010-04-24
8808200000.0,2010-04-25
8798200000.0,2010-04-26
8716300000.0,2010-04-27
8566700000.000001,2010-04-28
8438900000.0,2010-04-29
8357500000.0,2010-04-30
8328200000.000001,2010-05-01
8314000000.0,2010-05-02
8301700000.000001,2010-05-03
8291600000.0,2010-05-04
8281400000.0,2010-05-05
8270600000.0,2010-05-06
8260000000.0,2010-05-07
8250700000.000001,2010-05-08
8240799999.999999,2010-05-09
8911000000.0,2010-05-10
8786300000.0,2010-05-11
8742200000.0,2010-05-12
8725600000.0,2010-05-13
8714900000.0,2010-05-14
8705700000.0,2010-05-15
8696900000.0,2010-05-16
8686500000.0,2010-05-17
8675800000.0,2010-05-18
8665900000.0,2010-05-19
8655600000.0,2010-05-20
8644500000.0,2010-05-21
8632500000.0,2010-05-22
8621000000.0,2010-05-23
8609400000.0,2010-05-24
8914400000.0,2010-05-25
8770500000.0,2010-05-26
8626500000.0,2010-05-27
8498900000.0,2010-05-28
8444500000.0,2010-05-29
8423900000.0,2010-05-30
8412200000.000001,2010-05-31
8401200000.000001,2010-06-01
8390400000.0,2010-06-02
8380000000.0,2010-06-03
8369600000.0,2010-06-04
8359100000.0,2010-06-05
8348700000.000001,2010-06-06
8337600000.0,2010-06-07
8326299999.999999,2010-06-08
8314299999.999999,2010-06-09
8301799999.999999,2010-06-10
8287500000.0,2010-06-11
8269900000.0,2010-06-12
8254799999.999999,2010-06-13
8242000000.0,2010-06-14
