day,percent.001,percent.023,percent.159,percent.5,percent.841,percent.977,percent.999
1,2009-01-01,1e-08,0,0,0,0,0,0
2,2009-01-02,1e-08,0,0,0,0,0,0
3,2009-01-03,1e-08,0,0,0,467667200,1166598400,1279660800
4,2009-01-04,1e-08,0,0,0,18030740,44977780,49336860
5,2009-01-05,1e-08,0,0,0,9912812,24727564,27124068
6,2009-01-06,1e-08,0,0,0,8479016,21150952,23200824
7,2009-01-07,1e-08,0,0,0,8224216,20515352,22503624
8,2009-01-08,1e-08,0,0,0,8177624,20399128,22376136
9,2009-01-09,1e-08,0,0,0,8168160,20375520,22350240
10,2009-01-10,1e-08,0,0,0,8164520,20366440,22340280
11,2009-01-11,1e-08,0,0,0,8162700,20361900,22335300
12,2009-01-12,1e-08,0,0,0,8161608,20359176,22332312
13,2009-01-13,1e-08,0,0,0,8159424,20353728,22326336
14,2009-01-14,1e-08,0,0,0,8156876,20347372,22319364
15,2009-01-15,1e-08,0,0,0,8048040,20075880,22021560
16,2009-01-16,1e-08,0,0,0,8002904,19963288,21898056
17,2009-01-17,1e-08,0,0,0,8029112,20028664,21969768
18,2009-01-18,1e-08,0,0,0,8024744,20017768,21957816
19,2009-01-19,1e-08,0,0,0,7989436,19929692,21861204
20,2009-01-20,1e-08,0,0,0,7974512,19892464,21820368
21,2009-01-21,1e-08,0,0,0,7991620,19935140,21867180
22,2009-01-22,24895028000,27601644000,44333452000,6.0233e+10,88677080000,110148760000,113622120000
23,2009-01-23,84749624,88833352,114078216,158700000,192778040,241525880,249411560
24,2009-01-24,3419038,3578274,4562642,19971000,46277360,56743920,58437040
25,2009-01-25,1156802800,1247064400,1805045200,3857300000,14854684000,17645948000,18097476000
26,2009-01-26,385308120,401546760,501931080,615660000,808711360,1013385920,1046495040
27,2009-01-27,636887680,662356640,819801120,1.003e+09,1318068400,1651594800,1705547600
28,2009-01-28,675822080,702707840,868910720,1062800000,1396754400,1750136800,1807301600
29,2009-01-29,680990440,708060120,875399960,1070700000,1407101600,1763095200,1820682400
30,2009-01-30,688023000,715369000,884417000,1081700000,1421576800,1781269600,1839455200
31,2009-01-31,688694200,716066600,885277800,1082800000,1422995200,1783014400,1841252800
32,2009-02-01,685288040,712524920,880898360,1077400000,1415930400,1774208800,1832165600
33,2009-02-02,685949240,713212520,881749160,1078500000,1417312400,1775862800,1833863600
34,2009-02-03,686039360,713305280,881858240,1078600000,1417485200,1776144400,1834162800
35,2009-02-04,685378160,712617680,881007440,1077600000,1416130400,1774408800,1832365600
36,2009-02-05,680439280,707483440,874665520,1069800000,1405919600,1761641200,1819184400
37,2009-02-06,1069692000,1078316000,1131628000,1820900000,158889160000,206592520000,214309240000
38,2009-02-07,1066591200,1075197600,1128400800,1683100000,4116480400,7555158800,8111415600
39,2009-02-08,1064990400,1073579200,1126673600,1812900000,3581366800,4742099600,4929865200
40,2009-02-09,5314331600,5935426800,9774924400,2.1478e+10,25327068000,25564796000,25603252000
41,2009-02-10,661191320,675520360,764099880,1164800000,1948140800,2226777600,2271851200
42,2009-02-11,16881780000,17228940000,19375020000,3.2233e+10,71334072000,124481784000,133079208000
43,2009-02-12,182358640,187608720,220063760,250830000,932021080,1424596760,1504278120
44,2009-02-13,938929640,979401720,1229592760,1789700000,2108520800,2466037600,2523871200
45,2009-02-14,24650892,25000516,27161828,32454000,44555532,52559404,53854148
46,2009-02-15,886595360,924773280,1160782240,1.688e+09,1985254800,2312035600,2364897200
47,2009-02-16,49326672,52113456,69340848,86425000,245934640,327676080,340898960
48,2009-02-17,23185404,24008292,29095236,34050000,47440608,52430176,53237312
49,2009-02-18,8329271.2,8616837.6,10394520.8,18346000,29653900,34672300,35484100
50,2009-02-19,861619440,898567120,1126970960,1637600000,1925720400,2241838800,2292975600
51,2009-02-20,1491908000,1555884000,1951372000,2835200000,3336808800,3880373600,3968303200
52,2009-02-21,1595309200,1663711600,2086562800,3031600000,3568279200,4149162400,4243128800
53,2009-02-22,1584488000,1652424000,2072392000,3011100000,3544085600,4120943200,4214258400
54,2009-02-23,6044831.2,6120317.6,6586960.8,12686000,41223300,61936100,65286700
55,2009-02-24,13528924,16563252,35320916,74404000,206305960,355302120,379404440
56,2009-02-25,840483440,876639120,1100146960,1604500000,1901657200,2300028400,2364470800
57,2009-02-26,1418664400,1479481200,1855439600,2696900000,3177494400,3713116800,3799761600
58,2009-02-27,1526173200,1591583600,1995938800,2900200000,3415139600,3977581200,4068564400
59,2009-02-28,1541903600,1607982800,2016472400,2929800000,3449742000,4015774000,4107338000
60,2009-03-01,1523467600,1588754800,1992348400,2894800000,3408473600,3967379200,4057790400
61,2009-03-02,115504520,118243960,135178680,170230000,389331200,675366400,721636800
62,2009-03-03,40568340,51641820,120096060,364840000,893469920,1047030240,1071870880
63,2009-03-04,6786246.4,7310867.2,10553977.6,29288000,168138400,239184800,250677600
64,2009-03-05,773540680,806775640,1012228120,1475100000,1731079600,2026961200,2074824400
65,2009-03-06,1339315200,1396849600,1752516800,2553200000,2999456000,3504832000,3586584000
66,2009-03-07,1431996000,1493508000,1873764000,2729700000,3207188000,3746836000,3834132000
67,2009-03-08,1441214000,1503122000,1885826000,2747300000,3227844800,3770865600,3858707200
68,2009-03-09,1437506800,1499256400,1880981200,2740200000,3219598400,3761204800,3848817600
69,2009-03-10,1435904000,1497592000,1878936000,2737300000,3216198000,3757206000,3844722000
70,2009-03-11,1442016000,1503968000,1886944000,2.749e+09,3229863200,3773210400,3861104800
71,2009-03-12,1441614800,1503540400,1886353200,2.748e+09,3228754000,3771938000,3859806000
72,2009-03-13,1444020000,1506060000,1889580000,2752800000,3234372800,3778481600,3866499200
73,2009-03-14,1431295200,1492789600,1872936800,2728600000,3205869600,3745191200,3832434400
74,2009-03-15,1417568000,1478464000,1854912000,2702300000,3175075200,3709174400,3795572800
75,2009-03-16,1415063200,1475853600,1851648800,2697500000,3169456400,3702630800,3788879600
76,2009-03-17,1425583600,1486822800,1865392400,2717600000,3193013600,3730159200,3817050400
77,2009-03-18,1424180800,1485358400,1863547200,2714900000,3189749600,3726351200,3813154400
78,2009-03-19,1424982400,1486195200,1864601600,2716400000,3191531600,3728405200,3815252400
79,2009-03-20,1427687600,1489014800,1868128400,2721500000,3197623200,3735530400,3822544800
80,2009-03-21,1412157600,1472824800,1847858400,2.692e+09,3162928400,3695014800,3781087600
81,2009-03-22,1405644800,1466030400,1839323200,2679600000,3148354000,3677938000,3763606000
82,2009-03-23,1403640800,1463938400,1836687200,2675800000,3143880800,3672757600,3758311200
83,2009-03-24,1400534400,1460691200,1832569600,2669700000,3136780000,3664460000,3749820000
84,2009-03-25,1405544400,1465921200,1839159600,2679400000,3148117600,3677647200,3763306400
85,2009-03-26,1397328400,1457353200,1828415600,2663600000,3129579200,3656062400,3741228800
86,2009-03-27,1394422800,1454324400,1824625200,2658200000,3123251200,3648646400,3733636800
87,2009-03-28,1404342000,1464666000,1837578000,2677100000,3145426400,3674520800,3760109600
88,2009-03-29,1383100800,1442518400,1809827200,2636700000,3097912000,3619064000,3703368000
89,2009-03-30,1374384000,1433432000,1798456000,2620100000,3078391600,3596225200,3679992400
90,2009-03-31,1394022400,1453915200,1824161600,2657500000,3122378400,3647664800,3732637600
91,2009-04-01,1389312800,1448994400,1817935200,2648400000,3111740800,3635177600,3719851200
92,2009-04-02,1387609200,1447211600,1815662800,2645100000,3107804000,3630588000,3715156000
93,2009-04-03,1379594000,1438862000,1805246000,2629900000,3090002000,3609794000,3693878000
94,2009-04-04,1385204800,1444710400,1812563200,2640600000,3102521600,3624435200,3708862400
95,2009-04-05,1395725200,1455679600,1826306800,2660600000,3126042400,3651872800,3736933600
96,2009-04-06,1400434400,1460591200,1832469600,2669600000,3136643600,3664269200,3749620400
97,2009-04-07,1385806000,1445338000,1813354000,2641700000,3103867200,3625998400,3710460800
98,2009-04-08,400852120,425978760,581307080,3724600000,7004388000,7911236000,8057932000
99,2009-04-09,790174320,817769360,988356880,1378400000,1649280400,1891958800,1931215600
100,2009-04-10,33962204,33988692,34152436,221490000,655844520,665326440,666860280
101,2009-04-11,776798440,803384120,967731960,1345300000,1613020000,1846940000,1884780000
102,2009-04-12,1344090800,1390088400,1674437200,2327800000,2791025200,3195924400,3261422800
103,2009-04-13,1437035200,1486209600,1790196800,2488700000,2983934800,3416795600,3486817200
104,2009-04-14,1430024400,1478961200,1781479600,2476500000,2969315200,3400054400,3469732800
105,2009-04-15,1428322000,1477206000,1779398000,2473700000,2965987600,3396237200,3465836400
106,2009-04-16,1438337200,1487555600,1791814800,2490900000,2986589600,3419831200,3489914400
107,2009-04-17,1447151200,1496677600,1802840800,2506200000,3004973200,3440880400,3511394800
108,2009-04-18,1453460800,1503198400,1810667200,2517100000,3018047200,3455858400,3526680800
109,2009-04-19,1455364000,1505172000,1813076000,2520500000,3022111200,3460466400,3531376800
110,2009-04-20,1451157600,1500824800,1807858400,2513200000,3013310400,3450468800,3521185600
111,2009-04-21,1447151200,1496677600,1802840800,2506200000,3004973200,3440880400,3511394800
112,2009-04-22,1445048000,1494504000,1800232000,2502600000,3000636400,3435890800,3506299600
113,2009-04-23,1432929200,1481971600,1785142800,2481600000,2975434000,3407098000,3476926000
114,2009-04-24,1427019600,1475850800,1777716400,2471300000,2963132800,3393001600,3462539200
115,2009-04-25,1432027600,1481034800,1783988400,2480100000,2973615600,3404953200,3474728400
116,2009-04-26,1437636000,1486828000,1790924000,2489700000,2985144000,3418168000,3488216000
117,2009-04-27,1427921200,1476787600,1778870800,2.473e+09,2965114800,3395255600,3464837200
118,2009-04-28,1419408000,1467984000,1768272000,2458200000,2947367600,3374897200,3444056400
119,2009-04-29,1424015200,1472749600,1774016800,2466200000,2957014000,3385958000,3455346000
120,2009-04-30,1436434400,1485591200,1789469600,2487600000,2982689200,3415332400,3485318800
121,2009-05-01,1417404800,1465910400,1765763200,2454700000,2943167200,3370098400,3439160800
122,2009-05-02,51633056,51898288,53537904,103900000,155473240,168480280,170584360
123,2009-05-03,529665200,548259600,663206800,942990000,1252096800,1709709600,1783735200
124,2009-05-04,1059772800,1096574400,1324075200,1861800000,2351406000,2958782000,3057034000
125,2009-05-05,1683295200,2050589600,4321136800,6024500000,6226139200,6339182400,6357468800
126,2009-05-06,768735920,793286160,945051280,1287400000,1523550800,1721947600,1754041200
127,2009-05-07,1319816800,1361986400,1622671200,2211300000,2617200800,2958397600,3013591200
128,2009-05-08,1402937200,1447755600,1724814800,2350600000,2782015200,3144754400,3203432800
129,2009-05-09,1418259600,1463570800,1743676400,2376300000,2812436000,3179092000,3238404000
130,2009-05-10,1426872000,1472456000,1754248000,2390700000,2829528400,3198414800,3258087600
131,2009-05-11,1428374400,1474011200,1756129600,2393200000,2832483200,3201750400,3261484800
132,2009-05-12,1427273200,1472883600,1754838800,2391500000,2830437600,3199487200,3259186400
133,2009-05-13,1419662000,1465026000,1745458000,2378700000,2815290800,3182327600,3241701200
134,2009-05-14,1418360000,1463680000,1743840000,2376500000,2812772400,3179482800,3238803600
135,2009-05-15,1414053600,1459232800,1738522400,2369300000,2804208000,3169776000,3228912000
136,2009-05-16,1412752000,1457896000,1736968000,2367200000,2801689600,3166931200,3226014400
137,2009-05-17,1425270000,1470810000,1752330000,2388100000,2826437200,3194888400,3254490800
138,2009-05-18,1423066400,1468527200,1749557600,2384300000,2821973200,3189880400,3249394800
139,2009-05-19,1410548800,1455622400,1734259200,2363500000,2797325600,3162023200,3221018400
140,2009-05-20,1419060800,1464398400,1744667200,2377600000,2814018000,3180946000,3240302000
141,2009-05-21,1424469200,1469991600,1751402800,2386800000,2824928000,3193216000,3252792000
142,2009-05-22,1417158400,1462443200,1742385600,2374500000,2810354000,3176738000,3236006000
143,2009-05-23,1407744400,1452721200,1730759600,2358700000,2791652400,3155642800,3214523600
144,2009-05-24,1403838800,1448692400,1725969200,2352200000,2783960800,3146917600,3205631200
145,2009-05-25,1402436800,1447246400,1724251200,2349800000,2781106000,3143682000,3202334000
146,2009-05-26,1398130800,1442808400,1718997200,2342700000,2772678000,3134166000,3192642000
147,2009-05-27,1399532400,1444245200,1720651600,2344900000,2775396400,3137210800,3195739600
148,2009-05-28,1397830400,1442499200,1718633600,2342200000,2772105200,3133484400,3191942800
149,2009-05-29,1389217600,1433604800,1707998400,2327600000,2754849200,3114052400,3172158800
150,2009-05-30,1385412000,1429676000,1703308000,2321300000,2747357600,3105527200,3163466400
151,2009-05-31,1381706800,1425856400,1698781200,2315100000,2740038800,3097283600,3155073200
152,2009-06-01,1376699600,1420690800,1692636400,2306800000,2730201600,3086195200,3143782400
153,2009-06-02,1384110000,1428330000,1701690000,2319100000,2744739200,3102582400,3160468800
154,2009-06-03,1384010400,1428239200,1701653600,2.319e+09,2744739200,3102582400,3160468800
155,2009-06-04,2728516800,32598286400,217247771200,5.7198e+11,889582880000,1127811360000,1166348320000
156,2009-06-05,1376035600,1634218800,3230260400,6.625e+09,13081149600,20349751200,21525554400
157,2009-06-06,1394372400,1921765200,5182011600,1.0412e+10,16647076000,20840772000,21519164000
158,2009-06-07,1398032800,1970754400,5511215200,1.1051e+10,17253644000,20937068000,21532916000
159,2009-06-08,1391247600,1968694800,5538368400,1.1102e+10,17267756000,20846732000,21425684000
160,2009-06-09,1381116000,1955668000,5507444000,1.104e+10,17159820000,20698540000,21270980000
161,2009-06-10,1377753600,1950932800,5494222400,1.1013e+10,17116448000,20642656000,21213072000
162,2009-06-11,1379178800,1952912400,5499629200,1.1024e+10,17132632000,20662104000,21233048000
163,2009-06-12,1377957600,1951224800,5495058400,1.1015e+10,17118448000,20644656000,21215072000
164,2009-06-13,1372865600,1944108800,5475430400,1.0975e+10,17057440000,20571680000,21140160000
165,2009-06-14,1373572000,1944956000,5477148000,1.0979e+10,17062168000,20577496000,21146152000
166,2009-06-15,1376728000,1949344000,5489152000,1.1003e+10,17099900000,20622300000,21192100000
167,2009-06-16,1376121200,1948587600,5487470800,1.0999e+10,17094536000,20616392000,21186104000
168,2009-06-17,1373676800,1945166400,5478011200,1.098e+10,17065168000,20580496000,21149152000
169,2009-06-18,1368584000,1938032000,5458256000,1.0941e+10,17003796000,20506612000,21073244000
170,2009-06-19,1361042400,1927375200,5428341600,1.0881e+10,16911056000,20394832000,20958384000
171,2009-06-20,1352686000,1915578000,5395274000,1.0815e+10,16807860000,20270420000,20830540000
172,2009-06-21,1357868800,1922582400,5413539200,1.0851e+10,16863868000,20338396000,20900452000
173,2009-06-22,1351462400,1913835200,5390321600,1.0805e+10,16792676000,20251972000,20811564000
174,2009-06-23,1353793600,1916852800,5397582400,1.0819e+10,16813952000,20278144000,20838528000
175,2009-06-24,1355630800,1919508400,5405297200,1.0835e+10,16838228000,20307316000,20868492000
176,2009-06-25,1349523600,1911042800,5382252400,1.0789e+10,16767036000,20220892000,20779604000
177,2009-06-26,1354302000,1917546000,5399418000,1.0823e+10,16819680000,20284960000,20845520000
178,2009-06-27,1347182000,1907786000,5373338000,1.0771e+10,16739396000,20187812000,20745644000
179,2009-06-28,1340349600,1898040800,5345586400,1.0715e+10,16652748000,20083756000,20638772000
180,2009-06-29,1344821600,1904096800,5361434400,1.0746e+10,16701300000,20142100000,20698700000
181,2009-06-30,1342282800,1900704400,5352765200,1.0729e+10,16674660000,20110020000,20665740000
182,2009-07-01,1336169600,1892100800,5328766400,1.0681e+10,16600468000,20020596000,20573852000
183,2009-07-02,1331582000,1885586000,5310338000,1.0644e+10,16543096000,19950712000,20501944000
184,2009-07-03,1328216400,1880777200,5296607600,1.0617e+10,16500272000,19899184000,20449008000
185,2009-07-04,1325565600,1877008800,5285930400,1.0595e+10,16466904000,19859288000,20408056000
186,2009-07-05,1318028800,1866462400,5256779200,1.0537e+10,16376528000,19750416000,20296192000
187,2009-07-06,1318018800,1866232400,5255189200,1.0534e+10,16370800000,19743600000,20289200000
188,2009-07-07,1314660800,1861598400,5242667200,1.0509e+10,16332340000,19696980000,20241260000
189,2009-07-08,1312924000,1859052000,5235116000,1.0493e+10,16308064000,19667808000,20211296000
190,2009-07-09,1313330800,1859608400,5236597200,1.0496e+10,16312792000,19673624000,20217288000
191,2009-07-10,1310581600,1855776800,5226074400,1.0475e+10,16280060000,19633820000,20176340000
192,2009-07-11,1307217600,1851004800,5212598400,1.0448e+10,16238236000,19583292000,20124404000
193,2009-07-12,1303754000,1846142000,5199086000,1.0421e+10,16196412000,19532764000,20072468000
194,2009-07-13,1289394400,1826071200,5143709600,1.0311e+10,16024116000,19325652000,19859724000
195,2009-07-14,1286627200,1821825600,5130324800,1.0283e+10,15981928000,19274216000,19806792000
196,2009-07-15,1297621200,1837087600,5171970800,1.0366e+10,16110764000,19429708000,19966596000
197,2009-07-16,1302012000,1843476000,5190708000,1.0404e+10,16169772000,19500684000,20039508000
198,2009-07-17,1302522800,1844224400,5192925200,1.0409e+10,16176864000,19509408000,20048496000
199,2009-07-18,1298351600,1838486800,5177504400,1.0378e+10,16129312000,19452064000,19989568000
200,2009-07-19,1290098400,1826863200,5145045600,1.0313e+10,16028116000,19329652000,19863724000
201,2009-07-20,1276244400,1807421200,5091059600,1.0205e+10,15860184000,19127448000,19655976000
202,2009-07-21,1272561600,1801916800,5074294400,1.0171e+10,15807268000,19064196000,19591052000
203,2009-07-22,1276223200,1806933600,5087688800,1.0198e+10,15848728000,19113816000,19641992000
204,2009-07-23,1278059600,1809570800,5095276400,1.0213e+10,15872640000,19142080000,19670960000
205,2009-07-24,1270019600,1798450800,5065116400,1.0153e+10,15778900000,19029300000,19555100000
206,2009-07-25,1270823600,1799342800,5066552400,1.0155e+10,15782628000,19034116000,19560092000
207,2009-07-26,1272861600,1802216800,5074594400,1.0172e+10,15807904000,19064288000,19591056000
208,2009-07-27,1265838400,1792483200,5048105600,1.0119e+10,15725984000,18966048000,19490176000
209,2009-07-28,1253205200,1774719600,4998626800,1.002e+10,15572508000,18780476000,19299412000
210,2009-07-29,1246470400,1765019200,4970593600,9963400000,15484496000,18674512000,19190544000
211,2009-07-30,1242901200,1759927600,4956090800,9934300000,15439308000,18620076000,19134612000
212,2009-07-31,1241369200,1757691600,4949502800,9.921e+09,15418396000,18594812000,19108644000
213,2009-08-01,1238722000,1754006000,4939398000,9900700000,15387028000,18556916000,19069692000
214,2009-08-02,1232406400,1745147200,4914817600,9851600000,15310472000,18464584000,18974808000
215,2009-08-03,1230972400,1742965200,4908011600,9837800000,15289560000,18439320000,18948840000
216,2009-08-04,1230665600,1742508800,4906630400,9.835e+09,15284832000,18433504000,18942848000
217,2009-08-05,1221400800,1729618400,4871327200,9764600000,15175908000,18302276000,18808012000
218,2009-08-06,1219248800,1726322400,4860959200,9743400000,15142540000,18262380000,18767060000
219,2009-08-07,1228412000,1739076000,4895908000,9813200000,15251100000,18392700000,18900900000
220,2009-08-08,1222418000,1731014000,4875062000,9771900000,15187364000,18315908000,18821996000
221,2009-08-09,1224239600,1733310800,4880296400,9.782e+09,15202548000,18334356000,18840972000
222,2009-08-10,1224752400,1734105200,4882831600,9787200000,15210640000,18344080000,18850960000
223,2009-08-11,1208668400,1711773200,4821875600,9665600000,15021796000,18116612000,18617244000
224,2009-08-12,1204980000,1706140000,4804220000,9629700000,14965788000,18048636000,18547332000
225,2009-08-13,1199074800,1697920400,4781693200,9584800000,14896324000,17965028000,18461436000
226,2009-08-14,1196214400,1693731200,4769289600,9559700000,14857228000,17918316000,18413492000
227,2009-08-15,1199674800,1698520400,4782293200,9585500000,14897324000,17966028000,18462436000
228,2009-08-16,1201614000,1701322000,4790426000,9601900000,14922964000,17997108000,18494396000
229,2009-08-17,1198662400,1697235200,4779321600,9579800000,14888232000,17955304000,18451448000
230,2009-08-18,1202222000,1702106000,4792298000,9605600000,14928692000,18003924000,18501388000
231,2009-08-19,1194492000,1691516000,4764028000,9549400000,14841044000,17898868000,18393516000
232,2009-08-20,1183382800,1675804400,4719865200,9460900000,14703752000,17732744000,18222728000
233,2009-08-21,1188052400,1682005200,4735531600,9491700000,14751304000,17790088000,18281656000
234,2009-08-22,1182155200,1673969600,4714276800,9449700000,14686204000,17711388000,18200756000
235,2009-08-23,1171048800,1658322400,4670559200,9362100000,14549640000,17547080000,18031960000
236,2009-08-24,1172867200,1660545600,4675284800,9.371e+09,14563824000,17564528000,18049936000
237,2009-08-25,1175925600,1664888800,4687570400,9395700000,14601920000,17610240000,18096880000
238,2009-08-26,1177455600,1667078800,4693840400,9408300000,14621832000,17634504000,18121848000
239,2009-08-27,1178986000,1669278000,4700174000,9.421e+09,14641380000,17657860000,18145820000
240,2009-08-28,1170639200,1657701600,4668632800,9358200000,14543912000,17540264000,18024968000
241,2009-08-29,1164621600,1649096800,4644034400,9308800000,14467356000,17447932000,17930084000
242,2009-08-30,1150567600,1629454800,4589848400,9200500000,14299060000,17244820000,17721340000
243,2009-08-31,1148408000,1625984000,4578272000,9176600000,14261964000,17200108000,17675396000
244,2009-09-01,1157571200,1638737600,4613220800,9246500000,14369888000,17330336000,17809232000
245,2009-09-02,1159924000,1642252000,4623916000,9268100000,14403620000,17371140000,17851180000
246,2009-09-03,1152597200,1632135600,4596554800,9213600000,14318972000,17269084000,17746308000
247,2009-09-04,1140064400,1614481200,4547239600,9.115e+09,14165860000,17084420000,17556540000
248,2009-09-05,1134449200,1606331600,4523422800,9066900000,14091304000,16994088000,17463656000
249,2009-09-06,1134138000,1605774000,4521342000,9062500000,14084576000,16986272000,17455664000
250,2009-09-07,1138618400,1612023200,4538525600,9096900000,14137856000,17050432000,17521584000
251,2009-09-08,1141475200,1616129600,4550356800,9120700000,14174952000,17095144000,17567528000
252,2009-09-09,1139441600,1613356800,4543014400,9106100000,14152040000,17067880000,17539560000
253,2009-09-10,1143102000,1618346000,4556218000,9132300000,14192500000,17116500000,17589500000
254,2009-09-11,1139444400,1613421200,4543459600,9107200000,14154040000,17069880000,17541560000
255,2009-09-12,1125695200,1594189600,4490336800,9.001e+09,13989108000,16870676000,17336812000
256,2009-09-13,1113256400,1576497200,4440167600,8900200000,13832632000,16682104000,17143048000
257,2009-09-14,1117822000,1582506000,4455098000,8929500000,13877820000,16736540000,17198980000
258,2009-09-15,1123432400,1590545200,4478151600,8975900000,13950012000,16823964000,17288868000
259,2009-09-16,1121604000,1588092000,4471836000,8963400000,13930464000,16800608000,17264896000
260,2009-09-17,1122924000,1589852000,4476316000,8972200000,13944284000,16817148000,17281876000
261,2009-09-18,1125877600,1593984800,4487738400,8995100000,13980016000,16859952000,17325824000
262,2009-09-19,1108984000,1570632000,4424456000,8869100000,13784080000,16623760000,17083120000
263,2009-09-20,1112010400,1574239200,4431653600,8882600000,13804992000,16649024000,17109088000
264,2009-09-21,1112427600,1575034800,4434788400,8889200000,13815084000,16660748000,17121076000
265,2009-09-22,1110796400,1572717200,4428227600,8875900000,13794536000,16636392000,17096104000
266,2009-09-23,1110388800,1572142400,4426619200,8872700000,13789808000,16630576000,17090112000
267,2009-09-24,1105807600,1565774800,4409208400,8.838e+09,13735528000,16565416000,17023192000
268,2009-09-25,1110584800,1572250400,4426183200,8871600000,13787444000,16627668000,17087116000
269,2009-09-26,1103265600,1562308800,4400030400,8819700000,13707524000,16531428000,16988236000
270,2009-09-27,1099993600,1557452800,4385382400,8790100000,13660972000,16475084000,16930308000
271,2009-09-28,1082686800,1533396400,4319601200,8658900000,13456944000,16229168000,16677616000
272,2009-09-29,1074516400,1521477200,4284507600,8.588e+09,13347020000,16096940000,16541780000
273,2009-09-30,1070540000,1515820000,4268460000,8555800000,13297104000,16036688000,16479856000
274,2009-10-01,1077557200,1525415600,4293994800,8606600000,13376024000,16131928000,16577736000
275,2009-10-02,1086221600,1537696800,4328634400,8.676e+09,13483584000,16261248000,16710576000
276,2009-10-03,1074017600,1521004800,4284198400,8587800000,13346656000,16096032000,16540784000
277,2009-10-04,1071960400,1517689200,4273103600,8.565e+09,13310924000,16053228000,16496836000
278,2009-10-05,1071250000,1516750000,4270750000,8560300000,13303832000,16044504000,16487848000
279,2009-10-06,1072266800,1518136400,4274421200,8567600000,13315288000,16058136000,16501832000
280,2009-10-07,1078782000,1527186000,4299138000,8616800000,13391844000,16150468000,16596716000
281,2009-10-08,1078486800,1526996400,4299601200,8618200000,13394208000,16153376000,16599712000
282,2009-10-09,1073599200,1520181600,4280872800,8580700000,13335564000,16083308000,16527796000
283,2009-10-10,1069723600,1514642800,4265052400,8.549e+09,13286284000,16023148000,16465876000
284,2009-10-11,1063306000,1505638000,4240054000,8498900000,13208728000,15929816000,16369992000
285,2009-10-12,1052507200,1490465600,4197844800,8414600000,13077528000,15771416000,16207192000
286,2009-10-13,960422920,1361987160,3844384280,7708800000,11980468000,14448596000,14847852000
287,2009-10-14,12203644,12217812,12305396,106990000,226746080,231761760,232573120
288,2009-10-15,189006520,206309960,313276680,3174300000,6101723600,6259429200,6284940400
289,2009-10-16,786051240,996398520,2296727160,6359600000,11008436000,12204692000,12398204000
290,2009-10-17,984600480,1370051040,3752836320,7885400000,12480848000,14837456000,15218672000
291,2009-10-18,1009515160,1421028680,3964930440,8074300000,12621692000,15152924000,15562388000
292,2009-10-19,1013612360,1429464280,4000185240,8105200000,12643984000,15204048000,15618176000
293,2009-10-20,1012766560,1428710880,4000003040,8098200000,12628712000,15189864000,15604168000
294,2009-10-21,1015511400,1432662200,4011412600,8120100000,12662444000,15230668000,15646116000
295,2009-10-22,1012811200,1428857600,4000780800,8098500000,12628076000,15189772000,15604164000
296,2009-10-23,1008908520,1423355960,3985394680,8067300000,12579524000,15131428000,15544236000
297,2009-10-24,1004944480,1417763040,3969732320,8035600000,12530608000,15072176000,15483312000
298,2009-10-25,996262560,1405518880,3935467040,7966200000,12422048000,14941856000,15349472000
299,2009-10-26,1001398400,1412763200,3955745600,8007300000,12485784000,15018648000,15428376000
300,2009-10-27,961931320,1357080360,3799819880,7691700000,11994172000,14427484000,14821108000
301,2009-10-28,950467120,1340903760,3754512080,7.6e+09,11851516000,14255452000,14644324000
302,2009-10-29,975627160,1376404680,3853938440,7801100000,12165104000,14632688000,15031856000
303,2009-10-30,995111080,1403894840,3930921720,7.957e+09,12407864000,14924408000,15331496000
304,2009-10-31,1004017320,1416458360,3966093880,8028200000,12519152000,15058544000,15469328000
305,2009-11-01,1002539520,1414368960,3960223680,8016400000,12500604000,15036188000,15446356000
306,2009-11-02,1002376560,1414140880,3959593040,8015100000,12498604000,15034188000,15444356000
307,2009-11-03,1003385400,1415564200,3963578600,8023100000,12511060000,15048820000,15459340000
308,2009-11-04,998514520,1408693960,3944348680,7984200000,12450052000,14975844000,15384428000
309,2009-11-05,989720240,1396285520,3909598160,7913800000,12340764000,14843708000,15248596000
310,2009-11-06,997098080,1406695840,3938754720,7972900000,12432504000,14954488000,15362456000
311,2009-11-07,992064240,1399597520,3918894160,7932600000,12369768000,14878696000,15284552000
312,2009-11-08,985480880,1390300240,3892819920,7.88e+09,12287848000,14780456000,15183672000
313,2009-11-09,995589600,1404560800,3932746400,7960800000,12413956000,14932132000,15339484000
314,2009-11-10,998351560,1408465880,3943718040,7982900000,12448324000,14973028000,15381436000
315,2009-11-11,992451120,1400135760,3920368080,7935700000,12374496000,14884512000,15290544000
316,2009-11-12,982332040,1385856920,3880374360,7854800000,12248388000,14732836000,15134732000
317,2009-11-13,978806280,1380884440,3866458520,7826600000,12204564000,14680308000,15080796000
318,2009-11-14,975443880,1376149240,3853236920,7799700000,12162740000,14629780000,15028860000
319,2009-11-15,983748480,1387855040,3885968320,7866100000,12265936000,14754192000,15156704000
320,2009-11-16,985542240,1390391520,3893096160,7880500000,12288848000,14781456000,15184672000
321,2009-11-17,981700520,1384971960,3877922680,7849700000,12240660000,14724020000,15125740000
322,2009-11-18,20203208000,25927784000,61316072000,1.2465e+11,144536880000,160269360000,162814320000
