day,percent.001,percent.023,percent.159,percent.5,percent.841,percent.977,percent.999
839,2011-04-19,6245763200,6460553600,7788348800,1.0323e+10,17789832000,22298504000,23027848000
840,2011-04-20,6202796400,6416117200,7734827600,1.0252e+10,17667448000,22145656000,22870072000
841,2011-04-21,6205500400,6418909200,7738163600,1.0256e+10,17674904000,22155288000,22880056000
842,2011-04-22,6219222000,6433106000,7755298000,1.0279e+10,17714456000,22204632000,22930984000
843,2011-04-23,6199992000,6413216000,7731328000,1.0247e+10,17658992000,22135024000,22859088000
844,2011-04-24,6151115600,6362658800,7670380400,1.0166e+10,17520332000,21961004000,22679348000
845,2011-04-25,6112355200,6322569600,7622076800,1.0102e+10,17409768000,21822696000,22536552000
846,2011-04-26,6126977600,6337684800,7640238400,1.0126e+10,17451684000,21874948000,22590476000
847,2011-04-27,6154120000,6365760000,7674080000,1.0171e+10,17528788000,21971636000,22690332000
848,2011-04-28,6129381600,6340176800,7643274400,1.013e+10,17458140000,21883580000,22599460000
849,2011-04-29,6019108800,6226102400,7505699200,9948100000,17144268000,21489196000,22192052000
850,2011-04-30,5954608000,6159384000,7425272000,9841500000,16960328000,21259016000,21954392000
851,2011-05-01,6042145200,6249939600,7534486800,9986300000,17209916000,21572252000,22277924000
852,2011-05-02,6108648800,6318722400,7617359200,1.0096e+10,17398948000,21809156000,22522572000
853,2011-05-03,6124374000,6335002000,7637066000,1.0122e+10,17444228000,21865316000,22580492000
854,2011-05-04,6092724400,6302261200,7597579600,1.007e+10,17354304000,21753088000,22464656000
855,2011-05-05,6137694400,6348771200,7653609600,1.0144e+10,17481780000,21912660000,22629420000
856,2011-05-06,6113757200,6324015600,7623794800,1.0105e+10,17413496000,21827512000,22541544000
857,2011-05-07,6054163600,6262362800,7549412400,1.0006e+10,17243740000,21614780000,22321860000
858,2011-05-08,6022614800,6229740400,7510153200,9.954e+09,17154452000,21502644000,22206028000
859,2011-05-09,6006689600,6213260800,7490246400,9927600000,17108808000,21445576000,22147112000
860,2011-05-10,6033030800,6240508400,7523097200,9971200000,17184184000,21539448000,22243976000
861,2011-05-11,6038740000,6246420000,7530260000,9980600000,17200096000,21559712000,22264944000
862,2011-05-12,6074095200,6282989600,7574336800,1.0039e+10,17301204000,21686388000,22395756000
863,2011-05-13,6067985600,6276668800,7566710400,1.0029e+10,17283292000,21664124000,22372788000
864,2011-05-14,5999878800,6206212400,7481729200,9916300000,17089168000,21420496000,22121152000
865,2011-05-15,5935478800,6139612400,7401529200,9.81e+09,16906228000,21191316000,21884492000
866,2011-05-16,2926845600,3084048800,4055850400,6745800000,8728667600,9672997200,9825756400
867,2011-05-17,3665511600,4312566800,8312544400,1.4464e+10,31849444000,40809668000,42259116000
868,2011-05-18,438708640,485098720,771873760,2626900000,4076308400,5584874800,5828907600
869,2011-05-19,3147730800,3254008400,3910997200,5154400000,8911797600,11165807200,11530426400
870,2011-05-20,5436043200,5619593600,6754268800,8899900000,15390784000,19283648000,19913376000
871,2011-05-21,5811719600,6007950800,7221016400,9514700000,16453964000,20616108000,21289396000
872,2011-05-22,5852682800,6050304400,7271965200,9581900000,16570256000,20761232000,21439184000
873,2011-05-23,5849377600,6046884800,7267838400,9576500000,16560800000,20749600000,21427200000
874,2011-05-24,5867806000,6065938000,7290754000,9606600000,16612900000,20815300000,21495100000
875,2011-05-25,5845271600,6042646800,7262784400,9569800000,16548980000,20735060000,21412220000
876,2011-05-26,5865670800,6195028400,8231057200,1.3025e+10,16589896000,20786312000,21465144000
877,2011-05-27,5850016400,5933977200,6453007600,9585900000,16576712000,20769864000,21448168000
878,2011-05-28,5801019200,5981841600,7099652800,9498400000,16425868000,20580396000,21252452000
879,2011-05-29,6037546000,11670558000,46492814000,9.2101e+10,291466720000,515039840000,551206080000
880,2011-05-30,4815963200,4898753600,5410548800,5764700000,11180336400,15314790800,15983599600
881,2011-05-31,5785946400,6006967200,7373277600,9901100000,19121464000,26207608000,27353896000
882,2011-06-01,5779827200,6051025600,7727524800,1.0572e+10,20405056000,27968832000,29192384000
883,2011-06-02,2843581200,3230367600,5621410800,9506600000,11930068000,12847796000,12996252000
884,2011-06-03,3152861600,3297216800,4189594400,5691300000,10953726000,14963822000,15612514000
885,2011-06-04,5359813600,5606512800,7131562400,9619800000,18618464000,25432608000,26534896000
886,2011-06-05,5784642400,5886775200,6518141600,1.039e+10,20119740000,27482780000,28673860000
887,2011-06-06,5843634400,5938991200,6528469600,1.0496e+10,20326336000,27764992000,28968304000
888,2011-06-07,5836851200,6071177600,7519740800,1.0472e+10,20280416000,27702752000,28903424000
889,2011-06-08,5832912400,6090585200,7683471600,1.0463e+10,20263048000,27678856000,28878472000
890,2011-06-09,5839306000,6101238000,7720454000,1.0474e+10,20284508000,27708476000,28909412000
891,2011-06-10,5830318400,6092523200,7713425600,1.0458e+10,20253500000,27665500000,28864500000
892,2011-06-11,5793748400,6054413200,7665795600,1.0392e+10,20126560000,27492320000,28683840000
893,2011-06-12,5796855600,6057678800,7670040400,1.0398e+10,20137108000,27506676000,28698812000
894,2011-06-13,5812688400,6074233200,7691055600,1.0426e+10,20192576000,27582272000,28777664000
895,2011-06-14,5804872400,6066065200,7680711600,1.0412e+10,20165024000,27544928000,28738736000
896,2011-06-15,5764289200,6023651600,7626982800,1.034e+10,20024080000,27351760000,28537120000
897,2011-06-16,5739939600,5998210800,7594796400,1.0296e+10,19939696000,27236912000,28417344000
898,2011-06-17,5761784000,6021032000,7623656000,1.0335e+10,20015260000,27340220000,28525140000
899,2011-06-18,5769299600,6028890800,7633636400,1.0349e+10,20041812000,27376564000,28563068000
900,2011-06-19,5699456800,5955906400,7541231200,1.0223e+10,19799116000,27044652000,28216724000
901,2011-06-20,5688334000,5944282000,7526506000,1.0203e+10,19760016000,26991952000,28161824000
902,2011-06-21,5739538400,5997783200,7594205600,1.0295e+10,19938332000,27235004000,28415348000
903,2011-06-22,5745250400,6003759200,7601813600,1.0306e+10,19958064000,27261808000,28443296000
904,2011-06-23,5701060000,5957580000,7543340000,1.0226e+10,19804572000,27052284000,28224708000
905,2011-06-24,5699757600,5956224800,7541658400,1.0224e+10,19799844000,27046468000,28218716000
906,2011-06-25,5697051600,5953386800,7538004400,1.0219e+10,19790296000,27033112000,28204744000
907,2011-06-26,5691139600,5947210800,7530196400,1.0208e+10,19770200000,27005400000,28175800000
908,2011-06-27,5658372800,5912974400,7486875200,1.015e+10,19656172000,26849484000,28013108000
909,2011-06-28,5607568400,5859873200,7419575600,1.0058e+10,19479220000,26608340000,27761580000
910,2011-06-29,738301280,756149440,866483520,1016700000,1056625600,1081323200,1085318400
911,2011-06-30,2957115200,3089449600,3907516800,5338400000,10259374000,14014878000,14622386000
912,2011-07-01,5076759200,5304661600,6713512800,9.1e+09,17603212000,24040364000,25081668000
913,2011-07-02,5448821600,5693496800,7206034400,9760500000,18892436000,25800692000,26918204000
914,2011-07-03,5472770800,5718528400,7237757200,9802400000,18975456000,25913632000,27035984000
915,2011-07-04,5495416800,5742186400,7267671200,9842700000,19053748000,26020756000,27147772000
916,2011-07-05,5507942800,5755284400,7284305200,9865200000,19097304000,26080088000,27209656000
917,2011-07-06,5487901600,5734336800,7257754400,9829200000,19027196000,25984412000,27109844000
918,2011-07-07,5462049200,5707331600,7223622800,9.783e+09,18938356000,25862932000,26983084000
919,2011-07-08,5469764400,5715381200,7233739600,9796700000,18964908000,25899276000,27021012000
920,2011-07-09,5433490800,5677488400,7185837200,9731900000,18838968000,25727096000,26841352000
921,2011-07-10,5398820000,5641260000,7139980000,9669800000,18718848000,25563456000,26670672000
922,2011-07-11,5367355600,5608378800,7098340400,9613400000,18609912000,25414264000,26514968000
923,2011-07-12,5348416800,5588586400,7073271200,9579400000,18543896000,25324312000,26421144000
924,2011-07-13,5334488400,5574033200,7054855600,9554500000,18495884000,25258348000,26352276000
925,2011-07-14,5345511200,5585557600,7069480800,9574200000,18534348000,25310956000,26407172000
926,2011-07-15,5335290000,5574870000,7055910000,9555900000,18498612000,25262164000,26356268000
927,2011-07-16,5321462000,5560426000,7037658000,9531100000,18450964000,25197108000,26288396000
928,2011-07-17,5328376000,5567648000,7046784000,9543600000,18474788000,25229636000,26322332000
929,2011-07-18,5323666400,5562727200,7040557600,9535100000,18458148000,25207556000,26299372000
930,2011-07-19,5357736000,5598328000,7085624000,9596200000,18576540000,25368380000,26467060000
931,2011-07-20,5361844000,5602612000,7090996000,9603400000,18590180000,25387460000,26487020000
932,2011-07-21,5337795200,5577489600,7059236800,9560400000,18507160000,25274520000,26369240000
933,2011-07-22,5318656000,5557488000,7033904000,9526100000,18440780000,25183660000,26274420000
934,2011-07-23,5293605200,5531319600,7000826800,9481300000,18354304000,25065088000,26150656000
935,2011-07-24,5285388400,5522733200,6989955600,9466500000,18325388000,25025836000,26109732000
936,2011-07-25,5273964800,5510790400,6974803200,9446100000,18285924000,24972228000,26053836000
937,2011-07-26,5275869200,5512791600,6977402800,9449600000,18292380000,24980860000,26062820000
938,2011-07-27,5291300400,5528909200,6997763600,9477200000,18346484000,25054548000,26139676000
939,2011-07-28,5283785200,5521059600,6987846800,9463700000,18319932000,25018204000,26101748000
940,2011-07-29,5261740000,5498020000,6958660000,9424200000,18243368000,24913896000,25992952000
941,2011-07-30,5233081600,5468076800,6920774400,9372900000,18143980000,24778060000,25851220000
942,2011-07-31,5197508800,5430902400,6873699200,9309100000,18020768000,24609696000,25675552000
943,2011-08-01,5202920000,5436560000,6880880000,9318800000,18039500000,24635500000,25702500000
944,2011-08-02,5221658400,5456143200,6905685600,9352400000,18104516000,24724452000,25795324000
945,2011-08-03,5196206000,5429538000,6871954000,9306700000,18016040000,24603880000,25669560000
946,2011-08-04,5146204400,5377301200,6805899600,9217200000,17843088000,24366736000,25422032000
947,2011-08-05,5162437200,5394255600,6827314800,9246300000,17899284000,24444148000,25502876000
948,2011-08-06,5157427200,5389025600,6820724800,9237300000,17881916000,24420252000,25477924000
949,2011-08-07,5143900000,5374900000,6802900000,9213200000,17835268000,24356196000,25411052000
950,2011-08-08,5137486000,5368178000,6794274000,9201500000,17812808000,24325576000,25379112000
951,2011-08-09,5145001600,5376036800,6804254400,9.215e+09,17838360000,24360920000,25416040000
952,2011-08-10,5127967200,5358245600,6781784800,9184600000,17779800000,24280600000,25332200000
953,2011-08-11,5103116000,5332268000,6748844000,9.14e+09,17693688000,24162936000,25209432000
954,2011-08-12,5083075600,5311338800,6722420400,9104200000,17623944000,24068168000,25110616000
955,2011-08-13,5076662400,5304635200,6713921600,9092700000,17601484000,24037548000,25078676000
956,2011-08-14,5031770400,5257719200,6654493600,9012300000,17446264000,23825208000,24857096000
957,2011-08-15,5035377600,5261484800,6659238400,9018700000,17458540000,23842380000,24875060000
958,2011-08-16,5064738000,5292174000,6698142000,9071400000,17560292000,23981124000,25019788000
959,2011-08-17,5084578400,5312903200,6724365600,9106800000,17629036000,24074892000,25117604000
960,2011-08-18,5049907600,5276674800,6678508400,9044800000,17508916000,23911252000,24946924000
961,2011-08-19,5002510800,5227148400,6615817200,8959900000,17344512000,23686464000,24712368000
962,2011-08-20,4981568400,5205273200,6588175600,8922400000,17272040000,23587880000,24609560000
963,2011-08-21,4995696800,5220026400,6606791200,8947600000,17320688000,23653936000,24678432000
964,2011-08-22,5018543600,5243902800,6637032400,8988600000,17400344000,23762968000,24792216000
965,2011-08-23,5046700800,5273318400,6674227200,9.039e+09,17498004000,23895988000,24930956000
966,2011-08-24,4998202000,5222646000,6610118000,8952100000,17329872000,23666384000,24691408000
967,2011-08-25,4971247200,5194485600,6574504800,8.904e+09,17236304000,23539088000,24558656000
968,2011-08-26,4977259200,5200761600,6582412800,8914600000,17257036000,23566892000,24587604000
969,2011-08-27,4971547600,5194794800,6574868400,8904400000,17237304000,23540088000,24559656000
970,2011-08-28,4972750000,5196050000,6576450000,8906500000,17241396000,23545812000,24565644000
971,2011-08-29,4940884800,5162750400,6534283200,8849500000,17131096000,23394712000,24407944000
972,2011-08-30,4908920000,5129360000,6492080000,8792300000,17020160000,23243520000,24250240000
973,2011-08-31,4892586400,5112287200,6470437600,8762900000,16963328000,23166016000,24169392000
974,2011-09-01,4859318800,5077532400,6426489200,8703400000,16848300000,23009100000,24005700000
975,2011-09-02,4860521200,5078787600,6428070800,8705600000,16852392000,23014824000,24011688000
976,2011-09-03,4889480400,5109049200,6466383600,8757500000,16952780000,23151660000,24154420000
977,2011-09-04,4886474400,5105911200,6462429600,8752100000,16942232000,23137304000,24139448000
978,2011-09-05,4862825600,5081188800,6431070400,8709600000,16860212000,23025364000,24022668000
979,2011-09-06,4882966800,5102236400,6457721200,8745700000,16929956000,23120132000,24121484000
980,2011-09-07,4877856400,5096897200,6450967600,8736600000,16912588000,23096236000,24096532000
981,2011-09-08,4844187600,5061714800,6406428400,8676300000,16795832000,22936504000,23929848000
982,2011-09-09,4795889200,5011251600,6342582800,8589800000,16628064000,22707808000,23691296000
983,2011-09-10,4806711600,5022566800,6356944400,8609200000,16666164000,22759508000,23745196000
984,2011-09-11,4762922000,4976806000,6298998000,8530800000,16514036000,22551892000,23528604000
985,2011-09-12,4772240800,4986538400,6311287200,8547500000,16546044000,22595868000,23574516000
986,2011-09-13,4784866800,4999736400,6328021200,8570100000,16589964000,22656108000,23637396000
987,2011-09-14,4742279600,4955230800,6271656400,8493800000,16442564000,22454308000,23426796000
988,2011-09-15,4701696800,4912826400,6217991200,8421100000,16301348000,22261956000,23226172000
989,2011-09-16,4685664000,4896072000,6196776000,8392300000,16245880000,22186360000,23147320000
990,2011-09-17,4719934000,4931882000,6242106000,8453800000,1.6365e+10,2.2349e+10,2.3317e+10
991,2011-09-18,4738071200,4950837600,6266120800,8486300000,16427924000,22434228000,23405836000
992,2011-09-19,4736969200,4949691600,6264702800,8484300000,16424196000,22429412000,23400844000
993,2011-09-20,4710514800,4922040400,6229653200,8436900000,16331992000,22304024000,23270088000
994,2011-09-21,4715825600,4927588800,6236670400,8446400000,16350360000,22328920000,23296040000
995,2011-09-22,4728752400,4941105200,6253831600,8469600000,16395280000,22390160000,23359920000
996,2011-09-23,4715224400,4926961200,6235879600,8445300000,16348632000,22326104000,23293048000
997,2011-09-24,4634159200,4842261600,6128712800,8300100000,16067836000,21942492000,22892804000
998,2011-09-25,4607103600,4813982800,6092872400,8251600000,15973904000,21814288000,22759056000
999,2011-09-26,4624238800,4831892400,6115569200,8282300000,16033464000,21895608000,22843896000
1000,2011-09-27,4673840000,4883720000,6181160000,8371200000,16204688000,22129936000,23088432000
1001,2011-09-28,4692478000,4903194000,6205802000,8404600000,16269704000,22218888000,23181256000
1002,2011-09-29,4657306400,4866447200,6159317600,8341600000,16147856000,22052432000,23007584000
1003,2011-09-30,4582553600,4788332800,6060422400,8207700000,15888520000,21698440000,22638280000
1004,2011-10-01,4561610800,4766448400,6032717200,8170200000,15816320000,21599040000,22534480000
1005,2011-10-02,4556500400,4761109200,6025963600,8.161e+09,15797952000,21574144000,22508528000
1006,2011-10-03,4547282000,4751486000,6013838000,8144600000,15766308000,21531076000,22463612000
1007,2011-10-04,4480846400,4682067200,5925977600,8025600000,15535888000,21216336000,22135232000
1008,2011-10-05,27890340000,31637820000,54804060000,1.1897e+11,152902480000,160692560000,161952720000
1009,2011-10-06,943452640,950330720,992849760,1455300000,2686906400,3036480800,3093029600
1010,2011-10-07,3826760800,3942498400,4657967200,6323100000,9652166000,12688502000,13179674000
1011,2011-10-08,6220335200,6372909600,7316096800,8461900000,15479072000,20210784000,20976208000
1012,2011-10-09,6649152800,6791114400,7668695200,9.058e+09,16526640000,21564080000,22378960000
1013,2011-10-10,6623478400,6761603200,7615465600,9.025e+09,16459716000,21474852000,22286124000
1014,2011-10-11,501812400,554885200,882971600,2357700000,3401958000,3488726000,3502762000
1015,2011-10-12,3592199600,3699990800,4366336400,5462400000,9030357600,11850127200,12306266400
1016,2011-10-13,5980045600,6124048800,7014250400,8168300000,14881768000,19430696000,20166552000
1017,2011-10-14,6434046800,6575876400,7452641200,8804800000,15997444000,20877668000,21667116000
1018,2011-10-15,6495316000,6636468000,7509044000,8891300000,16147928000,21072216000,21868792000
1019,2011-10-16,6511716400,6652877200,7525507600,8914100000,16188300000,21125100000,21923700000
1020,2011-10-17,6475578000,6615894000,7483302000,8864700000,16098372000,21006884000,21800908000
1021,2011-10-18,6483886000,6624378000,7492874000,8876100000,16119104000,21034688000,21829856000
1022,2011-10-19,6483885600,6624368800,7492810400,8.876e+09,16118740000,21033780000,21828860000
1023,2011-10-20,6454156800,6594006400,7458531200,8835400000,16044816000,20937552000,21729024000
1024,2011-10-21,6465267600,6605354800,7471348400,8850600000,16072640000,20974080000,21766960000
1025,2011-10-22,6488390000,6628970000,7498010000,8882200000,16130288000,21049136000,21844832000
1026,2011-10-23,6482984800,6623450400,7491783200,8874800000,16116376000,21030872000,21825864000
1027,2011-10-24,6426929600,6566180800,7427006400,8798100000,15976984000,20849048000,21637176000
1028,2011-10-25,6349753600,6487332800,7337822400,8692500000,15785672000,20598984000,21377608000
1029,2011-10-26,6286792000,6423016000,7265128000,8606300000,15629004000,20394988000,21165956000
1030,2011-10-27,6348052000,6485596000,7335868000,8690200000,15780944000,20593168000,21371616000
1031,2011-10-28,6392896000,6531408000,7387664000,8751500000,15892876000,20739372000,21523364000
1032,2011-10-29,6361565200,6499399600,7351466800,8708600000,15814860000,20637420000,21417540000
1033,2011-10-30,6374078000,6512194000,7366002000,8725800000,15846048000,20677856000,21459472000
1034,2011-10-31,6342346400,6479767200,7329277600,8682400000,15767032000,20574904000,21352648000
1035,2011-11-01,6107314800,6239640400,7057653200,8360600000,15183004000,19812988000,20561956000
1036,2011-11-02,6187794000,6321862000,7150646000,8470700000,15382772000,20073684000,20832508000
1037,2011-11-03,6232138000,6367174000,7201942000,8531500000,15493340000,20217980000,20982260000
1038,2011-11-04,6250956400,6386397200,7223667600,8557200000,15539804000,20278588000,21045156000
1039,2011-11-05,6231637200,6366655600,7201314800,8530800000,15491976000,20216072000,20980264000
1040,2011-11-06,32153808000,35295584000,54717472000,1.2122e+11,122519520000,123161440000,123265280000
1041,2011-11-07,4318681200,4320467600,4331510800,5539600000,8999105200,11210084400,11567742800
1042,2011-11-08,7520348400,7523613200,7543795600,9.651e+09,15672848000,19525456000,20148672000
1043,2011-11-09,8022559200,8026061600,8047712800,1.0296e+10,16720020000,20829940000,21494780000
1044,2011-11-10,8010959200,8014461600,8036112800,1.0281e+10,16696016000,20799952000,21463824000
1045,2011-11-11,7956058000,7959534000,7981022000,1.0211e+10,16581452000,20657644000,21317028000
1046,2011-11-12,8107718000,9300514000,16674162000,1.4968e+11,626348880000,1221713360000,1318022320000
1047,2011-11-13,7569536000,7618728000,7922824000,1.6204e+10,22290304000,23017088000,23134656000
1048,2011-11-14,8130616800,8544586400,11103671200,1.7679e+10,23849264000,26964208000,27468096000
1049,2011-11-15,8085236400,8576637200,11614387600,1.6638e+10,24416052000,28573844000,29246428000
1050,2011-11-16,8100701200,8606727600,11734890800,1.6507e+10,24583180000,28932460000,29636020000
1051,2011-11-17,8035326400,8539707200,11657697600,1.6346e+10,24405632000,28751104000,29454048000
1052,2011-11-18,7929138000,8427174000,11505942000,1.6126e+10,24086688000,28379936000,29074432000
1053,2011-11-19,7925030400,8422899200,11500633600,1.6116e+10,24074596000,28366212000,29060444000
1054,2011-11-20,7960634400,9131791200,16371669600,3.151e+11,648747240000,696298280000,703990360000
1055,2011-11-21,7929265600,8102308800,9172030400,1.4155e+10,21346092000,21483724000,21505988000
1056,2011-11-22,7935840800,8728738400,13630287200,2.1196e+10,28495608000,35525176000,36662312000
1057,2011-11-23,7906424800,8800170400,14325143200,2.1105e+10,30341020000,37850940000,39065780000
1058,2011-11-24,7927723200,8841233600,14488388800,2.116e+10,30749272000,38364184000,39596008000
1059,2011-11-25,7963342000,8883866000,14574378000,2.1254e+10,30941668000,38604996000,39844652000
1060,2011-11-26,7994426400,8919007200,14634597600,2.1337e+10,31071508000,38767476000,40012412000
1061,2011-11-27,7985286800,8908996400,14619201200,2.1313e+10,31038048000,38725856000,39969472000
1062,2011-11-28,7979856400,8902897200,14608967600,2.1298e+10,31017408000,38699776000,39942512000
1063,2011-11-29,7961963600,8882962800,14576412400,2.125e+10,30948124000,38613628000,39853636000
1064,2011-11-30,7726034400,8619991200,14146269600,2.0621e+10,30036700000,37475900000,38679300000
1065,2011-12-01,7431590000,8291570000,13607810000,1.9835e+10,28893420000,36049740000,37207380000
1066,2011-12-02,7462132400,8325245200,13660851600,1.9916e+10,29003984000,36188048000,37350176000
1067,2011-12-03,7553815600,8427558800,13828880400,2.0161e+10,29359588000,36631236000,37807532000
1068,2011-12-04,7698368400,8588673200,14092375600,2.0547e+10,29919408000,37329776000,38528512000
1069,2011-12-05,7803824800,8706370400,14285743200,2.0828e+10,30330476000,37842572000,39057764000
1070,2011-12-06,7917723600,8833442800,14494252400,2.1133e+10,30772640000,38394080000,39626960000
1071,2011-12-07,7954019200,8874041600,14561452800,2.1229e+10,30915664000,38573008000,39811696000
1072,2011-12-08,7938943200,8857293600,14534368800,2.1189e+10,30858200000,38501400000,39737800000
1073,2011-12-09,7918034400,8833991200,14496269600,2.1133e+10,30777368000,38399896000,39632952000
1074,2011-12-10,7897324800,8810870400,14458243200,2.1078e+10,30696628000,38300116000,39530092000
1075,2011-12-11,7878021600,8789296800,14422634400,2.1027e+10,30621888000,38206336000,39433232000
1076,2011-12-12,7866762400,8776735200,14402021600,2.0996e+10,30577608000,38151176000,39376312000
1077,2011-12-13,7900536000,8814328000,14463224000,2.1086e+10,30708084000,38313748000,39544076000
1078,2011-12-14,7892898400,8805863200,14449645600,2.1066e+10,30679352000,38277944000,39507128000
1079,2011-12-15,7833793600,8740052800,14342382400,2.0909e+10,30450860000,37993420000,39213540000
1080,2011-12-16,7768246400,8666867200,14221977600,2.0733e+10,30196272000,37675184000,38885008000
1081,2011-12-17,7833885200,8739959600,14341146800,2.0909e+10,30448132000,37989604000,39209548000
1082,2011-12-18,7890986000,8803678000,14445774000,2.1061e+10,30670896000,38267312000,39496144000
1083,2011-12-19,7735078400,8630003200,14162265600,2.0645e+10,30069524000,37517428000,38722236000
1084,2011-12-20,7713257200,8605515600,14121294800,2.0587e+10,29980964000,37407108000,38608396000
1085,2011-12-21,7717277200,8609975600,14128474800,2.0597e+10,29996512000,37426464000,38628368000
1086,2011-12-22,7675459600,8563370800,14052276400,2.0486e+10,29834576000,37224272000,38419664000
1087,2011-12-23,7734261600,8628816800,14158794400,2.0643e+10,30061068000,37506796000,38711252000
1088,2011-12-24,7793776800,8695266400,14268111200,2.0802e+10,30292288000,37795136000,39008832000
1089,2011-12-25,7812574000,8716202000,14302266000,2.0852e+10,30366300000,37887100000,39103700000
1090,2011-12-26,7832881200,8738867600,14339510800,2.0906e+10,30445404000,37985788000,39205556000
1091,2011-12-27,7818709600,8723120800,14314026400,2.0868e+10,30391304000,37918088000,39135656000
1092,2011-12-28,7823231600,8728126800,14322024400,2.088e+10,30408216000,37939352000,39157624000
1093,2011-12-29,7843339600,8750610800,14359196400,2.0934e+10,30486320000,38037040000,39258480000
1094,2011-12-30,7757796000,8655308000,14203564000,2.0706e+10,30156356000,37624932000,38833084000
1095,2011-12-31,7678276400,8566557200,14057747600,2.0493e+10,29846396000,37238812000,38434644000
1096,2012-01-01,7692344400,8582121200,14082559600,2.0531e+10,29899132000,37304604000,38502548000
1097,2012-01-02,7713054000,8605242000,14120586000,2.0586e+10,29979600000,37405200000,38606400000
1098,2012-01-03,7714862800,8607244400,14123785200,2.0591e+10,29986692000,37413924000,38615388000
1099,2012-01-04,7735871200,8630637600,14161920800,2.0647e+10,30068160000,37515520000,38720240000
1100,2012-01-05,7747935200,8644109600,14184096800,2.0679e+10,30114804000,37573588000,38780156000
1101,2012-01-06,7728034400,8621991200,14148269600,2.0626e+10,30038428000,37478716000,38682292000
1102,2012-01-07,7533823200,8405533600,13794288800,2.0108e+10,29288940000,36543180000,37716660000
1103,2012-01-08,7545269600,8418000800,13813066400,2.0138e+10,29327128000,36590616000,37765592000
1104,2012-01-09,7691232800,8580754400,14079615200,2.0528e+10,29892040000,37295880000,38493560000
1105,2012-01-10,7726221600,8619896800,14144434400,2.0621e+10,30029972000,37468084000,38671308000
1106,2012-01-11,7680686800,8569196400,14061801200,2.05e+10,29854852000,37249444000,38445628000
1107,2012-01-12,7649821600,8534696800,14004834400,2.0417e+10,29734832000,37099504000,38290848000
1108,2012-01-13,7653036800,8538246400,14010451200,2.0426e+10,29746652000,37114044000,38305828000
1109,2012-01-14,7648012800,8532694400,14001635200,2.0413e+10,29727376000,37089872000,38280864000
1110,2012-01-15,7602776800,8482266400,13919111200,2.0292e+10,29552620000,36872140000,38056180000
1111,2012-01-16,7579553200,8456323600,13876358800,2.023e+10,29461696000,36758912000,37939344000
1112,2012-01-17,7649917200,8534695600,14004234800,2.0418e+10,29732468000,37096596000,38287852000
1113,2012-01-18,7637355200,8520769600,13981876800,2.0384e+10,29686188000,37039436000,38228932000
1114,2012-01-19,7532408800,8403802400,13790599200,2.0104e+10,29280484000,36532548000,37705676000
1115,2012-01-20,13861828000,15354044000,24578652000,1.1854e+11,148581800000,183914600000,189630200000
1116,2012-01-21,1044156000,1192788000,2111604000,3604600000,4126424000,4611128000,4689536000
1117,2012-01-22,1113814800,1492540400,3833753200,1.0451e+10,15495580000,18675260000,19189620000
1118,2012-01-23,1384013600,1386512800,1401962400,1579200000,1785796000,2011012000,2047444000
1119,2012-01-24,217002720,339822560,1099072480,4459200000,10349516800,17841049600,19052915200
1120,2012-01-25,6122115200,6430449600,8336516800,1.2674e+10,22163016000,31434952000,32934824000
1121,2012-01-26,9365032000,10003736000,13952088000,1.8233e+10,27711448000,34365656000,35442072000
1122,2012-01-27,9786781600,10472776800,14713474400,1.8927e+10,28272544000,34390368000,35380016000
1123,2012-01-28,9869783200,10564613600,14859928800,1.9066e+10,28399760000,34432720000,35408640000
1124,2012-01-29,9938525200,10638679600,14966906800,1.9196e+10,28578864000,34631408000,35610496000
1125,2012-01-30,9973844400,10676621200,15021059600,1.9263e+10,28677512000,34747464000,35729368000
1126,2012-01-31,9973944000,10676712000,15021096000,1.9263e+10,28677148000,34746556000,35728372000
1127,2012-02-01,9997920400,10702369200,15057143600,1.9309e+10,28745976000,34830072000,35814264000
1128,2012-02-02,9828321600,10636196800,15630334400,2.4244e+10,435856320000,796191040000,854480480000
1129,2012-02-03,9850646800,10254276400,12749441200,1.9051e+10,28938044000,35803868000,36914516000
1130,2012-02-04,9920263200,10735653600,15776248800,1.9594e+10,32672012000,44929964000,46912868000
1131,2012-02-05,9889649200,10702531600,15727622800,2.0409e+10,33186692000,46325924000,48451388000
1132,2012-02-06,9832134400,10640291200,15636169600,2.0439e+10,33098564000,46318308000,48456796000
1133,2012-02-07,9836552800,10645114400,15643495200,2.0473e+10,33130312000,46381064000,48524568000
1134,2012-02-08,9836250000,10644750000,15642750000,2.0477e+10,33132588000,46388236000,48532532000
1135,2012-02-09,9853716400,10663677200,15670707600,2.0514e+10,33191604000,46471188000,48619356000
1136,2012-02-10,9862449600,10673140800,15684686400,2.0532e+10,33221248000,46512256000,48662272000
1137,2012-02-11,9855521200,10665587600,15673270800,2.0518e+10,33198060000,46479820000,48628340000
1138,2012-02-12,9847393600,10656852800,15660782400,2.0501e+10,33170780000,46441660000,48588420000
1139,2012-02-13,21656572000,27609156000,64406948000,1.0836e+11,153045400000,162483800000,164010600000
1140,2012-02-14,6380850000,6628350000,8158350000,1.0616e+10,18146672000,24319984000,25318608000
1141,2012-02-15,10917056000,11446288000,14717904000,1.8169e+10,31055528000,41637416000,43349192000
