Date,Max Temperature,Min Temperature,Average Temperature
2016-04-12 00,294.990,285.010,289.452
2016-04-13 00,293.250,282.860,287.292
2016-04-14 00,292.190,281.320,286.460
2016-04-15 00,292.360,280.370,285.469
2016-04-16 00,296.940,279.170,288.296
2016-04-17 00,299.490,282.870,291.311
2016-04-18 00,301.000,287.700,294.378
2016-04-19 00,301.540,287.860,294.314
2016-04-20 00,297.810,288.420,292.423
2016-04-21 00,296.610,284.750,290.193
2016-04-22 00,290.640,282.570,287.150
2016-04-23 00,293.030,281.280,287.443
2016-04-24 00,294.900,284.240,289.357
2016-04-25 00,291.710,280.450,285.621
2016-04-26 00,292.950,277.600,286.524
2016-04-27 00,291.760,283.800,287.621
2016-04-28 00,297.030,281.080,289.353
2016-04-29 00,296.350,283.020,290.182
2016-04-30 00,296.810,283.880,289.542
2016-05-01 00,300.280,281.590,291.861
2016-05-02 00,300.330,286.620,293.635
2016-05-03 00,301.700,286.370,294.458
2016-05-04 00,300.250,289.130,294.265
2016-05-05 00,296.730,286.120,291.690
2016-05-06 00,293.230,285.850,288.957
2016-05-07 00,289.260,286.530,287.770
2016-05-08 00,295.920,286.380,290.883
2016-05-09 00,298.770,288.550,292.985
2016-05-10 00,301.820,286.800,293.887
2016-05-11 00,302.410,285.550,294.507
2016-05-12 00,303.220,286.880,295.188
2016-05-13 00,301.640,288.320,294.505
2016-05-14 00,297.830,284.570,291.174
2016-05-15 00,300.110,284.810,292.847
2016-05-16 00,301.170,286.490,294.125
2016-05-17 00,303.660,286.700,295.730
2016-05-18 00,305.430,288.440,297.123
2016-05-19 00,300.090,286.530,293.139
2016-05-20 00,292.640,282.360,287.793
2016-05-21 00,293.610,281.750,287.862
2016-05-22 00,295.650,282.190,289.178
2016-05-23 00,294.950,281.780,288.915
2016-05-24 00,296.020,283.110,290.103
2016-05-25 00,299.060,284.610,291.870
2016-05-26 00,300.950,284.930,293.035
2016-05-27 00,302.920,287.010,295.206
2016-05-28 00,303.680,286.390,296.312
2016-05-29 00,305.410,289.140,297.257
2016-05-30 00,306.820,289.490,298.763
2016-05-31 00,308.060,291.210,300.298
2016-06-01 00,308.470,290.800,299.782
2016-06-02 00,308.560,288.590,299.355
2016-06-03 00,309.950,292.420,301.990
2016-06-04 00,310.010,293.760,302.479
2016-06-05 00,310.890,293.090,301.905
2016-06-06 00,309.440,290.020,299.928
2016-06-07 00,307.230,290.460,298.622
2016-06-08 00,304.310,288.670,296.225
2016-06-09 00,302.450,285.890,294.267
2016-06-10 00,302.050,285.650,294.293
2016-06-11 00,304.080,285.760,295.682
2016-06-12 00,305.570,286.490,296.652
2016-06-13 00,304.310,286.390,295.447
2016-06-14 00,299.520,284.310,291.799
2016-06-15 00,293.650,282.310,288.524
2016-06-16 00,299.650,282.400,291.384
2016-06-17 00,293.770,285.130,290.856
2016-06-18 00,301.330,289.000,294.960
2016-06-19 00,306.670,286.950,298.220
2016-06-20 00,308.410,291.540,300.530
2016-06-21 00,310.180,290.910,301.067
2016-06-22 00,309.980,289.470,299.671
2016-06-23 00,307.890,286.790,297.537
2016-06-24 00,306.760,286.680,297.295
2016-06-25 00,310.880,287.670,300.765
2016-06-26 00,312.630,291.780,302.853
2016-06-27 00,313.310,294.350,304.504
2016-06-28 00,314.610,295.550,305.245
2016-06-29 00,312.150,291.290,302.337
2016-06-30 00,313.200,290.330,302.667
2016-07-01 00,314.070,292.260,304.021
2016-07-02 00,312.240,292.640,302.785
2016-07-03 00,311.820,290.600,301.685
2016-07-04 00,310.140,290.290,300.760
2016-07-05 00,309.850,288.750,299.588
2016-07-06 00,308.440,287.650,298.561
2016-07-07 00,307.520,288.240,298.194
2016-07-08 00,308.410,288.050,298.909
2016-07-09 00,306.310,290.400,298.717
2016-07-10 00,304.690,286.490,296.360
2016-07-11 00,307.970,286.750,298.873
2016-07-12 00,308.970,288.570,299.515
2016-07-13 00,311.960,289.150,301.782
2016-07-14 00,314.640,293.780,304.770
2016-07-15 00,312.500,292.910,303.304
2016-07-16 00,311.000,291.230,301.480
2016-07-17 00,309.140,288.160,298.923
2016-07-18 00,305.380,287.160,296.492
2016-07-19 00,307.180,286.690,297.327
2016-07-20 00,309.050,287.060,298.503
2016-07-21 00,308.260,288.700,298.840
2016-07-22 00,311.030,287.470,299.657
2016-07-23 00,312.850,288.450,302.239
2016-07-24 00,314.490,292.390,304.103
2016-07-25 00,313.550,291.330,302.721
2016-07-26 00,316.430,293.440,305.652
2016-07-27 00,318.540,295.920,307.504
2016-07-28 00,318.100,294.640,306.844
2016-07-29 00,317.980,296.360,307.155
2016-07-30 00,315.430,295.090,304.855
2016-07-31 00,312.370,291.220,301.520
2016-08-01 00,311.730,289.990,300.674
2016-08-02 00,311.240,289.060,300.195
2016-08-03 00,314.020,291.610,302.127
2016-08-04 00,309.620,287.970,298.291
2016-08-05 00,306.410,287.330,296.867
2016-08-06 00,310.590,288.090,298.863
2016-08-07 00,308.960,286.290,297.438
2016-08-08 00,310.350,287.880,299.186
2016-08-09 00,310.720,288.420,299.606
2016-08-10 00,311.020,290.020,300.390
2016-08-11 00,312.440,290.590,300.962
2016-08-12 00,312.210,289.260,300.561
2016-08-13 00,315.160,290.780,302.840
2016-08-14 00,314.540,291.860,303.162
2016-08-15 00,311.640,290.510,300.716
2016-08-16 00,312.920,290.390,300.900
2016-08-17 00,314.230,291.390,302.324
2016-08-18 00,313.920,293.350,302.888
2016-08-19 00,312.410,292.800,302.085
2016-08-20 00,312.210,290.630,300.882
2016-08-21 00,310.570,290.210,299.856
2016-08-22 00,312.280,291.070,300.342
2016-08-23 00,311.610,290.330,300.228
2016-08-24 00,311.130,290.100,299.647
2016-08-25 00,310.910,288.780,298.922
2016-08-26 00,308.790,287.750,297.590
2016-08-27 00,309.970,289.050,298.538
2016-08-28 00,310.500,288.680,298.713
2016-08-29 00,310.700,288.570,298.859
2016-08-30 00,309.640,289.060,298.918
2016-08-31 00,308.820,290.490,298.644
2016-09-01 00,307.530,287.540,296.688
2016-09-02 00,308.470,286.880,297.146
2016-09-03 00,306.570,288.680,296.504
2016-09-04 00,302.920,284.790,293.470
2016-09-05 00,306.290,285.960,296.308
2016-09-06 00,309.020,287.460,298.494
2016-09-07 00,310.760,290.250,300.883
2016-09-08 00,310.790,293.480,300.814
2016-09-09 00,311.980,290.720,299.868
2016-09-10 00,311.870,290.670,299.794
2016-09-11 00,309.400,288.850,297.899
2016-09-12 00,302.690,286.400,293.565
2016-09-13 00,300.750,283.970,291.805
2016-09-14 00,303.800,285.320,294.462
2016-09-15 00,306.030,288.030,296.509
2016-09-16 00,309.380,287.590,298.071
2016-09-17 00,310.740,289.590,299.668
2016-09-18 00,313.010,291.420,301.715
2016-09-19 00,314.310,294.490,303.038
2016-09-20 00,308.470,291.190,298.645
2016-09-21 00,299.880,285.700,294.014
2016-09-22 00,298.660,280.910,289.782
2016-09-23 00,302.810,284.040,293.162
2016-09-24 00,308.400,286.510,296.588
2016-09-25 00,312.140,291.130,300.644
2016-09-26 00,312.390,290.290,301.402
2016-09-27 00,312.170,292.910,302.100
2016-09-28 00,311.840,292.230,300.517
2016-09-29 00,306.930,288.990,296.663
2016-09-30 00,302.930,286.070,293.206
2016-10-01 00,299.480,282.330,290.422
2016-10-02 00,294.790,281.480,287.881
2016-10-03 00,291.380,281.220,286.775
2016-10-04 00,297.760,285.180,290.683
2016-10-05 00,299.050,283.460,290.345
2016-10-06 00,301.290,282.040,291.257
2016-10-07 00,305.830,285.050,295.238
2016-10-08 00,308.100,288.180,298.023
2016-10-09 00,307.340,288.430,297.751
2016-10-10 00,303.740,287.750,294.854
2016-10-11 00,301.750,284.090,292.010
2016-10-12 00,300.900,283.940,291.451
2016-10-13 00,297.230,285.260,291.208
2016-10-14 00,292.780,287.000,289.945
2016-10-15 00,294.430,287.800,290.581
2016-10-16 00,288.860,285.730,287.500
2016-10-17 00,293.800,285.350,289.334
2016-10-18 00,294.290,284.390,288.800
2016-10-19 00,296.720,281.250,288.153
2016-10-20 00,299.410,283.100,290.913
2016-10-21 00,299.600,285.650,292.030
2016-10-22 00,297.730,285.110,290.477
2016-10-23 00,296.780,282.870,289.598
2016-10-24 00,296.910,286.550,291.179
2016-10-25 00,291.820,288.200,289.608
2016-10-26 00,298.290,285.720,291.875
2016-10-27 00,290.220,288.680,289.481
2016-10-28 00,292.180,286.300,289.702
2016-10-29 00,294.490,285.690,290.032
2016-10-30 00,291.330,286.140,288.925
2016-10-31 00,291.910,283.670,287.590
2016-11-01 00,291.230,281.280,287.132
2016-11-02 00,292.080,280.130,285.123
2016-11-03 00,294.160,279.870,287.194
2016-11-04 00,295.570,282.920,289.023
2016-11-05 00,294.830,282.600,288.351
2016-11-06 00,293.970,284.910,289.368
2016-11-07 00,296.990,287.900,292.448
2016-11-08 00,298.360,287.220,292.790
2016-11-09 00,297.910,286.720,292.420
2016-11-10 00,298.030,286.570,292.269
2016-11-11 00,297.460,286.640,291.702
2016-11-12 00,296.690,286.270,291.550
2016-11-13 00,296.950,285.080,291.075
2016-11-14 00,296.460,285.640,290.682
2016-11-15 00,294.800,283.270,289.050
2016-11-16 00,289.480,280.150,284.892
2016-11-17 00,287.930,275.280,281.703
2016-11-18 00,290.520,278.070,284.057
2016-11-19 00,284.380,281.620,283.192
2016-11-20 00,287.600,279.870,284.799
2016-11-21 00,289.600,282.590,285.684
2016-11-22 00,289.230,278.750,284.243
2016-11-23 00,287.510,279.920,283.370
2016-11-24 00,287.600,277.600,282.371
2016-11-25 00,288.170,275.950,282.130
2016-11-26 00,284.320,281.360,282.724
2016-11-27 00,286.510,280.810,283.292
2016-11-28 00,286.950,280.330,282.989
2016-11-29 00,287.100,275.790,281.587
2016-11-30 00,285.560,277.620,280.820
2016-12-01 00,287.170,275.780,280.568
2016-12-02 00,285.890,273.550,279.190
2016-12-03 00,287.430,273.540,280.418
2016-12-04 00,288.630,277.310,282.715
2016-12-05 00,287.870,276.460,282.405
2016-12-06 00,285.080,275.390,279.963
2016-12-07 00,283.850,273.310,279.070
2016-12-08 00,282.290,279.290,280.647
2016-12-09 00,286.050,282.420,284.189
2016-12-10 00,288.540,285.550,287.132
2016-12-11 00,288.750,282.170,285.420
2016-12-12 00,287.580,279.430,283.002
2016-12-13 00,286.150,280.080,283.208
2016-12-14 00,289.640,283.670,286.421
2016-12-15 00,289.290,286.370,287.679
2016-12-16 00,286.390,277.900,283.557
2016-12-17 00,281.580,273.320,276.862
2016-12-18 00,281.760,271.030,275.210
2016-12-19 00,275.030,266.740,271.740
2016-12-20 00,282.430,272.750,277.118
2016-12-21 00,286.450,276.880,281.010
2016-12-22 00,285.120,274.950,279.985
2016-12-23 00,281.750,278.730,280.118
2016-12-24 00,283.680,276.090,279.625
2016-12-25 00,281.740,272.970,276.772
2016-12-26 00,282.200,271.690,275.579
2016-12-27 00,282.960,272.350,277.111
2016-12-28 00,284.660,272.270,277.900
2016-12-29 00,285.440,274.720,279.859
2016-12-30 00,286.310,276.350,280.784
2016-12-31 00,284.590,277.970,280.853
2017-01-01 00,285.130,273.680,279.185
2017-01-02 00,282.400,276.920,279.088
2017-01-03 00,284.820,278.060,281.509
2017-01-04 00,285.890,283.230,284.127
2017-01-05 00,283.060,275.040,280.879
2017-01-06 00,281.680,271.590,276.329
2017-01-07 00,282.060,276.420,279.239
2017-01-08 00,289.980,281.870,286.611
2017-01-09 00,286.830,283.330,285.278
2017-01-10 00,284.720,282.830,283.669
2017-01-11 00,286.570,279.690,283.103
2017-01-12 00,282.570,278.490,280.333
2017-01-13 00,284.300,274.340,278.934
2017-01-14 00,283.650,273.410,278.010
2017-01-15 00,283.170,272.690,277.255
2017-01-16 00,284.290,271.930,277.919
2017-01-17 00,285.480,273.670,279.421
2017-01-18 00,281.780,278.610,280.497
2017-01-19 00,284.920,279.780,281.678
2017-01-20 00,283.510,280.140,281.233
2017-01-21 00,284.970,279.330,281.829
2017-01-22 00,282.830,280.020,280.994
2017-01-23 00,283.820,277.980,280.509
2017-01-24 00,284.870,276.200,279.683
2017-01-25 00,283.380,274.410,278.745
2017-01-26 00,285.430,276.990,280.059
2017-01-27 00,285.590,273.480,279.333
2017-01-28 00,286.030,274.010,280.055
2017-01-29 00,287.150,273.670,279.651
2017-01-30 00,287.580,274.880,280.598
2017-01-31 00,288.290,275.960,281.900
2017-02-01 00,289.260,279.150,284.121
2017-02-02 00,286.450,283.630,284.884
2017-02-03 00,287.090,284.400,285.378
2017-02-04 00,287.710,283.340,284.914
2017-02-05 00,289.090,281.430,285.462
2017-02-06 00,286.650,283.870,285.120
2017-02-07 00,289.010,285.080,286.928
2017-02-08 00,290.040,287.180,288.374
2017-02-09 00,291.830,287.450,289.173
2017-02-10 00,289.780,283.280,287.093
2017-02-11 00,289.380,278.460,283.687
2017-02-12 00,289.330,276.870,282.889
2017-02-13 00,288.950,277.600,283.275
2017-02-14 00,290.820,278.730,284.723
2017-02-15 00,287.350,280.380,283.815
2017-02-16 00,288.500,282.470,285.330
2017-02-17 00,286.580,282.080,284.039
2017-02-18 00,289.050,282.140,285.320
2017-02-19 00,284.190,280.520,282.458
2017-02-20 00,285.880,279.470,283.880
2017-02-21 00,287.890,281.410,284.510
2017-02-22 00,286.820,277.430,282.078
2017-02-23 00,283.520,273.960,278.983
2017-02-24 00,284.710,273.770,278.706
2017-02-25 00,283.010,274.880,278.483
2017-02-26 00,286.270,273.440,279.466
2017-02-27 00,285.690,274.820,280.657
2017-02-28 00,286.590,274.820,280.944
2017-03-01 00,288.770,273.430,281.326
2017-03-02 00,290.620,275.240,283.318
2017-03-03 00,291.290,277.870,284.256
2017-03-04 00,288.260,279.960,284.071
2017-03-05 00,284.590,275.060,280.877
2017-03-06 00,282.880,275.110,279.297
2017-03-07 00,285.580,277.570,281.365
2017-03-08 00,291.840,275.800,283.200
2017-03-09 00,294.190,279.110,286.911
2017-03-10 00,296.370,283.510,289.743
2017-03-11 00,296.420,283.440,289.870
2017-03-12 00,297.110,282.330,289.899
2017-03-13 00,296.580,282.350,289.847
2017-03-14 00,298.200,284.610,291.177
2017-03-15 00,294.820,285.360,289.704
2017-03-16 00,295.200,283.900,289.215
2017-03-17 00,295.620,282.920,288.880
2017-03-18 00,294.590,283.370,288.943
2017-03-19 00,295.640,285.330,290.097
2017-03-20 00,292.830,285.260,289.130
2017-03-21 00,290.990,283.680,287.615
2017-03-22 00,288.930,281.480,285.342
2017-03-23 00,289.960,278.380,283.844
2017-03-24 00,286.060,281.790,283.469
2017-03-25 00,290.560,282.370,285.339
2017-03-26 00,286.830,280.260,283.397
2017-03-27 00,289.420,281.300,284.646
2017-03-28 00,292.240,279.620,285.115
2017-03-29 00,294.690,280.080,287.471
2017-03-30 00,290.050,279.520,286.507
2017-03-31 00,291.240,278.000,283.563
2017-04-01 00,295.760,277.720,286.403
2017-04-02 00,296.850,283.920,289.353
2017-04-03 00,292.720,280.040,286.407
2017-04-04 00,293.130,280.620,286.994
2017-04-05 00,296.300,284.680,289.725
2017-04-06 00,287.210,284.180,285.660
2017-04-07 00,289.090,282.570,285.713
2017-04-08 00,287.710,280.100,284.051
2017-04-09 00,289.460,276.590,282.855
2017-04-10 00,290.530,276.730,284.063
2017-04-11 00,289.090,283.530,286.076
2017-04-12 00,291.950,283.880,287.832
2017-04-13 00,288.180,279.310,284.983
2017-04-14 00,289.720,277.220,282.808
2017-04-15 00,292.280,276.840,284.895
2017-04-16 00,289.640,282.720,285.375
2017-04-17 00,289.830,284.770,286.879
2017-04-18 00,292.190,285.370,288.132
2017-04-19 00,294.190,282.390,288.023
2017-04-20 00,293.180,283.680,287.797
2017-04-21 00,296.270,281.070,289.130
2017-04-22 00,295.860,283.040,289.302
2017-04-23 00,294.300,282.940,288.257
2017-04-24 00,287.950,283.900,285.690
2017-04-25 00,291.330,281.560,287.345
2017-04-26 00,290.260,285.770,287.892
2017-04-27 00,295.110,284.230,289.499
2017-04-28 00,292.950,281.170,286.603
2017-04-29 00,295.540,278.960,287.494
2017-04-30 00,298.910,283.480,291.417
2017-05-01 00,300.210,287.550,293.125
2017-05-02 00,301.760,286.980,294.280
2017-05-03 00,303.900,287.710,296.474
2017-05-04 00,303.390,292.200,297.095
2017-05-05 00,298.800,287.070,292.937
2017-05-06 00,294.060,283.770,288.655
2017-05-07 00,296.440,282.270,289.527
2017-05-08 00,298.800,284.570,292.179
2017-05-09 00,301.560,286.060,293.763
2017-05-10 00,299.380,286.400,292.727
2017-05-11 00,297.070,284.920,290.733
2017-05-12 00,293.110,282.530,287.463
2017-05-13 00,293.770,280.600,287.378
2017-05-14 00,294.500,281.190,288.030
2017-05-15 00,296.340,281.460,289.015
2017-05-16 00,289.240,282.600,286.618
2017-05-17 00,296.000,283.890,289.870
2017-05-18 00,299.390,282.890,292.001
2017-05-19 00,303.090,287.360,295.866
2017-05-20 00,305.010,290.080,297.760
2017-05-21 00,306.800,291.830,299.548
2017-05-22 00,307.410,291.080,299.994
2017-05-23 00,307.170,292.730,299.583
2017-05-24 00,302.940,286.130,294.802
2017-05-25 00,298.860,282.350,290.563
2017-05-26 00,298.760,284.840,291.963
2017-05-27 00,301.430,286.190,293.847
2017-05-28 00,303.110,287.030,295.193
2017-05-29 00,304.130,287.810,296.114
2017-05-30 00,302.960,287.460,295.428
2017-05-31 00,296.660,289.590,292.414
2017-06-01 00,301.010,287.520,294.405
2017-06-02 00,303.680,287.700,295.924
2017-06-03 00,303.910,288.400,295.900
2017-06-04 00,302.530,286.410,294.412
2017-06-05 00,303.930,286.680,295.402
2017-06-06 00,303.670,287.150,295.405
2017-06-07 00,302.060,285.800,293.732
2017-06-08 00,290.870,288.100,289.868
2017-06-09 00,296.350,283.400,289.953
2017-06-10 00,295.960,282.920,290.003
2017-06-11 00,294.130,283.710,289.078
2017-06-12 00,295.570,284.830,290.246
2017-06-13 00,300.320,285.160,293.439
2017-06-14 00,304.220,287.590,295.702
2017-06-15 00,304.920,287.040,296.630
2017-06-16 00,308.770,290.990,300.978
2017-06-17 00,309.360,293.230,301.856
2017-06-18 00,312.580,295.240,304.363
2017-06-19 00,313.070,295.640,304.727
2017-06-20 00,312.200,296.420,303.839
2017-06-21 00,310.640,293.400,302.616
2017-06-22 00,312.790,295.030,303.781
2017-06-23 00,310.490,292.520,301.790
2017-06-24 00,311.140,293.670,302.107
2017-06-25 00,309.930,293.160,301.308
2017-06-26 00,306.750,290.500,298.422
2017-06-27 00,306.690,288.210,297.487
2017-06-28 00,306.620,288.030,297.582
2017-06-29 00,307.890,288.750,298.293
2017-06-30 00,306.940,288.090,297.499
2017-07-01 00,306.280,288.230,297.438
2017-07-02 00,308.280,289.200,299.036
2017-07-03 00,308.060,290.200,299.208
2017-07-04 00,308.040,288.710,298.597
2017-07-05 00,308.700,288.870,299.537
2017-07-06 00,311.880,292.330,302.675
2017-07-07 00,314.710,294.640,304.604
2017-07-08 00,315.140,293.510,304.738
2017-07-09 00,313.560,291.740,302.900
2017-07-10 00,312.510,291.130,302.042
2017-07-11 00,310.160,290.720,300.498
2017-07-12 00,310.850,289.750,300.458
2017-07-13 00,311.960,290.610,301.445
2017-07-14 00,311.300,291.290,301.529
2017-07-15 00,314.080,290.470,302.968
2017-07-16 00,315.900,293.640,305.914
2017-07-17 00,314.520,294.640,304.907
2017-07-18 00,309.480,290.350,299.962
2017-07-19 00,310.000,287.320,298.775
2017-07-20 00,309.930,287.700,299.172
2017-07-21 00,311.170,289.390,300.488
2017-07-22 00,313.920,290.860,302.816
2017-07-23 00,314.600,292.950,304.075
2017-07-24 00,309.370,292.110,301.015
2017-07-25 00,310.130,290.510,300.452
2017-07-26 00,312.040,291.850,302.252
2017-07-27 00,314.250,293.050,303.963
2017-07-28 00,315.020,294.070,304.569
2017-07-29 00,313.340,290.840,301.887
2017-07-30 00,313.520,291.870,302.559
2017-07-31 00,315.280,293.530,304.099
2017-08-01 00,317.330,293.540,305.761
2017-08-02 00,314.410,296.540,305.254
2017-08-03 00,316.410,295.150,306.620
2017-08-04 00,314.840,299.410,307.392
2017-08-05 00,314.650,297.890,305.962
2017-08-06 00,312.080,294.140,302.884
2017-08-07 00,311.730,291.850,301.536
2017-08-08 00,312.170,291.840,301.979
2017-08-09 00,310.350,292.250,300.858
2017-08-10 00,313.110,292.140,302.320
2017-08-11 00,313.570,292.290,302.758
2017-08-12 00,313.090,291.970,301.900
2017-08-13 00,310.490,289.420,299.716
2017-08-14 00,307.110,289.830,298.422
2017-08-15 00,306.490,288.850,297.370
2017-08-16 00,308.550,289.100,298.588
2017-08-17 00,313.010,291.650,301.822
2017-08-18 00,314.790,292.380,302.919
2017-08-19 00,315.230,293.890,303.733
2017-08-20 00,311.970,292.110,301.395
2017-08-21 00,310.670,292.180,300.929
2017-08-22 00,314.390,292.910,303.446
2017-08-23 00,313.420,293.560,302.711
2017-08-24 00,311.440,291.990,300.974
2017-08-25 00,312.110,290.410,301.024
2017-08-26 00,315.470,292.830,304.204
2017-08-27 00,318.010,295.780,307.288
2017-08-28 00,318.380,297.840,307.819
2017-08-29 00,316.840,297.890,306.084
2017-08-30 00,313.030,291.750,301.307
2017-08-31 00,315.160,290.850,302.956
2017-09-01 00,318.940,295.010,307.378
2017-09-02 00,320.240,298.430,309.772
2017-09-03 00,318.970,299.240,309.327
2017-09-04 00,311.800,297.080,303.963
2017-09-05 00,312.990,295.920,304.038
2017-09-06 00,309.710,295.470,302.258
2017-09-07 00,306.360,293.830,299.428
2017-09-08 00,308.940,291.630,299.621
2017-09-09 00,309.750,291.210,300.555
2017-09-10 00,314.460,293.460,304.020
2017-09-11 00,315.660,296.080,305.273
2017-09-12 00,311.770,295.900,303.360
2017-09-13 00,309.210,293.130,300.144
2017-09-14 00,305.990,291.240,297.632
2017-09-15 00,304.700,288.150,295.988
2017-09-16 00,306.290,286.380,296.480
2017-09-17 00,307.000,288.030,296.453
2017-09-18 00,304.250,286.930,295.312
2017-09-19 00,302.260,286.730,294.300
2017-09-20 00,301.550,288.060,294.226
2017-09-21 00,297.400,285.890,291.042
2017-09-22 00,298.050,283.770,290.588
2017-09-23 00,300.580,282.680,291.424
2017-09-24 00,302.070,282.800,292.709
2017-09-25 00,306.650,285.730,295.526
2017-09-26 00,307.990,288.280,297.505
2017-09-27 00,308.880,287.440,298.351
2017-09-28 00,309.270,290.410,298.841
2017-09-29 00,304.360,288.380,295.298
2017-09-30 00,303.370,286.620,294.080
2017-10-01 00,304.310,285.470,294.080
2017-10-02 00,300.880,282.750,291.003
2017-10-03 00,299.380,279.020,289.814
2017-10-04 00,301.150,283.180,291.914
2017-10-05 00,302.270,282.740,292.403
2017-10-06 00,306.120,283.140,294.495
2017-10-07 00,308.140,287.170,296.810
2017-10-08 00,304.020,284.910,294.001
2017-10-09 00,303.550,281.760,292.807
2017-10-10 00,303.800,285.320,294.260
2017-10-11 00,299.610,283.630,290.458
2017-10-12 00,298.610,280.440,288.653
2017-10-13 00,300.350,279.280,288.934
2017-10-14 00,302.140,283.060,290.943
2017-10-15 00,304.200,280.510,291.687
2017-10-16 00,305.560,282.870,294.265
2017-10-17 00,304.310,284.890,294.241
2017-10-18 00,302.280,282.500,291.313
2017-10-19 00,298.810,281.520,289.834
2017-10-20 00,293.040,282.760,287.837
2017-10-21 00,295.590,280.710,287.699
2017-10-22 00,298.930,282.240,290.238
2017-10-23 00,304.940,284.510,293.946
2017-10-24 00,306.660,286.780,296.571
2017-10-25 00,306.380,289.400,297.840
2017-10-26 00,306.540,286.410,296.540
2017-10-27 00,305.820,285.270,295.712
2017-10-28 00,304.600,286.460,295.320
2017-10-29 00,302.390,285.260,293.703
2017-10-30 00,297.270,282.040,289.218
2017-10-31 00,298.020,279.860,288.318
2017-11-01 00,297.410,282.060,288.994
2017-11-02 00,295.050,280.780,287.528
2017-11-03 00,291.270,286.340,288.451
2017-11-04 00,291.010,284.170,286.826
2017-11-05 00,290.960,282.590,286.709
2017-11-06 00,290.410,280.500,285.046
2017-11-07 00,292.560,277.530,285.516
2017-11-08 00,292.190,281.480,286.498
2017-11-09 00,287.550,281.110,284.301
2017-11-10 00,289.680,283.960,286.461
2017-11-11 00,291.390,282.690,286.879
2017-11-12 00,290.360,281.750,285.615
2017-11-13 00,289.020,281.560,285.685
2017-11-14 00,291.850,282.800,287.034
2017-11-15 00,286.490,282.080,284.652
2017-11-16 00,289.740,285.250,287.353
2017-11-17 00,288.610,279.360,284.597
2017-11-18 00,287.590,275.130,281.458
2017-11-19 00,289.110,277.050,283.515
2017-11-20 00,286.210,284.540,285.124
2017-11-21 00,293.950,282.880,288.307
2017-11-22 00,295.700,284.160,290.077
2017-11-23 00,296.370,286.320,291.407
2017-11-24 00,295.190,287.410,291.202
2017-11-25 00,295.940,285.550,290.238
2017-11-26 00,290.920,286.990,288.803
2017-11-27 00,288.600,282.230,286.013
2017-11-28 00,288.760,278.610,283.310
2017-11-29 00,289.890,278.430,283.555
2017-11-30 00,288.960,277.100,282.517
2017-12-01 00,288.630,277.260,282.670
2017-12-02 00,288.630,278.750,283.496
2017-12-03 00,286.740,277.250,282.166
2017-12-04 00,286.550,273.680,279.296
2017-12-05 00,287.180,272.120,279.797
2017-12-06 00,287.070,275.170,280.190
2017-12-07 00,287.730,274.780,280.450
2017-12-08 00,287.330,275.270,280.745
2017-12-09 00,287.680,274.240,281.222
2017-12-10 00,287.910,273.940,280.647
2017-12-11 00,287.970,274.740,281.048
2017-12-12 00,286.980,273.610,280.325
2017-12-13 00,286.350,273.990,279.676
2017-12-14 00,287.510,271.400,279.585
2017-12-15 00,288.380,275.670,282.031
2017-12-16 00,288.790,278.150,282.328
2017-12-17 00,288.110,274.580,281.167
2017-12-18 00,287.460,276.550,281.846
2017-12-19 00,288.240,276.870,282.695
2017-12-20 00,285.400,275.660,280.570
2017-12-21 00,284.810,273.850,278.353
2017-12-22 00,285.210,273.070,279.105
2017-12-23 00,285.170,276.960,280.817
2017-12-24 00,286.570,278.120,282.505
2017-12-25 00,287.830,276.730,283.014
2017-12-26 00,288.270,277.950,283.137
2017-12-27 00,287.660,274.890,281.450
2017-12-28 00,287.910,276.540,282.089
2017-12-29 00,288.340,276.750,282.507
2017-12-30 00,288.620,276.600,282.389
2017-12-31 00,289.110,277.310,282.978
Total Average,290.673
Max Temp,320.240
Min Temp,265.550


Metadata
nldas_prod_name,NLDAS_FORA0125_H.002
nldas_param_short_name,TMP2m
nldas_param_name,2-m above ground temperature
nldas_unit,k
nldas_undef,  9.9990e+20
nldas_begin_time,2009/01/01/09
nldas_end_time,2018/01/01/08
nldas_time_interval[hour],1
nldas_tot_record,78888
nldas_grid_y,110
nldas_grid_x,29
nldas_elevation[m],44.684250
nldas_dlat,0.125000
nldas_dlon,0.125000
nldas_ydim(original data set),224
nldas_xdim(original data set),464
nldas_start_lat(original data set),  25.0625
nldas_start_lon(original data set),-124.9375
nldas_Last_update,Thu May 28 16:19:46 2020
nldas_begin_time_index,262988
nldas_end_time_index,341875
nldas_lat,  38.8125
nldas_lon,-121.3125
nldas_Request_time,Thu May 28 16:30:36 2020
nldas_temporalresolution,daily
column_1,Date
column_2,Max Temperature
column_3,Min Temperature
column_4,Average Temperature
nldas_timeZone,America/Los_Angeles
nldas_tz_offset,-8
Max Temperature_sum,980101.1400000013
Max Temperature_mean,298.1749741405538
Max Temperature_max,320.24
Max Temperature_standard_deviation,9.826830918233906
Max Temperature_variance,96.56660589555783
Max Temperature_median,296.66
Max Temperature_entropy,10.83888731394947
Max Temperature_geometric_mean,298.0136565502953
Max Temperature_skewness,0.19065370495465953
Max Temperature_root_mean_square,298.3368103859709
Max Temperature_99_percentile,316.92
Max Temperature_99_percentile_count,34
Max Temperature_95_percentile,313.67
Max Temperature_95_percentile_count,166
