,sub_42,bif_sum,date,year,month,day
230,0.0,0.0,2009-08-20,2009,8,20
231,0.0,0.0,2009-08-21,2009,8,21
232,0.0,0.0,2009-08-22,2009,8,22
233,0.0,0.0,2009-08-23,2009,8,23
234,0.0,0.0,2009-08-24,2009,8,24
235,0.0,0.0,2009-08-25,2009,8,25
236,0.0,0.0,2009-08-26,2009,8,26
237,0.0,0.0,2009-08-27,2009,8,27
238,0.0,0.0,2009-08-28,2009,8,28
239,0.0,0.0,2009-08-29,2009,8,29
240,0.0,0.0,2009-08-30,2009,8,30
241,0.0,0.0,2009-08-31,2009,8,31
242,0.0,0.0,2009-09-01,2009,9,1
243,0.0,0.0,2009-09-02,2009,9,2
244,0.0,0.0,2009-09-03,2009,9,3
245,0.0,0.0,2009-09-04,2009,9,4
246,0.0,0.0,2009-09-05,2009,9,5
247,0.0,0.0,2009-09-06,2009,9,6
248,0.0,0.0,2009-09-07,2009,9,7
249,0.0,0.0,2009-09-08,2009,9,8
250,0.0,0.0,2009-09-09,2009,9,9
251,0.0,0.0,2009-09-10,2009,9,10
252,0.0,0.0,2009-09-11,2009,9,11
253,0.0,0.0,2009-09-12,2009,9,12
254,0.0,0.0,2009-09-13,2009,9,13
255,0.0,0.0,2009-09-14,2009,9,14
256,0.0,0.0,2009-09-15,2009,9,15
257,0.0,0.0,2009-09-16,2009,9,16
258,0.0,0.0,2009-09-17,2009,9,17
259,0.0,0.0,2009-09-18,2009,9,18
260,0.0,0.0,2009-09-19,2009,9,19
261,0.0,0.0,2009-09-20,2009,9,20
262,0.0,0.0,2009-09-21,2009,9,21
263,0.0,0.0,2009-09-22,2009,9,22
264,0.0,0.0,2009-09-23,2009,9,23
265,0.0,0.0,2009-09-24,2009,9,24
266,0.0,0.0,2009-09-25,2009,9,25
267,0.0,0.0,2009-09-26,2009,9,26
268,0.0,0.0,2009-09-27,2009,9,27
269,0.0,0.0,2009-09-28,2009,9,28
270,0.0,0.0,2009-09-29,2009,9,29
271,0.0,0.0,2009-09-30,2009,9,30
272,0.0,0.0,2009-10-01,2009,10,1
273,0.0,0.0,2009-10-02,2009,10,2
274,0.0,0.0,2009-10-03,2009,10,3
275,0.0,0.0,2009-10-04,2009,10,4
276,0.0,0.0,2009-10-05,2009,10,5
277,0.0,0.0,2009-10-06,2009,10,6
278,0.0,0.0,2009-10-07,2009,10,7
279,0.0,0.0,2009-10-08,2009,10,8
280,0.0,0.0,2009-10-09,2009,10,9
281,0.0,0.0,2009-10-10,2009,10,10
282,0.0,0.0,2009-10-11,2009,10,11
283,0.0,0.0,2009-10-12,2009,10,12
284,0.0,0.0,2009-10-13,2009,10,13
285,0.0,0.0,2009-10-14,2009,10,14
286,0.0,0.0,2009-10-15,2009,10,15
287,0.0,0.0,2009-10-16,2009,10,16
288,0.0,0.0,2009-10-17,2009,10,17
289,0.0,0.0,2009-10-18,2009,10,18
290,0.0,0.0,2009-10-19,2009,10,19
291,0.0,0.0,2009-10-20,2009,10,20
292,0.0,0.0,2009-10-21,2009,10,21
293,0.0,0.0,2009-10-22,2009,10,22
294,0.0,0.0,2009-10-23,2009,10,23
295,0.0,0.0,2009-10-24,2009,10,24
296,0.0,0.0,2009-10-25,2009,10,25
297,0.0,0.0,2009-10-26,2009,10,26
298,0.0,0.0,2009-10-27,2009,10,27
299,0.0,0.0,2009-10-28,2009,10,28
300,0.0,0.0,2009-10-29,2009,10,29
301,0.0,0.0,2009-10-30,2009,10,30
302,0.0,0.0,2009-10-31,2009,10,31
303,0.0,0.0,2009-11-01,2009,11,1
304,0.0,0.0,2009-11-02,2009,11,2
305,0.0,0.0,2009-11-03,2009,11,3
306,0.0,0.0,2009-11-04,2009,11,4
307,0.0,0.0,2009-11-05,2009,11,5
308,0.0,0.0,2009-11-06,2009,11,6
309,0.0,0.0,2009-11-07,2009,11,7
310,0.0,0.0,2009-11-08,2009,11,8
311,0.0,0.0,2009-11-09,2009,11,9
312,0.0,0.0,2009-11-10,2009,11,10
313,0.0,0.0,2009-11-11,2009,11,11
314,0.0,0.0,2009-11-12,2009,11,12
315,0.0,0.0,2009-11-13,2009,11,13
316,0.0,0.0,2009-11-14,2009,11,14
317,0.0,0.0,2009-11-15,2009,11,15
318,0.0,0.0,2009-11-16,2009,11,16
319,0.0,0.0,2009-11-17,2009,11,17
320,58.050712694240524,58.050712694240524,2009-11-18,2009,11,18
321,0.0,0.0,2009-11-19,2009,11,19
322,0.0,0.0,2009-11-20,2009,11,20
323,0.0,0.0,2009-11-21,2009,11,21
324,0.0,0.0,2009-11-22,2009,11,22
325,0.0,0.0,2009-11-23,2009,11,23
326,0.0,0.0,2009-11-24,2009,11,24
327,0.0,0.0,2009-11-25,2009,11,25
328,0.0,0.0,2009-11-26,2009,11,26
329,0.0,0.0,2009-11-27,2009,11,27
330,0.0,0.0,2009-11-28,2009,11,28
331,0.0,0.0,2009-11-29,2009,11,29
332,0.0,0.0,2009-11-30,2009,11,30
333,0.0,0.0,2009-12-01,2009,12,1
334,0.0,0.0,2009-12-02,2009,12,2
335,0.0,0.0,2009-12-03,2009,12,3
336,0.0,0.0,2009-12-04,2009,12,4
337,0.0,0.0,2009-12-05,2009,12,5
338,0.0,0.0,2009-12-06,2009,12,6
339,39.297545748949936,39.297545748949936,2009-12-07,2009,12,7
340,0.0,0.0,2009-12-08,2009,12,8
341,0.0,0.0,2009-12-09,2009,12,9
342,0.0,0.0,2009-12-10,2009,12,10
343,4.185379035248351,4.185379035248351,2009-12-11,2009,12,11
344,0.004130879418066219,0.004130879418066219,2009-12-12,2009,12,12
345,0.0,0.0,2009-12-13,2009,12,13
346,0.0,0.0,2009-12-14,2009,12,14
347,0.0,0.0,2009-12-15,2009,12,15
348,0.0,0.0,2009-12-16,2009,12,16
349,0.0,0.0,2009-12-17,2009,12,17
350,0.0,0.0,2009-12-18,2009,12,18
351,0.0,0.0,2009-12-19,2009,12,19
352,0.0,0.0,2009-12-20,2009,12,20
353,0.0,0.0,2009-12-21,2009,12,21
354,15.287957205391596,15.287957205391596,2009-12-22,2009,12,22
355,0.0,0.0,2009-12-23,2009,12,23
356,0.0,0.0,2009-12-24,2009,12,24
357,0.0,0.0,2009-12-25,2009,12,25
358,0.0,0.0,2009-12-26,2009,12,26
359,0.0,0.0,2009-12-27,2009,12,27
360,0.0,0.0,2009-12-28,2009,12,28
361,0.0,0.0,2009-12-29,2009,12,29
362,2.3241609075251235,2.3241609075251235,2009-12-30,2009,12,30
363,0.0,0.0,2009-12-31,2009,12,31
364,0.0,0.0,2010-01-01,2010,1,1
365,0.0,0.0,2010-01-02,2010,1,2
366,0.0,0.0,2010-01-03,2010,1,3
367,0.0,0.0,2010-01-04,2010,1,4
368,0.0,0.0,2010-01-05,2010,1,5
369,0.0,0.0,2010-01-06,2010,1,6
370,0.0,0.0,2010-01-07,2010,1,7
371,0.0,0.0,2010-01-08,2010,1,8
372,0.0,0.0,2010-01-09,2010,1,9
373,0.0,0.0,2010-01-10,2010,1,10
374,0.0,0.0,2010-01-11,2010,1,11
375,0.0,0.0,2010-01-12,2010,1,12
376,0.7536023022223685,0.7536023022223685,2010-01-13,2010,1,13
377,0.0,0.0,2010-01-14,2010,1,14
378,0.0,0.0,2010-01-15,2010,1,15
379,0.0,0.0,2010-01-16,2010,1,16
380,0.0,0.0,2010-01-17,2010,1,17
381,0.0064674832604186576,0.0064674832604186576,2010-01-18,2010,1,18
382,0.0,0.0,2010-01-19,2010,1,19
383,0.0,0.0,2010-01-20,2010,1,20
384,0.0,0.0,2010-01-21,2010,1,21
385,0.00827706648881982,0.00827706648881982,2010-01-22,2010,1,22
386,0.0,0.0,2010-01-23,2010,1,23
387,0.0,0.0,2010-01-24,2010,1,24
388,0.0,0.0,2010-01-25,2010,1,25
389,0.009092745696304574,0.009092745696304574,2010-01-26,2010,1,26
390,0.0,0.0,2010-01-27,2010,1,27
391,0.0,0.0,2010-01-28,2010,1,28
392,0.0,0.0,2010-01-29,2010,1,29
393,6.089974677072561,6.089974677072561,2010-01-30,2010,1,30
394,0.0,0.0,2010-01-31,2010,1,31
395,0.0,0.0,2010-02-01,2010,2,1
396,0.0,0.0,2010-02-02,2010,2,2
397,0.0,0.0,2010-02-03,2010,2,3
398,0.0,0.0,2010-02-04,2010,2,4
399,2.3933733657473555,2.3933733657473555,2010-02-05,2010,2,5
400,0.0,0.0,2010-02-06,2010,2,6
401,0.14586662245805773,0.14586662245805773,2010-02-07,2010,2,7
402,0.0,0.0,2010-02-08,2010,2,8
403,3.058696434921595,3.058696434921595,2010-02-09,2010,2,9
404,0.0,0.0,2010-02-10,2010,2,10
405,0.0,0.0,2010-02-11,2010,2,11
406,0.0,0.0,2010-02-12,2010,2,12
407,0.0,0.0,2010-02-13,2010,2,13
408,0.0,0.0,2010-02-14,2010,2,14
409,0.0,0.0,2010-02-15,2010,2,15
410,0.0,0.0,2010-02-16,2010,2,16
411,0.0,0.0,2010-02-17,2010,2,17
412,0.0,0.0,2010-02-18,2010,2,18
413,0.0,0.0,2010-02-19,2010,2,19
414,0.0,0.0,2010-02-20,2010,2,20
415,0.0,0.0,2010-02-21,2010,2,21
416,0.0,0.0,2010-02-22,2010,2,22
417,0.0,0.0,2010-02-23,2010,2,23
418,0.5684737374287041,0.5684737374287041,2010-02-24,2010,2,24
419,0.0,0.0,2010-02-25,2010,2,25
420,0.0,0.0,2010-02-26,2010,2,26
421,0.01656178680398333,0.01656178680398333,2010-02-27,2010,2,27
422,0.0,0.0,2010-02-28,2010,2,28
423,0.0,0.0,2010-03-01,2010,3,1
424,0.0,0.0,2010-03-02,2010,3,2
425,0.10149629773991922,0.10149629773991922,2010-03-03,2010,3,3
426,0.000636360990289714,0.000636360990289714,2010-03-04,2010,3,4
427,0.0,0.0,2010-03-05,2010,3,5
428,0.0,0.0,2010-03-06,2010,3,6
429,0.0,0.0,2010-03-07,2010,3,7
430,0.0,0.0,2010-03-08,2010,3,8
431,0.0,0.0,2010-03-09,2010,3,9
432,7.030104007501965,7.030104007501965,2010-03-10,2010,3,10
433,0.0,0.0,2010-03-11,2010,3,11
434,0.0,0.0,2010-03-12,2010,3,12
435,0.015777816305636724,0.015777816305636724,2010-03-13,2010,3,13
436,0.0,0.0,2010-03-14,2010,3,14
437,0.0,0.0,2010-03-15,2010,3,15
438,0.0,0.0,2010-03-16,2010,3,16
439,0.0,0.0,2010-03-17,2010,3,17
440,0.0,0.0,2010-03-18,2010,3,18
441,0.0,0.0,2010-03-19,2010,3,19
442,0.0,0.0,2010-03-20,2010,3,20
443,0.0,0.0,2010-03-21,2010,3,21
444,0.0,0.0,2010-03-22,2010,3,22
445,0.0,0.0,2010-03-23,2010,3,23
446,0.0,0.0,2010-03-24,2010,3,24
447,27.53173181741676,27.53173181741676,2010-03-25,2010,3,25
448,0.0,0.0,2010-03-26,2010,3,26
449,0.0,0.0,2010-03-27,2010,3,27
450,0.0,0.0,2010-03-28,2010,3,28
451,0.0,0.0,2010-03-29,2010,3,29
452,0.0,0.0,2010-03-30,2010,3,30
453,0.0,0.0,2010-03-31,2010,3,31
454,0.0,0.0,2010-04-01,2010,4,1
455,0.0,0.0,2010-04-02,2010,4,2
456,0.0,0.0,2010-04-03,2010,4,3
457,0.0,0.0,2010-04-04,2010,4,4
458,0.037300375984095024,0.037300375984095024,2010-04-05,2010,4,5
459,0.0,0.0,2010-04-06,2010,4,6
460,0.0,0.0,2010-04-07,2010,4,7
461,0.0,0.0,2010-04-08,2010,4,8
462,0.0,0.0,2010-04-09,2010,4,9
463,0.0,0.0,2010-04-10,2010,4,10
464,0.0,0.0,2010-04-11,2010,4,11
465,0.044086039739658536,0.044086039739658536,2010-04-12,2010,4,12
466,0.22802607464252406,0.22802607464252406,2010-04-13,2010,4,13
467,0.0,0.0,2010-04-14,2010,4,14
468,0.0,0.0,2010-04-15,2010,4,15
469,0.0,0.0,2010-04-16,2010,4,16
470,0.0,0.0,2010-04-17,2010,4,17
471,0.0,0.0,2010-04-18,2010,4,18
472,0.0,0.0,2010-04-19,2010,4,19
473,0.0,0.0,2010-04-20,2010,4,20
474,0.003714292584216767,0.003714292584216767,2010-04-21,2010,4,21
475,0.0,0.0,2010-04-22,2010,4,22
476,0.0,0.0,2010-04-23,2010,4,23
477,0.0,0.0,2010-04-24,2010,4,24
478,0.0,0.0,2010-04-25,2010,4,25
479,0.0,0.0,2010-04-26,2010,4,26
480,0.0,0.0,2010-04-27,2010,4,27
481,0.0,0.0,2010-04-28,2010,4,28
482,0.781582504527375,0.781582504527375,2010-04-29,2010,4,29
483,0.0,0.0,2010-04-30,2010,4,30
484,0.0,0.0,2010-05-01,2010,5,1
485,0.0,0.0,2010-05-02,2010,5,2
486,0.0,0.0,2010-05-03,2010,5,3
487,0.0,0.0,2010-05-04,2010,5,4
488,0.0,0.0,2010-05-05,2010,5,5
489,0.0,0.0,2010-05-06,2010,5,6
490,0.0,0.0,2010-05-07,2010,5,7
491,0.0,0.0,2010-05-08,2010,5,8
492,0.0,0.0,2010-05-09,2010,5,9
493,0.0,0.0,2010-05-10,2010,5,10
494,0.0,0.0,2010-05-11,2010,5,11
495,0.0,0.0,2010-05-12,2010,5,12
496,0.0,0.0,2010-05-13,2010,5,13
497,0.0,0.0,2010-05-14,2010,5,14
498,0.0,0.0,2010-05-15,2010,5,15
499,0.0,0.0,2010-05-16,2010,5,16
500,0.0,0.0,2010-05-17,2010,5,17
501,0.0,0.0,2010-05-18,2010,5,18
502,0.0,0.0,2010-05-19,2010,5,19
503,0.0,0.0,2010-05-20,2010,5,20
504,0.0,0.0,2010-05-21,2010,5,21
505,0.0,0.0,2010-05-22,2010,5,22
506,0.0,0.0,2010-05-23,2010,5,23
507,0.0,0.0,2010-05-24,2010,5,24
508,0.0,0.0,2010-05-25,2010,5,25
509,2.759724857091875,2.759724857091875,2010-05-26,2010,5,26
510,8.713054679046767,8.713054679046767,2010-05-27,2010,5,27
511,0.0,0.0,2010-05-28,2010,5,28
512,0.0,0.0,2010-05-29,2010,5,29
513,0.0,0.0,2010-05-30,2010,5,30
514,0.0,0.0,2010-05-31,2010,5,31
515,0.0,0.0,2010-06-01,2010,6,1
516,0.0,0.0,2010-06-02,2010,6,2
517,0.0,0.0,2010-06-03,2010,6,3
518,0.0,0.0,2010-06-04,2010,6,4
519,0.0,0.0,2010-06-05,2010,6,5
520,0.0,0.0,2010-06-06,2010,6,6
521,0.0,0.0,2010-06-07,2010,6,7
522,0.0,0.0,2010-06-08,2010,6,8
523,0.0,0.0,2010-06-09,2010,6,9
524,0.0,0.0,2010-06-10,2010,6,10
525,0.0,0.0,2010-06-11,2010,6,11
526,0.0,0.0,2010-06-12,2010,6,12
527,0.0,0.0,2010-06-13,2010,6,13
528,0.0,0.0,2010-06-14,2010,6,14
529,0.0,0.0,2010-06-15,2010,6,15
530,0.0,0.0,2010-06-16,2010,6,16
531,0.0,0.0,2010-06-17,2010,6,17
532,0.0,0.0,2010-06-18,2010,6,18
533,0.0,0.0,2010-06-19,2010,6,19
534,0.0,0.0,2010-06-20,2010,6,20
535,0.0,0.0,2010-06-21,2010,6,21
536,0.0,0.0,2010-06-22,2010,6,22
537,0.0,0.0,2010-06-23,2010,6,23
538,0.0,0.0,2010-06-24,2010,6,24
539,0.0,0.0,2010-06-25,2010,6,25
540,0.0,0.0,2010-06-26,2010,6,26
541,0.0,0.0,2010-06-27,2010,6,27
542,0.0,0.0,2010-06-28,2010,6,28
543,0.0,0.0,2010-06-29,2010,6,29
544,0.0,0.0,2010-06-30,2010,6,30
545,0.0,0.0,2010-07-01,2010,7,1
546,0.0,0.0,2010-07-02,2010,7,2
547,0.0,0.0,2010-07-03,2010,7,3
548,0.0,0.0,2010-07-04,2010,7,4
549,0.0,0.0,2010-07-05,2010,7,5
550,0.0,0.0,2010-07-06,2010,7,6
551,0.0,0.0,2010-07-07,2010,7,7
552,0.0,0.0,2010-07-08,2010,7,8
553,0.0,0.0,2010-07-09,2010,7,9
554,0.0,0.0,2010-07-10,2010,7,10
555,0.0,0.0,2010-07-11,2010,7,11
556,0.0,0.0,2010-07-12,2010,7,12
557,0.0,0.0,2010-07-13,2010,7,13
558,0.0,0.0,2010-07-14,2010,7,14
559,0.0,0.0,2010-07-15,2010,7,15
560,0.0,0.0,2010-07-16,2010,7,16
561,0.0,0.0,2010-07-17,2010,7,17
562,0.0,0.0,2010-07-18,2010,7,18
563,0.0,0.0,2010-07-19,2010,7,19
