,sub_42,bif_sum,date,year,month,day
564,0.0,0.0,2010-07-20,2010,7,20
565,0.0,0.0,2010-07-21,2010,7,21
566,0.0,0.0,2010-07-22,2010,7,22
567,0.0,0.0,2010-07-23,2010,7,23
568,0.0,0.0,2010-07-24,2010,7,24
569,0.0,0.0,2010-07-25,2010,7,25
570,0.0,0.0,2010-07-26,2010,7,26
571,0.0,0.0,2010-07-27,2010,7,27
572,0.0,0.0,2010-07-28,2010,7,28
573,0.0,0.0,2010-07-29,2010,7,29
574,0.0,0.0,2010-07-30,2010,7,30
575,0.0,0.0,2010-07-31,2010,7,31
576,0.0,0.0,2010-08-01,2010,8,1
577,0.0,0.0,2010-08-02,2010,8,2
578,0.0,0.0,2010-08-03,2010,8,3
579,0.0,0.0,2010-08-04,2010,8,4
580,0.0,0.0,2010-08-05,2010,8,5
581,0.0,0.0,2010-08-06,2010,8,6
582,0.0,0.0,2010-08-07,2010,8,7
583,0.0,0.0,2010-08-08,2010,8,8
584,0.0,0.0,2010-08-09,2010,8,9
585,0.0,0.0,2010-08-10,2010,8,10
586,0.0,0.0,2010-08-11,2010,8,11
587,0.0,0.0,2010-08-12,2010,8,12
588,0.0,0.0,2010-08-13,2010,8,13
589,0.0,0.0,2010-08-14,2010,8,14
590,0.0,0.0,2010-08-15,2010,8,15
591,0.0,0.0,2010-08-16,2010,8,16
592,0.0,0.0,2010-08-17,2010,8,17
593,0.0,0.0,2010-08-18,2010,8,18
594,0.0,0.0,2010-08-19,2010,8,19
595,0.0,0.0,2010-08-20,2010,8,20
596,0.0,0.0,2010-08-21,2010,8,21
597,0.0,0.0,2010-08-22,2010,8,22
598,0.0,0.0,2010-08-23,2010,8,23
599,0.0,0.0,2010-08-24,2010,8,24
600,0.0,0.0,2010-08-25,2010,8,25
601,0.0,0.0,2010-08-26,2010,8,26
602,0.0,0.0,2010-08-27,2010,8,27
603,0.0,0.0,2010-08-28,2010,8,28
604,0.0,0.0,2010-08-29,2010,8,29
605,0.0,0.0,2010-08-30,2010,8,30
606,0.0,0.0,2010-08-31,2010,8,31
607,0.0,0.0,2010-09-01,2010,9,1
608,0.0,0.0,2010-09-02,2010,9,2
609,0.0,0.0,2010-09-03,2010,9,3
610,0.0,0.0,2010-09-04,2010,9,4
611,0.0,0.0,2010-09-05,2010,9,5
612,0.0,0.0,2010-09-06,2010,9,6
613,0.0,0.0,2010-09-07,2010,9,7
614,0.0,0.0,2010-09-08,2010,9,8
615,0.0,0.0,2010-09-09,2010,9,9
616,0.0,0.0,2010-09-10,2010,9,10
617,0.0,0.0,2010-09-11,2010,9,11
618,0.0,0.0,2010-09-12,2010,9,12
619,0.0,0.0,2010-09-13,2010,9,13
620,0.0,0.0,2010-09-14,2010,9,14
621,0.0,0.0,2010-09-15,2010,9,15
622,0.0,0.0,2010-09-16,2010,9,16
623,0.0,0.0,2010-09-17,2010,9,17
624,0.0,0.0,2010-09-18,2010,9,18
625,0.0,0.0,2010-09-19,2010,9,19
626,0.0,0.0,2010-09-20,2010,9,20
627,0.0,0.0,2010-09-21,2010,9,21
628,0.0,0.0,2010-09-22,2010,9,22
629,0.0,0.0,2010-09-23,2010,9,23
630,0.0,0.0,2010-09-24,2010,9,24
631,0.0,0.0,2010-09-25,2010,9,25
632,0.0,0.0,2010-09-26,2010,9,26
633,0.0,0.0,2010-09-27,2010,9,27
634,0.0,0.0,2010-09-28,2010,9,28
635,0.0,0.0,2010-09-29,2010,9,29
636,0.0,0.0,2010-09-30,2010,9,30
637,0.0,0.0,2010-10-01,2010,10,1
638,0.0,0.0,2010-10-02,2010,10,2
639,0.0,0.0,2010-10-03,2010,10,3
640,0.0,0.0,2010-10-04,2010,10,4
641,0.0,0.0,2010-10-05,2010,10,5
642,0.0,0.0,2010-10-06,2010,10,6
643,0.0,0.0,2010-10-07,2010,10,7
644,0.0,0.0,2010-10-08,2010,10,8
645,0.0,0.0,2010-10-09,2010,10,9
646,0.0,0.0,2010-10-10,2010,10,10
647,0.0,0.0,2010-10-11,2010,10,11
648,0.0,0.0,2010-10-12,2010,10,12
649,0.0,0.0,2010-10-13,2010,10,13
650,0.0,0.0,2010-10-14,2010,10,14
651,0.0,0.0,2010-10-15,2010,10,15
652,0.0,0.0,2010-10-16,2010,10,16
653,0.0,0.0,2010-10-17,2010,10,17
654,0.0,0.0,2010-10-18,2010,10,18
655,0.0,0.0,2010-10-19,2010,10,19
656,0.0,0.0,2010-10-20,2010,10,20
657,0.0,0.0,2010-10-21,2010,10,21
658,0.0,0.0,2010-10-22,2010,10,22
659,0.0,0.0,2010-10-23,2010,10,23
660,4.3749971158944705,4.3749971158944705,2010-10-24,2010,10,24
661,0.0,0.0,2010-10-25,2010,10,25
662,0.0,0.0,2010-10-26,2010,10,26
663,0.0,0.0,2010-10-27,2010,10,27
664,0.0,0.0,2010-10-28,2010,10,28
665,0.0,0.0,2010-10-29,2010,10,29
666,0.0,0.0,2010-10-30,2010,10,30
667,0.0,0.0,2010-10-31,2010,10,31
668,0.0,0.0,2010-11-01,2010,11,1
669,0.0,0.0,2010-11-02,2010,11,2
670,0.0,0.0,2010-11-03,2010,11,3
671,0.0,0.0,2010-11-04,2010,11,4
672,0.0,0.0,2010-11-05,2010,11,5
673,0.0,0.0,2010-11-06,2010,11,6
674,0.0,0.0,2010-11-07,2010,11,7
675,0.0,0.0,2010-11-08,2010,11,8
676,0.0,0.0,2010-11-09,2010,11,9
677,0.0,0.0,2010-11-10,2010,11,10
678,0.0,0.0,2010-11-11,2010,11,11
679,0.0,0.0,2010-11-12,2010,11,12
680,0.0,0.0,2010-11-13,2010,11,13
681,0.0,0.0,2010-11-14,2010,11,14
682,0.0,0.0,2010-11-15,2010,11,15
683,0.0,0.0,2010-11-16,2010,11,16
684,0.0,0.0,2010-11-17,2010,11,17
685,0.0,0.0,2010-11-18,2010,11,18
686,0.0,0.0,2010-11-19,2010,11,19
687,0.82180992238605,0.82180992238605,2010-11-20,2010,11,20
688,0.0,0.0,2010-11-21,2010,11,21
689,0.6071474285396099,0.6071474285396099,2010-11-22,2010,11,22
690,0.0,0.0,2010-11-23,2010,11,23
691,0.0,0.0,2010-11-24,2010,11,24
692,0.0,0.0,2010-11-25,2010,11,25
693,0.0,0.0,2010-11-26,2010,11,26
694,0.0,0.0,2010-11-27,2010,11,27
695,0.0,0.0,2010-11-28,2010,11,28
696,0.0,0.0,2010-11-29,2010,11,29
697,0.0,0.0,2010-11-30,2010,11,30
698,0.0,0.0,2010-12-01,2010,12,1
699,0.0,0.0,2010-12-02,2010,12,2
700,3.1287617480792664,3.1287617480792664,2010-12-03,2010,12,3
701,0.0,0.0,2010-12-04,2010,12,4
702,1.7612985182101082,1.7612985182101082,2010-12-05,2010,12,5
703,0.005908753937329235,0.005908753937329235,2010-12-06,2010,12,6
704,0.0,0.0,2010-12-07,2010,12,7
705,0.0,0.0,2010-12-08,2010,12,8
706,0.0,0.0,2010-12-09,2010,12,9
707,0.0,0.0,2010-12-10,2010,12,10
708,0.0,0.0,2010-12-11,2010,12,11
709,0.0,0.0,2010-12-12,2010,12,12
710,0.0,0.0,2010-12-13,2010,12,13
711,0.0,0.0,2010-12-14,2010,12,14
712,0.1460350066376189,0.1460350066376189,2010-12-15,2010,12,15
713,0.0,0.0,2010-12-16,2010,12,16
714,0.0,0.0,2010-12-17,2010,12,17
715,0.01324767999716525,0.01324767999716525,2010-12-18,2010,12,18
716,0.0,0.0,2010-12-19,2010,12,19
717,0.0,0.0,2010-12-20,2010,12,20
718,0.0,0.0,2010-12-21,2010,12,21
719,0.0,0.0,2010-12-22,2010,12,22
720,0.0,0.0,2010-12-23,2010,12,23
721,0.0,0.0,2010-12-24,2010,12,24
722,0.0,0.0,2010-12-25,2010,12,25
723,0.0227974684665645,0.0227974684665645,2010-12-26,2010,12,26
724,0.6836004064829732,0.6836004064829732,2010-12-27,2010,12,27
725,0.0,0.0,2010-12-28,2010,12,28
726,0.11275726309901506,0.11275726309901506,2010-12-29,2010,12,29
727,0.0,0.0,2010-12-30,2010,12,30
728,0.0,0.0,2010-12-31,2010,12,31
729,0.0,0.0,2011-01-01,2011,1,1
730,0.0,0.0,2011-01-02,2011,1,2
731,0.0,0.0,2011-01-03,2011,1,3
732,0.0,0.0,2011-01-04,2011,1,4
733,0.0,0.0,2011-01-05,2011,1,5
734,0.0,0.0,2011-01-06,2011,1,6
735,0.0,0.0,2011-01-07,2011,1,7
736,0.0,0.0,2011-01-08,2011,1,8
737,0.0,0.0,2011-01-09,2011,1,9
738,0.0,0.0,2011-01-10,2011,1,10
739,0.0,0.0,2011-01-11,2011,1,11
740,0.0,0.0,2011-01-12,2011,1,12
741,0.0,0.0,2011-01-13,2011,1,13
742,0.0,0.0,2011-01-14,2011,1,14
743,0.0,0.0,2011-01-15,2011,1,15
744,0.0,0.0,2011-01-16,2011,1,16
745,0.0,0.0,2011-01-17,2011,1,17
746,0.0,0.0,2011-01-18,2011,1,18
747,0.0,0.0,2011-01-19,2011,1,19
748,0.0,0.0,2011-01-20,2011,1,20
749,0.0,0.0,2011-01-21,2011,1,21
750,0.0,0.0,2011-01-22,2011,1,22
751,0.0,0.0,2011-01-23,2011,1,23
752,0.0,0.0,2011-01-24,2011,1,24
753,0.0,0.0,2011-01-25,2011,1,25
754,0.0,0.0,2011-01-26,2011,1,26
755,0.0,0.0,2011-01-27,2011,1,27
756,0.0,0.0,2011-01-28,2011,1,28
757,0.0,0.0,2011-01-29,2011,1,29
758,166.58291276181893,166.58291276181893,2011-01-30,2011,1,30
759,0.0,0.0,2011-01-31,2011,1,31
760,0.0,0.0,2011-02-01,2011,2,1
761,0.0,0.0,2011-02-02,2011,2,2
762,0.0,0.0,2011-02-03,2011,2,3
763,0.0,0.0,2011-02-04,2011,2,4
764,0.0,0.0,2011-02-05,2011,2,5
765,0.0,0.0,2011-02-06,2011,2,6
766,0.0,0.0,2011-02-07,2011,2,7
767,0.0,0.0,2011-02-08,2011,2,8
768,0.0,0.0,2011-02-09,2011,2,9
769,0.0,0.0,2011-02-10,2011,2,10
770,0.0,0.0,2011-02-11,2011,2,11
771,0.0,0.0,2011-02-12,2011,2,12
772,0.0,0.0,2011-02-13,2011,2,13
773,0.0,0.0,2011-02-14,2011,2,14
774,0.0,0.0,2011-02-15,2011,2,15
775,46.32343905855911,46.32343905855911,2011-02-16,2011,2,16
776,0.0,0.0,2011-02-17,2011,2,17
777,0.0,0.0,2011-02-18,2011,2,18
778,0.0065112194109540325,0.0065112194109540325,2011-02-19,2011,2,19
779,0.0,0.0,2011-02-20,2011,2,20
780,0.0,0.0,2011-02-21,2011,2,21
781,0.0,0.0,2011-02-22,2011,2,22
782,0.0,0.0,2011-02-23,2011,2,23
783,0.0,0.0,2011-02-24,2011,2,24
784,1.9542908428700327,1.9542908428700327,2011-02-25,2011,2,25
785,0.0,0.0,2011-02-26,2011,2,26
786,0.0,0.0,2011-02-27,2011,2,27
787,0.0,0.0,2011-02-28,2011,2,28
788,0.0,0.0,2011-03-01,2011,3,1
789,0.0,0.0,2011-03-02,2011,3,2
790,3.4367331322854042,3.4367331322854042,2011-03-03,2011,3,3
791,0.0,0.0,2011-03-04,2011,3,4
792,0.0,0.0,2011-03-05,2011,3,5
793,12.586793960462826,12.586793960462826,2011-03-06,2011,3,6
794,0.009349695580699903,0.009349695580699903,2011-03-07,2011,3,7
795,0.0,0.0,2011-03-08,2011,3,8
796,0.0,0.0,2011-03-09,2011,3,9
797,0.0,0.0,2011-03-10,2011,3,10
798,0.0,0.0,2011-03-11,2011,3,11
799,0.0,0.0,2011-03-12,2011,3,12
800,0.0,0.0,2011-03-13,2011,3,13
801,11.884067735350733,11.884067735350733,2011-03-14,2011,3,14
802,0.0,0.0,2011-03-15,2011,3,15
803,0.0,0.0,2011-03-16,2011,3,16
804,0.0,0.0,2011-03-17,2011,3,17
805,0.0,0.0,2011-03-18,2011,3,18
806,0.05080172565436545,0.05080172565436545,2011-03-19,2011,3,19
807,0.0,0.0,2011-03-20,2011,3,20
808,0.0,0.0,2011-03-21,2011,3,21
809,0.6000862270356736,0.6000862270356736,2011-03-22,2011,3,22
810,0.0,0.0,2011-03-23,2011,3,23
811,0.07946311850396043,0.07946311850396043,2011-03-24,2011,3,24
812,0.0,0.0,2011-03-25,2011,3,25
813,0.0,0.0,2011-03-26,2011,3,26
814,0.0,0.0,2011-03-27,2011,3,27
815,0.0,0.0,2011-03-28,2011,3,28
816,0.0,0.0,2011-03-29,2011,3,29
817,0.0,0.0,2011-03-30,2011,3,30
818,0.0,0.0,2011-03-31,2011,3,31
819,0.0,0.0,2011-04-01,2011,4,1
820,0.0,0.0,2011-04-02,2011,4,2
821,0.0,0.0,2011-04-03,2011,4,3
822,0.0,0.0,2011-04-04,2011,4,4
823,0.0,0.0,2011-04-05,2011,4,5
824,0.0,0.0,2011-04-06,2011,4,6
825,0.0,0.0,2011-04-07,2011,4,7
826,0.0,0.0,2011-04-08,2011,4,8
827,0.0,0.0,2011-04-09,2011,4,9
828,0.0,0.0,2011-04-10,2011,4,10
829,0.0,0.0,2011-04-11,2011,4,11
830,0.0,0.0,2011-04-12,2011,4,12
831,0.0,0.0,2011-04-13,2011,4,13
832,0.0,0.0,2011-04-14,2011,4,14
833,0.0,0.0,2011-04-15,2011,4,15
834,0.0,0.0,2011-04-16,2011,4,16
835,0.0,0.0,2011-04-17,2011,4,17
836,0.0,0.0,2011-04-18,2011,4,18
837,0.0,0.0,2011-04-19,2011,4,19
838,0.0,0.0,2011-04-20,2011,4,20
839,0.0,0.0,2011-04-21,2011,4,21
840,0.0,0.0,2011-04-22,2011,4,22
841,0.0,0.0,2011-04-23,2011,4,23
842,0.0,0.0,2011-04-24,2011,4,24
843,0.0,0.0,2011-04-25,2011,4,25
844,0.0,0.0,2011-04-26,2011,4,26
845,0.0,0.0,2011-04-27,2011,4,27
846,0.0,0.0,2011-04-28,2011,4,28
847,0.0,0.0,2011-04-29,2011,4,29
848,0.0,0.0,2011-04-30,2011,4,30
849,0.0,0.0,2011-05-01,2011,5,1
850,0.0,0.0,2011-05-02,2011,5,2
851,0.0,0.0,2011-05-03,2011,5,3
852,0.0,0.0,2011-05-04,2011,5,4
853,0.0,0.0,2011-05-05,2011,5,5
854,0.0,0.0,2011-05-06,2011,5,6
855,0.0,0.0,2011-05-07,2011,5,7
856,0.0,0.0,2011-05-08,2011,5,8
857,0.0,0.0,2011-05-09,2011,5,9
858,0.0,0.0,2011-05-10,2011,5,10
859,0.0,0.0,2011-05-11,2011,5,11
860,0.0,0.0,2011-05-12,2011,5,12
861,0.0,0.0,2011-05-13,2011,5,13
862,0.0,0.0,2011-05-14,2011,5,14
863,0.0,0.0,2011-05-15,2011,5,15
864,0.0,0.0,2011-05-16,2011,5,16
865,2.3242483798261944,2.3242483798261944,2011-05-17,2011,5,17
866,1.942318071660974,1.942318071660974,2011-05-18,2011,5,18
867,0.0,0.0,2011-05-19,2011,5,19
868,0.0,0.0,2011-05-20,2011,5,20
869,0.0,0.0,2011-05-21,2011,5,21
870,0.0,0.0,2011-05-22,2011,5,22
871,0.0,0.0,2011-05-23,2011,5,23
872,0.0,0.0,2011-05-24,2011,5,24
873,0.0,0.0,2011-05-25,2011,5,25
874,0.0,0.0,2011-05-26,2011,5,26
875,0.0,0.0,2011-05-27,2011,5,27
876,0.0,0.0,2011-05-28,2011,5,28
877,19.44309159914097,19.44309159914097,2011-05-29,2011,5,29
878,0.0,0.0,2011-05-30,2011,5,30
879,0.0,0.0,2011-05-31,2011,5,31
880,0.0,0.0,2011-06-01,2011,6,1
881,2.2847721303529647,2.2847721303529647,2011-06-02,2011,6,2
882,0.0,0.0,2011-06-03,2011,6,3
883,0.0,0.0,2011-06-04,2011,6,4
884,0.0,0.0,2011-06-05,2011,6,5
885,0.0,0.0,2011-06-06,2011,6,6
886,0.0,0.0,2011-06-07,2011,6,7
887,0.0,0.0,2011-06-08,2011,6,8
888,0.0,0.0,2011-06-09,2011,6,9
889,0.0,0.0,2011-06-10,2011,6,10
890,0.0,0.0,2011-06-11,2011,6,11
891,0.0,0.0,2011-06-12,2011,6,12
892,0.0,0.0,2011-06-13,2011,6,13
893,0.0,0.0,2011-06-14,2011,6,14
894,0.0,0.0,2011-06-15,2011,6,15
895,0.0,0.0,2011-06-16,2011,6,16
896,0.0,0.0,2011-06-17,2011,6,17
897,0.0,0.0,2011-06-18,2011,6,18
898,0.0,0.0,2011-06-19,2011,6,19
899,0.0,0.0,2011-06-20,2011,6,20
900,0.0,0.0,2011-06-21,2011,6,21
901,0.0,0.0,2011-06-22,2011,6,22
902,0.0,0.0,2011-06-23,2011,6,23
903,0.0,0.0,2011-06-24,2011,6,24
904,0.0,0.0,2011-06-25,2011,6,25
905,0.0,0.0,2011-06-26,2011,6,26
906,0.0,0.0,2011-06-27,2011,6,27
907,0.0,0.0,2011-06-28,2011,6,28
908,0.27690231626956957,0.27690231626956957,2011-06-29,2011,6,29
909,0.0,0.0,2011-06-30,2011,6,30
910,0.0,0.0,2011-07-01,2011,7,1
911,0.0,0.0,2011-07-02,2011,7,2
912,0.0,0.0,2011-07-03,2011,7,3
913,0.0,0.0,2011-07-04,2011,7,4
914,0.0,0.0,2011-07-05,2011,7,5
915,0.0,0.0,2011-07-06,2011,7,6
916,0.0,0.0,2011-07-07,2011,7,7
917,0.0,0.0,2011-07-08,2011,7,8
918,0.0,0.0,2011-07-09,2011,7,9
919,0.0,0.0,2011-07-10,2011,7,10
920,0.0,0.0,2011-07-11,2011,7,11
921,0.0,0.0,2011-07-12,2011,7,12
922,0.0,0.0,2011-07-13,2011,7,13
923,0.0,0.0,2011-07-14,2011,7,14
924,0.0,0.0,2011-07-15,2011,7,15
925,0.0,0.0,2011-07-16,2011,7,16
926,0.0,0.0,2011-07-17,2011,7,17
927,0.0,0.0,2011-07-18,2011,7,18
928,0.0,0.0,2011-07-19,2011,7,19
929,0.0,0.0,2011-07-20,2011,7,20
930,0.0,0.0,2011-07-21,2011,7,21
931,0.0,0.0,2011-07-22,2011,7,22
932,0.0,0.0,2011-07-23,2011,7,23
933,0.0,0.0,2011-07-24,2011,7,24
934,0.0,0.0,2011-07-25,2011,7,25
935,0.0,0.0,2011-07-26,2011,7,26
936,0.0,0.0,2011-07-27,2011,7,27
937,0.0,0.0,2011-07-28,2011,7,28
938,0.0,0.0,2011-07-29,2011,7,29
939,0.0,0.0,2011-07-30,2011,7,30
940,0.0,0.0,2011-07-31,2011,7,31
941,0.0,0.0,2011-08-01,2011,8,1
942,0.0,0.0,2011-08-02,2011,8,2
943,0.0,0.0,2011-08-03,2011,8,3
944,0.0,0.0,2011-08-04,2011,8,4
945,0.0,0.0,2011-08-05,2011,8,5
946,0.0,0.0,2011-08-06,2011,8,6
947,0.0,0.0,2011-08-07,2011,8,7
948,0.0,0.0,2011-08-08,2011,8,8
949,0.0,0.0,2011-08-09,2011,8,9
950,0.0,0.0,2011-08-10,2011,8,10
951,0.0,0.0,2011-08-11,2011,8,11
952,0.0,0.0,2011-08-12,2011,8,12
953,0.0,0.0,2011-08-13,2011,8,13
954,0.0,0.0,2011-08-14,2011,8,14
955,0.0,0.0,2011-08-15,2011,8,15
956,0.0,0.0,2011-08-16,2011,8,16
957,0.0,0.0,2011-08-17,2011,8,17
958,0.0,0.0,2011-08-18,2011,8,18
959,0.0,0.0,2011-08-19,2011,8,19
960,0.0,0.0,2011-08-20,2011,8,20
961,0.0,0.0,2011-08-21,2011,8,21
962,0.0,0.0,2011-08-22,2011,8,22
963,0.0,0.0,2011-08-23,2011,8,23
964,0.0,0.0,2011-08-24,2011,8,24
965,0.0,0.0,2011-08-25,2011,8,25
966,0.0,0.0,2011-08-26,2011,8,26
967,0.0,0.0,2011-08-27,2011,8,27
968,0.0,0.0,2011-08-28,2011,8,28
969,0.0,0.0,2011-08-29,2011,8,29
970,0.0,0.0,2011-08-30,2011,8,30
971,0.0,0.0,2011-08-31,2011,8,31
972,0.0,0.0,2011-09-01,2011,9,1
973,0.0,0.0,2011-09-02,2011,9,2
974,0.0,0.0,2011-09-03,2011,9,3
975,0.0,0.0,2011-09-04,2011,9,4
976,0.0,0.0,2011-09-05,2011,9,5
977,0.0,0.0,2011-09-06,2011,9,6
978,0.0,0.0,2011-09-07,2011,9,7
979,0.0,0.0,2011-09-08,2011,9,8
980,0.0,0.0,2011-09-09,2011,9,9
981,0.0,0.0,2011-09-10,2011,9,10
982,0.0,0.0,2011-09-11,2011,9,11
983,0.0,0.0,2011-09-12,2011,9,12
984,0.0,0.0,2011-09-13,2011,9,13
985,0.0,0.0,2011-09-14,2011,9,14
986,0.0,0.0,2011-09-15,2011,9,15
987,0.0,0.0,2011-09-16,2011,9,16
988,0.0,0.0,2011-09-17,2011,9,17
989,0.0,0.0,2011-09-18,2011,9,18
990,0.0,0.0,2011-09-19,2011,9,19
991,0.0,0.0,2011-09-20,2011,9,20
992,0.0,0.0,2011-09-21,2011,9,21
993,0.0,0.0,2011-09-22,2011,9,22
994,0.0,0.0,2011-09-23,2011,9,23
995,0.0,0.0,2011-09-24,2011,9,24
996,0.0,0.0,2011-09-25,2011,9,25
997,0.0,0.0,2011-09-26,2011,9,26
998,0.0,0.0,2011-09-27,2011,9,27
999,0.0,0.0,2011-09-28,2011,9,28
1000,0.0,0.0,2011-09-29,2011,9,29
1001,0.0,0.0,2011-09-30,2011,9,30
1002,0.0,0.0,2011-10-01,2011,10,1
1003,0.0,0.0,2011-10-02,2011,10,2
1004,0.0,0.0,2011-10-03,2011,10,3
1005,0.0,0.0,2011-10-04,2011,10,4
1006,271.1895462095969,271.1895462095969,2011-10-05,2011,10,5
1007,0.0,0.0,2011-10-06,2011,10,6
1008,0.0,0.0,2011-10-07,2011,10,7
1009,0.0,0.0,2011-10-08,2011,10,8
1010,0.0,0.0,2011-10-09,2011,10,9
1011,0.0,0.0,2011-10-10,2011,10,10
1012,0.001371128319284023,0.001371128319284023,2011-10-11,2011,10,11
1013,0.0,0.0,2011-10-12,2011,10,12
1014,0.0,0.0,2011-10-13,2011,10,13
1015,0.0,0.0,2011-10-14,2011,10,14
1016,0.0,0.0,2011-10-15,2011,10,15
1017,0.0,0.0,2011-10-16,2011,10,16
1018,0.0,0.0,2011-10-17,2011,10,17
1019,0.0,0.0,2011-10-18,2011,10,18
1020,0.0,0.0,2011-10-19,2011,10,19
1021,0.0,0.0,2011-10-20,2011,10,20
1022,0.0,0.0,2011-10-21,2011,10,21
1023,0.0,0.0,2011-10-22,2011,10,22
1024,0.0,0.0,2011-10-23,2011,10,23
1025,0.0,0.0,2011-10-24,2011,10,24
1026,0.0,0.0,2011-10-25,2011,10,25
1027,0.0,0.0,2011-10-26,2011,10,26
1028,0.0,0.0,2011-10-27,2011,10,27
1029,0.0,0.0,2011-10-28,2011,10,28
1030,0.0,0.0,2011-10-29,2011,10,29
1031,0.0,0.0,2011-10-30,2011,10,30
1032,0.0,0.0,2011-10-31,2011,10,31
1033,0.0,0.0,2011-11-01,2011,11,1
1034,0.0,0.0,2011-11-02,2011,11,2
1035,0.0,0.0,2011-11-03,2011,11,3
1036,0.0,0.0,2011-11-04,2011,11,4
1037,0.0,0.0,2011-11-05,2011,11,5
1038,46.535832739596536,46.535832739596536,2011-11-06,2011,11,6
1039,0.0,0.0,2011-11-07,2011,11,7
1040,0.0,0.0,2011-11-08,2011,11,8
1041,0.0,0.0,2011-11-09,2011,11,9
1042,0.0,0.0,2011-11-10,2011,11,10
1043,0.0,0.0,2011-11-11,2011,11,11
1044,14.912776478657744,14.912776478657744,2011-11-12,2011,11,12
1045,0.0,0.0,2011-11-13,2011,11,13
1046,0.0,0.0,2011-11-14,2011,11,14
1047,0.0,0.0,2011-11-15,2011,11,15
1048,0.0,0.0,2011-11-16,2011,11,16
1049,0.0,0.0,2011-11-17,2011,11,17
1050,0.0,0.0,2011-11-18,2011,11,18
1051,0.0,0.0,2011-11-19,2011,11,19
1052,60.15223254065779,60.15223254065779,2011-11-20,2011,11,20
1053,0.0,0.0,2011-11-21,2011,11,21
1054,0.0,0.0,2011-11-22,2011,11,22
1055,0.0,0.0,2011-11-23,2011,11,23
1056,0.0,0.0,2011-11-24,2011,11,24
1057,0.0,0.0,2011-11-25,2011,11,25
1058,0.0,0.0,2011-11-26,2011,11,26
1059,0.0,0.0,2011-11-27,2011,11,27
1060,0.0,0.0,2011-11-28,2011,11,28
1061,0.0,0.0,2011-11-29,2011,11,29
1062,0.0,0.0,2011-11-30,2011,11,30
1063,0.0,0.0,2011-12-01,2011,12,1
1064,0.0,0.0,2011-12-02,2011,12,2
1065,0.0,0.0,2011-12-03,2011,12,3
1066,0.0,0.0,2011-12-04,2011,12,4
1067,0.0,0.0,2011-12-05,2011,12,5
1068,0.0,0.0,2011-12-06,2011,12,6
1069,0.0,0.0,2011-12-07,2011,12,7
1070,0.0,0.0,2011-12-08,2011,12,8
1071,0.0,0.0,2011-12-09,2011,12,9
1072,0.0,0.0,2011-12-10,2011,12,10
1073,0.0,0.0,2011-12-11,2011,12,11
1074,0.0,0.0,2011-12-12,2011,12,12
1075,0.0,0.0,2011-12-13,2011,12,13
1076,0.0,0.0,2011-12-14,2011,12,14
1077,0.0,0.0,2011-12-15,2011,12,15
1078,0.0,0.0,2011-12-16,2011,12,16
1079,0.0,0.0,2011-12-17,2011,12,17
1080,0.0,0.0,2011-12-18,2011,12,18
1081,0.0,0.0,2011-12-19,2011,12,19
1082,0.0,0.0,2011-12-20,2011,12,20
1083,0.0,0.0,2011-12-21,2011,12,21
1084,0.0,0.0,2011-12-22,2011,12,22
1085,0.0,0.0,2011-12-23,2011,12,23
1086,0.0,0.0,2011-12-24,2011,12,24
1087,0.0,0.0,2011-12-25,2011,12,25
1088,0.0,0.0,2011-12-26,2011,12,26
1089,0.0,0.0,2011-12-27,2011,12,27
1090,0.0,0.0,2011-12-28,2011,12,28
1091,0.0,0.0,2011-12-29,2011,12,29
1092,0.0,0.0,2011-12-30,2011,12,30
1093,0.0,0.0,2011-12-31,2011,12,31
1094,0.0,0.0,2012-01-01,2012,1,1
1095,0.0,0.0,2012-01-02,2012,1,2
1096,0.0,0.0,2012-01-03,2012,1,3
1097,0.0,0.0,2012-01-04,2012,1,4
1098,0.0,0.0,2012-01-05,2012,1,5
1099,0.0,0.0,2012-01-06,2012,1,6
1100,0.0,0.0,2012-01-07,2012,1,7
1101,0.0,0.0,2012-01-08,2012,1,8
1102,0.0,0.0,2012-01-09,2012,1,9
1103,0.0,0.0,2012-01-10,2012,1,10
1104,0.0,0.0,2012-01-11,2012,1,11
1105,0.0,0.0,2012-01-12,2012,1,12
1106,0.0,0.0,2012-01-13,2012,1,13
1107,0.0,0.0,2012-01-14,2012,1,14
1108,0.0,0.0,2012-01-15,2012,1,15
1109,0.0,0.0,2012-01-16,2012,1,16
1110,0.0,0.0,2012-01-17,2012,1,17
1111,0.0,0.0,2012-01-18,2012,1,18
1112,0.0,0.0,2012-01-19,2012,1,19
1113,65.16346053179413,65.16346053179413,2012-01-20,2012,1,20
1114,0.023647043190714166,0.023647043190714166,2012-01-21,2012,1,21
1115,0.0,0.0,2012-01-22,2012,1,22
1116,0.29230400168060205,0.29230400168060205,2012-01-23,2012,1,23
1117,0.0,0.0,2012-01-24,2012,1,24
1118,0.0,0.0,2012-01-25,2012,1,25
1119,0.0,0.0,2012-01-26,2012,1,26
1120,0.0,0.0,2012-01-27,2012,1,27
1121,0.0,0.0,2012-01-28,2012,1,28
1122,0.0,0.0,2012-01-29,2012,1,29
1123,0.0,0.0,2012-01-30,2012,1,30
1124,0.0,0.0,2012-01-31,2012,1,31
1125,0.0,0.0,2012-02-01,2012,2,1
1126,0.0,0.0,2012-02-02,2012,2,2
