YEAR,DATE,COUNTY_NAME,COMTRS,SITE_NAME,PRODUCT_NAME,POUNDS_PRODUCT_APPLIED,CHEMICAL_NAME,POUNDS_CHEMICAL_APPLIED
2017,01/01/17,PLACER,31,LANDSCAPE MAINTENANCE,TALSTAR PL GRANULAR INSECTICIDE,50.5625,BIFENTHRIN,0.101125
2017,01/01/17,PLACER,31,STRUCTURAL PEST CONTROL,AMERICAN BRAND BIFENTHRIN GRANULES,255,BIFENTHRIN,0.51
2017,01/01/17,PLACER,31,STRUCTURAL PEST CONTROL,BIFEN I/T INSECTICIDE/TERMITICIDE,0.6588,BIFENTHRIN,0.0520452
2017,01/01/17,PLACER,31,STRUCTURAL PEST CONTROL,BIFEN I/T INSECTICIDE/TERMITICIDE,0.4824,BIFENTHRIN,0.0381096
2017,01/01/17,PLACER,31,STRUCTURAL PEST CONTROL,BIFEN I/T INSECTICIDE/TERMITICIDE,12.1075,BIFENTHRIN,0.9564925
2017,01/01/17,PLACER,31,STRUCTURAL PEST CONTROL,BIFEN I/T INSECTICIDE/TERMITICIDE,411.0492,BIFENTHRIN,32.4728868
2017,01/01/17,PLACER,31,STRUCTURAL PEST CONTROL,BIFEN I/T INSECTICIDE/TERMITICIDE,0.2473,BIFENTHRIN,0.0195367
2017,01/01/17,PLACER,31,STRUCTURAL PEST CONTROL,BIFEN I/T INSECTICIDE/TERMITICIDE,14.3236,BIFENTHRIN,1.1315644
2017,01/01/17,PLACER,31,STRUCTURAL PEST CONTROL,BIFEN I/T INSECTICIDE/TERMITICIDE,1.0878,BIFENTHRIN,0.0859362
2017,01/01/17,PLACER,31,STRUCTURAL PEST CONTROL,BIFEN I/T INSECTICIDE/TERMITICIDE,12.6345,BIFENTHRIN,0.9981255
2017,01/01/17,PLACER,31,STRUCTURAL PEST CONTROL,BIFEN I/T INSECTICIDE/TERMITICIDE,0.8108,BIFENTHRIN,0.0640532
2017,01/01/17,PLACER,31,STRUCTURAL PEST CONTROL,BIFEN I/T INSECTICIDE/TERMITICIDE,2.1621,BIFENTHRIN,0.1708059
2017,01/01/17,PLACER,31,STRUCTURAL PEST CONTROL,BIFEN I/T INSECTICIDE/TERMITICIDE,0.002,BIFENTHRIN,0.000158
2017,01/01/17,PLACER,31,STRUCTURAL PEST CONTROL,BIFEN I/T INSECTICIDE/TERMITICIDE,0.3912,BIFENTHRIN,0.0309048
2017,01/01/17,PLACER,31,STRUCTURAL PEST CONTROL,BIFEN L/P INSECTICIDE GRANULES,4,BIFENTHRIN,0.008
2017,01/01/17,PLACER,31,STRUCTURAL PEST CONTROL,BIFEN XTS INSECTICIDE/TERMITICIDE,1.3308,BIFENTHRIN,0.3340308
2017,01/01/17,PLACER,31,STRUCTURAL PEST CONTROL,BISECT L,2.7898,BIFENTHRIN,0.2203942
2017,01/01/17,PLACER,31,STRUCTURAL PEST CONTROL,BISECT L,0.9536,BIFENTHRIN,0.0753344
2017,01/01/17,PLACER,31,STRUCTURAL PEST CONTROL,BISECT L,2.5882,BIFENTHRIN,0.2044678
2017,01/01/17,PLACER,31,STRUCTURAL PEST CONTROL,LESCO CROSSCHECK EZ GRANULAR INSECTICIDE,40,BIFENTHRIN,0.08
2017,01/01/17,PLACER,31,STRUCTURAL PEST CONTROL,LESCO CROSSCHECK EZ GRANULAR INSECTICIDE,88,BIFENTHRIN,0.176
2017,01/01/17,PLACER,31,STRUCTURAL PEST CONTROL,LESCO CROSSCHECK EZ GRANULAR INSECTICIDE,26,BIFENTHRIN,0.052
2017,01/01/17,PLACER,31,STRUCTURAL PEST CONTROL,LESCO CROSSCHECK EZ GRANULAR INSECTICIDE,93,BIFENTHRIN,0.186
2017,01/01/17,PLACER,31,STRUCTURAL PEST CONTROL,LESCO CROSSCHECK EZ GRANULAR INSECTICIDE,4,BIFENTHRIN,0.008
2017,01/01/17,PLACER,31,STRUCTURAL PEST CONTROL,LESCO CROSSCHECK PLUS MULTI-INSECTICIDE,1.3325,BIFENTHRIN,0.1052675
2017,01/01/17,PLACER,31,STRUCTURAL PEST CONTROL,LESCO CROSSCHECK PLUS MULTI-INSECTICIDE,0.2665,BIFENTHRIN,0.0210535
2017,01/01/17,PLACER,31,STRUCTURAL PEST CONTROL,LESCO CROSSCHECK PLUS MULTI-INSECTICIDE,0.7096,BIFENTHRIN,0.0560584
2017,01/01/17,PLACER,31,STRUCTURAL PEST CONTROL,LESCO CROSSCHECK PLUS MULTI-INSECTICIDE,0.3065,BIFENTHRIN,0.0242135
2017,01/01/17,PLACER,31,STRUCTURAL PEST CONTROL,LESCO CROSSCHECK PLUS MULTI-INSECTICIDE,1.9988,BIFENTHRIN,0.1579052
2017,01/01/17,PLACER,31,STRUCTURAL PEST CONTROL,LESCO CROSSCHECK PLUS MULTI-INSECTICIDE,1.066,BIFENTHRIN,0.084214
2017,01/01/17,PLACER,31,STRUCTURAL PEST CONTROL,MASTERLINE B MAXXPRO TERMITICIDE/INSECTICIDE,1.1228,BIFENTHRIN,0.0887012
2017,01/01/17,PLACER,31,STRUCTURAL PEST CONTROL,MASTERLINE B MAXXPRO TERMITICIDE/INSECTICIDE,0.0333,BIFENTHRIN,0.0026307
2017,01/01/17,PLACER,31,STRUCTURAL PEST CONTROL,MASTERLINE BIFENTHRIN 7.9 TERMITICIDE/INSECTICIDE,2.6563,BIFENTHRIN,0.2098477
2017,01/01/17,PLACER,31,STRUCTURAL PEST CONTROL,MASTERLINE BIFENTHRIN 7.9 TERMITICIDE/INSECTICIDE,2.452,BIFENTHRIN,0.193708
2017,01/01/17,PLACER,31,STRUCTURAL PEST CONTROL,MASTERLINE BIFENTHRIN 7.9 TERMITICIDE/INSECTICIDE,0.3814,BIFENTHRIN,0.0301306
2017,01/01/17,PLACER,31,STRUCTURAL PEST CONTROL,MASTERLINE BIFENTHRIN 7.9 TERMITICIDE/INSECTICIDE,7.2879,BIFENTHRIN,0.5757441
2017,01/01/17,PLACER,31,STRUCTURAL PEST CONTROL,MASTERLINE BIFENTHRIN 7.9 TERMITICIDE/INSECTICIDE,2.5201,BIFENTHRIN,0.1990879
2017,01/01/17,PLACER,31,STRUCTURAL PEST CONTROL,MASTERLINE BIFENTHRIN 7.9 TERMITICIDE/INSECTICIDE,0.4938,BIFENTHRIN,0.0390102
2017,01/01/17,PLACER,31,STRUCTURAL PEST CONTROL,MASTERLINE BIFENTHRIN 7.9 TERMITICIDE/INSECTICIDE,2.1795,BIFENTHRIN,0.1721805
2017,01/01/17,PLACER,31,STRUCTURAL PEST CONTROL,MASTERLINE BIFENTHRIN 7.9 TERMITICIDE/INSECTICIDE,0.2384,BIFENTHRIN,0.0188336
2017,01/01/17,PLACER,31,STRUCTURAL PEST CONTROL,MASTERLINE BIFENTHRIN 7.9 TERMITICIDE/INSECTICIDE,3.0309,BIFENTHRIN,0.2394411
2017,01/01/17,PLACER,31,STRUCTURAL PEST CONTROL,MASTERLINE BIFENTHRIN 7.9 TERMITICIDE/INSECTICIDE,7.5262,BIFENTHRIN,0.5945698
2017,01/01/17,PLACER,31,STRUCTURAL PEST CONTROL,MASTERLINE BIFENTHRIN 7.9 TERMITICIDE/INSECTICIDE,4.0117,BIFENTHRIN,0.3169243
2017,01/01/17,PLACER,31,STRUCTURAL PEST CONTROL,MASTERLINE BIFENTHRIN 7.9 TERMITICIDE/INSECTICIDE,0.0341,BIFENTHRIN,0.0026939
2017,01/01/17,PLACER,31,STRUCTURAL PEST CONTROL,MASTERLINE BIFENTHRIN 7.9 TERMITICIDE/INSECTICIDE,0.1362,BIFENTHRIN,0.0107598
2017,01/01/17,PLACER,31,STRUCTURAL PEST CONTROL,MASTERLINE BIFENTHRIN 7.9 TERMITICIDE/INSECTICIDE,0.0681,BIFENTHRIN,0.0053799
2017,01/01/17,PLACER,31,STRUCTURAL PEST CONTROL,MASTERLINE BIFENTHRIN 7.9 TERMITICIDE/INSECTICIDE,11.4086,BIFENTHRIN,0.9012794
2017,01/01/17,PLACER,31,STRUCTURAL PEST CONTROL,MASTERLINE BIFENTHRIN 7.9 TERMITICIDE/INSECTICIDE,0.0681,BIFENTHRIN,0.0053799
2017,01/01/17,PLACER,31,STRUCTURAL PEST CONTROL,MASTERLINE BIFENTHRIN 7.9 TERMITICIDE/INSECTICIDE,1.1204,BIFENTHRIN,0.0885116
2017,01/01/17,PLACER,31,STRUCTURAL PEST CONTROL,MAXXTHOR SC,1.3611,BIFENTHRIN,0.1075269
2017,01/01/17,PLACER,31,STRUCTURAL PEST CONTROL,MAXXTHOR SC,5.5879,BIFENTHRIN,0.4414441
2017,01/01/17,PLACER,31,STRUCTURAL PEST CONTROL,MAXXTHOR SC,8.2327,BIFENTHRIN,0.6503833
2017,01/01/17,PLACER,31,STRUCTURAL PEST CONTROL,MAXXTHOR SC,4.5147,BIFENTHRIN,0.3566613
2017,01/01/17,PLACER,31,STRUCTURAL PEST CONTROL,MAXXTHOR SC,30.0427,BIFENTHRIN,2.3733733
2017,01/01/17,PLACER,31,STRUCTURAL PEST CONTROL,MAXXTHOR SC,4.7305,BIFENTHRIN,0.3737095
2017,01/01/17,PLACER,31,STRUCTURAL PEST CONTROL,TALSTAR ONE MULTI-INSECTICIDE,2.2574,BIFENTHRIN,0.1783346
2017,01/01/17,PLACER,31,STRUCTURAL PEST CONTROL,TALSTAR P PROFESSIONAL INSECTICIDE,2.6557,BIFENTHRIN,0.2098003
2017,01/01/17,PLACER,31,STRUCTURAL PEST CONTROL,TALSTAR P PROFESSIONAL INSECTICIDE,41.1391,BIFENTHRIN,3.2499889
2017,01/01/17,PLACER,31,STRUCTURAL PEST CONTROL,TALSTAR P PROFESSIONAL INSECTICIDE,0.5311,BIFENTHRIN,0.0419569
2017,01/01/17,PLACER,31,STRUCTURAL PEST CONTROL,TALSTAR P PROFESSIONAL INSECTICIDE,12.0184,BIFENTHRIN,0.9494536
2017,01/01/17,PLACER,31,STRUCTURAL PEST CONTROL,TALSTAR P PROFESSIONAL INSECTICIDE,32.2934,BIFENTHRIN,2.5511786
2017,01/01/17,PLACER,31,STRUCTURAL PEST CONTROL,TALSTAR P PROFESSIONAL INSECTICIDE,9.544,BIFENTHRIN,0.753976
2017,01/01/17,PLACER,31,STRUCTURAL PEST CONTROL,TALSTAR P PROFESSIONAL INSECTICIDE,7.0642,BIFENTHRIN,0.5580718
2017,01/01/17,PLACER,31,STRUCTURAL PEST CONTROL,TALSTAR P PROFESSIONAL INSECTICIDE,4.4483,BIFENTHRIN,0.3514157
2017,01/01/17,PLACER,31,STRUCTURAL PEST CONTROL,TALSTAR PL GRANULAR INSECTICIDE,0.25,BIFENTHRIN,0.0005
2017,01/01/17,PLACER,31,STRUCTURAL PEST CONTROL,TALSTAR PL GRANULAR INSECTICIDE,13,BIFENTHRIN,0.026
2017,01/01/17,PLACER,31,STRUCTURAL PEST CONTROL,TALSTAR PL GRANULAR INSECTICIDE,20.5,BIFENTHRIN,0.041
2017,01/01/17,PLACER,31,STRUCTURAL PEST CONTROL,TALSTAR T&O GRANULAR INSECTICIDE,1,BIFENTHRIN,0.002
2017,01/01/17,PLACER,31,STRUCTURAL PEST CONTROL,TALSTAR TERMITICIDE/INSECTICIDE,3.5986,BIFENTHRIN,0.2842894
2017,01/01/17,PLACER,31,STRUCTURAL PEST CONTROL,TALSTAR TERMITICIDE/INSECTICIDE,0.6831,BIFENTHRIN,0.0539649
