ADJUVANT	YEAR	DATE	COUNTY_NAME	COMTRS	SITE_NAME	PRODUCT_NAME	POUNDS_PRODUCT_APPLIED	CHEMICAL_NAME	POUNDS_CHEMICAL_APPLIED	AMOUNT_TREATED	UNIT_TREATED	AERIAL_GROUND_INDICATOR
NO	2017	01-SEP-17	PLACER	31	LANDSCAPE MAINTENANCE	ALOFT GC SC	3.2688	BIFENTHRIN	.4020624			
NO	2017	01-AUG-17	PLACER	31	LANDSCAPE MAINTENANCE	ALOFT GC SC	3.2688	BIFENTHRIN	.4020624			
NO	2017	01-AUG-17	PLACER	31	LANDSCAPE MAINTENANCE	ALOFT LC G	12	BIFENTHRIN	.015			
NO	2017	01-JUL-17	PLACER	31	LANDSCAPE MAINTENANCE	ALOFT LC G	32	BIFENTHRIN	.04			
NO	2017	01-JUN-17	PLACER	31	LANDSCAPE MAINTENANCE	ALOFT LC G	18.5	BIFENTHRIN	.023125			
NO	2017	01-AUG-17	PLACER	31	LANDSCAPE MAINTENANCE	BISECT G	.75	BIFENTHRIN	.0015			
NO	2017	01-JUL-17	PLACER	31	LANDSCAPE MAINTENANCE	BISECT G	.5625	BIFENTHRIN	.001125			
NO	2017	01-JUN-17	PLACER	31	LANDSCAPE MAINTENANCE	BISECT G	.5625	BIFENTHRIN	.001125			
NO	2017	01-NOV-17	PLACER	31	LANDSCAPE MAINTENANCE	BISECT L	2.4179	BIFENTHRIN	.1910141			
NO	2017	01-SEP-17	PLACER	31	LANDSCAPE MAINTENANCE	BISECT L	.2724	BIFENTHRIN	.0215196			
NO	2017	01-AUG-17	PLACER	31	LANDSCAPE MAINTENANCE	BISECT L	2.7244	BIFENTHRIN	.2152276			
NO	2017	01-SEP-17	PLACER	31	LANDSCAPE MAINTENANCE	BISECT L	3.7461	BIFENTHRIN	.2959419			
NO	2017	01-SEP-17	PLACER	31	LANDSCAPE MAINTENANCE	BISECT L	2.7244	BIFENTHRIN	.2152276			
NO	2017	01-MAY-17	PLACER	31	LANDSCAPE MAINTENANCE	BISECT L	.2724	BIFENTHRIN	.0215196			
NO	2017	01-JUL-17	PLACER	31	LANDSCAPE MAINTENANCE	BISECT L	3.4055	BIFENTHRIN	.2690345			
NO	2017	01-AUG-17	PLACER	31	LANDSCAPE MAINTENANCE	BISECT L	.1362	BIFENTHRIN	.0107598			
NO	2017	01-JUN-17	PLACER	31	LANDSCAPE MAINTENANCE	BISECT L	1.226	BIFENTHRIN	.096854			
NO	2017	01-JUL-17	PLACER	31	LANDSCAPE MAINTENANCE	BISECT L	.7492	BIFENTHRIN	.0591868			
NO	2017	01-SEP-17	PLACER	31	LANDSCAPE MAINTENANCE	QUALI-PRO BIFENTHRIN GOLF & NURSERY 7.9F	3.2431	BIFENTHRIN	.2562049			
NO	2017	01-MAY-17	PLACER	31	LANDSCAPE MAINTENANCE	QUALI-PRO BIFENTHRIN GOLF & NURSERY 7.9F	4.3241	BIFENTHRIN	.3416039			
NO	2017	01-NOV-17	PLACER	31	LANDSCAPE MAINTENANCE	TALSTAR PL GRANULAR INSECTICIDE	24.1375	BIFENTHRIN	.048275			
NO	2017	01-MAR-17	PLACER	31	LANDSCAPE MAINTENANCE	TALSTAR PL GRANULAR INSECTICIDE	9.2188	BIFENTHRIN	.0184376			
NO	2017	01-SEP-17	PLACER	31	LANDSCAPE MAINTENANCE	TALSTAR PL GRANULAR INSECTICIDE	2.0625	BIFENTHRIN	.004125			
NO	2017	01-JUL-17	PLACER	31	LANDSCAPE MAINTENANCE	TALSTAR PL GRANULAR INSECTICIDE	.5625	BIFENTHRIN	.001125			
NO	2017	01-AUG-17	PLACER	31	LANDSCAPE MAINTENANCE	TALSTAR PL GRANULAR INSECTICIDE	1.8125	BIFENTHRIN	.003625			
NO	2017	01-DEC-17	PLACER	31	LANDSCAPE MAINTENANCE	TALSTAR PL GRANULAR INSECTICIDE	154.0344	BIFENTHRIN	.3080688			
NO	2017	01-JAN-17	PLACER	31	LANDSCAPE MAINTENANCE	TALSTAR PL GRANULAR INSECTICIDE	50.5625	BIFENTHRIN	.101125			
NO	2017	01-FEB-17	PLACER	31	LANDSCAPE MAINTENANCE	TALSTAR PL GRANULAR INSECTICIDE	29.4313	BIFENTHRIN	.0588626			
NO	2017	01-OCT-17	PLACER	31	LANDSCAPE MAINTENANCE	TALSTAR PL GRANULAR INSECTICIDE	2.9313	BIFENTHRIN	.0058626			
NO	2017	01-AUG-17	PLACER	31	LANDSCAPE MAINTENANCE	TALSTAR T&O FLOWABLE INSECTICIDE/MITICIDE	16.3366	BIFENTHRIN	1.2905914			
NO	2017	01-MAR-17	PLACER	31	LANDSCAPE MAINTENANCE	TALSTAR T&O FLOWABLE INSECTICIDE/MITICIDE	.3359	BIFENTHRIN	.0265361			
NO	2017	01-OCT-17	PLACER	31	LANDSCAPE MAINTENANCE	TALSTAR T&O FLOWABLE INSECTICIDE/MITICIDE	8.5982	BIFENTHRIN	.6792578			
NO	2017	01-MAY-17	PLACER	31	LANDSCAPE MAINTENANCE	TALSTAR T&O FLOWABLE INSECTICIDE/MITICIDE	52.4492	BIFENTHRIN	4.1434868			
NO	2017	01-APR-17	PLACER	31	LANDSCAPE MAINTENANCE	TALSTAR T&O FLOWABLE INSECTICIDE/MITICIDE	9.458	BIFENTHRIN	.747182			
