Date,DailyTotal_kgm2
2014-06-19 00,0.0000
2014-06-20 00,0.0000
2014-06-21 00,0.0000
2014-06-22 00,0.0000
2014-06-23 00,0.0000
2014-06-24 00,0.0000
2014-06-25 00,0.0000
2014-06-26 00,0.0000
2014-06-27 00,0.0000
2014-06-28 00,0.0000
2014-06-29 00,0.0000
2014-06-30 00,0.0000
2014-07-01 00,0.0000
2014-07-02 00,0.0000
2014-07-03 00,0.0000
2014-07-04 00,0.0000
2014-07-05 00,0.0000
2014-07-06 00,0.0000
2014-07-07 00,0.0000
2014-07-08 00,0.0000
2014-07-09 00,0.0000
2014-07-10 00,0.0000
2014-07-11 00,0.0000
2014-07-12 00,0.0000
2014-07-13 00,0.0000
2014-07-14 00,0.0000
2014-07-15 00,0.0000
2014-07-16 00,0.0000
2014-07-17 00,0.0000
2014-07-18 00,0.0000
2014-07-19 00,0.0000
2014-07-20 00,0.0110
2014-07-21 00,0.0050
2014-07-22 00,0.0000
2014-07-23 00,0.0000
2014-07-24 00,0.0000
2014-07-25 00,0.0000
2014-07-26 00,0.0000
2014-07-27 00,0.0000
2014-07-28 00,0.0000
2014-07-29 00,0.0000
2014-07-30 00,0.0000
2014-07-31 00,0.0000
2014-08-01 00,0.0000
2014-08-02 00,0.0000
2014-08-03 00,0.0000
2014-08-04 00,0.0000
2014-08-05 00,0.0430
2014-08-06 00,0.0980
2014-08-07 00,0.0000
2014-08-08 00,0.0000
2014-08-09 00,0.0000
2014-08-10 00,0.0000
2014-08-11 00,0.0000
2014-08-12 00,0.0000
2014-08-13 00,0.0000
2014-08-14 00,0.0000
2014-08-15 00,0.0000
2014-08-16 00,0.0000
2014-08-17 00,0.0000
2014-08-18 00,0.0000
2014-08-19 00,0.0000
2014-08-20 00,0.0000
2014-08-21 00,0.0000
2014-08-22 00,0.0000
2014-08-23 00,0.0000
2014-08-24 00,0.0000
2014-08-25 00,0.0000
2014-08-26 00,0.0000
2014-08-27 00,0.0000
2014-08-28 00,0.0000
2014-08-29 00,0.0000
2014-08-30 00,0.0000
2014-08-31 00,0.0000
2014-09-01 00,0.0000
2014-09-02 00,0.0000
2014-09-03 00,0.0000
2014-09-04 00,0.0000
2014-09-05 00,0.0000
2014-09-06 00,0.0000
2014-09-07 00,0.0000
2014-09-08 00,0.0000
2014-09-09 00,0.0000
2014-09-10 00,0.0000
2014-09-11 00,0.0000
2014-09-12 00,0.0000
2014-09-13 00,0.0000
2014-09-14 00,0.0000
2014-09-15 00,0.0000
2014-09-16 00,0.0000
2014-09-17 00,0.0000
2014-09-18 00,0.0000
2014-09-19 00,0.0000
2014-09-20 00,0.0000
2014-09-21 00,0.0000
2014-09-22 00,0.0000
2014-09-23 00,0.0000
2014-09-24 00,0.0000
2014-09-25 00,10.7870
2014-09-26 00,0.3550
2014-09-27 00,0.3110
2014-09-28 00,0.0000
2014-09-29 00,0.0000
2014-09-30 00,0.0000
2014-10-01 00,0.0000
2014-10-02 00,0.0000
2014-10-03 00,0.0000
2014-10-04 00,0.0000
2014-10-05 00,0.0000
2014-10-06 00,0.0000
2014-10-07 00,0.0000
2014-10-08 00,0.0000
2014-10-09 00,0.0000
2014-10-10 00,0.0000
2014-10-11 00,0.0000
2014-10-12 00,0.0000
2014-10-13 00,0.0000
2014-10-14 00,0.0000
2014-10-15 00,2.1610
2014-10-16 00,0.0000
2014-10-17 00,0.0000
2014-10-18 00,0.0000
2014-10-19 00,0.0000
2014-10-20 00,0.0040
2014-10-21 00,0.0000
2014-10-22 00,0.0000
2014-10-23 00,0.0000
2014-10-24 00,0.0000
2014-10-25 00,1.4620
2014-10-26 00,0.0000
2014-10-27 00,0.0000
2014-10-28 00,0.0000
2014-10-29 00,0.0000
2014-10-30 00,0.0000
2014-10-31 00,5.8590
2014-11-01 00,6.8160
2014-11-02 00,0.0000
2014-11-03 00,0.0000
2014-11-04 00,0.0000
2014-11-05 00,0.0000
2014-11-06 00,0.0000
2014-11-07 00,0.0000
2014-11-08 00,0.0000
2014-11-09 00,0.0000
2014-11-10 00,0.0000
2014-11-11 00,0.0000
2014-11-12 00,0.0050
2014-11-13 00,6.2340
2014-11-14 00,0.0000
2014-11-15 00,0.0000
2014-11-16 00,0.0000
2014-11-17 00,0.0000
2014-11-18 00,0.0000
2014-11-19 00,1.3320
2014-11-20 00,3.6190
2014-11-21 00,0.1160
2014-11-22 00,5.4130
2014-11-23 00,0.0000
2014-11-24 00,0.0000
2014-11-25 00,0.0000
2014-11-26 00,0.0000
2014-11-27 00,0.0000
2014-11-28 00,4.5410
2014-11-29 00,10.3360
2014-11-30 00,7.3720
2014-12-01 00,0.3020
2014-12-02 00,11.8550
2014-12-03 00,53.6250
2014-12-04 00,2.8150
2014-12-05 00,2.8800
2014-12-06 00,2.9840
2014-12-07 00,0.0450
2014-12-08 00,0.0000
2014-12-09 00,0.0000
2014-12-10 00,0.0000
2014-12-11 00,60.0480
2014-12-12 00,19.8130
2014-12-13 00,0.0150
2014-12-14 00,0.1630
2014-12-15 00,17.0390
2014-12-16 00,16.4150
2014-12-17 00,1.1570
2014-12-18 00,0.0000
2014-12-19 00,16.5410
2014-12-20 00,0.0340
2014-12-21 00,0.0000
2014-12-22 00,0.0000
2014-12-23 00,0.0000
2014-12-24 00,0.2050
2014-12-25 00,0.0000
2014-12-26 00,0.0000
2014-12-27 00,0.0000
2014-12-28 00,0.0000
2014-12-29 00,0.0000
2014-12-30 00,0.0000
2014-12-31 00,0.0000
2015-01-01 00,0.0000
2015-01-02 00,0.0000
2015-01-03 00,0.0000
2015-01-04 00,0.0000
2015-01-05 00,0.0000
2015-01-06 00,0.0000
2015-01-07 00,0.0000
2015-01-08 00,0.0000
2015-01-09 00,0.0000
2015-01-10 00,0.0000
2015-01-11 00,0.0000
2015-01-12 00,0.0000
2015-01-13 00,0.0000
2015-01-14 00,0.0000
2015-01-15 00,0.0000
2015-01-16 00,0.0180
2015-01-17 00,0.0000
2015-01-18 00,0.0000
2015-01-19 00,0.0000
2015-01-20 00,0.0000
2015-01-21 00,0.0000
2015-01-22 00,0.0000
2015-01-23 00,0.0000
2015-01-24 00,0.0000
2015-01-25 00,0.0000
2015-01-26 00,0.0000
2015-01-27 00,0.0000
2015-01-28 00,0.0000
2015-01-29 00,0.0000
2015-01-30 00,0.0000
2015-01-31 00,0.0000
2015-02-01 00,0.0000
2015-02-02 00,0.0000
2015-02-03 00,0.0000
2015-02-04 00,0.0000
2015-02-05 00,0.0000
2015-02-06 00,27.5750
2015-02-07 00,1.7330
2015-02-08 00,26.8220
2015-02-09 00,3.6430
2015-02-10 00,0.0000
2015-02-11 00,0.0000
2015-02-12 00,0.0000
2015-02-13 00,0.0000
2015-02-14 00,0.0000
2015-02-15 00,0.0000
2015-02-16 00,0.0000
2015-02-17 00,0.0000
2015-02-18 00,0.0000
2015-02-19 00,0.0000
2015-02-20 00,0.0000
2015-02-21 00,0.0000
2015-02-22 00,0.0000
2015-02-23 00,0.0000
2015-02-24 00,0.0000
2015-02-25 00,0.0000
2015-02-26 00,0.0000
2015-02-27 00,0.0000
2015-02-28 00,0.0570
2015-03-01 00,0.0000
2015-03-02 00,0.0000
2015-03-03 00,0.0000
2015-03-04 00,0.0000
2015-03-05 00,0.0000
2015-03-06 00,0.0000
2015-03-07 00,0.0000
2015-03-08 00,0.0000
2015-03-09 00,0.0000
2015-03-10 00,0.0000
2015-03-11 00,1.3810
2015-03-12 00,0.0000
2015-03-13 00,0.0000
2015-03-14 00,0.0000
2015-03-15 00,0.0000
2015-03-16 00,0.0000
2015-03-17 00,0.0000
2015-03-18 00,0.0000
2015-03-19 00,0.0000
2015-03-20 00,0.0000
2015-03-21 00,0.0000
2015-03-22 00,2.1650
2015-03-23 00,0.1970
2015-03-24 00,0.0000
2015-03-25 00,0.0000
2015-03-26 00,0.0000
2015-03-27 00,0.0000
2015-03-28 00,0.0000
2015-03-29 00,0.0000
2015-03-30 00,0.0000
2015-03-31 00,0.0000
2015-04-01 00,0.0000
2015-04-02 00,0.0000
2015-04-03 00,0.0000
2015-04-04 00,0.0000
2015-04-05 00,1.7900
2015-04-06 00,0.0140
2015-04-07 00,23.3130
2015-04-08 00,0.0200
2015-04-09 00,0.0000
2015-04-10 00,0.0000
2015-04-11 00,0.0000
2015-04-12 00,0.0000
2015-04-13 00,0.0000
2015-04-14 00,0.0000
2015-04-15 00,0.0000
2015-04-16 00,0.0000
2015-04-17 00,0.0000
2015-04-18 00,0.0000
2015-04-19 00,0.0000
2015-04-20 00,0.0000
2015-04-21 00,0.0000
2015-04-22 00,0.0000
2015-04-23 00,0.0030
2015-04-24 00,10.1930
2015-04-25 00,13.2300
2015-04-26 00,0.0000
2015-04-27 00,0.0000
2015-04-28 00,0.0000
2015-04-29 00,0.0000
2015-04-30 00,0.0000
2015-05-01 00,0.0000
2015-05-02 00,0.0000
2015-05-03 00,0.0000
2015-05-04 00,0.0000
2015-05-05 00,0.0000
2015-05-06 00,0.0000
2015-05-07 00,4.0880
2015-05-08 00,0.5940
2015-05-09 00,0.0000
2015-05-10 00,0.0000
2015-05-11 00,0.0000
2015-05-12 00,0.0000
2015-05-13 00,0.0000
2015-05-14 00,7.9150
2015-05-15 00,0.0000
2015-05-16 00,0.0000
2015-05-17 00,0.0000
2015-05-18 00,0.0000
2015-05-19 00,0.0000
2015-05-20 00,0.0000
2015-05-21 00,0.0000
2015-05-22 00,0.0000
2015-05-23 00,0.0000
2015-05-24 00,0.0000
2015-05-25 00,0.0000
2015-05-26 00,0.0000
2015-05-27 00,0.0000
2015-05-28 00,0.0000
2015-05-29 00,0.0000
2015-05-30 00,0.0000
2015-05-31 00,0.0000
2015-06-01 00,0.0000
2015-06-02 00,0.0000
2015-06-03 00,0.0000
2015-06-04 00,0.0000
2015-06-05 00,0.9820
2015-06-06 00,0.0000
2015-06-07 00,0.0000
2015-06-08 00,0.0000
2015-06-09 00,0.0190
2015-06-10 00,1.2580
2015-06-11 00,0.0240
2015-06-12 00,0.0000
2015-06-13 00,0.0000
2015-06-14 00,0.0000
2015-06-15 00,0.0000
2015-06-16 00,0.0000
2015-06-17 00,0.0000
2015-06-18 00,0.0000
2015-06-19 00,0.0000
2015-06-20 00,0.0000
2015-06-21 00,0.0000
2015-06-22 00,0.0000
2015-06-23 00,0.0000
2015-06-24 00,0.0000
2015-06-25 00,0.0000
2015-06-26 00,0.0000
2015-06-27 00,0.0000
2015-06-28 00,0.0000
2015-06-29 00,0.0000
2015-06-30 00,0.0000
2015-07-01 00,0.0000
2015-07-02 00,0.0000
2015-07-03 00,0.0000
2015-07-04 00,0.0000
2015-07-05 00,0.0000
2015-07-06 00,0.0000
2015-07-07 00,0.0000
2015-07-08 00,0.2850
2015-07-09 00,0.0700
2015-07-10 00,0.2140
2015-07-11 00,0.0000
2015-07-12 00,0.0000
2015-07-13 00,0.0000
2015-07-14 00,0.0000
2015-07-15 00,0.0000
2015-07-16 00,0.0000
2015-07-17 00,0.0000
2015-07-18 00,0.0000
2015-07-19 00,0.0000
2015-07-20 00,0.0000
2015-07-21 00,0.0000
2015-07-22 00,0.0000
2015-07-23 00,0.0000
2015-07-24 00,0.0000
2015-07-25 00,0.0000
2015-07-26 00,0.0000
2015-07-27 00,0.0000
2015-07-28 00,0.0000
2015-07-29 00,0.0000
2015-07-30 00,0.0000
2015-07-31 00,0.0000
2015-08-01 00,0.0000
2015-08-02 00,0.0000
2015-08-03 00,0.0000
2015-08-04 00,0.0000
2015-08-05 00,0.0000
2015-08-06 00,0.0000
2015-08-07 00,0.0000
2015-08-08 00,0.0000
2015-08-09 00,0.0000
2015-08-10 00,0.0000
2015-08-11 00,0.0000
2015-08-12 00,0.0000
2015-08-13 00,0.0000
2015-08-14 00,0.0000
2015-08-15 00,0.0000
2015-08-16 00,0.0000
2015-08-17 00,0.0000
2015-08-18 00,0.0000
2015-08-19 00,0.0000
2015-08-20 00,0.0000
2015-08-21 00,0.0000
2015-08-22 00,0.0000
2015-08-23 00,0.0000
2015-08-24 00,0.0000
2015-08-25 00,0.0000
2015-08-26 00,0.0000
2015-08-27 00,0.0000
2015-08-28 00,0.0000
2015-08-29 00,0.0000
2015-08-30 00,0.0000
2015-08-31 00,0.0000
2015-09-01 00,0.0000
2015-09-02 00,0.0000
2015-09-03 00,0.0000
2015-09-04 00,0.0000
2015-09-05 00,0.0000
2015-09-06 00,0.0000
2015-09-07 00,0.0000
2015-09-08 00,0.0000
2015-09-09 00,0.0000
2015-09-10 00,0.0000
2015-09-11 00,0.0000
2015-09-12 00,0.0000
2015-09-13 00,0.0000
2015-09-14 00,0.0020
2015-09-15 00,0.0000
2015-09-16 00,0.0690
2015-09-17 00,0.0000
2015-09-18 00,0.0000
2015-09-19 00,0.0000
2015-09-20 00,0.0000
2015-09-21 00,0.0000
2015-09-22 00,0.0000
2015-09-23 00,0.0000
2015-09-24 00,0.0000
2015-09-25 00,0.0000
2015-09-26 00,0.0000
2015-09-27 00,0.0000
2015-09-28 00,0.0000
2015-09-29 00,0.0000
2015-09-30 00,0.5880
2015-10-01 00,0.2060
2015-10-02 00,0.0000
2015-10-03 00,0.4530
2015-10-04 00,0.2450
2015-10-05 00,0.0000
2015-10-06 00,0.0000
2015-10-07 00,0.0000
2015-10-08 00,0.0000
2015-10-09 00,0.0000
2015-10-10 00,0.0000
2015-10-11 00,0.0000
2015-10-12 00,0.0000
2015-10-13 00,0.0000
2015-10-14 00,0.0000
2015-10-15 00,0.0000
2015-10-16 00,0.3560
2015-10-17 00,11.0660
2015-10-18 00,0.0000
2015-10-19 00,0.0000
2015-10-20 00,0.0000
2015-10-21 00,0.0000
2015-10-22 00,0.0000
2015-10-23 00,0.0000
2015-10-24 00,0.0000
2015-10-25 00,0.0000
2015-10-26 00,0.0000
2015-10-27 00,0.0000
2015-10-28 00,0.0000
2015-10-29 00,0.0000
2015-10-30 00,0.0000
2015-10-31 00,0.0000
2015-11-01 00,7.9670
2015-11-02 00,10.5330
2015-11-03 00,0.1060
2015-11-04 00,0.0000
2015-11-05 00,0.0000
2015-11-06 00,0.0000
2015-11-07 00,0.0000
2015-11-08 00,5.3420
2015-11-09 00,13.0690
2015-11-10 00,0.5210
2015-11-11 00,0.0000
2015-11-12 00,0.0000
2015-11-13 00,0.0000
2015-11-14 00,0.0000
2015-11-15 00,7.7960
2015-11-16 00,0.0000
2015-11-17 00,0.0000
2015-11-18 00,0.0000
2015-11-19 00,0.0000
2015-11-20 00,0.0000
2015-11-21 00,0.0000
2015-11-22 00,0.0000
2015-11-23 00,0.0000
2015-11-24 00,3.1080
2015-11-25 00,0.0000
2015-11-26 00,0.0000
2015-11-27 00,0.0000
2015-11-28 00,0.0000
2015-11-29 00,0.0000
2015-11-30 00,0.0000
2015-12-01 00,0.0000
2015-12-02 00,0.0000
2015-12-03 00,10.2930
2015-12-04 00,0.0000
2015-12-05 00,0.0000
2015-12-06 00,0.8340
2015-12-07 00,0.0000
2015-12-08 00,0.0000
2015-12-09 00,0.0030
2015-12-10 00,4.9140
2015-12-11 00,2.5930
2015-12-12 00,0.0110
2015-12-13 00,12.6490
2015-12-14 00,0.0000
2015-12-15 00,0.0000
2015-12-16 00,0.0000
2015-12-17 00,0.0000
2015-12-18 00,13.7710
2015-12-19 00,6.9620
2015-12-20 00,1.2710
2015-12-21 00,10.7880
2015-12-22 00,2.2840
2015-12-23 00,0.0030
2015-12-24 00,0.5320
2015-12-25 00,0.0000
2015-12-26 00,0.0000
2015-12-27 00,0.0900
2015-12-28 00,0.6360
2015-12-29 00,0.0000
2015-12-30 00,0.0000
2015-12-31 00,0.0000
2016-01-01 00,0.0000
2016-01-02 00,0.0000
2016-01-03 00,0.0000
2016-01-04 00,2.9380
2016-01-05 00,30.4090
2016-01-06 00,14.4310
2016-01-07 00,1.5760
2016-01-08 00,0.0070
2016-01-09 00,1.3280
2016-01-10 00,0.2360
2016-01-11 00,0.0000
2016-01-12 00,0.0690
2016-01-13 00,5.1100
2016-01-14 00,1.3780
2016-01-15 00,1.8480
2016-01-16 00,4.4430
2016-01-17 00,17.8480
2016-01-18 00,11.7770
2016-01-19 00,20.7830
2016-01-20 00,0.0000
2016-01-21 00,0.0210
2016-01-22 00,7.2910
2016-01-23 00,5.0750
2016-01-24 00,0.0810
2016-01-25 00,0.3530
2016-01-26 00,0.0000
2016-01-27 00,0.0000
2016-01-28 00,0.8260
2016-01-29 00,6.2540
2016-01-30 00,1.5690
2016-01-31 00,0.0130
2016-02-01 00,0.0000
2016-02-02 00,2.9740
2016-02-03 00,0.0000
2016-02-04 00,0.0000
2016-02-05 00,0.0000
2016-02-06 00,0.0000
2016-02-07 00,0.0000
2016-02-08 00,0.0000
2016-02-09 00,0.0000
2016-02-10 00,0.0000
2016-02-11 00,0.0000
2016-02-12 00,0.0000
2016-02-13 00,0.0000
2016-02-14 00,0.0000
2016-02-15 00,0.0000
2016-02-16 00,0.0000
2016-02-17 00,13.8210
2016-02-18 00,5.9670
2016-02-19 00,0.5210
2016-02-20 00,0.0000
2016-02-21 00,0.0000
2016-02-22 00,0.0000
2016-02-23 00,0.0000
2016-02-24 00,0.0000
2016-02-25 00,0.0000
2016-02-26 00,0.0000
2016-02-27 00,0.0000
2016-02-28 00,0.0000
2016-02-29 00,0.0000
2016-03-01 00,0.0000
2016-03-02 00,0.0000
2016-03-03 00,0.0010
2016-03-04 00,19.1250
2016-03-05 00,26.2960
2016-03-06 00,11.3670
2016-03-07 00,16.2730
2016-03-08 00,0.1670
2016-03-09 00,0.3040
2016-03-10 00,11.1200
2016-03-11 00,20.1700
2016-03-12 00,13.1290
2016-03-13 00,21.9850
2016-03-14 00,1.7040
2016-03-15 00,0.0000
2016-03-16 00,0.0000
2016-03-17 00,0.0000
2016-03-18 00,0.0000
2016-03-19 00,0.0000
2016-03-20 00,2.7240
2016-03-21 00,3.7870
2016-03-22 00,0.0000
2016-03-23 00,0.0000
2016-03-24 00,0.0000
2016-03-25 00,0.0000
2016-03-26 00,0.0000
2016-03-27 00,0.0000
2016-03-28 00,0.0000
2016-03-29 00,0.0000
2016-03-30 00,0.0000
2016-03-31 00,0.0000
2016-04-01 00,0.0000
2016-04-02 00,0.0000
2016-04-03 00,0.0000
2016-04-04 00,0.0000
2016-04-05 00,0.0000
2016-04-06 00,0.0000
2016-04-07 00,0.0000
2016-04-08 00,0.0000
2016-04-09 00,6.6210
2016-04-10 00,4.1590
2016-04-11 00,0.0000
2016-04-12 00,0.0000
2016-04-13 00,0.2080
2016-04-14 00,2.8220
2016-04-15 00,0.0000
2016-04-16 00,0.0000
2016-04-17 00,0.0000
2016-04-18 00,0.0000
2016-04-19 00,0.0000
2016-04-20 00,0.0000
2016-04-21 00,0.0000
2016-04-22 00,10.6610
2016-04-23 00,0.0000
2016-04-24 00,0.1530
2016-04-25 00,0.0000
2016-04-26 00,0.0000
2016-04-27 00,0.4400
2016-04-28 00,0.0000
2016-04-29 00,2.0900
2016-04-30 00,0.0000
2016-05-01 00,0.0160
2016-05-02 00,0.0000
2016-05-03 00,0.0000
2016-05-04 00,0.0000
2016-05-05 00,2.2470
2016-05-06 00,1.4280
2016-05-07 00,1.2350
2016-05-08 00,0.6420
2016-05-09 00,0.0000
2016-05-10 00,0.0000
2016-05-11 00,0.0000
2016-05-12 00,0.0000
2016-05-13 00,0.0000
2016-05-14 00,0.0000
2016-05-15 00,0.0000
2016-05-16 00,0.0000
2016-05-17 00,0.0000
2016-05-18 00,0.0000
2016-05-19 00,0.0000
2016-05-20 00,4.0560
2016-05-21 00,0.0100
2016-05-22 00,0.0000
2016-05-23 00,0.0000
2016-05-24 00,0.2560
2016-05-25 00,0.0000
2016-05-26 00,0.0000
2016-05-27 00,0.0000
2016-05-28 00,0.0000
2016-05-29 00,0.0000
2016-05-30 00,0.0000
2016-05-31 00,0.0000
2016-06-01 00,0.0000
2016-06-02 00,0.0000
2016-06-03 00,0.0000
2016-06-04 00,0.0000
2016-06-05 00,0.0000
2016-06-06 00,0.0000
2016-06-07 00,0.0000
2016-06-08 00,0.0000
2016-06-09 00,0.0000
2016-06-10 00,0.0000
2016-06-11 00,0.0000
2016-06-12 00,0.0000
2016-06-13 00,0.0000
2016-06-14 00,0.0000
2016-06-15 00,0.0000
2016-06-16 00,0.0000
2016-06-17 00,0.0000
2016-06-18 00,0.0000
2016-06-19 00,0.0000
2016-06-20 00,0.0000
2016-06-21 00,0.0000
2016-06-22 00,0.0000
2016-06-23 00,0.0000
2016-06-24 00,0.0000
2016-06-25 00,0.0000
2016-06-26 00,0.0000
2016-06-27 00,0.0000
2016-06-28 00,0.0000
2016-06-29 00,0.0000
2016-06-30 00,0.0000
2016-07-01 00,0.0000
2016-07-02 00,0.0000
2016-07-03 00,0.0000
2016-07-04 00,0.0000
2016-07-05 00,0.0000
2016-07-06 00,0.0000
2016-07-07 00,0.0000
2016-07-08 00,0.0000
2016-07-09 00,0.0000
2016-07-10 00,0.0000
2016-07-11 00,0.0000
2016-07-12 00,0.0000
2016-07-13 00,0.0000
2016-07-14 00,0.0000
2016-07-15 00,0.0000
2016-07-16 00,0.0000
2016-07-17 00,0.0000
2016-07-18 00,0.0000
2016-07-19 00,0.0000
2016-07-20 00,0.0000
2016-07-21 00,0.0000
2016-07-22 00,0.0000
2016-07-23 00,0.0000
2016-07-24 00,0.0000
2016-07-25 00,0.0000
2016-07-26 00,0.0000
2016-07-27 00,0.0000
2016-07-28 00,0.0000
2016-07-29 00,0.0000
2016-07-30 00,0.0000
2016-07-31 00,0.0000
2016-08-01 00,0.0000
2016-08-02 00,0.0000
2016-08-03 00,0.0000
2016-08-04 00,0.0000
2016-08-05 00,0.0000
2016-08-06 00,0.0000
2016-08-07 00,0.0000
2016-08-08 00,0.0000
2016-08-09 00,0.0000
2016-08-10 00,0.0000
2016-08-11 00,0.0000
2016-08-12 00,0.0000
2016-08-13 00,0.0000
2016-08-14 00,0.0000
2016-08-15 00,0.0000
2016-08-16 00,0.0000
2016-08-17 00,0.0000
2016-08-18 00,0.0000
2016-08-19 00,0.0000
2016-08-20 00,0.0000
2016-08-21 00,0.0000
2016-08-22 00,0.0000
2016-08-23 00,0.0000
2016-08-24 00,0.0000
2016-08-25 00,0.0000
2016-08-26 00,0.0000
2016-08-27 00,0.0000
2016-08-28 00,0.0000
2016-08-29 00,0.0000
2016-08-30 00,0.0000
2016-08-31 00,0.0000
2016-09-01 00,0.0000
2016-09-02 00,0.0000
2016-09-03 00,0.0000
2016-09-04 00,0.0000
2016-09-05 00,0.0000
2016-09-06 00,0.0000
2016-09-07 00,0.0000
2016-09-08 00,0.0000
2016-09-09 00,0.0000
2016-09-10 00,0.0000
2016-09-11 00,0.0000
2016-09-12 00,0.0000
2016-09-13 00,0.0000
2016-09-14 00,0.0000
2016-09-15 00,0.0000
2016-09-16 00,0.0000
2016-09-17 00,0.0000
2016-09-18 00,0.0000
2016-09-19 00,0.0000
2016-09-20 00,0.0000
2016-09-21 00,0.0000
2016-09-22 00,0.0000
2016-09-23 00,0.0000
2016-09-24 00,0.0000
2016-09-25 00,0.0000
2016-09-26 00,0.0000
2016-09-27 00,0.0000
2016-09-28 00,0.0000
2016-09-29 00,0.0000
2016-09-30 00,0.0000
2016-10-01 00,0.0000
2016-10-02 00,2.1200
2016-10-03 00,0.0980
2016-10-04 00,0.0000
2016-10-05 00,0.0000
2016-10-06 00,0.0000
2016-10-07 00,0.0000
2016-10-08 00,0.0000
2016-10-09 00,0.0000
2016-10-10 00,0.0000
2016-10-11 00,0.0000
2016-10-12 00,0.0000
2016-10-13 00,0.0000
2016-10-14 00,18.4620
2016-10-15 00,4.0930
2016-10-16 00,38.8520
2016-10-17 00,0.6730
2016-10-18 00,0.0000
2016-10-19 00,0.0000
2016-10-20 00,0.0000
2016-10-21 00,0.0000
2016-10-22 00,0.0000
2016-10-23 00,0.0000
2016-10-24 00,1.1270
2016-10-25 00,2.5980
2016-10-26 00,0.0000
2016-10-27 00,18.1260
2016-10-28 00,21.3260
2016-10-29 00,0.1930
2016-10-30 00,13.1280
2016-10-31 00,3.1500
2016-11-01 00,0.9700
2016-11-02 00,0.0000
2016-11-03 00,0.0000
2016-11-04 00,0.0000
2016-11-05 00,0.0000
2016-11-06 00,0.0000
2016-11-07 00,0.0000
2016-11-08 00,0.0000
2016-11-09 00,0.0000
2016-11-10 00,0.0000
2016-11-11 00,0.0000
2016-11-12 00,0.0000
2016-11-13 00,0.0000
2016-11-14 00,0.0000
2016-11-15 00,0.0000
2016-11-16 00,0.0000
2016-11-17 00,0.0000
2016-11-18 00,0.0000
2016-11-19 00,10.5570
2016-11-20 00,9.1790
2016-11-21 00,0.5650
2016-11-22 00,0.2130
2016-11-23 00,6.7200
2016-11-24 00,0.0000
2016-11-25 00,0.0000
2016-11-26 00,12.1370
2016-11-27 00,4.4990
2016-11-28 00,1.1540
2016-11-29 00,0.0000
2016-11-30 00,0.1080
2016-12-01 00,0.0000
2016-12-02 00,0.0000
2016-12-03 00,0.0000
2016-12-04 00,0.0000
2016-12-05 00,0.0000
2016-12-06 00,0.0000
2016-12-07 00,1.3650
2016-12-08 00,12.5610
2016-12-09 00,2.5770
2016-12-10 00,17.6200
2016-12-11 00,0.0600
2016-12-12 00,0.0000
2016-12-13 00,0.2930
2016-12-14 00,0.1430
2016-12-15 00,45.5630
2016-12-16 00,1.0960
2016-12-17 00,0.0000
2016-12-18 00,0.0000
2016-12-19 00,0.0000
2016-12-20 00,0.0000
2016-12-21 00,0.0000
2016-12-22 00,0.0000
2016-12-23 00,7.5120
2016-12-24 00,0.0000
2016-12-25 00,0.0000
2016-12-26 00,0.0000
2016-12-27 00,0.0000
2016-12-28 00,0.0000
2016-12-29 00,0.0000
2016-12-30 00,0.0100
2016-12-31 00,0.0870
2017-01-01 00,0.0000
2017-01-02 00,5.3150
2017-01-03 00,19.0150
2017-01-04 00,14.5290
2017-01-05 00,0.0280
2017-01-06 00,0.1150
2017-01-07 00,18.7590
2017-01-08 00,54.6910
2017-01-09 00,4.7930
2017-01-10 00,62.9070
2017-01-11 00,5.7200
2017-01-12 00,9.8920
2017-01-13 00,0.0000
2017-01-14 00,0.0000
2017-01-15 00,0.0000
2017-01-16 00,0.0000
2017-01-17 00,0.0110
2017-01-18 00,20.8490
2017-01-19 00,3.7480
2017-01-20 00,16.6510
2017-01-21 00,4.4210
2017-01-22 00,10.8070
2017-01-23 00,3.0820
2017-01-24 00,0.0300
2017-01-25 00,0.0000
2017-01-26 00,0.0000
2017-01-27 00,0.0000
2017-01-28 00,0.0000
2017-01-29 00,0.0000
2017-01-30 00,0.0000
2017-01-31 00,0.0000
2017-02-01 00,0.6750
2017-02-02 00,4.4110
2017-02-03 00,21.7830
2017-02-04 00,0.3430
2017-02-05 00,8.7240
2017-02-06 00,28.1590
2017-02-07 00,15.4950
2017-02-08 00,16.7710
2017-02-09 00,35.1850
2017-02-10 00,2.2920
2017-02-11 00,2.1020
2017-02-12 00,0.0000
2017-02-13 00,0.0000
2017-02-14 00,0.0000
2017-02-15 00,0.0070
2017-02-16 00,6.6240
2017-02-17 00,19.6730
2017-02-18 00,4.6220
2017-02-19 00,4.9310
2017-02-20 00,52.3560
2017-02-21 00,2.0410
2017-02-22 00,0.0270
2017-02-23 00,0.0000
2017-02-24 00,0.0000
2017-02-25 00,0.0000
2017-02-26 00,0.0000
2017-02-27 00,0.0000
2017-02-28 00,0.0000
2017-03-01 00,0.0000
2017-03-02 00,0.0000
2017-03-03 00,0.2890
2017-03-04 00,4.2810
2017-03-05 00,2.9960
2017-03-06 00,0.3370
2017-03-07 00,0.0000
2017-03-08 00,0.0000
2017-03-09 00,0.0000
2017-03-10 00,0.0000
2017-03-11 00,0.0000
2017-03-12 00,0.0000
