conc_h20,date
0.0,2009-01-01
0.0,2009-01-02
0.0,2009-01-03
0.0,2009-01-04
0.0,2009-01-05
0.0,2009-01-06
0.0,2009-01-07
0.0,2009-01-08
0.0,2009-01-09
0.0,2009-01-10
0.0,2009-01-11
0.0,2009-01-12
0.0,2009-01-13
0.0,2009-01-14
0.0,2009-01-15
0.0,2009-01-16
0.0,2009-01-17
0.0,2009-01-18
0.0,2009-01-19
0.0,2009-01-20
0.0,2009-01-21
2006800000.0,2009-01-22
12030999.999999998,2009-01-23
20379000.0,2009-01-24
27386000.0,2009-01-25
30980000.0,2009-01-26
32317000.0,2009-01-27
32368000.000000004,2009-01-28
32308000.0,2009-01-29
32591000.0,2009-01-30
32614000.000000004,2009-01-31
32451000.0,2009-02-01
32482000.0,2009-02-02
32485999.999999996,2009-02-03
32455000.0,2009-02-04
32220999.999999996,2009-02-05
32205000.0,2009-02-06
32111999.999999996,2009-02-07
2844400000.0,2009-02-08
1042099999.9999999,2009-02-09
188240000.0,2009-02-10
93758000.0,2009-02-11
67128000.0,2009-02-12
27309000.0,2009-02-13
54110000.0,2009-02-14
51551000.0,2009-02-15
32073999.999999996,2009-02-16
16698000.0,2009-02-17
52012000.0,2009-02-18
81158999.99999999,2009-02-19
88555000.0,2009-02-20
89582000.00000001,2009-02-21
25221999.999999996,2009-02-22
17055999.999999996,2009-02-23
53835000.0,2009-02-24
80750000.0,2009-02-25
68792000.0,2009-02-26
74950000.0,2009-02-27
84181000.0,2009-02-28
32950000.000000004,2009-03-01
19258000.0,2009-03-02
17034000.000000004,2009-03-03
42865000.0,2009-03-04
69043000.0,2009-03-05
79727000.0,2009-03-06
81289000.0,2009-03-07
81178000.0,2009-03-08
80862000.0,2009-03-09
80759000.0,2009-03-10
81098999.99999999,2009-03-11
81071000.0,2009-03-12
81211000.0,2009-03-13
80496000.00000001,2009-03-14
79723000.0,2009-03-15
79581000.0,2009-03-16
80173000.0,2009-03-17
80091000.00000001,2009-03-18
80136000.00000001,2009-03-19
80288000.0,2009-03-20
79418000.0,2009-03-21
1807900000.0,2009-03-22
303880000.0,2009-03-23
143060000.0,2009-03-24
116810000.0,2009-03-25
111730000.0,2009-03-26
110760000.0,2009-03-27
111420000.0,2009-03-28
109740000.0,2009-03-29
109030000.0,2009-03-30
110570000.0,2009-03-31
110210000.0,2009-04-01
110070000.0,2009-04-02
109450000.0,2009-04-03
109880000.0,2009-04-04
110710000.0,2009-04-05
111090000.0,2009-04-06
15999000000.0,2009-04-07
617670000.0,2009-04-08
198490000.0,2009-04-09
203960000.0,2009-04-10
296920000.0,2009-04-11
358240000.0,2009-04-12
367810000.0,2009-04-13
363650000.0,2009-04-14
362840000.0,2009-04-15
365300000.0,2009-04-16
367540000.0,2009-04-17
369130000.0,2009-04-18
369630000.0,2009-04-19
368560000.0,2009-04-20
367540000.0,2009-04-21
367000000.0,2009-04-22
363920000.0,2009-04-23
362420000.0,2009-04-24
363700000.0,2009-04-25
365110000.0,2009-04-26
362660000.0,2009-04-27
360490000.0,2009-04-28
361660000.0,2009-04-29
364810000.0,2009-04-30
5462600000.0,2009-05-01
223190000.0,2009-05-02
224950000.0,2009-05-03
313460000.0,2009-05-04
225870000.0,2009-05-05
314630000.0,2009-05-06
407290000.0,2009-05-07
419950000.0,2009-05-08
422520000.0,2009-05-09
424770000.0,2009-05-10
425150000.0,2009-05-11
424840000.0,2009-05-12
422560000.0,2009-05-13
422180000.0,2009-05-14
420900000.0,2009-05-15
420520000.0,2009-05-16
424230000.0,2009-05-17
423560000.0,2009-05-18
419860000.0,2009-05-19
422370000.0,2009-05-20
424000000.0,2009-05-21
421820000.0,2009-05-22
419010000.0,2009-05-23
417850000.0,2009-05-24
417430000.0,2009-05-25
416160000.0,2009-05-26
416570000.0,2009-05-27
416080000.0,2009-05-28
413490000.0,2009-05-29
412360000.0,2009-05-30
411270000.0,2009-05-31
409790000.0,2009-06-01
411970000.0,2009-06-02
1870500000.0,2009-06-03
4522600000.0,2009-06-04
843710000.0,2009-06-05
563520000.0,2009-06-06
517150000.0,2009-06-07
506730000.0,2009-06-08
501770000.0,2009-06-09
500200000.0,2009-06-10
500630000.0,2009-06-11
500200000.0,2009-06-12
498420000.0,2009-06-13
498570000.0,2009-06-14
499660000.0,2009-06-15
499510000.0,2009-06-16
498650000.0,2009-06-17
496860000.0,2009-06-18
494140000.0,2009-06-19
491130000.0,2009-06-20
492770000.0,2009-06-21
490680000.0,2009-06-22
491320000.0,2009-06-23
492030000.0,2009-06-24
489940000.0,2009-06-25
491490000.0,2009-06-26
489130000.0,2009-06-27
486610000.0,2009-06-28
488030000.0,2009-06-29
487250000.0,2009-06-30
485070000.0,2009-07-01
483390000.0,2009-07-02
482140000.0,2009-07-03
481170000.0,2009-07-04
478520000.0,2009-07-05
478370000.0,2009-07-06
477230000.0,2009-07-07
476540000.0,2009-07-08
476670000.0,2009-07-09
475710000.0,2009-07-10
474490000.0,2009-07-11
473260000.0,2009-07-12
468240000.0,2009-07-13
467000000.0,2009-07-14
470770000.0,2009-07-15
472490000.0,2009-07-16
472690000.0,2009-07-17
471300000.0,2009-07-18
468350000.0,2009-07-19
463440000.0,2009-07-20
461900000.0,2009-07-21
463110000.0,2009-07-22
463800000.0,2009-07-23
461070000.0,2009-07-24
461180000.0,2009-07-25
461920000.0,2009-07-26
459520000.0,2009-07-27
455030000.0,2009-07-28
452470000.0,2009-07-29
451140000.0,2009-07-30
450540000.0,2009-07-31
449620000.0,2009-08-01
447390000.0,2009-08-02
446760000.0,2009-08-03
446630000.0,2009-08-04
443440000.0,2009-08-05
442470000.0,2009-08-06
445640000.0,2009-08-07
443770000.0,2009-08-08
444230000.0,2009-08-09
444460000.0,2009-08-10
438940000.0,2009-08-11
437310000.0,2009-08-12
435270000.0,2009-08-13
434130000.0,2009-08-14
435300000.0,2009-08-15
436050000.0,2009-08-16
435050000.0,2009-08-17
436220000.0,2009-08-18
433660000.0,2009-08-19
429640000.0,2009-08-20
431050000.0,2009-08-21
429130000.0,2009-08-22
425160000.0,2009-08-23
425560000.0,2009-08-24
426690000.0,2009-08-25
427260000.0,2009-08-26
427830000.0,2009-08-27
424980000.0,2009-08-28
422740000.0,2009-08-29
417820000.0,2009-08-30
416740000.0,2009-08-31
419910000.0,2009-09-01
420890000.0,2009-09-02
418410000.0,2009-09-03
413940000.0,2009-09-04
411750000.0,2009-09-05
411550000.0,2009-09-06
413120000.0,2009-09-07
414190000.0,2009-09-08
413530000.0,2009-09-09
414720000.0,2009-09-10
413580000.0,2009-09-11
408760000.0,2009-09-12
404180000.0,2009-09-13
405510000.0,2009-09-14
407620000.0,2009-09-15
407050000.0,2009-09-16
407450000.0,2009-09-17
408490000.0,2009-09-18
402770000.0,2009-09-19
403380000.0,2009-09-20
403680000.0,2009-09-21
403080000.0,2009-09-22
402930000.0,2009-09-23
401360000.0,2009-09-24
402880000.0,2009-09-25
400530000.0,2009-09-26
399180000.0,2009-09-27
393220000.0,2009-09-28
390010000.0,2009-09-29
388540000.0,2009-09-30
390850000.0,2009-10-01
394000000.0,2009-10-02
389990000.0,2009-10-03
388960000.0,2009-10-04
388750000.0,2009-10-05
389080000.0,2009-10-06
391310000.0,2009-10-07
391380000.0,2009-10-08
389670000.0,2009-10-09
388230000.0,2009-10-10
385960000.0,2009-10-11
382130000.0,2009-10-12
91832000000.0,2009-10-13
710630000.0,2009-10-14
1423300000.0,2009-10-15
1793400000.0,2009-10-16
1852500000.0,2009-10-17
1846700000.0,2009-10-18
1810200000.0,2009-10-19
1819500000.0,2009-10-20
1842600000.0,2009-10-21
1840700000.0,2009-10-22
1834100000.0,2009-10-23
1827000000.0,2009-10-24
1811300000.0,2009-10-25
1820500000.0,2009-10-26
1749000000.0,2009-10-27
1728000000.0,2009-10-28
1773600000.0,2009-10-29
1809000000.0,2009-10-30
1825300000.0,2009-10-31
1822600000.0,2009-11-01
1822300000.0,2009-11-02
1824200000.0,2009-11-03
1815300000.0,2009-11-04
1799400000.0,2009-11-05
1812700000.0,2009-11-06
1803600000.0,2009-11-07
1791600000.0,2009-11-08
1809900000.0,2009-11-09
1815000000.0,2009-11-10
1804300000.0,2009-11-11
1785900000.0,2009-11-12
1779500000.0,2009-11-13
1773400000.0,2009-11-14
1788400000.0,2009-11-15
1791700000.0,2009-11-16
2956500000.0,2009-11-17
4458900000.0,2009-11-18
1822900000.0,2009-11-19
1192000000.0,2009-11-20
1410500000.0,2009-11-21
1754300000.0,2009-11-22
1793800000.0,2009-11-23
1809100000.0,2009-11-24
1829600000.0,2009-11-25
1819100000.0,2009-11-26
1808500000.0,2009-11-27
1732100000.0,2009-11-28
1737300000.0,2009-11-29
1794900000.0,2009-11-30
1815900000.0,2009-12-01
1811800000.0,2009-12-02
1804800000.0,2009-12-03
1808600000.0,2009-12-04
1802100000.0,2009-12-05
1782100000.0,2009-12-06
5300100000.0,2009-12-07
1329500000.0,2009-12-08
1757500000.0,2009-12-09
1827200000.0,2009-12-10
523409999.99999994,2009-12-11
377110000.0,2009-12-12
516130000.0,2009-12-13
1183500000.0,2009-12-14
1646000000.0,2009-12-15
1723500000.0,2009-12-16
1742700000.0,2009-12-17
1745600000.0,2009-12-18
1749000000.0,2009-12-19
1741300000.0,2009-12-20
1731900000.0,2009-12-21
1865100000.0,2009-12-22
1633600000.0,2009-12-23
1718600000.0,2009-12-24
1738700000.0,2009-12-25
1734400000.0,2009-12-26
2032800000.0,2009-12-27
1458000000.0,2009-12-28
1598300000.0,2009-12-29
1579300000.0,2009-12-30
1651100000.0,2009-12-31
1666200000.0,2010-01-01
1682400000.0,2010-01-02
1712300000.0,2010-01-03
1724000000.0,2010-01-04
1720300000.0,2010-01-05
1715700000.0,2010-01-06
1713500000.0,2010-01-07
1712500000.0,2010-01-08
1714200000.0,2010-01-09
1716300000.0,2010-01-10
1702400000.0,2010-01-11
3468800000.0,2010-01-12
523789999.99999994,2010-01-13
1095200000.0,2010-01-14
1589900000.0,2010-01-15
1669900000.0,2010-01-16
724700000.0,2010-01-17
387010000.0,2010-01-18
322420000.0,2010-01-19
205180000.0,2010-01-20
425730000.0,2010-01-21
687330000.0,2010-01-22
1004600000.0,2010-01-23
1234400000.0,2010-01-24
630200000.0,2010-01-25
851570000.0,2010-01-26
1271900000.0,2010-01-27
1473800000.0,2010-01-28
1423400000.0,2010-01-29
1319600000.0,2010-01-30
1403700000.0,2010-01-31
1488400000.0,2010-02-01
1505700000.0,2010-02-02
1509300000.0,2010-02-03
852870000.0,2010-02-04
636340000.0,2010-02-05
684670000.0,2010-02-06
1096100000.0,2010-02-07
1318300000.0,2010-02-08
1069300000.0,2010-02-09
1215800000.0,2010-02-10
1394800000.0,2010-02-11
1421300000.0,2010-02-12
1428600000.0,2010-02-13
1428800000.0,2010-02-14
1423300000.0,2010-02-15
1421900000.0,2010-02-16
1430600000.0,2010-02-17
1429500000.0,2010-02-18
1424800000.0,2010-02-19
1415400000.0,2010-02-20
1409600000.0,2010-02-21
1409700000.0,2010-02-22
4250200000.0,2010-02-23
794020000.0,2010-02-24
1159800000.0,2010-02-25
547840000.0,2010-02-26
528480000.0,2010-02-27
1008100000.0,2010-02-28
1328100000.0,2010-03-01
842600000.0,2010-03-02
426680000.0,2010-03-03
887730000.0,2010-03-04
1272600000.0,2010-03-05
1346700000.0,2010-03-06
1356200000.0,2010-03-07
1344700000.0,2010-03-08
1343700000.0,2010-03-09
1487700000.0,2010-03-10
1201400000.0,2010-03-11
693060000.0,2010-03-12
919460000.0,2010-03-13
1253700000.0,2010-03-14
1314800000.0,2010-03-15
1328100000.0,2010-03-16
1323800000.0,2010-03-17
1307500000.0,2010-03-18
1312100000.0,2010-03-19
1319700000.0,2010-03-20
1319600000.0,2010-03-21
1313700000.0,2010-03-22
1308200000.0,2010-03-23
1305400000.0,2010-03-24
1304600000.0,2010-03-25
1308500000.0,2010-03-26
1316700000.0,2010-03-27
1308400000.0,2010-03-28
1294200000.0,2010-03-29
1908500000.0,2010-03-30
2250000000.0,2010-03-31
1240700000.0,2010-04-01
1305000000.0,2010-04-02
1315500000.0,2010-04-03
747130000.0,2010-04-04
758160000.0,2010-04-05
1140800000.0,2010-04-06
1274300000.0,2010-04-07
1296700000.0,2010-04-08
1290200000.0,2010-04-09
1281200000.0,2010-04-10
1392200000.0,2010-04-11
467470000.0,2010-04-12
538470000.0,2010-04-13
932120000.0,2010-04-14
1210300000.0,2010-04-15
1248600000.0,2010-04-16
1255100000.0,2010-04-17
1264100000.0,2010-04-18
1255100000.0,2010-04-19
10182000000.0,2010-04-20
712800000.0,2010-04-21
1132500000.0,2010-04-22
1338700000.0,2010-04-23
1373100000.0,2010-04-24
1370300000.0,2010-04-25
1365500000.0,2010-04-26
884770000.0,2010-04-27
992060000.0,2010-04-28
1245600000.0,2010-04-29
1318600000.0,2010-04-30
1327400000.0,2010-05-01
1315500000.0,2010-05-02
1328100000.0,2010-05-03
1334700000.0,2010-05-04
1327600000.0,2010-05-05
1320400000.0,2010-05-06
1332800000.0,2010-05-07
1333400000.0,2010-05-08
1323800000.0,2010-05-09
15483000000.0,2010-05-10
1978800000.0,2010-05-11
1631800000.0,2010-05-12
1579400000.0,2010-05-13
1578800000.0,2010-05-14
1584800000.0,2010-05-15
1573100000.0,2010-05-16
1556500000.0,2010-05-17
1562100000.0,2010-05-18
1563100000.0,2010-05-19
1556000000.0,2010-05-20
1539900000.0,2010-05-21
1539600000.0,2010-05-22
1537900000.0,2010-05-23
1539000000.0,2010-05-24
6729700000.0,2010-05-25
1765000000.0,2010-05-26
1130300000.0,2010-05-27
1294200000.0,2010-05-28
1552200000.0,2010-05-29
1603600000.0,2010-05-30
1606900000.0,2010-05-31
1602000000.0,2010-06-01
1604400000.0,2010-06-02
1604500000.0,2010-06-03
1602800000.0,2010-06-04
1606000000.0,2010-06-05
1598100000.0,2010-06-06
1593700000.0,2010-06-07
1588400000.0,2010-06-08
1578500000.0,2010-06-09
1573500000.0,2010-06-10
1522700000.0,2010-06-11
1522600000.0,2010-06-12
1554700000.0,2010-06-13
1567700000.0,2010-06-14
1565200000.0,2010-06-15
1553600000.0,2010-06-16
1559100000.0,2010-06-17
1558600000.0,2010-06-18
1551500000.0,2010-06-19
1555700000.0,2010-06-20
1550800000.0,2010-06-21
1556700000.0,2010-06-22
1558900000.0,2010-06-23
1550700000.0,2010-06-24
1552100000.0,2010-06-25
1544200000.0,2010-06-26
1536800000.0,2010-06-27
1539700000.0,2010-06-28
1533200000.0,2010-06-29
1531100000.0,2010-06-30
1528100000.0,2010-07-01
1523600000.0,2010-07-02
1509100000.0,2010-07-03
