Site_ID,Subcatchment_ID
31_42,1
31_42,2
31_42,3
31_42,4
31_42,5
31_42,6
31_42,7
31_42,8
31_42,9
31_42,10
31_42,11
31_42,12
31_42,15
31_42,18
31_42,19
31_42,20
31_42,21
31_42,22
31_42,24
31_42,25
31_42,27
31_42,28
31_42,29
31_42,30
31_42,31
31_42,32
31_42,33
31_42,34
31_42,36
31_42,37
31_42,43
31_42,44
31_42,48
31_42,55
31_42,60
31_42,61
31_42,63
31_42,66
31_42,77
