datetime,subcatchment_S53_Runoff_rate,subcatchment_S54_Runoff_rate,subcatchment_S68_Runoff_rate,subcatchment_S70_Runoff_rate,subcatchment_S71_Runoff_rate,subcatchment_S74_Runoff_rate,subcatchment_S75_Runoff_rate,subcatchment_S76_Runoff_rate,subcatchment_S78_Runoff_rate,subcatchment_S79_Runoff_rate,subcatchment_S82_Runoff_rate,subcatchment_S84_Runoff_rate,subcatchment_S85_Runoff_rate,subcatchment_S86_Runoff_rate,subcatchment_S89_Runoff_rate,subcatchment_S91_Runoff_rate,subcatchment_S92_Runoff_rate,subcatchment_S93_Runoff_rate,subcatchment_S94_Runoff_rate,subcatchment_S95_Runoff_rate,subcatchment_S96_Runoff_rate,subcatchment_S97_Runoff_rate,subcatchment_S98_Runoff_rate,subcatchment_S99_Runoff_rate,subcatchment_S102_Runoff_rate,subcatchment_S103_Runoff_rate,subcatchment_S101_Runoff_rate,subcatchment_S108_Runoff_rate,runf_sum,date,year,month,day
2010-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-12-01,2010,12,1
2010-12-02,0.0,0.009742260636696717,0.0,0.0,0.0,0.002779106976570484,0.0,0.0,0.011996003043186846,0.0,0.014298178615208285,0.019783581817318777,0.013207423013824948,0.01915215627946285,0.005686117500017652,0.006463277166589905,0.013469688712158189,0.011830939018458926,0.008720755344991258,0.01438925346380407,0.012840813207824806,0.0,0.0,0.0,0.0,0.010569011694972503,0.042298721530794677,0.0053539410155136295,0.2225812290373945,2010-12-02,2010,12,2
2010-12-03,0.05333020302056294,0.14246679525777842,0.09670429226734512,0.009783745092151378,0.07525355730608398,0.09147548196486883,0.06669448602138117,0.03158621231012413,0.15409981750958443,0.060620627927394546,0.1650216493039185,0.1575039513647047,0.17398321370272593,0.18250091175896344,0.10594431013052578,0.13426187508651638,0.13986778816157108,0.10823511303824862,0.10895641627869256,0.18873280574762977,0.12010118772223598,0.045217747166021206,0.06925813573492405,0.06057935133176438,0.013956640203802773,0.18426505601200724,0.5362312355684326,0.10484826798640408,3.381480874976364,2010-12-03,2010,12,3
2010-12-04,0.04714522408042262,0.09014584480489234,0.05796442059083918,0.010039214864335394,0.061038891729328734,0.07164112980544982,0.05933471440183739,0.030449411807440287,0.08679639120376373,0.04935412566860081,0.1076660476173344,0.1337000033526289,0.09530643454741544,0.12345945799841773,0.07556177290145662,0.08254973453627804,0.1031637447925759,0.0904625195094963,0.08414080377266663,0.10394476477477439,0.09846415044037927,0.04071147446887951,0.05627460898584506,0.049199315980838,0.011413320156068807,0.09193255302890276,0.3072556943737315,0.06738729313528866,2.286503063329888,2010-12-04,2010,12,4
2010-12-05,0.30154313085375317,0.7874433593041764,0.5503107576709519,0.08392181280024032,0.42220485357335474,0.5213743621591711,0.3759177419303507,0.20258876035831366,0.8360527228027115,0.3515085542376926,0.8924159331073199,0.8543862953546368,0.9309406132595623,0.9835260660961355,0.6010112987685563,0.7446645016278032,0.7695685444552555,0.5843010879343831,0.6033406472658065,1.009576644896827,0.6528737486108258,0.2533007692736809,0.3883878247519267,0.35188454794632096,0.08066441589604847,0.9929039733129015,2.90439764055875,0.5859967948966067,18.61700740370406,2010-12-05,2010,12,5
2010-12-06,0.08279713210649065,0.2888277889110029,0.21128403261370704,0.021700787830536836,0.1281131355699898,0.1627213662743737,0.10284738137529464,0.05358895497195186,0.3365848902974331,0.10106908953047133,0.31294527027927393,0.24644427700929006,0.37984366047847107,0.3337431518595115,0.20078946225264932,0.2810455558187226,0.2449657145908317,0.16362269172712196,0.1862855031210546,0.40968480924070033,0.1918494169754039,0.06708449038235564,0.11277898411726721,0.1014596480653023,0.023074387372020652,0.4343145194696093,1.148650721820037,0.2073290544780348,6.535445878538911,2010-12-06,2010,12,6
2010-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-12-07,2010,12,7
2010-12-08,0.032990853159957666,0.09724698747597388,0.06288583203342903,0.00605887183409466,0.049728399505915774,0.06259119061096226,0.046811318280785025,0.02169687159928667,0.10657984187733562,0.04187107362207861,0.11393206677221568,0.11022007699501693,0.12369468822132254,0.12636607636863456,0.07194923154260277,0.09141083453244594,0.09390127324472963,0.07168422055247536,0.07285643242294637,0.1341564106276455,0.08162032483654647,0.026684482236963094,0.04580212794250303,0.04179516115718063,0.009033557658264338,0.1313787168565703,0.37098476487428544,0.06901522248006325,2.314946909322231,2010-12-08,2010,12,8
2010-12-09,0.009116849718658528,0.027742106159075724,0.016550079298053338,0.0,0.014439832887296023,0.01920861479630665,0.014726137235813312,0.006730992840574251,0.030671580851114308,0.0124019535556567,0.03245787445433437,0.038210733206772485,0.03400510692499943,0.03672228618006246,0.020303424394560603,0.025773567701865563,0.027652955631017734,0.022289078860235293,0.022570454093165895,0.039544549373898105,0.02651171691451171,0.008225842179318594,0.013329018325129238,0.012317218562739811,0.0028884481041989304,0.035551728298519554,0.10721652581331113,0.01886852152841678,0.6760271978896065,2010-12-09,2010,12,9
2010-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-12-10,2010,12,10
2010-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-12-11,2010,12,11
2010-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-12-12,2010,12,12
2010-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-12-13,2010,12,13
2010-12-14,0.14156661099391554,0.3566615895954179,0.24809401452823393,0.03459443397585665,0.19917652153355436,0.24331678363318884,0.17715466572873265,0.09195805454202191,0.37299726365622615,0.1639755721366983,0.4063706530480861,0.4058912097031533,0.4147435754359204,0.44987009630664376,0.2756996728097178,0.33627615030040303,0.3557404725277293,0.2788747239168178,0.2820601701015439,0.45003430807405614,0.3098876723817539,0.12040880075295504,0.1832718860986891,0.16399414516978575,0.037062381426019926,0.4381158088657319,1.2982730034537877,0.2673322607819817,8.503402501478623,2010-12-14,2010,12,14
2010-12-15,0.002728003641182181,0.0265872724399177,0.020376437609332,0.0,0.004417927883870193,0.009089896323810248,0.0033132073990794716,0.0,0.03915745864991103,0.0035402280323454075,0.02724382844633236,0.011158342257077649,0.04474345345793489,0.027669670796317734,0.015033732417364018,0.029313870877333132,0.016826444475774846,0.0052863215804360075,0.010188076795262563,0.05062565324755374,0.009151969657466166,0.0,0.004047242603838189,0.0035792566154930487,0.0007972416283898672,0.05678581133861272,0.1313162292062862,0.01625647802665225,0.5692340554075735,2010-12-15,2010,12,15
2010-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-12-16,2010,12,16
2010-12-17,0.2910871920215638,0.7093374723708261,0.49174626462623205,0.08080801822876368,0.40048911310418694,0.48859345326311215,0.3633124300519512,0.19654175483960673,0.7373663005888837,0.3343609694476622,0.8109191378651173,0.8152516536439512,0.8191545681720894,0.8998460060346911,0.5514173593757089,0.6673716740907005,0.7138416354842223,0.5598692602355999,0.5666892131382112,0.8891812522390923,0.6230631455337935,0.2454099231662653,0.36852469294902457,0.3344798727766395,0.07683234801286061,0.8617596154318661,2.5696621368771275,0.5328761287445499,16.999792592314304,2010-12-17,2010,12,17
2010-12-18,0.4313305590454537,1.1906035790579763,0.8444915913246556,0.1205020548185143,0.6122781894735935,0.7637362129655059,0.5364472910609172,0.2871999878437739,1.2900384160065015,0.5072623024557511,1.3308272432864672,1.2202726843230476,1.442604463278764,1.452717511864792,0.8907546138958553,1.1362972644204836,1.123596782822666,0.8337063434356289,0.8805517336674505,1.5617259501809233,0.9401789417938577,0.35986962835879865,0.5629244184700984,0.5084265928383299,0.11557821947328609,1.5676126426011023,4.4566002202747725,0.881064379323191,27.849199818362155,2010-12-18,2010,12,18
2010-12-19,0.5206215730756151,1.215459394061638,0.8624277992046067,0.34366503749350813,0.6746918895272062,0.815014798558332,0.647978466510139,0.39030191908060063,1.3046885268545196,0.5706706214166036,1.3627535576089287,1.3365261797022934,1.454663304202589,1.4897896972889093,0.9281029248841304,1.1572875595021144,1.1783399957467666,0.9532496003895051,0.9406408860317719,1.572129842164138,1.0413126432031856,0.46581035300824447,0.6234984221717746,0.5692292539774451,0.13217740635889053,1.5792468398797348,4.505604826961875,0.90764368599945,29.543527004864515,2010-12-19,2010,12,19
2010-12-20,0.037529767502208655,0.14691533506914872,0.09855305066359248,0.006023612847793425,0.0595825744316647,0.07806161570340127,0.04993263786487319,0.022014653092035718,0.16533256971304033,0.04750363938703021,0.1622744395104579,0.13308997013810916,0.18561735119325043,0.17555392943335252,0.09791495747318105,0.14126718323168566,0.12630019175603094,0.08379360893919378,0.09285280513535302,0.20062063785713638,0.09552402122553671,0.02988140171867907,0.0523436147494428,0.04751662347671498,0.00903308092173467,0.2087333281830049,0.5681962146056465,0.0995873466500857,3.2215501624733847,2010-12-20,2010,12,20
2010-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-12-21,2010,12,21
2010-12-22,0.1503787475412531,0.4078232015455483,0.28224247238739986,0.04285198178829546,0.21192094968467065,0.2632125680627083,0.1903726977238658,0.10096985480461544,0.4395237060818132,0.17637409302935908,0.45778348036447425,0.4327482454944311,0.5064518744424358,0.5035611477845671,0.30434854005113526,0.3843629621589099,0.3920585333097942,0.2969828246379912,0.3073305100430788,0.5486359658239165,0.3315296039971163,0.12628095597884592,0.1949399243240674,0.17657954052622707,0.03986312524211696,0.5430801424946755,1.5318734890403516,0.2974439303511612,9.641525068714824,2010-12-22,2010,12,22
2010-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026053478969993863,0.0,0.0,0.0027855887487867443,0.0029428989507149245,0.0027758396205244044,0.0,0.0,0.0,0.0,0.0,0.003172660681847408,0.0,0.0,0.0,0.0,0.0,0.0033835969867921584,0.008889639460122048,0.0,0.026555572345787072,2010-12-23,2010,12,23
2010-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-12-24,2010,12,24
2010-12-25,0.3032232929152492,0.7737713421232628,0.5401513602969191,0.09163285314187096,0.4223511296219255,0.5192455365649623,0.37783863771147264,0.2034917532085785,0.8140884622466852,0.35139632085937034,0.877949307526989,0.8504760778648349,0.9059197785070946,0.9684739345476879,0.5936061830363899,0.7312195997568566,0.7607724279668505,0.5834869968011465,0.6007553008652654,0.9826920599018278,0.6522566676924695,0.2544496910755256,0.38849200073824086,0.35182854756018445,0.08061610949596736,0.9601679861324677,2.8304105578149596,0.5784076820360505,18.349171598011107,2010-12-25,2010,12,25
2010-12-26,0.03284663692969208,0.1431932624996152,0.10361153239104376,0.0,0.0583788055681816,0.07571857066542081,0.044158259103477496,0.017632133913831494,0.1707283436142219,0.04189262121811576,0.15414468146762608,0.1218964978591366,0.1960706975829516,0.16422293606166447,0.09883922490972624,0.14026226293019872,0.12107130852310057,0.08367431312960565,0.0871492929813446,0.21108076465720083,0.09342042398378532,0.02420324295746689,0.048741035313312975,0.04188168112040836,0.008425392904277488,0.22814841824637497,0.5795326163814283,0.10114575234123249,3.192070709254442,2010-12-26,2010,12,26
2010-12-27,0.0029754327155542015,0.021391699312188185,0.013185050734546129,0.0,0.00454176090667587,0.008896554757886478,0.0036339263882426325,0.0,0.026447551294023947,0.003711355741889577,0.023345842524144712,0.012042295759791566,0.02969476824797417,0.024834932416410525,0.013429084303303047,0.020628463483202963,0.01617697045285644,0.005755949610952568,0.010133676659528475,0.034697353574864066,0.00974113576450111,0.0,0.004170207143902339,0.0037345201544834667,0.0008428437699601149,0.03277200252363733,0.09082424732194677,0.013572841282827689,0.43118046684529443,2010-12-27,2010,12,27
2010-12-28,0.20330708440065068,0.5061479419950742,0.34765210078804737,0.057245846974217425,0.2797715502690938,0.3447924966095122,0.2564671579351165,0.13312969429994212,0.5293072457630338,0.23090672189921946,0.5793989323611,0.5779180417796658,0.591158711930399,0.6412872105408669,0.3910027054472395,0.4772572441347598,0.5068915205707601,0.39485408768680313,0.3996401860737249,0.641494853193844,0.4389458523154548,0.17168202428597718,0.25742222040532564,0.2310548031444157,0.05303369984851307,0.6211765569194256,1.850984105577428,0.3793082333415834,12.093238830491194,2010-12-28,2010,12,28
2010-12-29,0.1159730152581023,0.38743413873958393,0.2718236136534362,0.0325433184966833,0.17637567552535066,0.2281613506339015,0.14981638309599682,0.0735014437321295,0.4335329957917709,0.14360639466139152,0.4271179707072267,0.3612873384278465,0.4868844734154728,0.461588385169333,0.2751913717252887,0.3730624040090226,0.3427154636062216,0.24175505534180272,0.2650382994915235,0.5287272788424501,0.2722580108812345,0.09711042807414498,0.16211826806347363,0.14395568712757004,0.030348383214175503,0.5404236693135142,1.4892590535787162,0.27538743506116803,8.78699730563853,2010-12-29,2010,12,29
2010-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-12-30,2010,12,30
2010-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-12-31,2010,12,31
2011-01-01,0.1145922917067074,0.3221649353114028,0.21900263605712988,0.033790419309459564,0.16182925665287098,0.20305779653174247,0.14588540592377927,0.07609613066298837,0.343019779342946,0.13076201221530387,0.3636094843823249,0.34114907876881034,0.38251878179593785,0.3998287156018091,0.2363197607049335,0.30561714595520223,0.30825091227366724,0.2305909585439261,0.23525243112278427,0.41457636356371613,0.25598414953500626,0.09470996241197188,0.14388405729021406,0.13074372187235356,0.030077008317457347,0.4099317133948809,1.189377418942665,0.23061025597264917,7.45323258416464,2011-01-01,2011,1,1
2011-01-02,0.18234039524867285,0.5040852272834558,0.35310434735193214,0.05396294680548168,0.2598673017746352,0.3230642339559004,0.23049115221183425,0.11702049845311527,0.5466461357109613,0.2162420077825754,0.5666277921704597,0.526715274245033,0.6133403336681787,0.6236846434997732,0.3744255186599046,0.4793772982773333,0.4771871647388478,0.3591466981711687,0.3735312863848261,0.6642796098739611,0.4043185331678021,0.14877813198764567,0.2390380614900521,0.21649969097249752,0.04901679596739591,0.6630024312296757,1.8917025111122285,0.37249791942192234,11.829993941617271,2011-01-02,2011,1,2
2011-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030053361196066236,0.0,0.0,0.0030053361196066236,2011-01-03,2011,1,3
2011-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-01-04,2011,1,4
2011-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-01-05,2011,1,5
2011-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-01-06,2011,1,6
2011-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-01-07,2011,1,7
2011-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-01-08,2011,1,8
2011-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-01-09,2011,1,9
2011-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-01-10,2011,1,10
2011-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-01-11,2011,1,11
2011-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-01-12,2011,1,12
2011-01-13,0.031265489110618674,0.075138465044644,0.05068710278480145,0.011922288449234462,0.04269431068339603,0.05292223095363871,0.04229833329948325,0.022535481462914193,0.07750784780630371,0.03642990218222779,0.08820020365763968,0.09605384579649033,0.08837044493758917,0.09975428814195057,0.05905174198935817,0.06950102860061463,0.07943101710086248,0.06430213911690705,0.06209826805111461,0.09613440890360953,0.07228592596225895,0.027678026566411815,0.0393825835839893,0.03624310925844206,0.008456858941017649,0.09049654704178743,0.28065305382227235,0.055132588526357634,1.8566275317759355,2011-01-13,2011,1,13
2011-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-01-14,2011,1,14
2011-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-01-15,2011,1,15
2011-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-01-16,2011,1,16
2011-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-01-17,2011,1,17
2011-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-01-18,2011,1,18
2011-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-01-19,2011,1,19
2011-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-01-20,2011,1,20
2011-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-01-21,2011,1,21
2011-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-01-22,2011,1,22
2011-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-01-23,2011,1,23
2011-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-01-24,2011,1,24
2011-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-01-25,2011,1,25
2011-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-01-26,2011,1,26
2011-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-01-27,2011,1,27
2011-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-01-28,2011,1,28
2011-01-29,0.0,0.0,0.0,0.0,0.0,0.0025503504881277195,0.0027648860471221584,0.0,0.0,0.0,0.0031698994651381176,0.005852236430949278,0.0,0.00385107188133335,0.0,0.0,0.0035612118603522646,0.0040931758762792056,0.0030789834461569174,0.0,0.004196734991359773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03311855048681878,2011-01-29,2011,1,29
2011-01-30,0.20040286319246128,0.541231593743541,0.377924258776092,0.04949461960115747,0.2871812371756136,0.35314437458382686,0.2526774817137796,0.12883786977384687,0.5789748222797921,0.2340595436544398,0.6107356246937694,0.5785929969528214,0.6483558508178565,0.6688088404504678,0.4077741367263281,0.5134130271351156,0.521078627982299,0.3969664291456653,0.4085202807835515,0.7026123419914746,0.4436546409695612,0.16666730374716301,0.26416006799158065,0.2368604125189701,0.05309144019890115,0.6957125494412215,2.0072240195962885,0.40124723123188366,12.72940448686947,2011-01-30,2011,1,30
2011-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-01-31,2011,1,31
2011-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-02-01,2011,2,1
2011-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-02-02,2011,2,2
2011-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-02-03,2011,2,3
2011-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-02-04,2011,2,4
2011-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-02-05,2011,2,5
2011-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-02-06,2011,2,6
2011-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-02-07,2011,2,7
2011-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-02-08,2011,2,8
2011-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-02-09,2011,2,9
2011-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-02-10,2011,2,10
2011-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-02-11,2011,2,11
2011-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-02-12,2011,2,12
