conc_benth,date
0.0,2009-01-01
0.0,2009-01-02
0.0,2009-01-03
0.0,2009-01-04
0.0,2009-01-05
0.0,2009-01-06
0.0,2009-01-07
0.0,2009-01-08
0.0,2009-01-09
0.0,2009-01-10
0.0,2009-01-11
0.0,2009-01-12
0.0,2009-01-13
0.0,2009-01-14
0.0,2009-01-15
0.0,2009-01-16
0.0,2009-01-17
0.0,2009-01-18
0.0,2009-01-19
0.0,2009-01-20
1000900000.0,2009-01-21
1235800000.0,2009-01-22
1214500000.0,2009-01-23
1193500000.0,2009-01-24
1173800000.0,2009-01-25
1158800000.0,2009-01-26
1154000000.0,2009-01-27
1152400000.0,2009-01-28
1151300000.0,2009-01-29
1150200000.0,2009-01-30
1149400000.0,2009-01-31
1148400000.0,2009-02-01
1147500000.0,2009-02-02
1146600000.0,2009-02-03
1145600000.0,2009-02-04
1144600000.0,2009-02-05
2836800000.0,2009-02-06
3010400000.0,2009-02-07
3107000000.0,2009-02-08
3072400000.0,2009-02-09
3029000000.0,2009-02-10
2992200000.0,2009-02-11
2941500000.0,2009-02-12
2891700000.0,2009-02-13
2841700000.0,2009-02-14
2792700000.0,2009-02-15
2743900000.0,2009-02-16
2695700000.0,2009-02-17
2649200000.0,2009-02-18
2612800000.0,2009-02-19
2601300000.0,2009-02-20
2597500000.0,2009-02-21
2573400000.0,2009-02-22
2528100000.0,2009-02-23
2489400000.0,2009-02-24
2467500000.0,2009-02-25
2441600000.0,2009-02-26
2407400000.0,2009-02-27
2396600000.0,2009-02-28
2373400000.0,2009-03-01
2331600000.0,2009-03-02
2290400000.0,2009-03-03
2250400000.0,2009-03-04
2218800000.0,2009-03-05
2208800000.0,2009-03-06
2205600000.0,2009-03-07
2203500000.0,2009-03-08
2201400000.0,2009-03-09
2199300000.0,2009-03-10
2197300000.0,2009-03-11
2195500000.0,2009-03-12
2193600000.0,2009-03-13
2191700000.0,2009-03-14
2189400000.0,2009-03-15
2187000000.0,2009-03-16
2184600000.0,2009-03-17
2182500000.0,2009-03-18
2180400000.0,2009-03-19
2178300000.0,2009-03-20
2620300000.0,2009-03-21
3680200000.0,2009-03-22
3645400000.0,2009-03-23
3628400000.0,2009-03-24
3622200000.0,2009-03-25
3617800000.0,2009-03-26
3613400000.0,2009-03-27
3609400000.0,2009-03-28
3605300000.0,2009-03-29
3600400000.0,2009-03-30
3595800000.0,2009-03-31
3591900000.0,2009-04-01
3587700000.0,2009-04-02
3583500000.0,2009-04-03
3579100000.0,2009-04-04
3575300000.0,2009-04-05
3571900000.0,2009-04-06
4695900000.0,2009-04-07
4621000000.0,2009-04-08
4540000000.0,2009-04-09
4460400000.0,2009-04-10
4396800000.0,2009-04-11
4376100000.0,2009-04-12
4369000000.0,2009-04-13
4363600000.0,2009-04-14
4357700000.0,2009-04-15
4352300000.0,2009-04-16
4347500000.0,2009-04-17
4343100000.0,2009-04-18
4339000000.0,2009-04-19
4334900000.0,2009-04-20
4330500000.0,2009-04-21
4326000000.0,2009-04-22
4321200000.0,2009-04-23
4315800000.0,2009-04-24
4310600000.0,2009-04-25
4305800000.0,2009-04-26
4301000000.0,2009-04-27
4295800000.0,2009-04-28
4290500000.0,2009-04-29
4285800000.0,2009-04-30
5905900000.0,2009-05-01
5804800000.0,2009-05-02
5702700000.0,2009-05-03
5607000000.0,2009-05-04
5513500000.0,2009-05-05
5433900000.0,2009-05-06
5407500000.0,2009-05-07
5397100000.0,2009-05-08
5389200000.0,2009-05-09
5381900000.0,2009-05-10
5375100000.0,2009-05-11
5368300000.0,2009-05-12
5361400000.0,2009-05-13
5354200000.0,2009-05-14
5346900000.0,2009-05-15
5339200000.0,2009-05-16
5332000000.0,2009-05-17
5325200000.0,2009-05-18
5317900000.0,2009-05-19
5310500000.0,2009-05-20
5303900000.0,2009-05-21
5297300000.0,2009-05-22
5290200000.0,2009-05-23
5282800000.0,2009-05-24
5275300000.0,2009-05-25
5267600000.0,2009-05-26
5259700000.0,2009-05-27
5251900000.0,2009-05-28
5243700000.0,2009-05-29
5235100000.0,2009-05-30
5226300000.0,2009-05-31
5217200000.0,2009-06-01
5208200000.0,2009-06-02
6072100000.0,2009-06-03
6907500000.0,2009-06-04
6817300000.0,2009-06-05
6781200000.0,2009-06-06
6765800000.0,2009-06-07
6753800000.0,2009-06-08
6741800000.0,2009-06-09
6729400000.0,2009-06-10
6717300000.0,2009-06-11
6705400000.0,2009-06-12
6693400000.0,2009-06-13
6681400000.0,2009-06-14
6669900000.0,2009-06-15
6658800000.0,2009-06-16
6647800000.0,2009-06-17
6636800000.0,2009-06-18
6625200000.0,2009-06-19
6613200000.0,2009-06-20
6601100000.0,2009-06-21
6589500000.0,2009-06-22
6577400000.0,2009-06-23
6565800000.0,2009-06-24
6554100000.0,2009-06-25
6542500000.0,2009-06-26
6531200000.0,2009-06-27
6519200000.0,2009-06-28
6507100000.0,2009-06-29
6495200000.0,2009-06-30
6483000000.0,2009-07-01
6470500000.0,2009-07-02
6457700000.0,2009-07-03
6444800000.0,2009-07-04
6431600000.0,2009-07-05
6418100000.0,2009-07-06
6404700000.0,2009-07-07
6391300000.0,2009-07-08
6377900000.0,2009-07-09
6364700000.0,2009-07-10
6351200000.0,2009-07-11
6337700000.0,2009-07-12
6323700000.0,2009-07-13
6308800000.0,2009-07-14
6294400000.0,2009-07-15
6280800000.0,2009-07-16
6267400000.0,2009-07-17
6254000000.0,2009-07-18
6240300000.0,2009-07-19
6225800000.0,2009-07-20
6210500000.0,2009-07-21
6195400000.0,2009-07-22
6180800000.0,2009-07-23
6166400000.0,2009-07-24
6151700000.0,2009-07-25
6137500000.0,2009-07-26
6123400000.0,2009-07-27
6108800000.0,2009-07-28
6093700000.0,2009-07-29
6078600000.0,2009-07-30
6063600000.0,2009-07-31
6048800000.0,2009-08-01
6033900000.0,2009-08-02
6018900000.0,2009-08-03
6004300000.0,2009-08-04
5989600000.0,2009-08-05
5974500000.0,2009-08-06
5960100000.0,2009-08-07
5946300000.0,2009-08-08
5932300000.0,2009-08-09
5918700000.0,2009-08-10
5904700000.0,2009-08-11
5889800000.0,2009-08-12
5875000000.0,2009-08-13
5860200000.0,2009-08-14
5845800000.0,2009-08-15
5832000000.0,2009-08-16
5818600000.0,2009-08-17
5805500000.0,2009-08-18
5792700000.0,2009-08-19
5779400000.0,2009-08-20
5766000000.0,2009-08-21
5753000000.0,2009-08-22
5739400000.0,2009-08-23
5725700000.0,2009-08-24
5712700000.0,2009-08-25
5700200000.0,2009-08-26
5688100000.0,2009-08-27
5676200000.0,2009-08-28
5663700000.0,2009-08-29
5650700000.0,2009-08-30
5637200000.0,2009-08-31
5624200000.0,2009-09-01
5612000000.0,2009-09-02
5599700000.0,2009-09-03
5586800000.0,2009-09-04
5573300000.0,2009-09-05
5559800000.0,2009-09-06
5546700000.0,2009-09-07
5534300000.0,2009-09-08
5522400000.0,2009-09-09
5510600000.0,2009-09-10
5499200000.0,2009-09-11
5487300000.0,2009-09-12
5474500000.0,2009-09-13
15639000000.0,2009-09-14
16288000000.0,2009-09-15
16202000000.0,2009-09-16
16159000000.0,2009-09-17
16124000000.0,2009-09-18
16091000000.0,2009-09-19
16055000000.0,2009-09-20
16022000000.0,2009-09-21
15988000000.0,2009-09-22
15955000000.0,2009-09-23
15921000000.0,2009-09-24
15888000000.0,2009-09-25
15856000000.0,2009-09-26
15822000000.0,2009-09-27
15788000000.0,2009-09-28
15751000000.0,2009-09-29
15714000000.0,2009-09-30
15677000000.0,2009-10-01
15644000000.0,2009-10-02
15612000000.0,2009-10-03
15579000000.0,2009-10-04
15548000000.0,2009-10-05
15517000000.0,2009-10-06
15487000000.0,2009-10-07
15460000000.0,2009-10-08
15433000000.0,2009-10-09
15405000000.0,2009-10-10
15378000000.0,2009-10-11
15350000000.0,2009-10-12
16566000000.0,2009-10-13
16265000000.0,2009-10-14
16023000000.0,2009-10-15
15939000000.0,2009-10-16
15904000000.0,2009-10-17
15877000000.0,2009-10-18
15747000000.0,2009-10-19
15536000000.0,2009-10-20
15461000000.0,2009-10-21
15429000000.0,2009-10-22
15404000000.0,2009-10-23
15380000000.0,2009-10-24
15355000000.0,2009-10-25
15330000000.0,2009-10-26
15304000000.0,2009-10-27
15269000000.0,2009-10-28
15239000000.0,2009-10-29
15215000000.0,2009-10-30
15195000000.0,2009-10-31
15176000000.0,2009-11-01
15158000000.0,2009-11-02
15140000000.0,2009-11-03
15121000000.0,2009-11-04
15101000000.0,2009-11-05
15081000000.0,2009-11-06
15063000000.0,2009-11-07
15043000000.0,2009-11-08
15023000000.0,2009-11-09
15007000000.0,2009-11-10
14990000000.0,2009-11-11
15557000000.0,2009-11-12
15838000000.0,2009-11-13
15850000000.0,2009-11-14
15835000000.0,2009-11-15
15819000000.0,2009-11-16
17362000000.0,2009-11-17
17364000000.0,2009-11-18
17118000000.0,2009-11-19
16912000000.0,2009-11-20
16666000000.0,2009-11-21
16572000000.0,2009-11-22
16539000000.0,2009-11-23
16518000000.0,2009-11-24
16502000000.0,2009-11-25
16488000000.0,2009-11-26
16647000000.0,2009-11-27
16618000000.0,2009-11-28
16570000000.0,2009-11-29
16545000000.0,2009-11-30
16530000000.0,2009-12-01
16516000000.0,2009-12-02
16502000000.0,2009-12-03
16488000000.0,2009-12-04
16475000000.0,2009-12-05
16459000000.0,2009-12-06
17566000000.0,2009-12-07
17319000000.0,2009-12-08
17238000000.0,2009-12-09
17212000000.0,2009-12-10
17053000000.0,2009-12-11
16754000000.0,2009-12-12
16461000000.0,2009-12-13
16193000000.0,2009-12-14
16000000000.0,2009-12-15
15938000000.0,2009-12-16
15916000000.0,2009-12-17
15901000000.0,2009-12-18
15888000000.0,2009-12-19
15876000000.0,2009-12-20
15866000000.0,2009-12-21
15790000000.0,2009-12-22
15576000000.0,2009-12-23
15508000000.0,2009-12-24
15486000000.0,2009-12-25
15473000000.0,2009-12-26
15453000000.0,2009-12-27
15236000000.0,2009-12-28
15076000000.0,2009-12-29
14834000000.0,2009-12-30
14636000000.0,2009-12-31
14495000000.0,2010-01-01
14321000000.0,2010-01-02
14264000000.0,2010-01-03
14246000000.0,2010-01-04
14234000000.0,2010-01-05
14223000000.0,2010-01-06
14211000000.0,2010-01-07
14637000000.0,2010-01-08
14760000000.0,2010-01-09
14748000000.0,2010-01-10
14736000000.0,2010-01-11
14770000000.0,2010-01-12
14512000000.0,2010-01-13
14305000000.0,2010-01-14
14239000000.0,2010-01-15
14217000000.0,2010-01-16
14085000000.0,2010-01-17
13837000000.0,2010-01-18
13594000000.0,2010-01-19
13355000000.0,2010-01-20
13120000000.0,2010-01-21
12890000000.0,2010-01-22
12667000000.0,2010-01-23
12453000000.0,2010-01-24
12239000000.0,2010-01-25
12026000000.0,2010-01-26
11856000000.0,2010-01-27
11802000000.0,2010-01-28
11712000000.0,2010-01-29
11524000000.0,2010-01-30
11366000000.0,2010-01-31
11316000000.0,2010-02-01
11300000000.0,2010-02-02
11290000000.0,2010-02-03
11188000000.0,2010-02-04
10992000000.0,2010-02-05
10800000000.0,2010-02-06
10625000000.0,2010-02-07
10467000000.0,2010-02-08
10293000000.0,2010-02-09
10148000000.0,2010-02-10
10102000000.0,2010-02-11
10087000000.0,2010-02-12
10077000000.0,2010-02-13
10068000000.0,2010-02-14
10059000000.0,2010-02-15
10050000000.0,2010-02-16
10041000000.0,2010-02-17
10033000000.0,2010-02-18
10025000000.0,2010-02-19
10016000000.0,2010-02-20
10006000000.0,2010-02-21
9995600000.0,2010-02-22
10827000000.0,2010-02-23
10642000000.0,2010-02-24
10491000000.0,2010-02-25
10364000000.0,2010-02-26
10182000000.0,2010-02-27
10036000000.0,2010-02-28
9989600000.0,2010-03-01
9893000000.0,2010-03-02
9719100000.0,2010-03-03
9556400000.0,2010-03-04
9435100000.0,2010-03-05
9395900000.0,2010-03-06
9382200000.0,2010-03-07
9372200000.0,2010-03-08
9361800000.0,2010-03-09
9329900000.0,2010-03-10
9199500000.0,2010-03-11
9089900000.0,2010-03-12
8951300000.0,2010-03-13
8874300000.0,2010-03-14
8848200000.0,2010-03-15
8837400000.0,2010-03-16
8829100000.0,2010-03-17
8820000000.0,2010-03-18
8810100000.0,2010-03-19
8801500000.0,2010-03-20
8793300000.0,2010-03-21
8785000000.0,2010-03-22
8776100000.0,2010-03-23
8766800000.0,2010-03-24
9352300000.0,2010-03-25
9447200000.0,2010-03-26
9425700000.0,2010-03-27
9415100000.0,2010-03-28
9404800000.0,2010-03-29
9665000000.0,2010-03-30
9645700000.0,2010-03-31
9510700000.0,2010-04-01
9450300000.0,2010-04-02
9390000000.0,2010-04-03
9296400000.0,2010-04-04
9134300000.0,2010-04-05
9006100000.0,2010-04-06
8964800000.0,2010-04-07
8951200000.0,2010-04-08
8941600000.0,2010-04-09
8931600000.0,2010-04-10
9551200000.0,2010-04-11
9384900000.0,2010-04-12
9219600000.0,2010-04-13
9087500000.0,2010-04-14
9045500000.0,2010-04-15
9031700000.0,2010-04-16
9021800000.0,2010-04-17
9013500000.0,2010-04-18
9005600000.0,2010-04-19
9266600000.0,2010-04-20
9104700000.0,2010-04-21
8975700000.0,2010-04-22
8934200000.0,2010-04-23
8919900000.0,2010-04-24
8910000000.0,2010-04-25
8900000000.0,2010-04-26
8817600000.0,2010-04-27
8667900000.0,2010-04-28
8542500000.0,2010-04-29
8465700000.000001,2010-04-30
8437700000.000001,2010-05-01
8423600000.0,2010-05-02
8411200000.000001,2010-05-03
8401000000.0,2010-05-04
8390600000.0,2010-05-05
8379700000.000001,2010-05-06
8368900000.0,2010-05-07
8359500000.0,2010-05-08
8349500000.0,2010-05-09
9086400000.0,2010-05-10
8961500000.0,2010-05-11
8916700000.0,2010-05-12
8899800000.0,2010-05-13
8888800000.0,2010-05-14
8879500000.0,2010-05-15
8870500000.0,2010-05-16
8859900000.0,2010-05-17
8849000000.0,2010-05-18
8838800000.0,2010-05-19
8828400000.0,2010-05-20
8817100000.0,2010-05-21
8804800000.0,2010-05-22
8793000000.0,2010-05-23
8781300000.0,2010-05-24
9096500000.0,2010-05-25
8953300000.0,2010-05-26
8809500000.0,2010-05-27
8679900000.0,2010-05-28
8625800000.0,2010-05-29
8605300000.0,2010-05-30
8593500000.0,2010-05-31
8582200000.000001,2010-06-01
8571200000.000001,2010-06-02
8560500000.0,2010-06-03
8549900000.0,2010-06-04
8539200000.000001,2010-06-05
8528600000.0,2010-06-06
8517200000.000001,2010-06-07
8505700000.000001,2010-06-08
8493400000.0,2010-06-09
8480600000.0,2010-06-10
8466000000.0,2010-06-11
8448100000.0,2010-06-12
8432700000.000001,2010-06-13
8419600000.0,2010-06-14
