conc_benth,date
0.0,2009-01-01
0.0,2009-01-02
0.0,2009-01-03
0.0,2009-01-04
0.0,2009-01-05
0.0,2009-01-06
0.0,2009-01-07
0.0,2009-01-08
0.0,2009-01-09
0.0,2009-01-10
0.0,2009-01-11
0.0,2009-01-12
0.0,2009-01-13
0.0,2009-01-14
0.0,2009-01-15
0.0,2009-01-16
0.0,2009-01-17
0.0,2009-01-18
0.0,2009-01-19
0.0,2009-01-20
727030000.0,2009-01-21
1059200000.0,2009-01-22
1041300000.0,2009-01-23
1023700000.0,2009-01-24
1007600000.0,2009-01-25
995990000.0,2009-01-26
992240000.0,2009-01-27
990940000.0,2009-01-28
989950000.0,2009-01-29
989080000.0,2009-01-30
988340000.0,2009-01-31
987540000.0,2009-02-01
986710000.0,2009-02-02
985910000.0,2009-02-03
985100000.0,2009-02-04
1029400000.0000001,2009-02-05
3062200000.0,2009-02-06
3494600000.0,2009-02-07
3612600000.0,2009-02-08
3586100000.0,2009-02-09
3537600000.0,2009-02-10
3496300000.0,2009-02-11
3438600000.0,2009-02-12
3382100000.0,2009-02-13
3324500000.0,2009-02-14
3268500000.0,2009-02-15
3211900000.0,2009-02-16
3155700000.0,2009-02-17
3102200000.0,2009-02-18
3061100000.0,2009-02-19
3048000000.0,2009-02-20
3043700000.0,2009-02-21
3015500000.0,2009-02-22
2962600000.0,2009-02-23
2918500000.0,2009-02-24
2896800000.0,2009-02-25
2868700000.0,2009-02-26
2829600000.0,2009-02-27
2817100000.0,2009-02-28
2790100000.0,2009-03-01
2741200000.0,2009-03-02
2693000000.0,2009-03-03
2646500000.0,2009-03-04
2610000000.0,2009-03-05
2598500000.0,2009-03-06
2594800000.0,2009-03-07
2592300000.0,2009-03-08
2589900000.0,2009-03-09
2587400000.0,2009-03-10
2585100000.0,2009-03-11
2582900000.0,2009-03-12
2580700000.0,2009-03-13
2578500000.0,2009-03-14
2595400000.0,2009-03-15
2606000000.0,2009-03-16
2605400000.0,2009-03-17
2603200000.0,2009-03-18
2600700000.0,2009-03-19
2598200000.0,2009-03-20
2687500000.0,2009-03-21
3273600000.0,2009-03-22
3251600000.0,2009-03-23
3236800000.0,2009-03-24
3231300000.0,2009-03-25
3227500000.0,2009-03-26
3223600000.0,2009-03-27
3219900000.0,2009-03-28
3216300000.0,2009-03-29
3211900000.0,2009-03-30
3207900000.0,2009-03-31
3204400000.0,2009-04-01
3200600000.0,2009-04-02
3196900000.0,2009-04-03
3193000000.0,2009-04-04
3189600000.0,2009-04-05
3186500000.0,2009-04-06
4708700000.0,2009-04-07
4648200000.0,2009-04-08
4567700000.0,2009-04-09
4488600000.0,2009-04-10
4425400000.0,2009-04-11
4404900000.0,2009-04-12
4397800000.0,2009-04-13
4392300000.0,2009-04-14
4386400000.0,2009-04-15
4381000000.0,2009-04-16
4376100000.0,2009-04-17
4371700000.0,2009-04-18
4367600000.0,2009-04-19
4363500000.0,2009-04-20
4359100000.0,2009-04-21
4354500000.0,2009-04-22
4349600000.0,2009-04-23
4344200000.0,2009-04-24
4339000000.0,2009-04-25
4334100000.0,2009-04-26
4329300000.0,2009-04-27
4324100000.0,2009-04-28
4318800000.0,2009-04-29
4314000000.0,2009-04-30
6545400000.0,2009-05-01
6440100000.0,2009-05-02
6328300000.0,2009-05-03
6227000000.0,2009-05-04
6129800000.0,2009-05-05
6042100000.0,2009-05-06
6013000000.0,2009-05-07
6001400000.0,2009-05-08
5992600000.0,2009-05-09
5984500000.0,2009-05-10
5976900000.0,2009-05-11
5969400000.0,2009-05-12
5961700000.0,2009-05-13
5953600000.0,2009-05-14
5945500000.0,2009-05-15
5937100000.0,2009-05-16
5929000000.0,2009-05-17
5921500000.0,2009-05-18
5913300000.0,2009-05-19
5905100000.0,2009-05-20
5897700000.0,2009-05-21
5890400000.0,2009-05-22
5882600000.0,2009-05-23
5874300000.0,2009-05-24
5865900000.0,2009-05-25
5857400000.0,2009-05-26
5848600000.0,2009-05-27
5840000000.0,2009-05-28
5830800000.0,2009-05-29
5821200000.0,2009-05-30
5811400000.0,2009-05-31
5801400000.0,2009-06-01
5791400000.0,2009-06-02
6643800000.0,2009-06-03
7745300000.0,2009-06-04
7662700000.0,2009-06-05
7622900000.0,2009-06-06
7605800000.0,2009-06-07
7592300000.0,2009-06-08
7578800000.0,2009-06-09
7564900000.0,2009-06-10
7551300000.0,2009-06-11
7537900000.0,2009-06-12
7524400000.0,2009-06-13
7510900000.0,2009-06-14
7498000000.0,2009-06-15
7485500000.0,2009-06-16
7473200000.0,2009-06-17
7460800000.0,2009-06-18
7447800000.0,2009-06-19
7434300000.0,2009-06-20
7420700000.0,2009-06-21
7407600000.0,2009-06-22
7394000000.0,2009-06-23
7381000000.0,2009-06-24
7367900000.0,2009-06-25
7354800000.0,2009-06-26
7342100000.0,2009-06-27
7328600000.0,2009-06-28
7314900000.0,2009-06-29
7301600000.0,2009-06-30
7287900000.0,2009-07-01
7273800000.0,2009-07-02
7259400000.0,2009-07-03
7244900000.0,2009-07-04
7230100000.0,2009-07-05
7214900000.0,2009-07-06
7199900000.0,2009-07-07
7184800000.0,2009-07-08
7169800000.0,2009-07-09
7154900000.0,2009-07-10
7139800000.0,2009-07-11
7124600000.0,2009-07-12
7108800000.0,2009-07-13
7092100000.0,2009-07-14
7075900000.0,2009-07-15
7060600000.0,2009-07-16
7045500000.0,2009-07-17
7030500000.0,2009-07-18
7015100000.0,2009-07-19
6998700000.0,2009-07-20
6981500000.0,2009-07-21
6964600000.0,2009-07-22
6948200000.0,2009-07-23
6931900000.0,2009-07-24
6915500000.0,2009-07-25
6899500000.0,2009-07-26
6883600000.0,2009-07-27
6867200000.0,2009-07-28
6850300000.0,2009-07-29
6833300000.0,2009-07-30
6816400000.0,2009-07-31
6799700000.0,2009-08-01
6783000000.0,2009-08-02
6766200000.0,2009-08-03
6749700000.0,2009-08-04
6733200000.0,2009-08-05
6716300000.0,2009-08-06
6700100000.0,2009-08-07
6684600000.0,2009-08-08
6668800000.0,2009-08-09
6653500000.0,2009-08-10
6637700000.0,2009-08-11
6621000000.0,2009-08-12
6604400000.0,2009-08-13
6587700000.0,2009-08-14
6571500000.0,2009-08-15
6556000000.0,2009-08-16
6541000000.0,2009-08-17
6526200000.0,2009-08-18
6511900000.0,2009-08-19
6496900000.0,2009-08-20
6481900000.0,2009-08-21
6467300000.0,2009-08-22
6452000000.0,2009-08-23
6436600000.0,2009-08-24
6421900000.0,2009-08-25
6407900000.0,2009-08-26
6394300000.0,2009-08-27
6380900000.0,2009-08-28
6366900000.0,2009-08-29
6352300000.0,2009-08-30
6337100000.0,2009-08-31
6322500000.0,2009-09-01
6308800000.0,2009-09-02
6295000000.0,2009-09-03
6280400000.0,2009-09-04
6265200000.0,2009-09-05
6250000000.0,2009-09-06
6235400000.0,2009-09-07
6221400000.0,2009-09-08
6208000000.0,2009-09-09
6194800000.0,2009-09-10
6182000000.0,2009-09-11
6168600000.0,2009-09-12
6154200000.0,2009-09-13
15891000000.0,2009-09-14
17549000000.0,2009-09-15
17494000000.0,2009-09-16
17454000000.0,2009-09-17
17418000000.0,2009-09-18
17382000000.0,2009-09-19
17344000000.0,2009-09-20
17307000000.0,2009-09-21
17271000000.0,2009-09-22
17235000000.0,2009-09-23
17199000000.0,2009-09-24
17163000000.0,2009-09-25
17128000000.0,2009-09-26
17092000000.0,2009-09-27
17055000000.0,2009-09-28
17015000000.0,2009-09-29
16975000000.0,2009-09-30
16936000000.0,2009-10-01
16899000000.0,2009-10-02
16865000000.0,2009-10-03
16830000000.0,2009-10-04
16796000000.0,2009-10-05
16762000000.0,2009-10-06
16730000000.0,2009-10-07
16700000000.0,2009-10-08
16671000000.0,2009-10-09
16642000000.0,2009-10-10
16612000000.0,2009-10-11
16582000000.0,2009-10-12
18339000000.0,2009-10-13
18009000000.0,2009-10-14
17745000000.0,2009-10-15
17653000000.0,2009-10-16
17614000000.0,2009-10-17
17584000000.0,2009-10-18
17465000000.0,2009-10-19
17260000000.0,2009-10-20
17184000000.0,2009-10-21
17150000000.0,2009-10-22
17122000000.0,2009-10-23
17095000000.0,2009-10-24
17068000000.0,2009-10-25
17040000000.0,2009-10-26
17011000000.0,2009-10-27
16972000000.0,2009-10-28
16938000000.0,2009-10-29
16912000000.0,2009-10-30
16889000000.0,2009-10-31
16869000000.0,2009-11-01
16848000000.0,2009-11-02
16828000000.0,2009-11-03
16808000000.0,2009-11-04
16786000000.0,2009-11-05
16763000000.0,2009-11-06
16743000000.0,2009-11-07
16720000000.0,2009-11-08
16699000000.0,2009-11-09
16681000000.0,2009-11-10
16662000000.0,2009-11-11
16800000000.0,2009-11-12
16865000000.0,2009-11-13
16852000000.0,2009-11-14
16832000000.0,2009-11-15
16814000000.0,2009-11-16
17778000000.0,2009-11-17
17897000000.0,2009-11-18
17651000000.0,2009-11-19
17444000000.0,2009-11-20
17196000000.0,2009-11-21
17112000000.0,2009-11-22
17083000000.0,2009-11-23
17061000000.0,2009-11-24
17045000000.0,2009-11-25
17030000000.0,2009-11-26
17071000000.0,2009-11-27
17047000000.0,2009-11-28
17009000000.0,2009-11-29
16985000000.0,2009-11-30
16969000000.0,2009-12-01
16955000000.0,2009-12-02
16941000000.0,2009-12-03
16927000000.0,2009-12-04
16913000000.0,2009-12-05
16897000000.0,2009-12-06
18123000000.0,2009-12-07
17876000000.0,2009-12-08
17796000000.0,2009-12-09
17770000000.0,2009-12-10
17607000000.0,2009-12-11
17300000000.0,2009-12-12
16998000000.0,2009-12-13
16730000000.0,2009-12-14
16553000000.0,2009-12-15
16495000000.0,2009-12-16
16473000000.0,2009-12-17
16458000000.0,2009-12-18
16445000000.0,2009-12-19
16432000000.0,2009-12-20
16425000000.0,2009-12-21
16360000000.0,2009-12-22
16152000000.0,2009-12-23
16084000000.0,2009-12-24
16062000000.0,2009-12-25
16048000000.0,2009-12-26
15985000000.0,2009-12-27
15765000000.0,2009-12-28
15620000000.0,2009-12-29
15392000000.0,2009-12-30
15200000000.0,2009-12-31
15080000000.0,2010-01-01
14928000000.0,2010-01-02
14877000000.0,2010-01-03
14859000000.0,2010-01-04
14847000000.0,2010-01-05
14836000000.0,2010-01-06
14824000000.0,2010-01-07
14896000000.0,2010-01-08
14915000000.0,2010-01-09
14904000000.0,2010-01-10
14892000000.0,2010-01-11
14948000000.0,2010-01-12
14691000000.0,2010-01-13
14482000000.0,2010-01-14
14415000000.0,2010-01-15
14393000000.0,2010-01-16
14260000000.0,2010-01-17
14011000000.0,2010-01-18
13765000000.0,2010-01-19
13524000000.0,2010-01-20
13287000000.0,2010-01-21
13056000000.0,2010-01-22
12835000000.0,2010-01-23
12626000000.0,2010-01-24
12416000000.0,2010-01-25
12202000000.0,2010-01-26
12033000000.0,2010-01-27
11978000000.0,2010-01-28
11905000000.0,2010-01-29
11734000000.0,2010-01-30
11580000000.0,2010-01-31
11531000000.0,2010-02-01
11515000000.0,2010-02-02
11505000000.0,2010-02-03
11403000000.0,2010-02-04
11206000000.0,2010-02-05
11012000000.0,2010-02-06
10841000000.0,2010-02-07
10701000000.0,2010-02-08
10535000000.0,2010-02-09
10389000000.0,2010-02-10
10343000000.0,2010-02-11
10327000000.0,2010-02-12
10317000000.0,2010-02-13
10308000000.0,2010-02-14
10299000000.0,2010-02-15
10289000000.0,2010-02-16
10280000000.0,2010-02-17
10272000000.0,2010-02-18
10264000000.0,2010-02-19
10282000000.0,2010-02-20
10290000000.0,2010-02-21
10283000000.0,2010-02-22
10587000000.0,2010-02-23
10408000000.0,2010-02-24
10262000000.0,2010-02-25
10139000000.0,2010-02-26
9962100000.0,2010-02-27
9820700000.0,2010-02-28
9775200000.0,2010-03-01
9682700000.0,2010-03-02
9513900000.0,2010-03-03
9359900000.0,2010-03-04
9252100000.0,2010-03-05
9216800000.0,2010-03-06
9203900000.0,2010-03-07
9194100000.0,2010-03-08
9184000000.0,2010-03-09
9181300000.0,2010-03-10
9057400000.0,2010-03-11
8951400000.0,2010-03-12
8818100000.0,2010-03-13
8751600000.0,2010-03-14
8729000000.0,2010-03-15
8718800000.0,2010-03-16
8710700000.0,2010-03-17
8701800000.0,2010-03-18
8692000000.0,2010-03-19
8683500000.0,2010-03-20
8675500000.0,2010-03-21
8667300000.0,2010-03-22
8658400000.0,2010-03-23
8649300000.0,2010-03-24
8837400000.0,2010-03-25
8897100000.0,2010-03-26
8890000000.0,2010-03-27
8882200000.0,2010-03-28
8872800000.0,2010-03-29
9142500000.0,2010-03-30
9225500000.0,2010-03-31
9101500000.0,2010-04-01
9052200000.0,2010-04-02
9013300000.0,2010-04-03
8928600000.0,2010-04-04
8774900000.0,2010-04-05
8654500000.0,2010-04-06
8615600000.0,2010-04-07
8602700000.0,2010-04-08
8593500000.0,2010-04-09
8583900000.0,2010-04-10
9116800000.0,2010-04-11
8960900000.0,2010-04-12
8804400000.0,2010-04-13
8679400000.0,2010-04-14
8639600000.0,2010-04-15
8626400000.0,2010-04-16
8617000000.0,2010-04-17
8609000000.0,2010-04-18
8601400000.0,2010-04-19
8936000000.0,2010-04-20
8782800000.0,2010-04-21
8660800000.0,2010-04-22
8621400000.0,2010-04-23
8607800000.0,2010-04-24
8598200000.0,2010-04-25
8588500000.0,2010-04-26
8511100000.0,2010-04-27
8372500000.0,2010-04-28
8263700000.000001,2010-04-29
8202100000.0,2010-04-30
8178700000.0,2010-05-01
8165600000.0,2010-05-02
8153700000.0,2010-05-03
8143800000.0,2010-05-04
8133800000.0,2010-05-05
8123200000.0,2010-05-06
8112700000.0,2010-05-07
8103600000.0,2010-05-08
8093900000.0,2010-05-09
9000500000.0,2010-05-10
8888200000.0,2010-05-11
8845800000.0,2010-05-12
8829700000.0,2010-05-13
8818900000.0,2010-05-14
8809700000.0,2010-05-15
8800700000.0,2010-05-16
8790300000.0,2010-05-17
8779400000.0,2010-05-18
8769400000.0,2010-05-19
8759000000.0,2010-05-20
8747800000.0,2010-05-21
8735600000.0,2010-05-22
8723900000.0,2010-05-23
8712200000.0,2010-05-24
9110600000.0,2010-05-25
8982100000.0,2010-05-26
8848300000.0,2010-05-27
8721100000.0,2010-05-28
8672300000.0,2010-05-29
8653500000.0,2010-05-30
8641900000.0,2010-05-31
8630600000.0,2010-06-01
8619600000.0,2010-06-02
8608900000.0,2010-06-03
8598200000.0,2010-06-04
8587500000.0,2010-06-05
8576799999.999999,2010-06-06
8565299999.999999,2010-06-07
8553700000.000001,2010-06-08
8541400000.0,2010-06-09
8528500000.0,2010-06-10
8513799999.999999,2010-06-11
8495799999.999999,2010-06-12
8480299999.999999,2010-06-13
8467100000.0,2010-06-14
8454500000.0,2010-06-15
