ADJUVANT	YEAR	DATE	COUNTY_NAME	COMTRS	SITE_NAME	PRODUCT_NAME	POUNDS_PRODUCT_APPLIED	CHEMICAL_NAME	POUNDS_CHEMICAL_APPLIED	AMOUNT_TREATED	UNIT_TREATED	AERIAL_GROUND_INDICATOR
NO	2015	01-MAY-15	PLACER	31	LANDSCAPE MAINTENANCE	ALOFT LC G	35	BIFENTHRIN	.04375			
NO	2015	01-AUG-15	PLACER	31	LANDSCAPE MAINTENANCE	BIFENTHRIN 0.069% PLUS FERTILIZER	.0938	BIFENTHRIN	.000064722			
NO	2015	01-SEP-15	PLACER	31	LANDSCAPE MAINTENANCE	BIFENTHRIN 0.069% PLUS FERTILIZER	.0938	BIFENTHRIN	.000064722			
NO	2015	01-SEP-15	PLACER	31	LANDSCAPE MAINTENANCE	BISECT L	1.3622	BIFENTHRIN	.1076138			
NO	2015	01-JUL-15	PLACER	31	LANDSCAPE MAINTENANCE	BISECT L	1.7028	BIFENTHRIN	.1345212			
NO	2015	01-OCT-15	PLACER	31	LANDSCAPE MAINTENANCE	BISECT L	6.8111	BIFENTHRIN	.5380769			
NO	2015	01-NOV-15	PLACER	31	LANDSCAPE MAINTENANCE	BISECT L	3.1399	BIFENTHRIN	.2480521			
NO	2015	01-JUN-15	PLACER	31	LANDSCAPE MAINTENANCE	BISECT L	1.7709	BIFENTHRIN	.1399011			
NO	2015	01-AUG-15	PLACER	31	LANDSCAPE MAINTENANCE	BISECT L	4.8835	BIFENTHRIN	.3857965			
NO	2015	01-OCT-15	PLACER	31	LANDSCAPE MAINTENANCE	LESCO CROSSCHECK PLUS MULTI-INSECTICIDE	1.1993	BIFENTHRIN	.0947447			
NO	2015	01-SEP-15	PLACER	31	LANDSCAPE MAINTENANCE	MASTERLINE BIFENTHRIN 7.9 TERMITICIDE/INSECTICIDE	.3848	BIFENTHRIN	.0303992			
NO	2015	01-JUN-15	PLACER	31	LANDSCAPE MAINTENANCE	MASTERLINE BIFENTHRIN 7.9 TERMITICIDE/INSECTICIDE	.4087	BIFENTHRIN	.0322873			
NO	2015	01-JUL-15	PLACER	31	LANDSCAPE MAINTENANCE	MASTERLINE BIFENTHRIN 7.9 TERMITICIDE/INSECTICIDE	.2724	BIFENTHRIN	.0215196			
NO	2015	01-MAR-15	PLACER	31	LANDSCAPE MAINTENANCE	MASTERLINE BIFENTHRIN 7.9 TERMITICIDE/INSECTICIDE	.0409	BIFENTHRIN	.0032311			
NO	2015	01-MAR-15	PLACER	31	LANDSCAPE MAINTENANCE	MAXXTHOR SC	.5311	BIFENTHRIN	.0419569			
NO	2015	01-SEP-15	PLACER	31	LANDSCAPE MAINTENANCE	TALSTAR PL GRANULAR INSECTICIDE	3.125	BIFENTHRIN	.00625			
NO	2015	01-JUL-15	PLACER	31	LANDSCAPE MAINTENANCE	TALSTAR PL GRANULAR INSECTICIDE	4.5625	BIFENTHRIN	.009125			
